,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,Unnamed: 9,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-03-01 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 00:00:00,34618.0,0.0,,,,,,,,,,34618.0,0.0,
2022-03-01 00:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 00:30:00,33863.0,0.0,,,,,,,,,,33863.0,0.0,
2022-03-01 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 01:00:00,32030.0,0.0,,,,,,,,,,32030.0,0.0,
2022-03-01 01:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 01:30:00,32155.0,0.0,,,,,,,,,,32155.0,0.0,
2022-03-01 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 02:00:00,30584.0,0.0,,,,,,,,,,30584.0,0.0,
2022-03-01 02:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 02:30:00,30026.0,0.0,,,,,,,,,,30026.0,0.0,
2022-03-01 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 03:00:00,29734.0,0.0,,,,,,,,,,29734.0,0.0,
2022-03-01 03:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 03:30:00,30021.0,0.0,,,,,,,,,,30021.0,0.0,
2022-03-01 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 04:00:00,28664.0,0.0,,,,,,,,,,28664.0,0.0,
2022-03-01 04:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 04:30:00,32344.0,0.0,,,,,,,,,,32344.0,0.0,
2022-03-01 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 05:00:00,31200.0,0.0,,,,,,,,,,31200.0,0.0,
2022-03-01 05:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 05:30:00,35629.0,0.0,,,,,,,,,,35629.0,0.0,
2022-03-01 06:00:00+09:00,0.0,3.0,5.0,0.0,0.0,2022-03-01 06:00:00,47328.0,0.0,,,,,,,,,,47328.0,8.0,
2022-03-01 06:30:00+09:00,980.0,43.0,54.0,0.0,0.0,2022-03-01 06:30:00,50345.0,0.0,,,,,,,,,,50345.0,1077.0,
2022-03-01 07:00:00+09:00,5740.0,100.0,195.0,0.0,0.0,2022-03-01 07:00:00,57413.0,0.0,,,,,,,,,,57413.0,6035.0,
2022-03-01 07:30:00+09:00,10470.0,286.0,343.0,0.0,0.0,2022-03-01 07:30:00,69781.0,0.0,,,,,,,,,,69781.0,11099.0,
2022-03-01 08:00:00+09:00,14140.0,470.0,504.0,0.0,0.0,2022-03-01 08:00:00,59954.0,0.0,,,,,,,,,,59954.0,15114.0,
2022-03-01 08:30:00+09:00,14180.0,450.0,512.0,0.0,0.0,2022-03-01 08:30:00,58744.0,0.0,,,,,,,,,,58744.0,15142.0,
2022-03-01 09:00:00+09:00,19570.0,673.0,764.0,0.0,0.0,2022-03-01 09:00:00,54299.0,0.0,,,,,,,,,,54299.0,21007.0,
2022-03-01 09:30:00+09:00,15510.0,536.0,587.0,0.0,0.0,2022-03-01 09:30:00,62486.0,0.0,,,,,,,,,,62486.0,16633.0,
2022-03-01 10:00:00+09:00,31350.0,1088.0,1206.0,0.0,0.0,2022-03-01 10:00:00,41024.0,0.0,,,,,,,,,,41024.0,33644.0,
2022-03-01 10:30:00+09:00,35060.0,1205.0,1295.0,0.0,0.0,2022-03-01 10:30:00,43042.0,0.0,,,,,,,,,,43042.0,37560.0,
2022-03-01 11:00:00+09:00,27690.0,950.0,1033.0,0.0,0.0,2022-03-01 11:00:00,50045.0,0.0,,,,,,,,,,50045.0,29673.0,
2022-03-01 11:30:00+09:00,33690.0,1182.0,1287.0,0.0,0.0,2022-03-01 11:30:00,40614.0,0.0,,,,,,,,,,40614.0,36159.0,
2022-03-01 12:00:00+09:00,36840.0,1285.0,1389.0,0.0,0.0,2022-03-01 12:00:00,44253.0,0.0,,,,,,,,,,44253.0,39514.0,
2022-03-01 12:30:00+09:00,35940.0,1241.0,1341.0,0.0,0.0,2022-03-01 12:30:00,41142.0,0.0,,,,,,,,,,41142.0,38522.0,
2022-03-01 13:00:00+09:00,33910.0,1180.0,1281.0,0.0,0.0,2022-03-01 13:00:00,40087.0,0.0,,,,,,,,,,40087.0,36371.0,
2022-03-01 13:30:00+09:00,30840.0,1059.0,1148.0,0.0,0.0,2022-03-01 13:30:00,46914.0,0.0,,,,,,,,,,46914.0,33047.0,
2022-03-01 14:00:00+09:00,29440.0,1002.0,1100.0,0.0,0.0,2022-03-01 14:00:00,40286.0,0.0,,,,,,,,,,40286.0,31542.0,
2022-03-01 14:30:00+09:00,18130.0,620.0,690.0,0.0,0.0,2022-03-01 14:30:00,52062.0,0.0,,,,,,,,,,52062.0,19440.0,
2022-03-01 15:00:00+09:00,5780.0,209.0,227.0,0.0,0.0,2022-03-01 15:00:00,72483.0,0.0,,,,,,,,,,72483.0,6216.0,
2022-03-01 15:30:00+09:00,5270.0,188.0,208.0,0.0,0.0,2022-03-01 15:30:00,73602.0,0.0,,,,,,,,,,73602.0,5666.0,
2022-03-01 16:00:00+09:00,4060.0,155.0,163.0,0.0,0.0,2022-03-01 16:00:00,74614.0,0.0,,,,,,,,,,74614.0,4378.0,
2022-03-01 16:30:00+09:00,4060.0,144.0,155.0,0.0,0.0,2022-03-01 16:30:00,74835.0,0.0,,,,,,,,,,74835.0,4359.0,
2022-03-01 17:00:00+09:00,480.0,26.0,33.0,0.0,0.0,2022-03-01 17:00:00,75917.0,0.0,,,,,,,,,,75917.0,539.0,
2022-03-01 17:30:00+09:00,0.0,1.0,0.0,0.0,0.0,2022-03-01 17:30:00,77143.0,0.0,,,,,,,,,,77143.0,1.0,
2022-03-01 18:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 18:00:00,77155.0,0.0,,,,,,,,,,77155.0,0.0,
2022-03-01 18:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 18:30:00,78571.0,0.0,,,,,,,,,,78571.0,0.0,
2022-03-01 19:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 19:00:00,74823.0,0.0,,,,,,,,,,74823.0,0.0,
2022-03-01 19:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 19:30:00,76246.0,0.0,,,,,,,,,,76246.0,0.0,
2022-03-01 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 20:00:00,73210.0,0.0,,,,,,,,,,73210.0,0.0,
2022-03-01 20:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 20:30:00,70681.0,0.0,,,,,,,,,,70681.0,0.0,
2022-03-01 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 21:00:00,69214.0,0.0,,,,,,,,,,69214.0,0.0,
2022-03-01 21:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 21:30:00,55066.0,0.0,,,,,,,,,,55066.0,0.0,
2022-03-01 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 22:00:00,40608.0,0.0,,,,,,,,,,40608.0,0.0,
2022-03-01 22:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 22:30:00,39722.0,0.0,,,,,,,,,,39722.0,0.0,
2022-03-01 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 23:00:00,35235.0,0.0,,,,,,,,,,35235.0,0.0,
2022-03-01 23:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-01 23:30:00,38119.0,0.0,,,,,,,,,,38119.0,0.0,
2022-03-02 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 00:00:00,37520.0,0.0,,,,,,,,,,37520.0,0.0,
2022-03-02 00:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 00:30:00,34745.0,0.0,,,,,,,,,,34745.0,0.0,
2022-03-02 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 01:00:00,33287.0,0.0,,,,,,,,,,33287.0,0.0,
2022-03-02 01:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 01:30:00,35195.0,0.0,,,,,,,,,,35195.0,0.0,
2022-03-02 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 02:00:00,34427.0,0.0,,,,,,,,,,34427.0,0.0,
2022-03-02 02:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 02:30:00,29558.0,0.0,,,,,,,,,,29558.0,0.0,
2022-03-02 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 03:00:00,31016.0,0.0,,,,,,,,,,31016.0,0.0,
2022-03-02 03:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 03:30:00,30596.0,0.0,,,,,,,,,,30596.0,0.0,
2022-03-02 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 04:00:00,29914.0,0.0,,,,,,,,,,29914.0,0.0,
2022-03-02 04:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 04:30:00,35037.0,0.0,,,,,,,,,,35037.0,0.0,
2022-03-02 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 05:00:00,32199.0,0.0,,,,,,,,,,32199.0,0.0,
2022-03-02 05:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 05:30:00,42631.0,0.0,,,,,,,,,,42631.0,0.0,
2022-03-02 06:00:00+09:00,0.0,3.0,5.0,0.0,0.0,2022-03-02 06:00:00,43507.0,0.0,,,,,,,,,,43507.0,8.0,
2022-03-02 06:30:00+09:00,1230.0,41.0,50.0,0.0,0.0,2022-03-02 06:30:00,47388.0,0.0,,,,,,,,,,47388.0,1321.0,
2022-03-02 07:00:00+09:00,5050.0,89.0,174.0,0.0,0.0,2022-03-02 07:00:00,70345.0,0.0,,,,,,,,,,70345.0,5313.0,
2022-03-02 07:30:00+09:00,9960.0,274.0,348.0,0.0,0.0,2022-03-02 07:30:00,63720.0,0.0,,,,,,,,,,63720.0,10582.0,
2022-03-02 08:00:00+09:00,15380.0,480.0,523.0,0.0,0.0,2022-03-02 08:00:00,59701.0,0.0,,,,,,,,,,59701.0,16383.0,
2022-03-02 08:30:00+09:00,20660.0,641.0,788.0,0.0,0.0,2022-03-02 08:30:00,51312.0,0.0,,,,,,,,,,51312.0,22089.0,
2022-03-02 09:00:00+09:00,25470.0,882.0,987.0,0.0,0.0,2022-03-02 09:00:00,52794.0,0.0,,,,,,,,,,52794.0,27339.0,
2022-03-02 09:30:00+09:00,29590.0,1050.0,1140.0,0.0,0.0,2022-03-02 09:30:00,51877.0,0.0,,,,,,,,,,51877.0,31780.0,
2022-03-02 10:00:00+09:00,32750.0,1165.0,1258.0,0.0,0.0,2022-03-02 10:00:00,44956.0,0.0,,,,,,,,,,44956.0,35173.0,
2022-03-02 10:30:00+09:00,35100.0,1246.0,1346.0,0.0,0.0,2022-03-02 10:30:00,42714.0,0.0,,,,,,,,,,42714.0,37692.0,
2022-03-02 11:00:00+09:00,36690.0,1311.0,1413.0,0.0,0.0,2022-03-02 11:00:00,38361.0,0.0,,,,,,,,,,38361.0,39414.0,
2022-03-02 11:30:00+09:00,19160.0,684.0,754.0,0.0,0.0,2022-03-02 11:30:00,59746.0,0.0,,,,,,,,,,59746.0,20598.0,
2022-03-02 12:00:00+09:00,37160.0,1368.0,1487.0,0.0,0.0,2022-03-02 12:00:00,37405.0,0.0,,,,,,,,,,37405.0,40015.0,
2022-03-02 12:30:00+09:00,34230.0,1198.0,1304.0,0.0,0.0,2022-03-02 12:30:00,36684.0,0.0,,,,,,,,,,36684.0,36732.0,
2022-03-02 13:00:00+09:00,9530.0,338.0,372.0,0.0,0.0,2022-03-02 13:00:00,59619.0,0.0,,,,,,,,,,59619.0,10240.0,
2022-03-02 13:30:00+09:00,4050.0,147.0,162.0,0.0,0.0,2022-03-02 13:30:00,76968.0,0.0,,,,,,,,,,76968.0,4359.0,
2022-03-02 14:00:00+09:00,2590.0,97.0,105.0,0.0,0.0,2022-03-02 14:00:00,73255.0,0.0,,,,,,,,,,73255.0,2792.0,
2022-03-02 14:30:00+09:00,7400.0,268.0,289.0,0.0,0.0,2022-03-02 14:30:00,69668.0,0.0,,,,,,,,,,69668.0,7957.0,
2022-03-02 15:00:00+09:00,5520.0,202.0,221.0,0.0,0.0,2022-03-02 15:00:00,68838.0,0.0,,,,,,,,,,68838.0,5943.0,
2022-03-02 15:30:00+09:00,6480.0,234.0,258.0,0.0,0.0,2022-03-02 15:30:00,71678.0,0.0,,,,,,,,,,71678.0,6972.0,
2022-03-02 16:00:00+09:00,4010.0,146.0,163.0,0.0,0.0,2022-03-02 16:00:00,73595.0,0.0,,,,,,,,,,73595.0,4319.0,
2022-03-02 16:30:00+09:00,1500.0,59.0,61.0,0.0,0.0,2022-03-02 16:30:00,76889.0,0.0,,,,,,,,,,76889.0,1620.0,
2022-03-02 17:00:00+09:00,160.0,14.0,14.0,0.0,0.0,2022-03-02 17:00:00,76297.0,0.0,,,,,,,,,,76297.0,188.0,
2022-03-02 17:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 17:30:00,73504.0,0.0,,,,,,,,,,73504.0,0.0,
2022-03-02 18:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 18:00:00,75226.0,0.0,,,,,,,,,,75226.0,0.0,
2022-03-02 18:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 18:30:00,79625.0,0.0,,,,,,,,,,79625.0,0.0,
2022-03-02 19:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 19:00:00,72751.0,0.0,,,,,,,,,,72751.0,0.0,
2022-03-02 19:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 19:30:00,76119.0,0.0,,,,,,,,,,76119.0,0.0,
2022-03-02 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 20:00:00,72540.0,0.0,,,,,,,,,,72540.0,0.0,
2022-03-02 20:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 20:30:00,72069.0,0.0,,,,,,,,,,72069.0,0.0,
2022-03-02 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 21:00:00,72791.0,0.0,,,,,,,,,,72791.0,0.0,
2022-03-02 21:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 21:30:00,62471.0,0.0,,,,,,,,,,62471.0,0.0,
2022-03-02 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 22:00:00,50648.0,0.0,,,,,,,,,,50648.0,0.0,
2022-03-02 22:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 22:30:00,39023.0,0.0,,,,,,,,,,39023.0,0.0,
2022-03-02 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 23:00:00,37937.0,0.0,,,,,,,,,,37937.0,0.0,
2022-03-02 23:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-02 23:30:00,37921.0,0.0,,,,,,,,,,37921.0,0.0,
2022-03-03 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 00:00:00,35898.0,0.0,,,,,,,,,,35898.0,0.0,
2022-03-03 00:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 00:30:00,34216.0,0.0,,,,,,,,,,34216.0,0.0,
2022-03-03 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 01:00:00,33596.0,0.0,,,,,,,,,,33596.0,0.0,
2022-03-03 01:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 01:30:00,34946.0,0.0,,,,,,,,,,34946.0,0.0,
2022-03-03 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 02:00:00,33013.0,0.0,,,,,,,,,,33013.0,0.0,
2022-03-03 02:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 02:30:00,31802.0,0.0,,,,,,,,,,31802.0,0.0,
2022-03-03 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 03:00:00,29924.0,0.0,,,,,,,,,,29924.0,0.0,
2022-03-03 03:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 03:30:00,30670.0,0.0,,,,,,,,,,30670.0,0.0,
2022-03-03 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 04:00:00,30665.0,0.0,,,,,,,,,,30665.0,0.0,
2022-03-03 04:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 04:30:00,33456.0,0.0,,,,,,,,,,33456.0,0.0,
2022-03-03 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 05:00:00,31885.0,0.0,,,,,,,,,,31885.0,0.0,
2022-03-03 05:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 05:30:00,42411.0,0.0,,,,,,,,,,42411.0,0.0,
2022-03-03 06:00:00+09:00,0.0,5.0,4.0,0.0,0.0,2022-03-03 06:00:00,44472.0,0.0,,,,,,,,,,44472.0,9.0,
2022-03-03 06:30:00+09:00,1830.0,56.0,68.0,0.0,0.0,2022-03-03 06:30:00,46092.0,0.0,,,,,,,,,,46092.0,1954.0,
2022-03-03 07:00:00+09:00,6450.0,123.0,210.0,0.0,0.0,2022-03-03 07:00:00,72610.0,0.0,,,,,,,,,,72610.0,6783.0,
2022-03-03 07:30:00+09:00,11950.0,353.0,385.0,0.0,0.0,2022-03-03 07:30:00,60710.0,0.0,,,,,,,,,,60710.0,12688.0,
2022-03-03 08:00:00+09:00,17410.0,564.0,587.0,0.0,0.0,2022-03-03 08:00:00,53047.0,0.0,,,,,,,,,,53047.0,18561.0,
2022-03-03 08:30:00+09:00,21690.0,687.0,820.0,0.0,0.0,2022-03-03 08:30:00,46563.0,0.0,,,,,,,,,,46563.0,23197.0,
2022-03-03 09:00:00+09:00,26980.0,911.0,1022.0,0.0,0.0,2022-03-03 09:00:00,45662.0,0.0,,,,,,,,,,45662.0,28913.0,
2022-03-03 09:30:00+09:00,30930.0,1087.0,1178.0,0.0,0.0,2022-03-03 09:30:00,47852.0,0.0,,,,,,,,,,47852.0,33195.0,
2022-03-03 10:00:00+09:00,34830.0,1209.0,1285.0,0.0,0.0,2022-03-03 10:00:00,45871.0,0.0,,,,,,,,,,45871.0,37324.0,
2022-03-03 10:30:00+09:00,32040.0,1287.0,1349.0,0.0,0.0,2022-03-03 10:30:00,45015.0,0.0,,,,,,,,,,45015.0,34676.0,
2022-03-03 11:00:00+09:00,27540.0,1027.0,1067.0,0.0,0.0,2022-03-03 11:00:00,55143.0,0.0,,,,,,,,,,55143.0,29634.0,
2022-03-03 11:30:00+09:00,35190.0,1320.0,1417.0,0.0,0.0,2022-03-03 11:30:00,41382.0,0.0,,,,,,,,,,41382.0,37927.0,
2022-03-03 12:00:00+09:00,37870.0,1375.0,1476.0,0.0,0.0,2022-03-03 12:00:00,36414.0,0.0,,,,,,,,,,36414.0,40721.0,
2022-03-03 12:30:00+09:00,36770.0,1323.0,1428.0,0.0,0.0,2022-03-03 12:30:00,35424.0,0.0,,,,,,,,,,35424.0,39521.0,
2022-03-03 13:00:00+09:00,34200.0,1234.0,1339.0,0.0,0.0,2022-03-03 13:00:00,33345.0,0.0,,,,,,,,,,33345.0,36773.0,
2022-03-03 13:30:00+09:00,26390.0,952.0,1059.0,0.0,0.0,2022-03-03 13:30:00,44912.0,0.0,,,,,,,,,,44912.0,28401.0,
2022-03-03 14:00:00+09:00,26510.0,933.0,1012.0,0.0,0.0,2022-03-03 14:00:00,42076.0,0.0,,,,,,,,,,42076.0,28455.0,
2022-03-03 14:30:00+09:00,14160.0,500.0,544.0,0.0,0.0,2022-03-03 14:30:00,60022.0,0.0,,,,,,,,,,60022.0,15204.0,
2022-03-03 15:00:00+09:00,6040.0,229.0,262.0,0.0,0.0,2022-03-03 15:00:00,66463.0,0.0,,,,,,,,,,66463.0,6531.0,
2022-03-03 15:30:00+09:00,5640.0,209.0,242.0,0.0,0.0,2022-03-03 15:30:00,69084.0,0.0,,,,,,,,,,69084.0,6091.0,
2022-03-03 16:00:00+09:00,3700.0,134.0,141.0,0.0,0.0,2022-03-03 16:00:00,73388.0,0.0,,,,,,,,,,73388.0,3975.0,
2022-03-03 16:30:00+09:00,2740.0,101.0,111.0,0.0,0.0,2022-03-03 16:30:00,77430.0,0.0,,,,,,,,,,77430.0,2952.0,
2022-03-03 17:00:00+09:00,650.0,31.0,35.0,0.0,0.0,2022-03-03 17:00:00,75018.0,0.0,,,,,,,,,,75018.0,716.0,
2022-03-03 17:30:00+09:00,0.0,1.0,1.0,0.0,0.0,2022-03-03 17:30:00,74977.0,0.0,,,,,,,,,,74977.0,2.0,
2022-03-03 18:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 18:00:00,71560.0,0.0,,,,,,,,,,71560.0,0.0,
2022-03-03 18:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 18:30:00,75181.0,0.0,,,,,,,,,,75181.0,0.0,
2022-03-03 19:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 19:00:00,73229.0,0.0,,,,,,,,,,73229.0,0.0,
2022-03-03 19:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 19:30:00,72600.0,0.0,,,,,,,,,,72600.0,0.0,
2022-03-03 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 20:00:00,70772.0,0.0,,,,,,,,,,70772.0,0.0,
2022-03-03 20:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 20:30:00,65954.0,0.0,,,,,,,,,,65954.0,0.0,
2022-03-03 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 21:00:00,66112.0,0.0,,,,,,,,,,66112.0,0.0,
2022-03-03 21:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 21:30:00,56615.0,0.0,,,,,,,,,,56615.0,0.0,
2022-03-03 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 22:00:00,44017.0,0.0,,,,,,,,,,44017.0,0.0,
2022-03-03 22:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 22:30:00,41799.0,0.0,,,,,,,,,,41799.0,0.0,
2022-03-03 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 23:00:00,35813.0,0.0,,,,,,,,,,35813.0,0.0,
2022-03-03 23:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 23:30:00,34673.0,0.0,,,,,,,,,,34673.0,0.0,
2022-03-04 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 00:00:00,35277.0,0.0,,,,,,,,,,35277.0,0.0,
2022-03-04 00:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 00:30:00,32957.0,0.0,,,,,,,,,,32957.0,0.0,
2022-03-04 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 01:00:00,31442.0,0.0,,,,,,,,,,31442.0,0.0,
2022-03-04 01:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 01:30:00,32206.0,0.0,,,,,,,,,,32206.0,0.0,
2022-03-04 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 02:00:00,31003.0,0.0,,,,,,,,,,31003.0,0.0,
2022-03-04 02:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 02:30:00,30429.0,0.0,,,,,,,,,,30429.0,0.0,
2022-03-04 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 03:00:00,28987.0,0.0,,,,,,,,,,28987.0,0.0,
2022-03-04 03:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 03:30:00,30317.0,0.0,,,,,,,,,,30317.0,0.0,
2022-03-04 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 04:00:00,29178.0,0.0,,,,,,,,,,29178.0,0.0,
2022-03-04 04:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 04:30:00,32041.0,0.0,,,,,,,,,,32041.0,0.0,
2022-03-04 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 05:00:00,31417.0,0.0,,,,,,,,,,31417.0,0.0,
2022-03-04 05:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 05:30:00,31571.0,0.0,,,,,,,,,,31571.0,0.0,
2022-03-04 06:00:00+09:00,0.0,6.0,6.0,0.0,0.0,2022-03-04 06:00:00,42042.0,0.0,,,,,,,,,,42042.0,12.0,
2022-03-04 06:30:00+09:00,1380.0,62.0,66.0,0.0,0.0,2022-03-04 06:30:00,43919.0,0.0,,,,,,,,,,43919.0,1508.0,
2022-03-04 07:00:00+09:00,5320.0,170.0,210.0,0.0,0.0,2022-03-04 07:00:00,55049.0,0.0,,,,,,,,,,55049.0,5700.0,
2022-03-04 07:30:00+09:00,9180.0,304.0,344.0,0.0,0.0,2022-03-04 07:30:00,67590.0,0.0,,,,,,,,,,67590.0,9828.0,
2022-03-04 08:00:00+09:00,10970.0,377.0,413.0,0.0,0.0,2022-03-04 08:00:00,57835.0,0.0,,,,,,,,,,57835.0,11760.0,
2022-03-04 08:30:00+09:00,12460.0,424.0,459.0,0.0,0.0,2022-03-04 08:30:00,56490.0,0.0,,,,,,,,,,56490.0,13343.0,
2022-03-04 09:00:00+09:00,27400.0,929.0,1018.0,0.0,0.0,2022-03-04 09:00:00,49316.0,0.0,,,,,,,,,,49316.0,29347.0,
2022-03-04 09:30:00+09:00,21280.0,745.0,833.0,0.0,0.0,2022-03-04 09:30:00,59072.0,0.0,,,,,,,,,,59072.0,22858.0,
2022-03-04 10:00:00+09:00,24140.0,841.0,919.0,0.0,0.0,2022-03-04 10:00:00,50309.0,0.0,,,,,,,,,,50309.0,25900.0,
2022-03-04 10:30:00+09:00,31120.0,1091.0,1177.0,0.0,0.0,2022-03-04 10:30:00,46834.0,0.0,,,,,,,,,,46834.0,33388.0,
2022-03-04 11:00:00+09:00,39700.0,1381.0,1481.0,0.0,0.0,2022-03-04 11:00:00,42518.0,0.0,,,,,,,,,,42518.0,42562.0,
2022-03-04 11:30:00+09:00,40190.0,1417.0,1517.0,0.0,0.0,2022-03-04 11:30:00,39352.0,0.0,,,,,,,,,,39352.0,43124.0,
2022-03-04 12:00:00+09:00,39590.0,1379.0,1481.0,0.0,0.0,2022-03-04 12:00:00,41754.0,0.0,,,,,,,,,,41754.0,42450.0,
2022-03-04 12:30:00+09:00,38090.0,1335.0,1436.0,0.0,0.0,2022-03-04 12:30:00,38171.0,0.0,,,,,,,,,,38171.0,40861.0,
2022-03-04 13:00:00+09:00,35740.0,1252.0,1349.0,0.0,0.0,2022-03-04 13:00:00,38354.0,0.0,,,,,,,,,,38354.0,38341.0,
2022-03-04 13:30:00+09:00,31550.0,1103.0,1197.0,0.0,0.0,2022-03-04 13:30:00,42313.0,0.0,,,,,,,,,,42313.0,33850.0,
2022-03-04 14:00:00+09:00,29090.0,1008.0,1103.0,0.0,0.0,2022-03-04 14:00:00,47981.0,0.0,,,,,,,,,,47981.0,31201.0,
2022-03-04 14:30:00+09:00,23220.0,812.0,896.0,0.0,0.0,2022-03-04 14:30:00,49572.0,0.0,,,,,,,,,,49572.0,24928.0,
