,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,Unnamed: 6,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation
2022-03-01 00:00:00+09:00,0.0,0.0,2022-03-01 00:00:00,2695.0,0.0,,,,,,2695.0,0.0
2022-03-01 00:30:00+09:00,0.0,0.0,2022-03-01 00:30:00,2673.0,0.0,,,,,,2673.0,0.0
2022-03-01 01:00:00+09:00,0.0,0.0,2022-03-01 01:00:00,2635.0,0.0,,,,,,2635.0,0.0
2022-03-01 01:30:00+09:00,0.0,0.0,2022-03-01 01:30:00,2623.0,0.0,,,,,,2623.0,0.0
2022-03-01 02:00:00+09:00,0.0,0.0,2022-03-01 02:00:00,2706.0,0.0,,,,,,2706.0,0.0
2022-03-01 02:30:00+09:00,0.0,0.0,2022-03-01 02:30:00,2666.0,0.0,,,,,,2666.0,0.0
2022-03-01 03:00:00+09:00,0.0,0.0,2022-03-01 03:00:00,2682.0,0.0,,,,,,2682.0,0.0
2022-03-01 03:30:00+09:00,0.0,0.0,2022-03-01 03:30:00,2701.0,0.0,,,,,,2701.0,0.0
2022-03-01 04:00:00+09:00,0.0,0.0,2022-03-01 04:00:00,2721.0,0.0,,,,,,2721.0,0.0
2022-03-01 04:30:00+09:00,0.0,0.0,2022-03-01 04:30:00,2644.0,0.0,,,,,,2644.0,0.0
2022-03-01 05:00:00+09:00,0.0,0.0,2022-03-01 05:00:00,2732.0,0.0,,,,,,2732.0,0.0
2022-03-01 05:30:00+09:00,0.0,0.0,2022-03-01 05:30:00,2700.0,0.0,,,,,,2700.0,0.0
2022-03-01 06:00:00+09:00,0.0,0.0,2022-03-01 06:00:00,3534.0,0.0,,,,,,3534.0,0.0
2022-03-01 06:30:00+09:00,320.0,320.0,2022-03-01 06:30:00,10732.0,0.0,,,,,,10732.0,640.0
2022-03-01 07:00:00+09:00,1160.0,4230.0,2022-03-01 07:00:00,6252.0,0.0,,,,,,6252.0,5390.0
2022-03-01 07:30:00+09:00,1900.0,7190.0,2022-03-01 07:30:00,2645.0,0.0,,,,,,2645.0,9090.0
2022-03-01 08:00:00+09:00,2380.0,8960.0,2022-03-01 08:00:00,851.0,380.0,,,,,,851.0,11340.0
2022-03-01 08:30:00+09:00,3740.0,13610.0,2022-03-01 08:30:00,7853.0,4397.0,,,,,,7853.0,17350.0
2022-03-01 09:00:00+09:00,3980.0,14280.0,2022-03-01 09:00:00,54798.0,0.0,,,,,,54798.0,18260.0
2022-03-01 09:30:00+09:00,4640.0,16910.0,2022-03-01 09:30:00,38858.0,0.0,,,,,,38858.0,21550.0
2022-03-01 10:00:00+09:00,8700.0,33040.0,2022-03-01 10:00:00,14197.0,385.0,,,,,,14197.0,41740.0
2022-03-01 10:30:00+09:00,7400.0,27980.0,2022-03-01 10:30:00,17720.0,534.0,,,,,,17720.0,35380.0
2022-03-01 11:00:00+09:00,2750.0,9510.0,2022-03-01 11:00:00,37978.0,0.0,,,,,,37978.0,12260.0
2022-03-01 11:30:00+09:00,5790.0,21480.0,2022-03-01 11:30:00,23379.0,16.0,,,,,,23379.0,27270.0
2022-03-01 12:00:00+09:00,6220.0,23200.0,2022-03-01 12:00:00,19318.0,44.0,,,,,,19318.0,29420.0
2022-03-01 12:30:00+09:00,5210.0,19230.0,2022-03-01 12:30:00,24154.0,264.0,,,,,,24154.0,24440.0
2022-03-01 13:00:00+09:00,7650.0,28830.0,2022-03-01 13:00:00,13361.0,1982.0,,,,,,13361.0,36480.0
2022-03-01 13:30:00+09:00,3150.0,11110.0,2022-03-01 13:30:00,32259.0,0.0,,,,,,32259.0,14260.0
2022-03-01 14:00:00+09:00,3080.0,10830.0,2022-03-01 14:00:00,34817.0,0.0,,,,,,34817.0,13910.0
2022-03-01 14:30:00+09:00,2580.0,8850.0,2022-03-01 14:30:00,36539.0,0.0,,,,,,36539.0,11430.0
2022-03-01 15:00:00+09:00,4060.0,14680.0,2022-03-01 15:00:00,28861.0,0.0,,,,,,28861.0,18740.0
2022-03-01 15:30:00+09:00,1880.0,6120.0,2022-03-01 15:30:00,38653.0,0.0,,,,,,38653.0,8000.0
2022-03-01 16:00:00+09:00,970.0,2530.0,2022-03-01 16:00:00,45984.0,0.0,,,,,,45984.0,3500.0
2022-03-01 16:30:00+09:00,810.0,1920.0,2022-03-01 16:30:00,46009.0,0.0,,,,,,46009.0,2730.0
2022-03-01 17:00:00+09:00,260.0,250.0,2022-03-01 17:00:00,50329.0,0.0,,,,,,50329.0,510.0
2022-03-01 17:30:00+09:00,0.0,0.0,2022-03-01 17:30:00,48213.0,0.0,,,,,,48213.0,0.0
2022-03-01 18:00:00+09:00,0.0,0.0,2022-03-01 18:00:00,48969.0,0.0,,,,,,48969.0,0.0
2022-03-01 18:30:00+09:00,0.0,0.0,2022-03-01 18:30:00,48898.0,0.0,,,,,,48898.0,0.0
2022-03-01 19:00:00+09:00,0.0,0.0,2022-03-01 19:00:00,15144.0,0.0,,,,,,15144.0,0.0
2022-03-01 19:30:00+09:00,0.0,0.0,2022-03-01 19:30:00,3021.0,0.0,,,,,,3021.0,0.0
2022-03-01 20:00:00+09:00,0.0,0.0,2022-03-01 20:00:00,2677.0,0.0,,,,,,2677.0,0.0
2022-03-01 20:30:00+09:00,0.0,0.0,2022-03-01 20:30:00,2672.0,0.0,,,,,,2672.0,0.0
2022-03-01 21:00:00+09:00,0.0,0.0,2022-03-01 21:00:00,2681.0,0.0,,,,,,2681.0,0.0
2022-03-01 21:30:00+09:00,0.0,0.0,2022-03-01 21:30:00,2640.0,0.0,,,,,,2640.0,0.0
2022-03-01 22:00:00+09:00,0.0,0.0,2022-03-01 22:00:00,2660.0,0.0,,,,,,2660.0,0.0
2022-03-01 22:30:00+09:00,0.0,0.0,2022-03-01 22:30:00,2609.0,0.0,,,,,,2609.0,0.0
2022-03-01 23:00:00+09:00,0.0,0.0,2022-03-01 23:00:00,2645.0,0.0,,,,,,2645.0,0.0
2022-03-01 23:30:00+09:00,0.0,0.0,2022-03-01 23:30:00,2780.0,0.0,,,,,,2780.0,0.0
2022-03-02 00:00:00+09:00,0.0,0.0,2022-03-02 00:00:00,2868.0,0.0,,,,,,2868.0,0.0
2022-03-02 00:30:00+09:00,0.0,0.0,2022-03-02 00:30:00,2731.0,0.0,,,,,,2731.0,0.0
2022-03-02 01:00:00+09:00,0.0,0.0,2022-03-02 01:00:00,2717.0,0.0,,,,,,2717.0,0.0
2022-03-02 01:30:00+09:00,0.0,0.0,2022-03-02 01:30:00,2713.0,0.0,,,,,,2713.0,0.0
2022-03-02 02:00:00+09:00,0.0,0.0,2022-03-02 02:00:00,2719.0,0.0,,,,,,2719.0,0.0
2022-03-02 02:30:00+09:00,0.0,0.0,2022-03-02 02:30:00,2736.0,0.0,,,,,,2736.0,0.0
2022-03-02 03:00:00+09:00,0.0,0.0,2022-03-02 03:00:00,2711.0,0.0,,,,,,2711.0,0.0
2022-03-02 03:30:00+09:00,0.0,0.0,2022-03-02 03:30:00,2734.0,0.0,,,,,,2734.0,0.0
2022-03-02 04:00:00+09:00,0.0,0.0,2022-03-02 04:00:00,2682.0,0.0,,,,,,2682.0,0.0
2022-03-02 04:30:00+09:00,0.0,0.0,2022-03-02 04:30:00,2653.0,0.0,,,,,,2653.0,0.0
2022-03-02 05:00:00+09:00,0.0,0.0,2022-03-02 05:00:00,2759.0,0.0,,,,,,2759.0,0.0
2022-03-02 05:30:00+09:00,0.0,0.0,2022-03-02 05:30:00,2658.0,0.0,,,,,,2658.0,0.0
2022-03-02 06:00:00+09:00,10.0,0.0,2022-03-02 06:00:00,3995.0,0.0,,,,,,3995.0,10.0
2022-03-02 06:30:00+09:00,710.0,2070.0,2022-03-02 06:30:00,8603.0,0.0,,,,,,8603.0,2780.0
2022-03-02 07:00:00+09:00,2850.0,11510.0,2022-03-02 07:00:00,594.0,3100.0,,,,,,594.0,14360.0
2022-03-02 07:30:00+09:00,6030.0,24470.0,2022-03-02 07:30:00,0.0,18455.0,,,,,,0.0,30500.0
2022-03-02 08:00:00+09:00,9430.0,38450.0,2022-03-02 08:00:00,0.0,35419.0,,,,,,0.0,47880.0
2022-03-02 08:30:00+09:00,13210.0,53500.0,2022-03-02 08:30:00,0.0,49120.0,,,,,,0.0,66710.0
2022-03-02 09:00:00+09:00,13560.0,54090.0,2022-03-02 09:00:00,7089.0,11701.0,,,,,,7089.0,67650.0
2022-03-02 09:30:00+09:00,13430.0,53200.0,2022-03-02 09:30:00,2660.0,19809.0,,,,,,2660.0,66630.0
2022-03-02 10:00:00+09:00,14460.0,56160.0,2022-03-02 10:00:00,0.0,25607.0,,,,,,0.0,70620.0
2022-03-02 10:30:00+09:00,16340.0,64160.0,2022-03-02 10:30:00,0.0,37153.0,,,,,,0.0,80500.0
2022-03-02 11:00:00+09:00,22500.0,88430.0,2022-03-02 11:00:00,0.0,68915.0,,,,,,0.0,110930.0
2022-03-02 11:30:00+09:00,21810.0,86250.0,2022-03-02 11:30:00,0.0,67467.0,,,,,,0.0,108060.0
2022-03-02 12:00:00+09:00,15110.0,58330.0,2022-03-02 12:00:00,0.0,32442.0,,,,,,0.0,73440.0
2022-03-02 12:30:00+09:00,15670.0,60850.0,2022-03-02 12:30:00,5.0,37291.0,,,,,,5.0,76520.0
2022-03-02 13:00:00+09:00,8050.0,30030.0,2022-03-02 13:00:00,3415.0,1679.0,,,,,,3415.0,38080.0
2022-03-02 13:30:00+09:00,15030.0,56950.0,2022-03-02 13:30:00,0.0,33655.0,,,,,,0.0,71980.0
2022-03-02 14:00:00+09:00,12620.0,47700.0,2022-03-02 14:00:00,0.0,22787.0,,,,,,0.0,60320.0
2022-03-02 14:30:00+09:00,9760.0,37030.0,2022-03-02 14:30:00,378.0,7574.0,,,,,,378.0,46790.0
2022-03-02 15:00:00+09:00,10570.0,39920.0,2022-03-02 15:00:00,0.0,12464.0,,,,,,0.0,50490.0
2022-03-02 15:30:00+09:00,8270.0,30710.0,2022-03-02 15:30:00,147.0,8059.0,,,,,,147.0,38980.0
2022-03-02 16:00:00+09:00,4620.0,16490.0,2022-03-02 16:00:00,16994.0,37.0,,,,,,16994.0,21110.0
2022-03-02 16:30:00+09:00,2370.0,7960.0,2022-03-02 16:30:00,33742.0,0.0,,,,,,33742.0,10330.0
2022-03-02 17:00:00+09:00,680.0,1410.0,2022-03-02 17:00:00,43760.0,0.0,,,,,,43760.0,2090.0
2022-03-02 17:30:00+09:00,100.0,10.0,2022-03-02 17:30:00,45274.0,0.0,,,,,,45274.0,110.0
2022-03-02 18:00:00+09:00,0.0,0.0,2022-03-02 18:00:00,46196.0,0.0,,,,,,46196.0,0.0
2022-03-02 18:30:00+09:00,0.0,0.0,2022-03-02 18:30:00,45516.0,0.0,,,,,,45516.0,0.0
2022-03-02 19:00:00+09:00,0.0,0.0,2022-03-02 19:00:00,22625.0,0.0,,,,,,22625.0,0.0
2022-03-02 19:30:00+09:00,0.0,0.0,2022-03-02 19:30:00,2736.0,0.0,,,,,,2736.0,0.0
2022-03-02 20:00:00+09:00,0.0,0.0,2022-03-02 20:00:00,2642.0,0.0,,,,,,2642.0,0.0
2022-03-02 20:30:00+09:00,0.0,0.0,2022-03-02 20:30:00,2741.0,0.0,,,,,,2741.0,0.0
2022-03-02 21:00:00+09:00,0.0,0.0,2022-03-02 21:00:00,2654.0,0.0,,,,,,2654.0,0.0
2022-03-02 21:30:00+09:00,0.0,0.0,2022-03-02 21:30:00,2637.0,0.0,,,,,,2637.0,0.0
2022-03-02 22:00:00+09:00,0.0,0.0,2022-03-02 22:00:00,2714.0,0.0,,,,,,2714.0,0.0
2022-03-02 22:30:00+09:00,0.0,0.0,2022-03-02 22:30:00,2675.0,0.0,,,,,,2675.0,0.0
2022-03-02 23:00:00+09:00,0.0,0.0,2022-03-02 23:00:00,2640.0,0.0,,,,,,2640.0,0.0
2022-03-02 23:30:00+09:00,0.0,0.0,2022-03-02 23:30:00,2685.0,0.0,,,,,,2685.0,0.0
2022-03-03 00:00:00+09:00,0.0,0.0,2022-03-03 00:00:00,2687.0,0.0,,,,,,2687.0,0.0
2022-03-03 00:30:00+09:00,0.0,0.0,2022-03-03 00:30:00,2714.0,0.0,,,,,,2714.0,0.0
2022-03-03 01:00:00+09:00,0.0,0.0,2022-03-03 01:00:00,2622.0,0.0,,,,,,2622.0,0.0
2022-03-03 01:30:00+09:00,0.0,0.0,2022-03-03 01:30:00,2609.0,0.0,,,,,,2609.0,0.0
2022-03-03 02:00:00+09:00,0.0,0.0,2022-03-03 02:00:00,2647.0,0.0,,,,,,2647.0,0.0
2022-03-03 02:30:00+09:00,0.0,0.0,2022-03-03 02:30:00,2662.0,0.0,,,,,,2662.0,0.0
2022-03-03 03:00:00+09:00,0.0,0.0,2022-03-03 03:00:00,2672.0,0.0,,,,,,2672.0,0.0
2022-03-03 03:30:00+09:00,0.0,0.0,2022-03-03 03:30:00,2718.0,0.0,,,,,,2718.0,0.0
2022-03-03 04:00:00+09:00,0.0,0.0,2022-03-03 04:00:00,2690.0,0.0,,,,,,2690.0,0.0
2022-03-03 04:30:00+09:00,0.0,0.0,2022-03-03 04:30:00,2691.0,0.0,,,,,,2691.0,0.0
2022-03-03 05:00:00+09:00,0.0,0.0,2022-03-03 05:00:00,2731.0,0.0,,,,,,2731.0,0.0
2022-03-03 05:30:00+09:00,0.0,0.0,2022-03-03 05:30:00,2635.0,0.0,,,,,,2635.0,0.0
2022-03-03 06:00:00+09:00,20.0,0.0,2022-03-03 06:00:00,3700.0,0.0,,,,,,3700.0,20.0
2022-03-03 06:30:00+09:00,560.0,1240.0,2022-03-03 06:30:00,9633.0,0.0,,,,,,9633.0,1800.0
2022-03-03 07:00:00+09:00,1630.0,6380.0,2022-03-03 07:00:00,4541.0,857.0,,,,,,4541.0,8010.0
2022-03-03 07:30:00+09:00,7130.0,29260.0,2022-03-03 07:30:00,0.0,24238.0,,,,,,0.0,36390.0
2022-03-03 08:00:00+09:00,10990.0,45600.0,2022-03-03 08:00:00,0.0,44047.0,,,,,,0.0,56590.0
2022-03-03 08:30:00+09:00,10320.0,41090.0,2022-03-03 08:30:00,3282.0,37586.0,,,,,,3282.0,51410.0
2022-03-03 09:00:00+09:00,4080.0,15130.0,2022-03-03 09:00:00,34988.0,0.0,,,,,,34988.0,19210.0
2022-03-03 09:30:00+09:00,7640.0,28410.0,2022-03-03 09:30:00,15571.0,1646.0,,,,,,15571.0,36050.0
2022-03-03 10:00:00+09:00,13150.0,52050.0,2022-03-03 10:00:00,7522.0,25927.0,,,,,,7522.0,65200.0
2022-03-03 10:30:00+09:00,18920.0,75800.0,2022-03-03 10:30:00,812.0,52400.0,,,,,,812.0,94720.0
2022-03-03 11:00:00+09:00,14490.0,56050.0,2022-03-03 11:00:00,429.0,29236.0,,,,,,429.0,70540.0
2022-03-03 11:30:00+09:00,13640.0,52960.0,2022-03-03 11:30:00,403.0,25074.0,,,,,,403.0,66600.0
2022-03-03 12:00:00+09:00,5970.0,22200.0,2022-03-03 12:00:00,12569.0,749.0,,,,,,12569.0,28170.0
2022-03-03 12:30:00+09:00,20080.0,78250.0,2022-03-03 12:30:00,0.0,55906.0,,,,,,0.0,98330.0
2022-03-03 13:00:00+09:00,11600.0,43840.0,2022-03-03 13:00:00,739.0,16530.0,,,,,,739.0,55440.0
2022-03-03 13:30:00+09:00,6930.0,25650.0,2022-03-03 13:30:00,10434.0,3499.0,,,,,,10434.0,32580.0
2022-03-03 14:00:00+09:00,9830.0,37860.0,2022-03-03 14:00:00,3420.0,12362.0,,,,,,3420.0,47690.0
2022-03-03 14:30:00+09:00,7310.0,26650.0,2022-03-03 14:30:00,9151.0,4447.0,,,,,,9151.0,33960.0
2022-03-03 15:00:00+09:00,13060.0,47750.0,2022-03-03 15:00:00,1861.0,23915.0,,,,,,1861.0,60810.0
2022-03-03 15:30:00+09:00,10810.0,39160.0,2022-03-03 15:30:00,5481.0,16902.0,,,,,,5481.0,49970.0
2022-03-03 16:00:00+09:00,5330.0,18750.0,2022-03-03 16:00:00,17128.0,2301.0,,,,,,17128.0,24080.0
2022-03-03 16:30:00+09:00,2360.0,7840.0,2022-03-03 16:30:00,29963.0,0.0,,,,,,29963.0,10200.0
2022-03-03 17:00:00+09:00,1170.0,3270.0,2022-03-03 17:00:00,39854.0,0.0,,,,,,39854.0,4440.0
2022-03-03 17:30:00+09:00,170.0,150.0,2022-03-03 17:30:00,48340.0,0.0,,,,,,48340.0,320.0
2022-03-03 18:00:00+09:00,0.0,0.0,2022-03-03 18:00:00,45858.0,0.0,,,,,,45858.0,0.0
2022-03-03 18:30:00+09:00,0.0,0.0,2022-03-03 18:30:00,46650.0,0.0,,,,,,46650.0,0.0
2022-03-03 19:00:00+09:00,0.0,0.0,2022-03-03 19:00:00,10379.0,0.0,,,,,,10379.0,0.0
2022-03-03 19:30:00+09:00,0.0,0.0,2022-03-03 19:30:00,2644.0,0.0,,,,,,2644.0,0.0
2022-03-03 20:00:00+09:00,0.0,0.0,2022-03-03 20:00:00,2572.0,0.0,,,,,,2572.0,0.0
2022-03-03 20:30:00+09:00,0.0,0.0,2022-03-03 20:30:00,2630.0,0.0,,,,,,2630.0,0.0
2022-03-03 21:00:00+09:00,0.0,0.0,2022-03-03 21:00:00,2615.0,0.0,,,,,,2615.0,0.0
2022-03-03 21:30:00+09:00,0.0,0.0,2022-03-03 21:30:00,2465.0,0.0,,,,,,2465.0,0.0
2022-03-03 22:00:00+09:00,0.0,0.0,2022-03-03 22:00:00,2323.0,0.0,,,,,,2323.0,0.0
2022-03-03 22:30:00+09:00,0.0,0.0,2022-03-03 22:30:00,2682.0,0.0,,,,,,2682.0,0.0
2022-03-03 23:00:00+09:00,0.0,0.0,2022-03-03 23:00:00,2812.0,0.0,,,,,,2812.0,0.0
2022-03-03 23:30:00+09:00,0.0,0.0,2022-03-03 23:30:00,2813.0,0.0,,,,,,2813.0,0.0
2022-03-04 00:00:00+09:00,0.0,0.0,2022-03-04 00:00:00,2834.0,0.0,,,,,,2834.0,0.0
2022-03-04 00:30:00+09:00,0.0,0.0,2022-03-04 00:30:00,2796.0,0.0,,,,,,2796.0,0.0
2022-03-04 01:00:00+09:00,0.0,0.0,2022-03-04 01:00:00,2808.0,0.0,,,,,,2808.0,0.0
2022-03-04 01:30:00+09:00,0.0,0.0,2022-03-04 01:30:00,2883.0,0.0,,,,,,2883.0,0.0
2022-03-04 02:00:00+09:00,0.0,0.0,2022-03-04 02:00:00,2809.0,0.0,,,,,,2809.0,0.0
2022-03-04 02:30:00+09:00,0.0,0.0,2022-03-04 02:30:00,2688.0,0.0,,,,,,2688.0,0.0
2022-03-04 03:00:00+09:00,0.0,0.0,2022-03-04 03:00:00,2688.0,0.0,,,,,,2688.0,0.0
2022-03-04 03:30:00+09:00,0.0,0.0,2022-03-04 03:30:00,2680.0,0.0,,,,,,2680.0,0.0
2022-03-04 04:00:00+09:00,0.0,0.0,2022-03-04 04:00:00,2673.0,0.0,,,,,,2673.0,0.0
2022-03-04 04:30:00+09:00,0.0,0.0,2022-03-04 04:30:00,2648.0,0.0,,,,,,2648.0,0.0
2022-03-04 05:00:00+09:00,0.0,0.0,2022-03-04 05:00:00,2762.0,0.0,,,,,,2762.0,0.0
2022-03-04 05:30:00+09:00,0.0,0.0,2022-03-04 05:30:00,2635.0,0.0,,,,,,2635.0,0.0
2022-03-04 06:00:00+09:00,50.0,0.0,2022-03-04 06:00:00,4665.0,0.0,,,,,,4665.0,50.0
2022-03-04 06:30:00+09:00,900.0,4040.0,2022-03-04 06:30:00,6862.0,1.0,,,,,,6862.0,4940.0
2022-03-04 07:00:00+09:00,3440.0,17180.0,2022-03-04 07:00:00,0.0,8802.0,,,,,,0.0,20620.0
2022-03-04 07:30:00+09:00,6960.0,29900.0,2022-03-04 07:30:00,0.0,24674.0,,,,,,0.0,36860.0
2022-03-04 08:00:00+09:00,10990.0,45710.0,2022-03-04 08:00:00,0.0,44045.0,,,,,,0.0,56700.0
2022-03-04 08:30:00+09:00,12020.0,48900.0,2022-03-04 08:30:00,0.0,43330.0,,,,,,0.0,60920.0
2022-03-04 09:00:00+09:00,17960.0,72420.0,2022-03-04 09:00:00,0.0,25016.0,,,,,,0.0,90380.0
2022-03-04 09:30:00+09:00,20690.0,82130.0,2022-03-04 09:30:00,0.0,54038.0,,,,,,0.0,102820.0
2022-03-04 10:00:00+09:00,22880.0,89910.0,2022-03-04 10:00:00,0.0,68204.0,,,,,,0.0,112790.0
2022-03-04 10:30:00+09:00,24000.0,94900.0,2022-03-04 10:30:00,0.0,76599.0,,,,,,0.0,118900.0
2022-03-04 11:00:00+09:00,24590.0,97690.0,2022-03-04 11:00:00,0.0,79854.0,,,,,,0.0,122280.0
2022-03-04 11:30:00+09:00,24640.0,97610.0,2022-03-04 11:30:00,0.0,81095.0,,,,,,0.0,122250.0
2022-03-04 12:00:00+09:00,24130.0,94800.0,2022-03-04 12:00:00,0.0,78892.0,,,,,,0.0,118930.0
2022-03-04 12:30:00+09:00,23340.0,90700.0,2022-03-04 12:30:00,0.0,75599.0,,,,,,0.0,114040.0
2022-03-04 13:00:00+09:00,22600.0,85830.0,2022-03-04 13:00:00,0.0,70194.0,,,,,,0.0,108430.0
2022-03-04 13:30:00+09:00,20360.0,77350.0,2022-03-04 13:30:00,0.0,60129.0,,,,,,0.0,97710.0
2022-03-04 14:00:00+09:00,16570.0,62880.0,2022-03-04 14:00:00,0.0,43838.0,,,,,,0.0,79450.0
2022-03-04 14:30:00+09:00,14240.0,53660.0,2022-03-04 14:30:00,0.0,31437.0,,,,,,0.0,67900.0
2022-03-04 15:00:00+09:00,11940.0,44560.0,2022-03-04 15:00:00,0.0,21654.0,,,,,,0.0,56500.0
2022-03-04 15:30:00+09:00,7960.0,29520.0,2022-03-04 15:30:00,1737.0,3933.0,,,,,,1737.0,37480.0
2022-03-04 16:00:00+09:00,5080.0,18450.0,2022-03-04 16:00:00,12426.0,0.0,,,,,,12426.0,23530.0
2022-03-04 16:30:00+09:00,2510.0,8600.0,2022-03-04 16:30:00,29439.0,0.0,,,,,,29439.0,11110.0
2022-03-04 17:00:00+09:00,820.0,2020.0,2022-03-04 17:00:00,40239.0,0.0,,,,,,40239.0,2840.0
2022-03-04 17:30:00+09:00,60.0,0.0,2022-03-04 17:30:00,43566.0,0.0,,,,,,43566.0,60.0
2022-03-04 18:00:00+09:00,0.0,0.0,2022-03-04 18:00:00,43670.0,0.0,,,,,,43670.0,0.0
2022-03-04 18:30:00+09:00,0.0,0.0,2022-03-04 18:30:00,44241.0,0.0,,,,,,44241.0,0.0
2022-03-04 19:00:00+09:00,0.0,0.0,2022-03-04 19:00:00,20804.0,0.0,,,,,,20804.0,0.0
2022-03-04 19:30:00+09:00,0.0,0.0,2022-03-04 19:30:00,6267.0,0.0,,,,,,6267.0,0.0
2022-03-04 20:00:00+09:00,0.0,0.0,2022-03-04 20:00:00,6100.0,0.0,,,,,,6100.0,0.0
2022-03-04 20:30:00+09:00,0.0,0.0,2022-03-04 20:30:00,2699.0,0.0,,,,,,2699.0,0.0
2022-03-04 21:00:00+09:00,0.0,0.0,2022-03-04 21:00:00,2679.0,0.0,,,,,,2679.0,0.0
2022-03-04 21:30:00+09:00,0.0,0.0,2022-03-04 21:30:00,2649.0,0.0,,,,,,2649.0,0.0
2022-03-04 22:00:00+09:00,0.0,0.0,2022-03-04 22:00:00,2643.0,0.0,,,,,,2643.0,0.0
2022-03-04 22:30:00+09:00,0.0,0.0,2022-03-04 22:30:00,2727.0,0.0,,,,,,2727.0,0.0
2022-03-04 23:00:00+09:00,0.0,0.0,2022-03-04 23:00:00,2713.0,0.0,,,,,,2713.0,0.0
2022-03-04 23:30:00+09:00,0.0,0.0,2022-03-04 23:30:00,2790.0,0.0,,,,,,2790.0,0.0
2022-03-05 00:00:00+09:00,0.0,0.0,2022-03-05 00:00:00,2768.0,0.0,,,,,,2768.0,0.0
2022-03-05 00:30:00+09:00,0.0,0.0,2022-03-05 00:30:00,2431.0,0.0,,,,,,2431.0,0.0
2022-03-05 01:00:00+09:00,0.0,0.0,2022-03-05 01:00:00,2631.0,0.0,,,,,,2631.0,0.0
2022-03-05 01:30:00+09:00,0.0,0.0,2022-03-05 01:30:00,2669.0,0.0,,,,,,2669.0,0.0
2022-03-05 02:00:00+09:00,0.0,0.0,2022-03-05 02:00:00,2665.0,0.0,,,,,,2665.0,0.0
2022-03-05 02:30:00+09:00,0.0,0.0,2022-03-05 02:30:00,2670.0,0.0,,,,,,2670.0,0.0
2022-03-05 03:00:00+09:00,0.0,0.0,2022-03-05 03:00:00,2723.0,0.0,,,,,,2723.0,0.0
2022-03-05 03:30:00+09:00,0.0,0.0,2022-03-05 03:30:00,2701.0,0.0,,,,,,2701.0,0.0
2022-03-05 04:00:00+09:00,0.0,0.0,2022-03-05 04:00:00,2697.0,0.0,,,,,,2697.0,0.0
2022-03-05 04:30:00+09:00,0.0,0.0,2022-03-05 04:30:00,2699.0,0.0,,,,,,2699.0,0.0
2022-03-05 05:00:00+09:00,0.0,0.0,2022-03-05 05:00:00,2827.0,0.0,,,,,,2827.0,0.0
2022-03-05 05:30:00+09:00,0.0,0.0,2022-03-05 05:30:00,2759.0,0.0,,,,,,2759.0,0.0
2022-03-05 06:00:00+09:00,40.0,0.0,2022-03-05 06:00:00,4671.0,0.0,,,,,,4671.0,40.0
2022-03-05 06:30:00+09:00,880.0,2960.0,2022-03-05 06:30:00,7466.0,0.0,,,,,,7466.0,3840.0
2022-03-05 07:00:00+09:00,2980.0,12240.0,2022-03-05 07:00:00,293.0,4084.0,,,,,,293.0,15220.0
2022-03-05 07:30:00+09:00,6040.0,24140.0,2022-03-05 07:30:00,0.0,18468.0,,,,,,0.0,30180.0
2022-03-05 08:00:00+09:00,9420.0,38130.0,2022-03-05 08:00:00,0.0,35596.0,,,,,,0.0,47550.0
2022-03-05 08:30:00+09:00,12850.0,51820.0,2022-03-05 08:30:00,0.0,46482.0,,,,,,0.0,64670.0
2022-03-05 09:00:00+09:00,16000.0,64030.0,2022-03-05 09:00:00,1282.0,11363.0,,,,,,1282.0,80030.0
2022-03-05 09:30:00+09:00,18730.0,74560.0,2022-03-05 09:30:00,0.0,39667.0,,,,,,0.0,93290.0
2022-03-05 10:00:00+09:00,20020.0,79170.0,2022-03-05 10:00:00,0.0,49491.0,,,,,,0.0,99190.0
2022-03-05 10:30:00+09:00,21480.0,83710.0,2022-03-05 10:30:00,0.0,57895.0,,,,,,0.0,105190.0
2022-03-05 11:00:00+09:00,23240.0,91570.0,2022-03-05 11:00:00,0.0,68423.0,,,,,,0.0,114810.0
2022-03-05 11:30:00+09:00,24260.0,95320.0,2022-03-05 11:30:00,0.0,74162.0,,,,,,0.0,119580.0
2022-03-05 12:00:00+09:00,22220.0,88020.0,2022-03-05 12:00:00,0.0,66969.0,,,,,,0.0,110240.0
2022-03-05 12:30:00+09:00,17800.0,69680.0,2022-03-05 12:30:00,0.0,45741.0,,,,,,0.0,87480.0
2022-03-05 13:00:00+09:00,13530.0,52440.0,2022-03-05 13:00:00,0.0,24765.0,,,,,,0.0,65970.0
2022-03-05 13:30:00+09:00,6970.0,26110.0,2022-03-05 13:30:00,14139.0,4873.0,,,,,,14139.0,33080.0
2022-03-05 14:00:00+09:00,3480.0,12290.0,2022-03-05 14:00:00,25289.0,0.0,,,,,,25289.0,15770.0
2022-03-05 14:30:00+09:00,3110.0,10990.0,2022-03-05 14:30:00,27142.0,0.0,,,,,,27142.0,14100.0
2022-03-05 15:00:00+09:00,940.0,2430.0,2022-03-05 15:00:00,38374.0,0.0,,,,,,38374.0,3370.0
