,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,Unnamed: 9,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-03-03 06:30:00+09:00,2320.0,87.0,90.0,0.0,0.0,2022-03-03 06:30:00,87757.0,0.0,,,,,,,,,,87757.0,2497.0,
2022-03-03 07:00:00+09:00,8520.0,267.0,278.0,0.0,0.0,2022-03-03 07:00:00,106194.0,0.0,,,,,,,,,,106194.0,9065.0,
2022-03-03 07:30:00+09:00,16350.0,481.0,486.0,0.0,0.0,2022-03-03 07:30:00,103831.0,0.0,,,,,,,,,,103831.0,17317.0,
2022-03-03 08:00:00+09:00,25010.0,713.0,698.0,0.0,0.0,2022-03-03 08:00:00,98497.0,0.0,,,,,,,,,,98497.0,26421.0,
2022-03-03 08:30:00+09:00,32430.0,912.0,886.0,0.0,0.0,2022-03-03 08:30:00,95951.0,0.0,,,,,,,,,,95951.0,34228.0,
2022-03-03 09:00:00+09:00,39080.0,1084.0,1072.0,0.0,0.0,2022-03-03 09:00:00,101283.0,0.0,,,,,,,,,,101283.0,41236.0,
2022-03-03 09:30:00+09:00,43790.0,1206.0,1201.0,0.0,0.0,2022-03-03 09:30:00,98720.0,0.0,,,,,,,,,,98720.0,46197.0,
2022-03-03 10:00:00+09:00,47540.0,1334.0,1307.0,0.0,0.0,2022-03-03 10:00:00,95300.0,0.0,,,,,,,,,,95300.0,50181.0,
2022-03-03 10:30:00+09:00,45890.0,1262.0,1248.0,0.0,0.0,2022-03-03 10:30:00,95989.0,0.0,,,,,,,,,,95989.0,48400.0,
2022-03-03 11:00:00+09:00,52730.0,1474.0,1441.0,0.0,0.0,2022-03-03 11:00:00,92907.0,0.0,,,,,,,,,,92907.0,55645.0,
2022-03-03 11:30:00+09:00,49510.0,1369.0,1362.0,0.0,0.0,2022-03-03 11:30:00,92015.0,0.0,,,,,,,,,,92015.0,52241.0,
2022-03-03 12:00:00+09:00,53290.0,1479.0,1456.0,0.0,0.0,2022-03-03 12:00:00,85634.0,0.0,,,,,,,,,,85634.0,56225.0,
2022-03-03 12:30:00+09:00,54070.0,1490.0,1472.0,0.0,0.0,2022-03-03 12:30:00,68475.0,0.0,,,,,,,,,,68475.0,57032.0,
2022-03-03 13:00:00+09:00,51000.0,1407.0,1389.0,0.0,0.0,2022-03-03 13:00:00,87165.0,0.0,,,,,,,,,,87165.0,53796.0,
2022-03-03 13:30:00+09:00,43830.0,1227.0,1215.0,0.0,0.0,2022-03-03 13:30:00,87345.0,0.0,,,,,,,,,,87345.0,46272.0,
2022-03-03 14:00:00+09:00,35970.0,1121.0,1098.0,0.0,0.0,2022-03-03 14:00:00,104858.0,0.0,,,,,,,,,,104858.0,38189.0,
2022-03-03 14:30:00+09:00,24640.0,772.0,748.0,0.0,0.0,2022-03-03 14:30:00,114010.0,0.0,,,,,,,,,,114010.0,26160.0,
2022-03-03 15:00:00+09:00,6920.0,212.0,209.0,0.0,0.0,2022-03-03 15:00:00,128019.0,0.0,,,,,,,,,,128019.0,7341.0,
2022-03-03 15:30:00+09:00,10490.0,322.0,307.0,0.0,0.0,2022-03-03 15:30:00,120194.0,0.0,,,,,,,,,,120194.0,11119.0,
2022-03-03 16:00:00+09:00,5680.0,180.0,176.0,0.0,0.0,2022-03-03 16:00:00,133297.0,0.0,,,,,,,,,,133297.0,6036.0,
2022-03-03 16:30:00+09:00,2760.0,97.0,97.0,0.0,0.0,2022-03-03 16:30:00,127972.0,0.0,,,,,,,,,,127972.0,2954.0,
2022-03-03 17:00:00+09:00,720.0,42.0,41.0,0.0,0.0,2022-03-03 17:00:00,129697.0,0.0,,,,,,,,,,129697.0,803.0,
2022-03-03 17:30:00+09:00,0.0,2.0,3.0,0.0,0.0,2022-03-03 17:30:00,131161.0,0.0,,,,,,,,,,131161.0,5.0,
2022-03-03 18:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 18:00:00,130680.0,0.0,,,,,,,,,,130680.0,0.0,
2022-03-03 18:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 18:30:00,125535.0,0.0,,,,,,,,,,125535.0,0.0,
2022-03-03 19:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 19:00:00,126005.0,0.0,,,,,,,,,,126005.0,0.0,
2022-03-03 19:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 19:30:00,116793.0,0.0,,,,,,,,,,116793.0,0.0,
2022-03-03 20:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 20:00:00,130133.0,0.0,,,,,,,,,,130133.0,0.0,
2022-03-03 20:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 20:30:00,122139.0,0.0,,,,,,,,,,122139.0,0.0,
2022-03-03 21:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 21:00:00,106777.0,0.0,,,,,,,,,,106777.0,0.0,
2022-03-03 21:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 21:30:00,114922.0,0.0,,,,,,,,,,114922.0,0.0,
2022-03-03 22:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 22:00:00,81581.0,0.0,,,,,,,,,,81581.0,0.0,
2022-03-03 22:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 22:30:00,73899.0,0.0,,,,,,,,,,73899.0,0.0,
2022-03-03 23:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 23:00:00,63450.0,0.0,,,,,,,,,,63450.0,0.0,
2022-03-03 23:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-03 23:30:00,67864.0,0.0,,,,,,,,,,67864.0,0.0,
2022-03-04 00:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 00:00:00,57754.0,0.0,,,,,,,,,,57754.0,0.0,
2022-03-04 00:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 00:30:00,55077.0,0.0,,,,,,,,,,55077.0,0.0,
2022-03-04 01:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 01:00:00,64481.0,0.0,,,,,,,,,,64481.0,0.0,
2022-03-04 01:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 01:30:00,59148.0,0.0,,,,,,,,,,59148.0,0.0,
2022-03-04 02:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 02:00:00,54066.0,0.0,,,,,,,,,,54066.0,0.0,
2022-03-04 02:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 02:30:00,57651.0,0.0,,,,,,,,,,57651.0,0.0,
2022-03-04 03:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 03:00:00,51475.0,0.0,,,,,,,,,,51475.0,0.0,
2022-03-04 03:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 03:30:00,51782.0,0.0,,,,,,,,,,51782.0,0.0,
2022-03-04 04:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 04:00:00,51802.0,0.0,,,,,,,,,,51802.0,0.0,
2022-03-04 04:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 04:30:00,54682.0,0.0,,,,,,,,,,54682.0,0.0,
2022-03-04 05:00:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 05:00:00,60622.0,0.0,,,,,,,,,,60622.0,0.0,
2022-03-04 05:30:00+09:00,0.0,0.0,0.0,0.0,0.0,2022-03-04 05:30:00,60036.0,0.0,,,,,,,,,,60036.0,0.0,
2022-03-04 06:00:00+09:00,10.0,8.0,8.0,0.0,0.0,2022-03-04 06:00:00,73370.0,0.0,,,,,,,,,,73370.0,26.0,
2022-03-04 06:30:00+09:00,1950.0,73.0,73.0,0.0,0.0,2022-03-04 06:30:00,86120.0,0.0,,,,,,,,,,86120.0,2096.0,
2022-03-04 07:00:00+09:00,7640.0,230.0,233.0,0.0,0.0,2022-03-04 07:00:00,98803.0,0.0,,,,,,,,,,98803.0,8103.0,
2022-03-04 07:30:00+09:00,13560.0,399.0,401.0,0.0,0.0,2022-03-04 07:30:00,103093.0,0.0,,,,,,,,,,103093.0,14360.0,
2022-03-04 08:00:00+09:00,16390.0,468.0,466.0,0.0,0.0,2022-03-04 08:00:00,104450.0,0.0,,,,,,,,,,104450.0,17324.0,
2022-03-04 08:30:00+09:00,24580.0,734.0,722.0,0.0,0.0,2022-03-04 08:30:00,93913.0,0.0,,,,,,,,,,93913.0,26036.0,
2022-03-04 09:00:00+09:00,34620.0,975.0,968.0,0.0,0.0,2022-03-04 09:00:00,92886.0,0.0,,,,,,,,,,92886.0,36563.0,
2022-03-04 09:30:00+09:00,30340.0,849.0,840.0,0.0,0.0,2022-03-04 09:30:00,114424.0,0.0,,,,,,,,,,114424.0,32029.0,
2022-03-04 10:00:00+09:00,33310.0,932.0,921.0,0.0,0.0,2022-03-04 10:00:00,109070.0,0.0,,,,,,,,,,109070.0,35163.0,
2022-03-04 10:30:00+09:00,51410.0,1427.0,1417.0,0.0,0.0,2022-03-04 10:30:00,89737.0,0.0,,,,,,,,,,89737.0,54254.0,
2022-03-04 11:00:00+09:00,57810.0,1593.0,1571.0,0.0,0.0,2022-03-04 11:00:00,82182.0,0.0,,,,,,,,,,82182.0,60974.0,
2022-03-04 11:30:00+09:00,57980.0,1600.0,1574.0,0.0,0.0,2022-03-04 11:30:00,87871.0,0.0,,,,,,,,,,87871.0,61154.0,
2022-03-04 12:00:00+09:00,57300.0,1568.0,1547.0,0.0,0.0,2022-03-04 12:00:00,80718.0,0.0,,,,,,,,,,80718.0,60415.0,
2022-03-04 12:30:00+09:00,56110.0,1538.0,1515.0,0.0,0.0,2022-03-04 12:30:00,78923.0,0.0,,,,,,,,,,78923.0,59163.0,
2022-03-04 13:00:00+09:00,52730.0,1455.0,1430.0,0.0,0.0,2022-03-04 13:00:00,98513.0,0.0,,,,,,,,,,98513.0,55615.0,
2022-03-04 13:30:00+09:00,46510.0,1286.0,1264.0,0.0,0.0,2022-03-04 13:30:00,90937.0,0.0,,,,,,,,,,90937.0,49060.0,
