,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-03-03 11:30:00+09:00,49510,1369,1362,0,0,2022-03-03 11:30:00,92015,0,,,,,,,,,
2022-03-03 12:00:00+09:00,53290,1479,1456,0,0,2022-03-03 12:00:00,85634,0,,,,,,,,,
2022-03-03 12:30:00+09:00,54070,1490,1472,0,0,2022-03-03 12:30:00,68475,0,,,,,,,,,
2022-03-03 13:00:00+09:00,51000,1407,1389,0,0,2022-03-03 13:00:00,87165,0,,,,,,,,,
2022-03-03 13:30:00+09:00,43830,1227,1215,0,0,2022-03-03 13:30:00,87345,0,,,,,,,,,
2022-03-03 14:00:00+09:00,35970,1121,1098,0,0,2022-03-03 14:00:00,104858,0,,,,,,,,,
2022-03-03 14:30:00+09:00,24640,772,748,0,0,2022-03-03 14:30:00,114010,0,,,,,,,,,
2022-03-03 15:00:00+09:00,6920,212,209,0,0,2022-03-03 15:00:00,128019,0,,,,,,,,,
2022-03-03 15:30:00+09:00,10490,322,307,0,0,2022-03-03 15:30:00,120194,0,,,,,,,,,
2022-03-03 16:00:00+09:00,5680,180,176,0,0,2022-03-03 16:00:00,133297,0,,,,,,,,,
2022-03-03 16:30:00+09:00,2760,97,97,0,0,2022-03-03 16:30:00,127972,0,,,,,,,,,
2022-03-03 17:00:00+09:00,720,42,41,0,0,2022-03-03 17:00:00,129697,0,,,,,,,,,
2022-03-03 17:30:00+09:00,0,2,3,0,0,2022-03-03 17:30:00,131161,0,,,,,,,,,
2022-03-03 18:00:00+09:00,0,0,0,0,0,2022-03-03 18:00:00,130680,0,,,,,,,,,
2022-03-03 18:30:00+09:00,0,0,0,0,0,2022-03-03 18:30:00,125535,0,,,,,,,,,
2022-03-03 19:00:00+09:00,0,0,0,0,0,2022-03-03 19:00:00,126005,0,,,,,,,,,
2022-03-03 19:30:00+09:00,0,0,0,0,0,2022-03-03 19:30:00,116793,0,,,,,,,,,
2022-03-03 20:00:00+09:00,0,0,0,0,0,2022-03-03 20:00:00,130133,0,,,,,,,,,
2022-03-03 20:30:00+09:00,0,0,0,0,0,2022-03-03 20:30:00,122139,0,,,,,,,,,
2022-03-03 21:00:00+09:00,0,0,0,0,0,2022-03-03 21:00:00,106777,0,,,,,,,,,
2022-03-03 21:30:00+09:00,0,0,0,0,0,2022-03-03 21:30:00,114922,0,,,,,,,,,
2022-03-03 22:00:00+09:00,0,0,0,0,0,2022-03-03 22:00:00,81581,0,,,,,,,,,
2022-03-03 22:30:00+09:00,0,0,0,0,0,2022-03-03 22:30:00,73899,0,,,,,,,,,
2022-03-03 23:00:00+09:00,0,0,0,0,0,2022-03-03 23:00:00,63450,0,,,,,,,,,
2022-03-03 23:30:00+09:00,0,0,0,0,0,2022-03-03 23:30:00,67864,0,,,,,,,,,
2022-03-04 00:00:00+09:00,0,0,0,0,0,2022-03-04 00:00:00,57754,0,,,,,,,,,
2022-03-04 00:30:00+09:00,0,0,0,0,0,2022-03-04 00:30:00,55077,0,,,,,,,,,
2022-03-04 01:00:00+09:00,0,0,0,0,0,2022-03-04 01:00:00,64481,0,,,,,,,,,
2022-03-04 01:30:00+09:00,0,0,0,0,0,2022-03-04 01:30:00,59148,0,,,,,,,,,
2022-03-04 02:00:00+09:00,0,0,0,0,0,2022-03-04 02:00:00,54066,0,,,,,,,,,
2022-03-04 02:30:00+09:00,0,0,0,0,0,2022-03-04 02:30:00,57651,0,,,,,,,,,
2022-03-04 03:00:00+09:00,0,0,0,0,0,2022-03-04 03:00:00,51475,0,,,,,,,,,
2022-03-04 03:30:00+09:00,0,0,0,0,0,2022-03-04 03:30:00,51782,0,,,,,,,,,
2022-03-04 04:00:00+09:00,0,0,0,0,0,2022-03-04 04:00:00,51802,0,,,,,,,,,
2022-03-04 04:30:00+09:00,0,0,0,0,0,2022-03-04 04:30:00,54682,0,,,,,,,,,
2022-03-04 05:00:00+09:00,0,0,0,0,0,2022-03-04 05:00:00,60622,0,,,,,,,,,
2022-03-04 05:30:00+09:00,0,0,0,0,0,2022-03-04 05:30:00,60036,0,,,,,,,,,
2022-03-04 06:00:00+09:00,10,8,8,0,0,2022-03-04 06:00:00,73370,0,,,,,,,,,
2022-03-04 06:30:00+09:00,1950,73,73,0,0,2022-03-04 06:30:00,86120,0,,,,,,,,,
2022-03-04 07:00:00+09:00,7640,230,233,0,0,2022-03-04 07:00:00,98803,0,,,,,,,,,
2022-03-04 07:30:00+09:00,13560,399,401,0,0,2022-03-04 07:30:00,103093,0,,,,,,,,,
2022-03-04 08:00:00+09:00,16390,468,466,0,0,2022-03-04 08:00:00,104450,0,,,,,,,,,
2022-03-04 08:30:00+09:00,24580,734,722,0,0,2022-03-04 08:30:00,93913,0,,,,,,,,,
2022-03-04 09:00:00+09:00,34620,975,968,0,0,2022-03-04 09:00:00,92886,0,,,,,,,,,
2022-03-04 09:30:00+09:00,30340,849,840,0,0,2022-03-04 09:30:00,114424,0,,,,,,,,,
2022-03-04 10:00:00+09:00,33310,932,921,0,0,2022-03-04 10:00:00,109070,0,,,,,,,,,
2022-03-04 10:30:00+09:00,51410,1427,1417,0,0,2022-03-04 10:30:00,89737,0,,,,,,,,,
2022-03-04 11:00:00+09:00,57810,1593,1571,0,0,2022-03-04 11:00:00,82182,0,,,,,,,,,
2022-03-04 11:30:00+09:00,57980,1600,1574,0,0,2022-03-04 11:30:00,87871,0,,,,,,,,,
2022-03-04 12:00:00+09:00,57300,1568,1547,0,0,2022-03-04 12:00:00,80718,0,,,,,,,,,
2022-03-04 12:30:00+09:00,56110,1538,1515,0,0,2022-03-04 12:30:00,78923,0,,,,,,,,,
2022-03-04 13:00:00+09:00,52730,1455,1430,0,0,2022-03-04 13:00:00,98513,0,,,,,,,,,
2022-03-04 13:30:00+09:00,46510,1286,1264,0,0,2022-03-04 13:30:00,90937,0,,,,,,,,,
2022-03-04 14:00:00+09:00,42110,1175,1152,0,0,2022-03-04 14:00:00,89265,0,,,,,,,,,
2022-03-04 14:30:00+09:00,35400,989,968,0,0,2022-03-04 14:30:00,99657,0,,,,,,,,,
2022-03-04 15:00:00+09:00,29910,847,826,0,0,2022-03-04 15:00:00,105618,0,,,,,,,,,
2022-03-04 15:30:00+09:00,16290,480,465,0,0,2022-03-04 15:30:00,119065,0,,,,,,,,,
2022-03-04 16:00:00+09:00,10110,302,295,0,0,2022-03-04 16:00:00,120719,0,,,,,,,,,
2022-03-04 16:30:00+09:00,4460,146,142,0,0,2022-03-04 16:30:00,121920,0,,,,,,,,,
2022-03-04 17:00:00+09:00,550,35,34,0,0,2022-03-04 17:00:00,128561,0,,,,,,,,,
2022-03-04 17:30:00+09:00,0,0,0,0,0,2022-03-04 17:30:00,130501,0,,,,,,,,,
2022-03-04 18:00:00+09:00,0,0,0,0,0,2022-03-04 18:00:00,130376,0,,,,,,,,,
2022-03-04 18:30:00+09:00,0,0,0,0,0,2022-03-04 18:30:00,124513,0,,,,,,,,,
2022-03-04 19:00:00+09:00,0,0,0,0,0,2022-03-04 19:00:00,120726,0,,,,,,,,,
2022-03-04 19:30:00+09:00,0,0,0,0,0,2022-03-04 19:30:00,118980,0,,,,,,,,,
2022-03-04 20:00:00+09:00,0,0,0,0,0,2022-03-04 20:00:00,122473,0,,,,,,,,,
2022-03-04 20:30:00+09:00,0,0,0,0,0,2022-03-04 20:30:00,114816,0,,,,,,,,,
2022-03-04 21:00:00+09:00,0,0,0,0,0,2022-03-04 21:00:00,108186,0,,,,,,,,,
2022-03-04 21:30:00+09:00,0,0,0,0,0,2022-03-04 21:30:00,112145,0,,,,,,,,,
2022-03-04 22:00:00+09:00,0,0,0,0,0,2022-03-04 22:00:00,72118,0,,,,,,,,,
2022-03-04 22:30:00+09:00,0,0,0,0,0,2022-03-04 22:30:00,61780,0,,,,,,,,,
2022-03-04 23:00:00+09:00,0,0,0,0,0,2022-03-04 23:00:00,56733,0,,,,,,,,,
2022-03-04 23:30:00+09:00,0,0,0,0,0,2022-03-04 23:30:00,54308,0,,,,,,,,,
2022-03-05 00:00:00+09:00,0,0,0,0,0,2022-03-05 00:00:00,43874,0,,,,,,,,,
2022-03-05 00:30:00+09:00,0,0,0,0,0,2022-03-05 00:30:00,44782,0,,,,,,,,,
2022-03-05 01:00:00+09:00,0,0,0,0,0,2022-03-05 01:00:00,55763,0,,,,,,,,,
2022-03-05 01:30:00+09:00,0,0,0,0,0,2022-03-05 01:30:00,52313,0,,,,,,,,,
2022-03-05 02:00:00+09:00,0,0,0,0,0,2022-03-05 02:00:00,49446,0,,,,,,,,,
2022-03-05 02:30:00+09:00,0,0,0,0,0,2022-03-05 02:30:00,47611,0,,,,,,,,,
2022-03-05 03:00:00+09:00,0,0,0,0,0,2022-03-05 03:00:00,45729,0,,,,,,,,,
2022-03-05 03:30:00+09:00,0,0,0,0,0,2022-03-05 03:30:00,44018,0,,,,,,,,,
2022-03-05 04:00:00+09:00,0,0,0,0,0,2022-03-05 04:00:00,48553,0,,,,,,,,,
2022-03-05 04:30:00+09:00,0,0,0,0,0,2022-03-05 04:30:00,50060,0,,,,,,,,,
2022-03-05 05:00:00+09:00,0,0,0,0,0,2022-03-05 05:00:00,58402,0,,,,,,,,,
2022-03-05 05:30:00+09:00,0,0,0,0,0,2022-03-05 05:30:00,58141,0,,,,,,,,,
2022-03-05 06:00:00+09:00,0,9,9,0,0,2022-03-05 06:00:00,70570,0,,,,,,,,,
2022-03-05 06:30:00+09:00,2950,106,112,0,0,2022-03-05 06:30:00,81493,0,,,,,,,,,
2022-03-05 07:00:00+09:00,9280,291,301,0,0,2022-03-05 07:00:00,94919,0,,,,,,,,,
2022-03-05 07:30:00+09:00,16760,499,500,0,0,2022-03-05 07:30:00,95462,0,,,,,,,,,
2022-03-05 08:00:00+09:00,24190,694,692,0,0,2022-03-05 08:00:00,104527,0,,,,,,,,,
2022-03-05 08:30:00+09:00,31630,888,884,0,0,2022-03-05 08:30:00,97109,0,,,,,,,,,
2022-03-05 09:00:00+09:00,38780,1077,1067,0,0,2022-03-05 09:00:00,104265,0,,,,,,,,,
2022-03-05 09:30:00+09:00,44790,1236,1221,0,0,2022-03-05 09:30:00,109857,0,,,,,,,,,
2022-03-05 10:00:00+09:00,50440,1381,1366,0,0,2022-03-05 10:00:00,104999,0,,,,,,,,,
2022-03-05 10:30:00+09:00,53350,1461,1444,0,0,2022-03-05 10:30:00,99098,0,,,,,,,,,
2022-03-05 11:00:00+09:00,55500,1521,1502,0,0,2022-03-05 11:00:00,91777,0,,,,,,,,,
2022-03-05 11:30:00+09:00,56560,1546,1527,0,0,2022-03-05 11:30:00,88586,0,,,,,,,,,
2022-03-05 12:00:00+09:00,56280,1539,1520,0,0,2022-03-05 12:00:00,88613,0,,,,,,,,,
2022-03-05 12:30:00+09:00,54300,1483,1465,0,0,2022-03-05 12:30:00,82940,0,,,,,,,,,
2022-03-05 13:00:00+09:00,51580,1413,1396,0,0,2022-03-05 13:00:00,94931,0,,,,,,,,,
2022-03-05 13:30:00+09:00,46940,1292,1273,0,0,2022-03-05 13:30:00,101765,0,,,,,,,,,
2022-03-05 14:00:00+09:00,40830,1134,1115,0,0,2022-03-05 14:00:00,102485,0,,,,,,,,,
2022-03-05 14:30:00+09:00,34520,964,945,0,0,2022-03-05 14:30:00,114325,0,,,,,,,,,
2022-03-05 15:00:00+09:00,26710,756,740,0,0,2022-03-05 15:00:00,114226,0,,,,,,,,,
2022-03-05 15:30:00+09:00,16970,502,488,0,0,2022-03-05 15:30:00,128083,0,,,,,,,,,
2022-03-05 16:00:00+09:00,11450,351,342,0,0,2022-03-05 16:00:00,128856,0,,,,,,,,,
2022-03-05 16:30:00+09:00,6010,197,192,0,0,2022-03-05 16:30:00,134665,0,,,,,,,,,
2022-03-05 17:00:00+09:00,1330,61,59,0,0,2022-03-05 17:00:00,137433,0,,,,,,,,,
2022-03-05 17:30:00+09:00,0,3,2,0,0,2022-03-05 17:30:00,139356,0,,,,,,,,,
2022-03-05 18:00:00+09:00,0,0,0,0,0,2022-03-05 18:00:00,130011,0,,,,,,,,,
2022-03-05 18:30:00+09:00,0,0,0,0,0,2022-03-05 18:30:00,128865,0,,,,,,,,,
2022-03-05 19:00:00+09:00,0,0,0,0,0,2022-03-05 19:00:00,120597,0,,,,,,,,,
2022-03-05 19:30:00+09:00,0,0,0,0,0,2022-03-05 19:30:00,122742,0,,,,,,,,,
2022-03-05 20:00:00+09:00,0,0,0,0,0,2022-03-05 20:00:00,125462,0,,,,,,,,,
2022-03-05 20:30:00+09:00,0,0,0,0,0,2022-03-05 20:30:00,117443,0,,,,,,,,,
2022-03-05 21:00:00+09:00,0,0,0,0,0,2022-03-05 21:00:00,109486,0,,,,,,,,,
2022-03-05 21:30:00+09:00,0,0,0,0,0,2022-03-05 21:30:00,117583,0,,,,,,,,,
2022-03-05 22:00:00+09:00,0,0,0,0,0,2022-03-05 22:00:00,82254,0,,,,,,,,,
2022-03-05 22:30:00+09:00,0,0,0,0,0,2022-03-05 22:30:00,82772,0,,,,,,,,,
2022-03-05 23:00:00+09:00,0,0,0,0,0,2022-03-05 23:00:00,80608,0,,,,,,,,,
2022-03-05 23:30:00+09:00,0,0,0,0,0,2022-03-05 23:30:00,77278,0,,,,,,,,,
2022-03-06 00:00:00+09:00,0,0,0,0,0,2022-03-06 00:00:00,67489,0,,,,,,,,,
2022-03-06 00:30:00+09:00,0,0,0,0,0,2022-03-06 00:30:00,70649,0,,,,,,,,,
2022-03-06 01:00:00+09:00,0,0,0,0,0,2022-03-06 01:00:00,85718,0,,,,,,,,,
2022-03-06 01:30:00+09:00,0,0,0,0,0,2022-03-06 01:30:00,77605,0,,,,,,,,,
2022-03-06 02:00:00+09:00,0,0,0,0,0,2022-03-06 02:00:00,78349,0,,,,,,,,,
2022-03-06 02:30:00+09:00,0,0,0,0,0,2022-03-06 02:30:00,75026,0,,,,,,,,,
2022-03-06 03:00:00+09:00,0,0,0,0,0,2022-03-06 03:00:00,74199,0,,,,,,,,,
2022-03-06 03:30:00+09:00,0,0,0,0,0,2022-03-06 03:30:00,75504,0,,,,,,,,,
2022-03-06 04:00:00+09:00,0,0,0,0,0,2022-03-06 04:00:00,74736,0,,,,,,,,,
2022-03-06 04:30:00+09:00,0,0,0,0,0,2022-03-06 04:30:00,79273,0,,,,,,,,,
