,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-04-06 09:00:00+09:00,28010,762,785,0,0,2022-04-06 09:00:00,121735,0,,,,,,71.0,7391.06,10.0,晴れ
2022-04-06 09:30:00+09:00,34240,928,955,0,0,2022-04-06 09:30:00,106895,0,,,,,,86.0,7938.75,10.0,晴れ
2022-04-06 10:00:00+09:00,37870,1037,1070,0,0,2022-04-06 10:00:00,102850,0,,,,,,87.0,8334.96,10.0,晴れ
2022-04-06 10:30:00+09:00,59560,1621,1662,0,0,2022-04-06 10:30:00,80782,0,,,,,,84.0,8338.24,10.0,晴れ
2022-04-06 11:00:00+09:00,57850,1580,1608,0,0,2022-04-06 11:00:00,86941,0,,,,,,73.0,8179.33,10.0,晴れ
2022-04-06 11:30:00+09:00,63190,1707,1738,0,0,2022-04-06 11:30:00,89875,0,,,,,,64.0,8305.68,10.0,晴れ
2022-04-06 12:00:00+09:00,61190,1655,1683,0,0,2022-04-06 12:00:00,91046,0,,,,,,72.0,8300.39,10.0,晴れ
2022-04-06 12:30:00+09:00,55980,1509,1539,0,0,2022-04-06 12:30:00,84874,0,,,,,,71.0,7740.01,21.0,薄曇
2022-04-06 13:00:00+09:00,59250,1588,1621,0,0,2022-04-06 13:00:00,97637,0,,,,,,28.0,7078.19,21.0,薄曇
2022-04-06 13:30:00+09:00,54660,1472,1501,0,0,2022-04-06 13:30:00,101164,0,,,,,,22.0,7545.35,10.0,晴れ
2022-04-06 14:00:00+09:00,49540,1341,1367,0,0,2022-04-06 14:00:00,98590,0,,,,,,25.0,7798.1,10.0,晴れ
2022-04-06 14:30:00+09:00,43250,1172,1199,0,0,2022-04-06 14:30:00,107862,0,,,,,,15.0,7256.93,10.0,晴れ
2022-04-06 15:00:00+09:00,34980,959,982,0,0,2022-04-06 15:00:00,118695,0,,,,,,5.0,6574.89,10.0,晴れ
2022-04-06 15:30:00+09:00,28020,771,791,0,0,2022-04-06 15:30:00,123445,0,,,,,,2.0,5557.79,10.0,晴れ
2022-04-06 16:00:00+09:00,19500,549,567,0,0,2022-04-06 16:00:00,124961,0,,,,,,0.0,4490.32,10.0,晴れ
2022-04-06 16:30:00+09:00,11950,352,367,0,0,2022-04-06 16:30:00,128198,0,,,,,,0.0,3511.78,10.0,晴れ
2022-04-06 17:00:00+09:00,5280,174,179,0,0,2022-04-06 17:00:00,124621,0,,,,,,0.0,2449.41,10.0,晴れ
2022-04-06 17:30:00+09:00,880,46,48,0,0,2022-04-06 17:30:00,137374,0,,,,,,0.0,1341.57,10.0,晴れ
2022-04-06 18:00:00+09:00,0,2,2,0,0,2022-04-06 18:00:00,140494,0,,,,,,0.0,146.14,10.0,晴れ
2022-04-06 18:30:00+09:00,0,0,0,0,0,2022-04-06 18:30:00,130459,0,,,,,,1.0,0.0,10.0,晴れ
2022-04-06 19:00:00+09:00,0,0,0,0,0,2022-04-06 19:00:00,125357,0,,,,,,1.0,0.0,10.0,晴れ
2022-04-06 19:30:00+09:00,0,0,0,0,0,2022-04-06 19:30:00,128658,0,,,,,,24.0,0.0,10.0,晴れ
2022-04-06 20:00:00+09:00,0,0,0,0,0,2022-04-06 20:00:00,127290,0,,,,,,48.0,0.0,10.0,晴れ
2022-04-06 20:30:00+09:00,0,0,0,0,0,2022-04-06 20:30:00,118818,0,,,,,,53.0,0.0,10.0,晴れ
2022-04-06 21:00:00+09:00,0,0,0,0,0,2022-04-06 21:00:00,111430,0,,,,,,58.0,0.0,10.0,晴れ
2022-04-06 21:30:00+09:00,0,0,0,0,0,2022-04-06 21:30:00,121551,0,,,,,,60.0,0.0,10.0,晴れ
2022-04-06 22:00:00+09:00,0,0,0,0,0,2022-04-06 22:00:00,81776,0,,,,,,63.0,0.0,10.0,晴れ
2022-04-06 22:30:00+09:00,0,0,0,0,0,2022-04-06 22:30:00,70476,0,,,,,,65.0,0.0,10.0,晴れ
2022-04-06 23:00:00+09:00,0,0,0,0,0,2022-04-06 23:00:00,67819,0,,,,,,66.0,0.0,10.0,晴れ
2022-04-06 23:30:00+09:00,0,0,0,0,0,2022-04-06 23:30:00,66331,0,,,,,,69.0,0.0,10.0,晴れ
2022-04-07 00:00:00+09:00,0,0,0,0,0,2022-04-07 00:00:00,61281,0,,,,,,48.0,0.0,21.0,薄曇
2022-04-07 00:30:00+09:00,0,0,0,0,0,2022-04-07 00:30:00,51704,0,,,,,,62.0,0.0,21.0,薄曇
2022-04-07 01:00:00+09:00,0,0,0,0,0,2022-04-07 01:00:00,65471,0,,,,,,1.0,0.0,21.0,薄曇
2022-04-07 01:30:00+09:00,0,0,0,0,0,2022-04-07 01:30:00,57637,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-07 02:00:00+09:00,0,0,0,0,0,2022-04-07 02:00:00,55318,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-07 02:30:00+09:00,0,0,0,0,0,2022-04-07 02:30:00,51743,0,,,,,,0.0,0.0,21.0,薄曇
2022-04-07 03:00:00+09:00,0,0,0,0,0,2022-04-07 03:00:00,49463,0,,,,,,87.0,0.0,21.0,薄曇
2022-04-07 03:30:00+09:00,0,0,0,0,0,2022-04-07 03:30:00,52063,0,,,,,,48.0,0.0,21.0,薄曇
2022-04-07 04:00:00+09:00,0,0,0,0,0,2022-04-07 04:00:00,50905,0,,,,,,68.0,0.0,21.0,薄曇
2022-04-07 04:30:00+09:00,0,0,0,0,0,2022-04-07 04:30:00,50066,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-07 05:00:00+09:00,0,0,0,0,0,2022-04-07 05:00:00,64326,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-07 05:30:00+09:00,0,12,13,0,0,2022-04-07 05:30:00,60885,0,,,,,,62.0,238.81,10.0,晴れ
2022-04-07 06:00:00+09:00,1430,60,62,0,0,2022-04-07 06:00:00,77711,0,,,,,,69.0,1458.38,10.0,晴れ
2022-04-07 06:30:00+09:00,11780,333,352,0,0,2022-04-07 06:30:00,83498,0,,,,,,39.0,2667.01,10.0,晴れ
2022-04-07 07:00:00+09:00,14390,411,421,0,0,2022-04-07 07:00:00,90699,0,,,,,,48.0,3573.7,10.0,晴れ
2022-04-07 07:30:00+09:00,9190,264,272,0,0,2022-04-07 07:30:00,116356,0,,,,,,85.0,3960.39,21.0,薄曇
2022-04-07 08:00:00+09:00,12600,355,365,0,0,2022-04-07 08:00:00,119711,0,,,,,,93.0,4404.41,21.0,薄曇
2022-04-07 08:30:00+09:00,16350,451,465,0,0,2022-04-07 08:30:00,102627,0,,,,,,94.0,5083.56,21.0,薄曇
2022-04-07 09:00:00+09:00,31940,858,889,0,0,2022-04-07 09:00:00,98264,0,,,,,,83.0,5678.37,21.0,薄曇
2022-04-07 09:30:00+09:00,52220,1408,1442,0,0,2022-04-07 09:30:00,90853,0,,,,,,0.0,6847.35,21.0,薄曇
2022-04-07 10:00:00+09:00,57870,1559,1595,0,0,2022-04-07 10:00:00,82895,0,,,,,,0.0,8047.46,10.0,晴れ
2022-04-07 10:30:00+09:00,62390,1678,1713,0,0,2022-04-07 10:30:00,70745,0,,,,,,0.0,8632.6,10.0,晴れ
2022-04-07 11:00:00+09:00,57850,1589,1618,0,0,2022-04-07 11:00:00,75206,0,,,,,,0.0,9098.22,10.0,晴れ
2022-04-07 11:30:00+09:00,37520,1024,1039,0,0,2022-04-07 11:30:00,102213,0,,,,,,36.0,8485.92,10.0,晴れ
2022-04-07 12:00:00+09:00,48250,1299,1338,0,0,2022-04-07 12:00:00,89035,0,,,,,,81.0,7729.31,21.0,薄曇
2022-04-07 12:30:00+09:00,33160,920,926,0,0,2022-04-07 12:30:00,97907,0,,,,,,93.0,7094.95,21.0,薄曇
2022-04-07 13:00:00+09:00,31760,860,878,0,0,2022-04-07 13:00:00,110365,0,,,,,,100.0,6385.03,21.0,薄曇
2022-04-07 13:30:00+09:00,18300,511,521,0,0,2022-04-07 13:30:00,125928,0,,,,,,76.0,5383.88,22.0,くもり
2022-04-07 14:00:00+09:00,9690,277,285,0,0,2022-04-07 14:00:00,128347,0,,,,,,75.0,4414.05,22.0,くもり
2022-04-07 14:30:00+09:00,14070,390,404,0,0,2022-04-07 14:30:00,122844,0,,,,,,71.0,3554.62,22.0,くもり
2022-04-07 15:00:00+09:00,21520,591,607,0,0,2022-04-07 15:00:00,113176,0,,,,,,67.0,2772.04,22.0,くもり
2022-04-07 15:30:00+09:00,15880,444,455,0,0,2022-04-07 15:30:00,120120,0,,,,,,55.0,2973.79,22.0,くもり
2022-04-07 16:00:00+09:00,14070,399,406,0,0,2022-04-07 16:00:00,116472,0,,,,,,43.0,2928.97,22.0,くもり
2022-04-07 16:30:00+09:00,7110,211,217,0,0,2022-04-07 16:30:00,122918,0,,,,,,25.0,2805.53,21.0,薄曇
2022-04-07 17:00:00+09:00,3580,117,120,0,0,2022-04-07 17:00:00,121369,0,,,,,,7.0,2380.67,10.0,晴れ
2022-04-07 17:30:00+09:00,650,38,39,0,0,2022-04-07 17:30:00,126136,0,,,,,,4.0,1332.58,10.0,晴れ
2022-04-07 18:00:00+09:00,0,1,1,0,0,2022-04-07 18:00:00,131916,0,,,,,,1.0,177.67,10.0,晴れ
2022-04-07 18:30:00+09:00,0,0,0,0,0,2022-04-07 18:30:00,127847,0,,,,,,15.0,0.0,10.0,晴れ
2022-04-07 19:00:00+09:00,0,0,0,0,0,2022-04-07 19:00:00,120053,0,,,,,,29.0,0.0,10.0,晴れ
2022-04-07 19:30:00+09:00,0,0,0,0,0,2022-04-07 19:30:00,127540,0,,,,,,14.0,0.0,10.0,晴れ
2022-04-07 20:00:00+09:00,0,0,0,0,0,2022-04-07 20:00:00,122317,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-07 20:30:00+09:00,0,0,0,0,0,2022-04-07 20:30:00,119916,0,,,,,,3.0,0.0,10.0,晴れ
2022-04-07 21:00:00+09:00,0,0,0,0,0,2022-04-07 21:00:00,112493,0,,,,,,7.0,0.0,10.0,晴れ
2022-04-07 21:30:00+09:00,0,0,0,0,0,2022-04-07 21:30:00,119888,0,,,,,,18.0,0.0,10.0,晴れ
2022-04-07 22:00:00+09:00,0,0,0,0,0,2022-04-07 22:00:00,88683,0,,,,,,30.0,0.0,10.0,晴れ
2022-04-07 22:30:00+09:00,0,0,0,0,0,2022-04-07 22:30:00,74142,0,,,,,,21.0,0.0,10.0,晴れ
2022-04-07 23:00:00+09:00,0,0,0,0,0,2022-04-07 23:00:00,64983,0,,,,,,13.0,0.0,21.0,薄曇
2022-04-07 23:30:00+09:00,0,0,0,0,0,2022-04-07 23:30:00,60327,0,,,,,,13.0,0.0,10.0,晴れ
2022-04-08 00:00:00+09:00,0,0,0,0,0,2022-04-08 00:00:00,60420,0,,,,,,11.0,0.0,10.0,晴れ
2022-04-08 00:30:00+09:00,0,0,0,0,0,2022-04-08 00:30:00,52992,0,,,,,,4.0,0.0,10.0,晴れ
2022-04-08 01:00:00+09:00,0,0,0,0,0,2022-04-08 01:00:00,65612,0,,,,,,10.0,0.0,21.0,薄曇
2022-04-08 01:30:00+09:00,0,0,0,0,0,2022-04-08 01:30:00,55271,0,,,,,,6.0,0.0,10.0,晴れ
2022-04-08 02:00:00+09:00,0,0,0,0,0,2022-04-08 02:00:00,55184,0,,,,,,12.0,0.0,10.0,晴れ
2022-04-08 02:30:00+09:00,0,0,0,0,0,2022-04-08 02:30:00,51423,0,,,,,,4.0,0.0,10.0,晴れ
2022-04-08 03:00:00+09:00,0,0,0,0,0,2022-04-08 03:00:00,50284,0,,,,,,11.0,0.0,10.0,晴れ
2022-04-08 03:30:00+09:00,0,0,0,0,0,2022-04-08 03:30:00,52908,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 04:00:00+09:00,0,0,0,0,0,2022-04-08 04:00:00,52271,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 04:30:00+09:00,0,0,0,0,0,2022-04-08 04:30:00,50827,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 05:00:00+09:00,0,0,0,0,0,2022-04-08 05:00:00,58341,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 05:30:00+09:00,920,40,43,0,0,2022-04-08 05:30:00,54308,0,,,,,,0.0,295.2,10.0,晴れ
2022-04-08 06:00:00+09:00,5380,169,169,0,0,2022-04-08 06:00:00,66263,0,,,,,,0.0,1513.06,10.0,晴れ
2022-04-08 06:30:00+09:00,12270,358,383,0,0,2022-04-08 06:30:00,70546,0,,,,,,0.0,2719.79,10.0,晴れ
2022-04-08 07:00:00+09:00,20580,567,610,0,0,2022-04-08 07:00:00,86606,0,,,,,,0.0,3894.72,10.0,晴れ
2022-04-08 07:30:00+09:00,28980,748,835,0,0,2022-04-08 07:30:00,89230,0,,,,,,0.0,5017.77,10.0,晴れ
2022-04-08 08:00:00+09:00,37450,975,1065,0,0,2022-04-08 08:00:00,85049,0,,,,,,0.0,6069.72,10.0,晴れ
2022-04-08 08:30:00+09:00,45300,1227,1271,0,0,2022-04-08 08:30:00,74122,0,,,,,,0.0,7032.55,10.0,晴れ
2022-04-08 09:00:00+09:00,51510,1400,1439,0,0,2022-04-08 09:00:00,83245,0,,,,,,0.0,7889.81,10.0,晴れ
2022-04-08 09:30:00+09:00,56430,1534,1570,0,0,2022-04-08 09:30:00,83046,0,,,,,,0.0,8626.83,10.0,晴れ
2022-04-08 10:00:00+09:00,60610,1656,1689,0,0,2022-04-08 10:00:00,80558,0,,,,,,0.0,9230.99,10.0,晴れ
2022-04-08 10:30:00+09:00,62630,1711,1744,0,0,2022-04-08 10:30:00,76463,0,,,,,,0.0,9691.95,10.0,晴れ
2022-04-08 11:00:00+09:00,63430,1731,1762,0,0,2022-04-08 11:00:00,76972,0,,,,,,0.0,10001.83,10.0,晴れ
2022-04-08 11:30:00+09:00,63650,1731,1762,0,0,2022-04-08 11:30:00,79271,0,,,,,,0.0,10155.33,10.0,晴れ
2022-04-08 12:00:00+09:00,62510,1689,1720,0,0,2022-04-08 12:00:00,78597,0,,,,,,0.0,10149.82,10.0,晴れ
2022-04-08 12:30:00+09:00,60670,1640,1670,0,0,2022-04-08 12:30:00,83014,0,,,,,,0.0,9985.39,10.0,晴れ
2022-04-08 13:00:00+09:00,58320,1571,1602,0,0,2022-04-08 13:00:00,86162,0,,,,,,0.0,9664.86,10.0,晴れ
2022-04-08 13:30:00+09:00,53810,1455,1483,0,0,2022-04-08 13:30:00,97126,0,,,,,,0.0,9193.71,10.0,晴れ
2022-04-08 14:00:00+09:00,48430,1315,1342,0,0,2022-04-08 14:00:00,93302,0,,,,,,0.0,8580.01,10.0,晴れ
2022-04-08 14:30:00+09:00,43010,1165,1190,0,0,2022-04-08 14:30:00,102557,0,,,,,,0.0,7834.25,10.0,晴れ
2022-04-08 15:00:00+09:00,36630,996,1022,0,0,2022-04-08 15:00:00,108565,0,,,,,,0.0,6969.2,10.0,晴れ
2022-04-08 15:30:00+09:00,28200,771,794,0,0,2022-04-08 15:30:00,112366,0,,,,,,0.0,5999.65,10.0,晴れ
2022-04-08 16:00:00+09:00,20110,565,583,0,0,2022-04-08 16:00:00,116013,0,,,,,,0.0,4942.19,10.0,晴れ
2022-04-08 16:30:00+09:00,11910,350,362,0,0,2022-04-08 16:30:00,118171,0,,,,,,0.0,3814.93,10.0,晴れ
2022-04-08 17:00:00+09:00,5350,174,180,0,0,2022-04-08 17:00:00,117064,0,,,,,,0.0,2637.14,10.0,晴れ
2022-04-08 17:30:00+09:00,1100,52,54,0,0,2022-04-08 17:30:00,128637,0,,,,,,0.0,1428.97,10.0,晴れ
2022-04-08 18:00:00+09:00,0,2,2,0,0,2022-04-08 18:00:00,132360,0,,,,,,0.0,211.11,10.0,晴れ
2022-04-08 18:30:00+09:00,0,0,0,0,0,2022-04-08 18:30:00,129758,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 19:00:00+09:00,0,0,0,0,0,2022-04-08 19:00:00,128471,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 19:30:00+09:00,0,0,0,0,0,2022-04-08 19:30:00,124626,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 20:00:00+09:00,0,0,0,0,0,2022-04-08 20:00:00,129150,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-08 20:30:00+09:00,0,0,0,0,0,2022-04-08 20:30:00,125992,0,,,,,,4.0,0.0,10.0,晴れ
2022-04-08 21:00:00+09:00,0,0,0,0,0,2022-04-08 21:00:00,114934,0,,,,,,8.0,0.0,10.0,晴れ
2022-04-08 21:30:00+09:00,0,0,0,0,0,2022-04-08 21:30:00,121884,0,,,,,,8.0,0.0,10.0,晴れ
2022-04-08 22:00:00+09:00,0,0,0,0,0,2022-04-08 22:00:00,92379,0,,,,,,9.0,0.0,10.0,晴れ
2022-04-08 22:30:00+09:00,0,0,0,0,0,2022-04-08 22:30:00,82508,0,,,,,,7.0,0.0,10.0,晴れ
2022-04-08 23:00:00+09:00,0,0,0,0,0,2022-04-08 23:00:00,66006,0,,,,,,6.0,0.0,10.0,晴れ
2022-04-08 23:30:00+09:00,0,0,0,0,0,2022-04-08 23:30:00,66945,0,,,,,,4.0,0.0,10.0,晴れ
2022-04-09 00:00:00+09:00,0,0,0,0,0,2022-04-09 00:00:00,60106,0,,,,,,6.0,0.0,10.0,晴れ
2022-04-09 00:30:00+09:00,0,0,0,0,0,2022-04-09 00:30:00,59487,0,,,,,,98.0,0.0,10.0,晴れ
2022-04-09 01:00:00+09:00,0,0,0,0,0,2022-04-09 01:00:00,67579,0,,,,,,100.0,0.0,10.0,晴れ
2022-04-09 01:30:00+09:00,0,0,0,0,0,2022-04-09 01:30:00,59688,0,,,,,,87.0,0.0,10.0,晴れ
2022-04-09 02:00:00+09:00,0,0,0,0,0,2022-04-09 02:00:00,55931,0,,,,,,41.0,0.0,10.0,晴れ
2022-04-09 02:30:00+09:00,0,0,0,0,0,2022-04-09 02:30:00,51555,0,,,,,,30.0,0.0,10.0,晴れ
2022-04-09 03:00:00+09:00,0,0,0,0,0,2022-04-09 03:00:00,50841,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 03:30:00+09:00,0,0,0,0,0,2022-04-09 03:30:00,51675,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 04:00:00+09:00,0,0,0,0,0,2022-04-09 04:00:00,52079,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 04:30:00+09:00,0,0,0,0,0,2022-04-09 04:30:00,53970,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 05:00:00+09:00,0,0,0,0,0,2022-04-09 05:00:00,61888,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 05:30:00+09:00,1180,49,51,0,0,2022-04-09 05:30:00,56208,0,,,,,,0.0,406.42,10.0,晴れ
2022-04-09 06:00:00+09:00,5560,171,173,0,0,2022-04-09 06:00:00,74246,0,,,,,,0.0,1620.73,10.0,晴れ
2022-04-09 06:30:00+09:00,12120,352,375,0,0,2022-04-09 06:30:00,101073,0,,,,,,0.0,2823.53,10.0,晴れ
2022-04-09 07:00:00+09:00,21050,578,618,0,0,2022-04-09 07:00:00,83543,0,,,,,,0.0,3994.24,10.0,晴れ
2022-04-09 07:30:00+09:00,28880,753,829,0,0,2022-04-09 07:30:00,88173,0,,,,,,0.0,5112.83,10.0,晴れ
2022-04-09 08:00:00+09:00,32520,849,926,0,0,2022-04-09 08:00:00,100071,0,,,,,,0.0,6160.16,10.0,晴れ
2022-04-09 08:30:00+09:00,43740,1169,1221,0,0,2022-04-09 08:30:00,84010,0,,,,,,0.0,7118.32,10.0,晴れ
2022-04-09 09:00:00+09:00,50190,1352,1389,0,0,2022-04-09 09:00:00,97433,0,,,,,,0.0,7970.91,10.0,晴れ
2022-04-09 09:30:00+09:00,54960,1479,1514,0,0,2022-04-09 09:30:00,96279,0,,,,,,0.0,8703.33,10.0,晴れ
2022-04-09 10:00:00+09:00,59210,1587,1623,0,0,2022-04-09 10:00:00,94779,0,,,,,,0.0,9303.06,10.0,晴れ
2022-04-09 10:30:00+09:00,61590,1654,1690,0,0,2022-04-09 10:30:00,89811,0,,,,,,0.0,9759.84,10.0,晴れ
2022-04-09 11:00:00+09:00,62790,1686,1719,0,0,2022-04-09 11:00:00,91094,0,,,,,,0.0,10065.85,10.0,晴れ
2022-04-09 11:30:00+09:00,63180,1704,1734,0,0,2022-04-09 11:30:00,97730,0,,,,,,0.0,10215.85,10.0,晴れ
2022-04-09 12:00:00+09:00,62460,1681,1710,0,0,2022-04-09 12:00:00,99687,0,,,,,,0.0,10207.28,10.0,晴れ
2022-04-09 12:30:00+09:00,60350,1620,1650,0,0,2022-04-09 12:30:00,88496,0,,,,,,0.0,10040.29,10.0,晴れ
2022-04-09 13:00:00+09:00,57500,1546,1574,0,0,2022-04-09 13:00:00,99614,0,,,,,,0.0,9717.73,10.0,晴れ
2022-04-09 13:30:00+09:00,53620,1447,1474,0,0,2022-04-09 13:30:00,110137,0,,,,,,0.0,9245.12,10.0,晴れ
2022-04-09 14:00:00+09:00,46970,1271,1300,0,0,2022-04-09 14:00:00,110047,0,,,,,,0.0,8630.54,10.0,晴れ
2022-04-09 14:30:00+09:00,41830,1131,1160,0,0,2022-04-09 14:30:00,122129,0,,,,,,0.0,7884.52,10.0,晴れ
2022-04-09 15:00:00+09:00,34840,946,972,0,0,2022-04-09 15:00:00,123263,0,,,,,,0.0,7019.82,10.0,晴れ
2022-04-09 15:30:00+09:00,27170,745,765,0,0,2022-04-09 15:30:00,132792,0,,,,,,0.0,6051.23,10.0,晴れ
2022-04-09 16:00:00+09:00,19050,535,552,0,0,2022-04-09 16:00:00,137706,0,,,,,,0.0,4995.33,10.0,晴れ
2022-04-09 16:30:00+09:00,11500,335,348,0,0,2022-04-09 16:30:00,150934,0,,,,,,0.0,3870.18,10.0,晴れ
2022-04-09 17:00:00+09:00,5310,172,177,0,0,2022-04-09 17:00:00,148300,0,,,,,,0.0,2695.03,10.0,晴れ
2022-04-09 17:30:00+09:00,1120,53,55,0,0,2022-04-09 17:30:00,147289,0,,,,,,0.0,1490.0,10.0,晴れ
2022-04-09 18:00:00+09:00,0,3,3,0,0,2022-04-09 18:00:00,153405,0,,,,,,0.0,275.69,10.0,晴れ
2022-04-09 18:30:00+09:00,0,0,0,0,0,2022-04-09 18:30:00,139580,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 19:00:00+09:00,0,0,0,0,0,2022-04-09 19:00:00,133599,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 19:30:00+09:00,0,0,0,0,0,2022-04-09 19:30:00,133798,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 20:00:00+09:00,0,0,0,0,0,2022-04-09 20:00:00,133785,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 20:30:00+09:00,0,0,0,0,0,2022-04-09 20:30:00,129089,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 21:00:00+09:00,0,0,0,0,0,2022-04-09 21:00:00,120649,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 21:30:00+09:00,0,0,0,0,0,2022-04-09 21:30:00,127764,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 22:00:00+09:00,0,0,0,0,0,2022-04-09 22:00:00,92732,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 22:30:00+09:00,0,0,0,0,0,2022-04-09 22:30:00,91265,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 23:00:00+09:00,0,0,0,0,0,2022-04-09 23:00:00,71422,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-09 23:30:00+09:00,0,0,0,0,0,2022-04-09 23:30:00,68518,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 00:00:00+09:00,0,0,0,0,0,2022-04-10 00:00:00,65620,0,,,,,,6.0,0.0,10.0,晴れ
2022-04-10 00:30:00+09:00,0,0,0,0,0,2022-04-10 00:30:00,63334,0,,,,,,98.0,0.0,10.0,晴れ
2022-04-10 01:00:00+09:00,0,0,0,0,0,2022-04-10 01:00:00,73288,0,,,,,,100.0,0.0,10.0,晴れ
2022-04-10 01:30:00+09:00,0,0,0,0,0,2022-04-10 01:30:00,68679,0,,,,,,87.0,0.0,10.0,晴れ
2022-04-10 02:00:00+09:00,0,0,0,0,0,2022-04-10 02:00:00,59727,0,,,,,,41.0,0.0,10.0,晴れ
2022-04-10 02:30:00+09:00,0,0,0,0,0,2022-04-10 02:30:00,55275,0,,,,,,30.0,0.0,10.0,晴れ
2022-04-10 03:00:00+09:00,0,0,0,0,0,2022-04-10 03:00:00,51577,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 03:30:00+09:00,0,0,0,0,0,2022-04-10 03:30:00,51078,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 04:00:00+09:00,0,0,0,0,0,2022-04-10 04:00:00,54984,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 04:30:00+09:00,0,0,0,0,0,2022-04-10 04:30:00,54123,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 05:00:00+09:00,0,1,2,0,0,2022-04-10 05:00:00,59657,0,,,,,,0.0,0.0,10.0,晴れ
2022-04-10 05:30:00+09:00,1570,60,64,0,0,2022-04-10 05:30:00,57956,0,,,,,,0.0,406.42,10.0,晴れ
2022-04-10 06:00:00+09:00,6880,212,208,0,0,2022-04-10 06:00:00,77740,0,,,,,,0.0,1620.73,10.0,晴れ
2022-04-10 06:30:00+09:00,14410,421,436,0,0,2022-04-10 06:30:00,85299,0,,,,,,0.0,2823.53,10.0,晴れ
2022-04-10 07:00:00+09:00,21480,587,618,0,0,2022-04-10 07:00:00,95687,0,,,,,,0.0,3994.24,10.0,晴れ
2022-04-10 07:30:00+09:00,28540,732,816,0,0,2022-04-10 07:30:00,96097,0,,,,,,0.0,5112.83,10.0,晴れ
2022-04-10 08:00:00+09:00,35920,893,1013,0,0,2022-04-10 08:00:00,96453,0,,,,,,0.0,6160.16,10.0,晴れ
2022-04-10 08:30:00+09:00,42640,1141,1190,0,0,2022-04-10 08:30:00,98104,0,,,,,,0.0,7118.32,10.0,晴れ
2022-04-10 09:00:00+09:00,48390,1308,1342,0,0,2022-04-10 09:00:00,102542,0,,,,,,0.0,7970.91,10.0,晴れ
2022-04-10 09:30:00+09:00,53270,1439,1469,0,0,2022-04-10 09:30:00,112090,0,,,,,,0.0,8703.33,10.0,晴れ
2022-04-10 10:00:00+09:00,57120,1536,1568,0,0,2022-04-10 10:00:00,99677,0,,,,,,0.0,9303.06,10.0,晴れ
2022-04-10 10:30:00+09:00,59720,1606,1635,0,0,2022-04-10 10:30:00,106369,0,,,,,,0.0,9759.84,10.0,晴れ
2022-04-10 11:00:00+09:00,60660,1631,1660,0,0,2022-04-10 11:00:00,109426,0,,,,,,0.0,10065.85,10.0,晴れ
2022-04-10 11:30:00+09:00,61140,1654,1680,0,0,2022-04-10 11:30:00,113068,0,,,,,,0.0,10215.85,10.0,晴れ
2022-04-10 12:00:00+09:00,60710,1650,1670,0,0,2022-04-10 12:00:00,107201,0,,,,,,0.0,10207.28,10.0,晴れ
2022-04-10 12:30:00+09:00,58990,1596,1621,0,0,2022-04-10 12:30:00,100565,0,,,,,,0.0,10040.29,10.0,晴れ
2022-04-10 13:00:00+09:00,56280,1516,1544,0,0,2022-04-10 13:00:00,116826,0,,,,,,0.0,9717.73,10.0,晴れ
2022-04-10 13:30:00+09:00,52300,1409,1439,0,0,2022-04-10 13:30:00,123882,0,,,,,,0.0,9245.12,10.0,晴れ
