,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-03-01 00:00:00+09:00,0,0,0,0,1/3/2022 0:00,50201,0,,,,
2022-03-01 00:30:00+09:00,0,0,0,0,1/3/2022 0:30,52129,0,,,,
2022-03-01 01:00:00+09:00,0,0,0,0,1/3/2022 1:00,53018,0,,,,
2022-03-01 01:30:00+09:00,0,0,0,0,1/3/2022 1:30,37823,0,,,,
2022-03-01 02:00:00+09:00,0,0,0,0,1/3/2022 2:00,3897,0,,,,
2022-03-01 02:30:00+09:00,0,0,0,0,1/3/2022 2:30,3182,0,,,,
2022-03-01 03:00:00+09:00,0,0,0,0,1/3/2022 3:00,3190,0,,,,
2022-03-01 03:30:00+09:00,0,0,0,0,1/3/2022 3:30,3207,0,,,,
2022-03-01 04:00:00+09:00,0,0,0,0,1/3/2022 4:00,3206,0,,,,
2022-03-01 04:30:00+09:00,0,0,0,0,1/3/2022 4:30,3223,0,,,,
2022-03-01 05:00:00+09:00,0,0,0,0,1/3/2022 5:00,3285,0,,,,
2022-03-01 05:30:00+09:00,0,0,0,0,1/3/2022 5:30,3282,0,,,,
2022-03-01 06:00:00+09:00,0,0,0,0,1/3/2022 6:00,3416,0,,,,
2022-03-01 06:30:00+09:00,150,140,140,130,1/3/2022 6:30,6799,0,,,,
2022-03-01 07:00:00+09:00,2070,1920,1930,1810,1/3/2022 7:00,22814,299,,,,
2022-03-01 07:30:00+09:00,3160,2920,2850,2580,1/3/2022 7:30,64679,0,,,,
2022-03-01 08:00:00+09:00,3490,3190,3200,3040,1/3/2022 8:00,59703,0,,,,
2022-03-01 08:30:00+09:00,5610,5130,5120,4920,1/3/2022 8:30,60072,0,,,,
2022-03-01 09:00:00+09:00,3470,3180,3180,3050,1/3/2022 9:00,71772,0,,,,
2022-03-01 09:30:00+09:00,4420,4040,4030,3800,1/3/2022 9:30,65680,0,,,,
2022-03-01 10:00:00+09:00,8920,8140,8120,7570,1/3/2022 10:00,40082,0,,,,
2022-03-01 10:30:00+09:00,5420,4940,4910,4480,1/3/2022 10:30,55286,0,,,,
2022-03-01 11:00:00+09:00,2070,1890,1900,1790,1/3/2022 11:00,64700,0,,,,
2022-03-01 11:30:00+09:00,3500,3210,3210,3030,1/3/2022 11:30,60661,0,,,,
2022-03-01 12:00:00+09:00,5920,5420,5360,5040,1/3/2022 12:00,47782,0,,,,
2022-03-01 12:30:00+09:00,7030,6410,6400,6160,1/3/2022 12:30,47023,0,,,,
2022-03-01 13:00:00+09:00,7240,6590,6550,6240,1/3/2022 13:00,41783,0,,,,
2022-03-01 13:30:00+09:00,3770,3450,3420,3190,1/3/2022 13:30,58229,0,,,,
2022-03-01 14:00:00+09:00,3150,2890,2890,2760,1/3/2022 14:00,54504,0,,,,
2022-03-01 14:30:00+09:00,3600,3300,3290,3110,1/3/2022 14:30,55469,0,,,,
2022-03-01 15:00:00+09:00,4710,4290,4210,3910,1/3/2022 15:00,49641,0,,,,
2022-03-01 15:30:00+09:00,1310,1200,1210,1130,1/3/2022 15:30,60161,0,,,,
2022-03-01 16:00:00+09:00,630,600,590,530,1/3/2022 16:00,63197,0,,,,
2022-03-01 16:30:00+09:00,340,320,330,290,1/3/2022 16:30,65101,0,,,,
2022-03-01 17:00:00+09:00,10,10,0,10,1/3/2022 17:00,65899,0,,,,
2022-03-01 17:30:00+09:00,0,0,0,0,1/3/2022 17:30,67954,0,,,,
2022-03-01 18:00:00+09:00,0,0,0,0,1/3/2022 18:00,65861,0,,,,
2022-03-01 18:30:00+09:00,0,0,0,0,1/3/2022 18:30,64717,0,,,,
2022-03-01 19:00:00+09:00,0,0,0,0,1/3/2022 19:00,11267,0,,,,
2022-03-01 19:30:00+09:00,0,0,0,0,1/3/2022 19:30,2704,0,,,,
2022-03-01 20:00:00+09:00,0,0,0,0,1/3/2022 20:00,2585,0,,,,
2022-03-01 20:30:00+09:00,0,0,0,0,1/3/2022 20:30,2562,0,,,,
2022-03-01 21:00:00+09:00,0,0,0,0,1/3/2022 21:00,2584,0,,,,
2022-03-01 21:30:00+09:00,0,0,0,0,1/3/2022 21:30,2627,0,,,,
2022-03-01 22:00:00+09:00,0,0,0,0,1/3/2022 22:00,2845,0,,,,
2022-03-01 22:30:00+09:00,0,0,0,0,1/3/2022 22:30,2547,0,,,,
2022-03-01 23:00:00+09:00,0,0,0,0,1/3/2022 23:00,2588,0,,,,
2022-03-01 23:30:00+09:00,0,0,0,0,1/3/2022 23:30,2577,0,,,,
2022-03-02 00:00:00+09:00,0,0,0,0,2/3/2022 0:00,2687,0,,,,
2022-03-02 00:30:00+09:00,0,0,0,0,2/3/2022 0:30,2640,0,,,,
2022-03-02 01:00:00+09:00,0,0,0,0,2/3/2022 1:00,2665,0,,,,
2022-03-02 01:30:00+09:00,0,0,0,0,2/3/2022 1:30,2568,0,,,,
2022-03-02 02:00:00+09:00,0,0,0,0,2/3/2022 2:00,2657,0,,,,
2022-03-02 02:30:00+09:00,0,0,0,0,2/3/2022 2:30,2560,0,,,,
2022-03-02 03:00:00+09:00,0,0,0,0,2/3/2022 3:00,2597,0,,,,
2022-03-02 03:30:00+09:00,0,0,0,0,2/3/2022 3:30,2537,0,,,,
2022-03-02 04:00:00+09:00,0,0,0,0,2/3/2022 4:00,2602,0,,,,
2022-03-02 04:30:00+09:00,0,0,0,0,2/3/2022 4:30,2595,0,,,,
2022-03-02 05:00:00+09:00,0,0,0,0,2/3/2022 5:00,2768,0,,,,
2022-03-02 05:30:00+09:00,0,0,0,0,2/3/2022 5:30,2634,0,,,,
2022-03-02 06:00:00+09:00,0,0,0,0,2/3/2022 6:00,2764,0,,,,
2022-03-02 06:30:00+09:00,610,580,590,540,2/3/2022 6:30,1665,113,,,,
2022-03-02 07:00:00+09:00,3340,3150,3150,2980,2/3/2022 7:00,1507,3164,,,,
2022-03-02 07:30:00+09:00,7550,7010,7000,6690,2/3/2022 7:30,47889,0,,,,
2022-03-02 08:00:00+09:00,12380,11320,11310,10700,2/3/2022 8:00,14943,0,,,,
2022-03-02 08:30:00+09:00,17680,16160,16150,15310,2/3/2022 8:30,657,7906,,,,
2022-03-02 09:00:00+09:00,13090,11870,11760,11190,2/3/2022 9:00,15244,4445,,,,
2022-03-02 09:30:00+09:00,10750,9760,9680,9110,2/3/2022 9:30,19520,1067,,,,
2022-03-02 10:00:00+09:00,9660,8810,8770,8380,2/3/2022 10:00,21072,12,,,,
2022-03-02 10:30:00+09:00,12720,11610,11580,11010,2/3/2022 10:30,8178,2578,,,,
2022-03-02 11:00:00+09:00,20620,18660,18170,17550,2/3/2022 11:00,2261,19784,,,,
2022-03-02 11:30:00+09:00,30610,27720,27540,26610,2/3/2022 11:30,0,60089,,,,
2022-03-02 12:00:00+09:00,28190,25610,25490,24010,2/3/2022 12:00,587,54556,,,,
2022-03-02 12:30:00+09:00,31190,28160,27940,25950,2/3/2022 12:30,64,63879,,,,
2022-03-02 13:00:00+09:00,27620,25140,25050,23710,2/3/2022 13:00,8,49602,,,,
2022-03-02 13:30:00+09:00,20160,18490,18440,17270,2/3/2022 13:30,83,27130,,,,
2022-03-02 14:00:00+09:00,20710,19280,19470,18930,2/3/2022 14:00,72,26257,,,,
2022-03-02 14:30:00+09:00,26740,24260,24060,23160,2/3/2022 14:30,0,56057,,,,
2022-03-02 15:00:00+09:00,21930,19920,19820,18950,2/3/2022 15:00,0,36373,,,,
2022-03-02 15:30:00+09:00,14830,13440,12910,11790,2/3/2022 15:30,3903,12873,,,,
2022-03-02 16:00:00+09:00,5980,5470,5360,5030,2/3/2022 16:00,21992,0,,,,
2022-03-02 16:30:00+09:00,2270,2080,2070,1970,2/3/2022 16:30,38828,0,,,,
2022-03-02 17:00:00+09:00,700,670,680,640,2/3/2022 17:00,42131,0,,,,
2022-03-02 17:30:00+09:00,30,30,30,20,2/3/2022 17:30,50312,0,,,,
2022-03-02 18:00:00+09:00,0,0,0,0,2/3/2022 18:00,50038,0,,,,
2022-03-02 18:30:00+09:00,0,0,0,0,2/3/2022 18:30,27398,0,,,,
2022-03-02 19:00:00+09:00,0,0,0,0,2/3/2022 19:00,7543,0,,,,
2022-03-02 19:30:00+09:00,0,0,0,0,2/3/2022 19:30,2444,0,,,,
2022-03-02 20:00:00+09:00,0,0,0,0,2/3/2022 20:00,2440,0,,,,
2022-03-02 20:30:00+09:00,0,0,0,0,2/3/2022 20:30,2512,0,,,,
2022-03-02 21:00:00+09:00,0,0,0,0,2/3/2022 21:00,2703,0,,,,
2022-03-02 21:30:00+09:00,0,0,0,0,2/3/2022 21:30,2933,0,,,,
2022-03-02 22:00:00+09:00,0,0,0,0,2/3/2022 22:00,2675,0,,,,
2022-03-02 22:30:00+09:00,0,0,0,0,2/3/2022 22:30,2653,0,,,,
2022-03-02 23:00:00+09:00,0,0,0,0,2/3/2022 23:00,2486,0,,,,
2022-03-02 23:30:00+09:00,0,0,0,0,2/3/2022 23:30,2603,0,,,,
2022-03-03 00:00:00+09:00,0,0,0,0,3/3/2022 0:00,2669,0,,,,
2022-03-03 00:30:00+09:00,0,0,0,0,3/3/2022 0:30,2596,0,,,,
2022-03-03 01:00:00+09:00,0,0,0,0,3/3/2022 1:00,2687,0,,,,
2022-03-03 01:30:00+09:00,0,0,0,0,3/3/2022 1:30,2602,0,,,,
2022-03-03 02:00:00+09:00,0,0,0,0,3/3/2022 2:00,2663,0,,,,
2022-03-03 02:30:00+09:00,0,0,0,0,3/3/2022 2:30,2614,0,,,,
2022-03-03 03:00:00+09:00,0,0,0,0,3/3/2022 3:00,2730,0,,,,
2022-03-03 03:30:00+09:00,0,0,0,0,3/3/2022 3:30,2629,0,,,,
2022-03-03 04:00:00+09:00,0,0,0,0,3/3/2022 4:00,2671,0,,,,
2022-03-03 04:30:00+09:00,0,0,0,0,3/3/2022 4:30,2617,0,,,,
2022-03-03 05:00:00+09:00,0,0,0,0,3/3/2022 5:00,2756,0,,,,
2022-03-03 05:30:00+09:00,0,0,0,0,3/3/2022 5:30,2681,0,,,,
2022-03-03 06:00:00+09:00,0,0,0,0,3/3/2022 6:00,2915,0,,,,
2022-03-03 06:30:00+09:00,680,650,650,610,3/3/2022 6:30,19897,23,,,,
2022-03-03 07:00:00+09:00,3180,2990,2970,2760,3/3/2022 7:00,50920,0,,,,
2022-03-03 07:30:00+09:00,7820,7270,7240,6930,3/3/2022 7:30,22375,0,,,,
2022-03-03 08:00:00+09:00,14510,13290,13270,12600,3/3/2022 8:00,3559,4158,,,,
2022-03-03 08:30:00+09:00,14050,12780,12740,12240,3/3/2022 8:30,14530,12567,,,,
2022-03-03 09:00:00+09:00,10200,9330,9350,9000,3/3/2022 9:00,18145,209,,,,
2022-03-03 09:30:00+09:00,10060,9220,9190,8770,3/3/2022 9:30,18812,40,,,,
2022-03-03 10:00:00+09:00,21370,19430,18990,18250,3/3/2022 10:00,4559,26376,,,,
2022-03-03 10:30:00+09:00,30210,27260,26710,26110,3/3/2022 10:30,955,56666,,,,
2022-03-03 11:00:00+09:00,32160,28920,28440,27530,3/3/2022 11:00,144,64292,,,,
2022-03-03 11:30:00+09:00,31340,28260,27770,27000,3/3/2022 11:30,142,61671,,,,
2022-03-03 12:00:00+09:00,19250,17350,17030,15780,3/3/2022 12:00,7313,27239,,,,
2022-03-03 12:30:00+09:00,10510,9540,9480,9120,3/3/2022 12:30,12083,47,,,,
2022-03-03 13:00:00+09:00,18530,16690,16200,15660,3/3/2022 13:00,1465,16995,,,,
2022-03-03 13:30:00+09:00,17420,15790,15180,13810,3/3/2022 13:30,4730,12256,,,,
2022-03-03 14:00:00+09:00,16160,14560,14250,13500,3/3/2022 14:00,7665,12224,,,,
2022-03-03 14:30:00+09:00,8080,7340,7300,6970,3/3/2022 14:30,21526,0,,,,
2022-03-03 15:00:00+09:00,8470,7660,7570,7060,3/3/2022 15:00,25049,660,,,,
2022-03-03 15:30:00+09:00,6330,5760,5720,5360,3/3/2022 15:30,35338,0,,,,
2022-03-03 16:00:00+09:00,3500,3190,3170,3030,3/3/2022 16:00,42165,0,,,,
2022-03-03 16:30:00+09:00,2450,2260,2250,2060,3/3/2022 16:30,47548,0,,,,
2022-03-03 17:00:00+09:00,1160,1070,1070,1010,3/3/2022 17:00,51111,0,,,,
2022-03-03 17:30:00+09:00,10,10,10,0,3/3/2022 17:30,57048,0,,,,
2022-03-03 18:00:00+09:00,0,0,0,0,3/3/2022 18:00,59990,0,,,,
2022-03-03 18:30:00+09:00,0,0,0,0,3/3/2022 18:30,58186,0,,,,
2022-03-03 19:00:00+09:00,0,0,0,0,3/3/2022 19:00,36207,0,,,,
2022-03-03 19:30:00+09:00,0,0,0,0,3/3/2022 19:30,4344,0,,,,
2022-03-03 20:00:00+09:00,0,0,0,0,3/3/2022 20:00,4236,0,,,,
2022-03-03 20:30:00+09:00,0,0,0,0,3/3/2022 20:30,4170,0,,,,
2022-03-03 21:00:00+09:00,0,0,0,0,3/3/2022 21:00,3645,0,,,,
2022-03-03 21:30:00+09:00,0,0,0,0,3/3/2022 21:30,3301,0,,,,
2022-03-03 22:00:00+09:00,0,0,0,0,3/3/2022 22:00,3344,0,,,,
2022-03-03 22:30:00+09:00,0,0,0,0,3/3/2022 22:30,3262,0,,,,
2022-03-03 23:00:00+09:00,0,0,0,0,3/3/2022 23:00,3352,0,,,,
2022-03-03 23:30:00+09:00,0,0,0,0,3/3/2022 23:30,3287,0,,,,
2022-03-04 00:00:00+09:00,0,0,0,0,4/3/2022 0:00,2648,0,,,,
2022-03-04 00:30:00+09:00,0,0,0,0,4/3/2022 0:30,2684,0,,,,
2022-03-04 01:00:00+09:00,0,0,0,0,4/3/2022 1:00,2894,0,,,,
2022-03-04 01:30:00+09:00,0,0,0,0,4/3/2022 1:30,2707,0,,,,
2022-03-04 02:00:00+09:00,0,0,0,0,4/3/2022 2:00,2746,0,,,,
2022-03-04 02:30:00+09:00,0,0,0,0,4/3/2022 2:30,2746,0,,,,
2022-03-04 03:00:00+09:00,0,0,0,0,4/3/2022 3:00,2707,0,,,,
2022-03-04 03:30:00+09:00,0,0,0,0,4/3/2022 3:30,2615,0,,,,
2022-03-04 04:00:00+09:00,0,0,0,0,4/3/2022 4:00,2734,0,,,,
2022-03-04 04:30:00+09:00,0,0,0,0,4/3/2022 4:30,2601,0,,,,
2022-03-04 05:00:00+09:00,0,0,0,0,4/3/2022 5:00,2862,0,,,,
2022-03-04 05:30:00+09:00,0,0,0,0,4/3/2022 5:30,2728,0,,,,
2022-03-04 06:00:00+09:00,0,0,0,0,4/3/2022 6:00,2821,0,,,,
2022-03-04 06:30:00+09:00,760,790,770,680,4/3/2022 6:30,1171,442,,,,
2022-03-04 07:00:00+09:00,3950,3920,3910,3530,4/3/2022 7:00,42,6757,,,,
2022-03-04 07:30:00+09:00,9360,8760,8770,8260,4/3/2022 7:30,39669,5,,,,
2022-03-04 08:00:00+09:00,14920,13650,13620,13130,4/3/2022 8:00,4668,1460,,,,
2022-03-04 08:30:00+09:00,19860,18170,18110,17230,4/3/2022 8:30,0,11930,,,,
2022-03-04 09:00:00+09:00,24220,22110,22050,20670,4/3/2022 9:00,0,21614,,,,
2022-03-04 09:30:00+09:00,27750,25320,25180,24230,4/3/2022 9:30,0,38366,,,,
2022-03-04 10:00:00+09:00,30230,27530,27330,26090,4/3/2022 10:00,0,50137,,,,
2022-03-04 10:30:00+09:00,31520,28600,28340,26110,4/3/2022 10:30,0,59938,,,,
2022-03-04 11:00:00+09:00,32000,28920,28790,27760,4/3/2022 11:00,0,59799,,,,
2022-03-04 11:30:00+09:00,31950,28930,28620,27110,4/3/2022 11:30,0,64285,,,,
2022-03-04 12:00:00+09:00,30080,27250,27120,25920,4/3/2022 12:00,0,59053,,,,
2022-03-04 12:30:00+09:00,28550,25950,25770,24830,4/3/2022 12:30,0,56871,,,,
2022-03-04 13:00:00+09:00,27470,24970,24850,22640,4/3/2022 13:00,0,49336,,,,
2022-03-04 13:30:00+09:00,23670,21560,21280,20000,4/3/2022 13:30,0,39017,,,,
2022-03-04 14:00:00+09:00,20280,18480,18360,17540,4/3/2022 14:00,0,28654,,,,
2022-03-04 14:30:00+09:00,18090,16500,16330,15490,4/3/2022 14:30,851,12424,,,,
2022-03-04 15:00:00+09:00,14490,13220,13150,12640,4/3/2022 15:00,1715,6099,,,,
2022-03-04 15:30:00+09:00,8640,7890,7870,7470,4/3/2022 15:30,19499,0,,,,
2022-03-04 16:00:00+09:00,5600,5120,5110,4910,4/3/2022 16:00,33291,0,,,,
2022-03-04 16:30:00+09:00,2770,2550,2540,2410,4/3/2022 16:30,40962,0,,,,
2022-03-04 17:00:00+09:00,650,610,610,570,4/3/2022 17:00,53361,0,,,,
2022-03-04 17:30:00+09:00,0,0,0,0,4/3/2022 17:30,56108,0,,,,
2022-03-04 18:00:00+09:00,0,0,0,0,4/3/2022 18:00,57892,0,,,,
2022-03-04 18:30:00+09:00,0,0,0,0,4/3/2022 18:30,56953,0,,,,
2022-03-04 19:00:00+09:00,0,0,0,0,4/3/2022 19:00,15922,0,,,,
2022-03-04 19:30:00+09:00,0,0,0,0,4/3/2022 19:30,2382,0,,,,
2022-03-04 20:00:00+09:00,0,0,0,0,4/3/2022 20:00,2416,0,,,,
2022-03-04 20:30:00+09:00,0,0,0,0,4/3/2022 20:30,2587,0,,,,
2022-03-04 21:00:00+09:00,0,0,0,0,4/3/2022 21:00,2431,0,,,,
2022-03-04 21:30:00+09:00,0,0,0,0,4/3/2022 21:30,2510,0,,,,
2022-03-04 22:00:00+09:00,0,0,0,0,4/3/2022 22:00,2573,0,,,,
2022-03-04 22:30:00+09:00,0,0,0,0,4/3/2022 22:30,2485,0,,,,
2022-03-04 23:00:00+09:00,0,0,0,0,4/3/2022 23:00,2480,0,,,,
2022-03-04 23:30:00+09:00,0,0,0,0,4/3/2022 23:30,2561,0,,,,
2022-03-05 00:00:00+09:00,0,0,0,0,5/3/2022 0:00,2670,0,,,,
2022-03-05 00:30:00+09:00,0,0,0,0,5/3/2022 0:30,2717,0,,,,
2022-03-05 01:00:00+09:00,0,0,0,0,5/3/2022 1:00,2551,0,,,,
2022-03-05 01:30:00+09:00,0,0,0,0,5/3/2022 1:30,2547,0,,,,
2022-03-05 02:00:00+09:00,0,0,0,0,5/3/2022 2:00,2557,0,,,,
2022-03-05 02:30:00+09:00,0,0,0,0,5/3/2022 2:30,2545,0,,,,
2022-03-05 03:00:00+09:00,0,0,0,0,5/3/2022 3:00,2522,0,,,,
2022-03-05 03:30:00+09:00,0,0,0,0,5/3/2022 3:30,2548,0,,,,
2022-03-05 04:00:00+09:00,0,0,0,0,5/3/2022 4:00,2580,0,,,,
2022-03-05 04:30:00+09:00,0,0,0,0,5/3/2022 4:30,2598,0,,,,
2022-03-05 05:00:00+09:00,0,0,0,0,5/3/2022 5:00,2588,0,,,,
2022-03-05 05:30:00+09:00,0,0,0,0,5/3/2022 5:30,2691,0,,,,
2022-03-05 06:00:00+09:00,0,0,0,0,5/3/2022 6:00,2720,0,,,,
2022-03-05 06:30:00+09:00,1020,970,970,900,5/3/2022 6:30,871,809,,,,
2022-03-05 07:00:00+09:00,4160,3870,3880,3640,5/3/2022 7:00,10867,4122,,,,
2022-03-05 07:30:00+09:00,7780,7170,7170,6860,5/3/2022 7:30,54803,0,,,,
2022-03-05 08:00:00+09:00,12570,11480,11450,10970,5/3/2022 8:00,24916,0,,,,
2022-03-05 08:30:00+09:00,17020,15490,15500,14880,5/3/2022 8:30,5859,338,,,,
2022-03-05 09:00:00+09:00,21070,19190,19070,18020,5/3/2022 9:00,0,22895,,,,
2022-03-05 09:30:00+09:00,24820,22610,22480,20980,5/3/2022 9:30,0,31045,,,,
2022-03-05 10:00:00+09:00,27500,25020,24690,23260,5/3/2022 10:00,0,47251,,,,
2022-03-05 10:30:00+09:00,19740,17670,17260,16560,5/3/2022 10:30,853,21065,,,,
2022-03-05 11:00:00+09:00,23560,21380,20800,20500,5/3/2022 11:00,200,36427,,,,
2022-03-05 11:30:00+09:00,30260,27320,26620,25100,5/3/2022 11:30,0,59985,,,,
2022-03-05 12:00:00+09:00,30870,27960,27620,26000,5/3/2022 12:00,0,64303,,,,
2022-03-05 12:30:00+09:00,19830,17900,17700,16960,5/3/2022 12:30,2366,30296,,,,
2022-03-05 13:00:00+09:00,12350,11230,11070,10400,5/3/2022 13:00,3662,5152,,,,
2022-03-05 13:30:00+09:00,18890,17250,17160,16450,5/3/2022 13:30,867,25451,,,,
2022-03-05 14:00:00+09:00,9200,8400,8370,8070,5/3/2022 14:00,19928,7528,,,,
2022-03-05 14:30:00+09:00,9370,8520,8450,8040,5/3/2022 14:30,14535,1488,,,,
2022-03-05 15:00:00+09:00,8110,7350,7310,7020,5/3/2022 15:00,17180,0,,,,
2022-03-05 15:30:00+09:00,4950,4510,4480,4280,5/3/2022 15:30,28426,0,,,,
2022-03-05 16:00:00+09:00,4180,3830,3800,3600,5/3/2022 16:00,34691,0,,,,
2022-03-05 16:30:00+09:00,2860,2610,2600,2410,5/3/2022 16:30,42580,0,,,,
2022-03-05 17:00:00+09:00,1280,1180,1180,1120,5/3/2022 17:00,43954,0,,,,
2022-03-05 17:30:00+09:00,0,10,10,0,5/3/2022 17:30,51729,0,,,,
2022-03-05 18:00:00+09:00,0,0,0,0,5/3/2022 18:00,52904,0,,,,
2022-03-05 18:30:00+09:00,0,0,0,0,5/3/2022 18:30,30603,0,,,,
2022-03-05 19:00:00+09:00,0,0,0,0,5/3/2022 19:00,7951,0,,,,
2022-03-05 19:30:00+09:00,0,0,0,0,5/3/2022 19:30,2366,0,,,,
2022-03-05 20:00:00+09:00,0,0,0,0,5/3/2022 20:00,2375,0,,,,
2022-03-05 20:30:00+09:00,0,0,0,0,5/3/2022 20:30,2584,0,,,,
2022-03-05 21:00:00+09:00,0,0,0,0,5/3/2022 21:00,2748,0,,,,
2022-03-05 21:30:00+09:00,0,0,0,0,5/3/2022 21:30,2501,0,,,,
2022-03-05 22:00:00+09:00,0,0,0,0,5/3/2022 22:00,2555,0,,,,
2022-03-05 22:30:00+09:00,0,0,0,0,5/3/2022 22:30,2620,0,,,,
2022-03-05 23:00:00+09:00,0,0,0,0,5/3/2022 23:00,2460,0,,,,
2022-03-05 23:30:00+09:00,0,0,0,0,5/3/2022 23:30,2594,0,,,,
2022-03-06 00:00:00+09:00,0,0,0,0,6/3/2022 0:00,2508,0,,,,
2022-03-06 00:30:00+09:00,0,0,0,0,6/3/2022 0:30,2524,0,,,,
2022-03-06 01:00:00+09:00,0,0,0,0,6/3/2022 1:00,2596,0,,,,
2022-03-06 01:30:00+09:00,0,0,0,0,6/3/2022 1:30,2600,0,,,,
2022-03-06 02:00:00+09:00,0,0,0,0,6/3/2022 2:00,2570,0,,,,
2022-03-06 02:30:00+09:00,0,0,0,0,6/3/2022 2:30,2619,0,,,,
2022-03-06 03:00:00+09:00,0,0,0,0,6/3/2022 3:00,2492,0,,,,
2022-03-06 03:30:00+09:00,0,0,0,0,6/3/2022 3:30,2593,0,,,,
2022-03-06 04:00:00+09:00,0,0,0,0,6/3/2022 4:00,2581,0,,,,
2022-03-06 04:30:00+09:00,0,0,0,0,6/3/2022 4:30,2646,0,,,,
2022-03-06 05:00:00+09:00,0,0,0,0,6/3/2022 5:00,2694,0,,,,
2022-03-06 05:30:00+09:00,0,0,0,0,6/3/2022 5:30,2610,0,,,,
2022-03-06 06:00:00+09:00,0,0,0,0,6/3/2022 6:00,2763,0,,,,
2022-03-06 06:30:00+09:00,240,220,210,190,6/3/2022 6:30,4406,46,,,,
2022-03-06 07:00:00+09:00,1500,1400,1400,1330,6/3/2022 7:00,28951,0,,,,
2022-03-06 07:30:00+09:00,7530,6920,6900,6580,6/3/2022 7:30,10581,3682,,,,
2022-03-06 08:00:00+09:00,6870,6270,6190,5880,6/3/2022 8:00,16380,3138,,,,
2022-03-06 08:30:00+09:00,8440,7740,7740,7290,6/3/2022 8:30,33889,1530,,,,
2022-03-06 09:00:00+09:00,25760,23550,23300,22450,6/3/2022 9:00,79,30268,,,,
2022-03-06 09:30:00+09:00,12550,11490,11240,10870,6/3/2022 9:30,26673,11525,,,,
2022-03-06 10:00:00+09:00,17830,16240,16200,15580,6/3/2022 10:00,13798,17883,,,,
2022-03-06 10:30:00+09:00,20900,19000,18510,17750,6/3/2022 10:30,9769,20537,,,,
2022-03-06 11:00:00+09:00,19620,17670,17520,16700,6/3/2022 11:00,17666,24010,,,,
2022-03-06 11:30:00+09:00,30850,27870,27490,26830,6/3/2022 11:30,225,50759,,,,
2022-03-06 12:00:00+09:00,25530,22900,22450,21420,6/3/2022 12:00,6984,35352,,,,
2022-03-06 12:30:00+09:00,22970,20690,19860,19320,6/3/2022 12:30,6859,28462,,,,
2022-03-06 13:00:00+09:00,22180,19850,19080,18650,6/3/2022 13:00,8141,25506,,,,
2022-03-06 13:30:00+09:00,18730,17090,16800,16290,6/3/2022 13:30,16767,23407,,,,
2022-03-06 14:00:00+09:00,13010,11740,11610,11010,6/3/2022 14:00,23840,9412,,,,
2022-03-06 14:30:00+09:00,7970,7260,7130,6830,6/3/2022 14:30,35908,0,,,,
2022-03-06 15:00:00+09:00,5960,5450,5400,5130,6/3/2022 15:00,43625,0,,,,
2022-03-06 15:30:00+09:00,12840,11770,11700,11170,6/3/2022 15:30,23744,3860,,,,
2022-03-06 16:00:00+09:00,6370,5860,5790,5570,6/3/2022 16:00,39900,179,,,,
2022-03-06 16:30:00+09:00,4700,4310,4260,4090,6/3/2022 16:30,48714,0,,,,
2022-03-06 17:00:00+09:00,1730,1600,1600,1500,6/3/2022 17:00,60004,0,,,,
2022-03-06 17:30:00+09:00,10,10,10,10,6/3/2022 17:30,66050,0,,,,
2022-03-06 18:00:00+09:00,0,0,0,0,6/3/2022 18:00,67639,0,,,,
2022-03-06 18:30:00+09:00,0,0,0,0,6/3/2022 18:30,32121,0,,,,
2022-03-06 19:00:00+09:00,0,0,0,0,6/3/2022 19:00,8109,0,,,,
2022-03-06 19:30:00+09:00,0,0,0,0,6/3/2022 19:30,2607,0,,,,
2022-03-06 20:00:00+09:00,0,0,0,0,6/3/2022 20:00,2657,0,,,,
2022-03-06 20:30:00+09:00,0,0,0,0,6/3/2022 20:30,2524,0,,,,
2022-03-06 21:00:00+09:00,0,0,0,0,6/3/2022 21:00,2574,0,,,,
2022-03-06 21:30:00+09:00,0,0,0,0,6/3/2022 21:30,2567,0,,,,
2022-03-06 22:00:00+09:00,0,0,0,0,6/3/2022 22:00,2540,0,,,,
2022-03-06 22:30:00+09:00,0,0,0,0,6/3/2022 22:30,2539,0,,,,
2022-03-06 23:00:00+09:00,0,0,0,0,6/3/2022 23:00,2494,0,,,,
2022-03-06 23:30:00+09:00,0,0,0,0,6/3/2022 23:30,2505,0,,,,
2022-03-07 00:00:00+09:00,0,0,0,0,7/3/2022 0:00,2577,0,,,,
2022-03-07 00:30:00+09:00,0,0,0,0,7/3/2022 0:30,2584,0,,,,
2022-03-07 01:00:00+09:00,0,0,0,0,7/3/2022 1:00,2551,0,,,,
2022-03-07 01:30:00+09:00,0,0,0,0,7/3/2022 1:30,2562,0,,,,
2022-03-07 02:00:00+09:00,0,0,0,0,7/3/2022 2:00,2487,0,,,,
2022-03-07 02:30:00+09:00,0,0,0,0,7/3/2022 2:30,2600,0,,,,
2022-03-07 03:00:00+09:00,0,0,0,0,7/3/2022 3:00,2470,0,,,,
2022-03-07 03:30:00+09:00,0,0,0,0,7/3/2022 3:30,2622,0,,,,
2022-03-07 04:00:00+09:00,0,0,0,0,7/3/2022 4:00,2560,0,,,,
