,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-09-23 20:00:00+09:00,0,0,0,0,23/9/2022 20:00,2151,0,100,0,32,弱い雨
2022-09-23 20:30:00+09:00,0,0,0,0,23/9/2022 20:30,2132,0,96,0,32,弱い雨
2022-09-23 21:00:00+09:00,0,0,0,0,23/9/2022 21:00,2156,0,92,0,32,弱い雨
2022-09-23 21:30:00+09:00,0,0,0,0,23/9/2022 21:30,2261,0,73,0,33,強い雨
2022-09-23 22:00:00+09:00,0,0,0,0,23/9/2022 22:00,2166,0,54,0,33,強い雨
2022-09-23 22:30:00+09:00,0,0,0,0,23/9/2022 22:30,2191,0,52,0,32,弱い雨
2022-09-23 23:00:00+09:00,0,0,0,0,23/9/2022 23:00,2174,0,51,0,32,弱い雨
2022-09-23 23:30:00+09:00,0,0,0,0,23/9/2022 23:30,2148,0,56,0,32,弱い雨
2022-09-24 00:00:00+09:00,0,0,0,0,24/9/2022 0:00,2418,0,100,0,22,くもり
2022-09-24 00:30:00+09:00,0,0,0,0,24/9/2022 0:30,2269,0,100,0,22,くもり
2022-09-24 01:00:00+09:00,0,0,0,0,24/9/2022 1:00,2147,0,100,0,22,くもり
2022-09-24 01:30:00+09:00,0,0,0,0,24/9/2022 1:30,2219,0,100,0,22,くもり
2022-09-24 02:00:00+09:00,0,0,0,0,24/9/2022 2:00,2142,0,100,0,22,くもり
2022-09-24 02:30:00+09:00,0,0,0,0,24/9/2022 2:30,2095,0,100,0,22,くもり
2022-09-24 03:00:00+09:00,0,0,0,0,24/9/2022 3:00,2237,0,91,0,22,くもり
2022-09-24 03:30:00+09:00,0,0,0,0,24/9/2022 3:30,2081,0,39,0,21,薄曇
2022-09-24 04:00:00+09:00,0,0,0,0,24/9/2022 4:00,2098,0,14,0,22,くもり
2022-09-24 04:30:00+09:00,0,0,0,0,24/9/2022 4:30,2136,0,25,0,22,くもり
2022-09-24 05:00:00+09:00,0,0,0,0,24/9/2022 5:00,2098,0,30,0,22,くもり
2022-09-24 05:30:00+09:00,0,0,0,0,24/9/2022 5:30,2120,0,22,0,21,薄曇
2022-09-24 06:00:00+09:00,370,390,390,340,24/9/2022 6:00,1630,866,16,393.7,21,薄曇
2022-09-24 06:30:00+09:00,5250,5000,4990,4700,24/9/2022 6:30,0,16580,9,1206.69,21,薄曇
2022-09-24 07:00:00+09:00,3730,3420,3400,3210,24/9/2022 7:00,785,4838,10,2167.12,21,薄曇
2022-09-24 07:30:00+09:00,11450,10470,10430,9890,24/9/2022 7:30,903,21662,3,3565.17,10,晴れ
2022-09-24 08:00:00+09:00,19190,17560,17340,15650,24/9/2022 8:00,0,51154,0,4744.88,10,晴れ
2022-09-24 08:30:00+09:00,22800,20810,20480,19270,24/9/2022 8:30,0,60762,0,5752.43,10,晴れ
2022-09-24 09:00:00+09:00,26240,23930,23700,22770,24/9/2022 9:00,0,62049,0,6692.17,10,晴れ
2022-09-24 09:30:00+09:00,29080,26450,26170,25080,24/9/2022 9:30,0,71128,0,7194.28,10,晴れ
2022-09-24 10:00:00+09:00,31180,28260,28030,26870,24/9/2022 10:00,0,75306,0,7535.97,10,晴れ
2022-09-24 10:30:00+09:00,25270,22700,22360,21180,24/9/2022 10:30,8,50420,0,7953.23,10,晴れ
2022-09-24 11:00:00+09:00,28730,25950,25340,23490,24/9/2022 11:00,0,62215,0,8223.17,10,晴れ
2022-09-24 11:30:00+09:00,30170,27280,26750,25620,24/9/2022 11:30,0,66147,0,8780.39,10,晴れ
2022-09-24 12:00:00+09:00,32050,28970,28740,26540,24/9/2022 12:00,0,69137,1,9204.91,10,晴れ
2022-09-24 12:30:00+09:00,32740,29560,29390,27530,24/9/2022 12:30,0,70042,3,8995.67,10,晴れ
2022-09-24 13:00:00+09:00,31660,28610,28370,27090,24/9/2022 13:00,0,64773,2,8634.22,10,晴れ
2022-09-24 13:30:00+09:00,28820,26160,25590,23610,24/9/2022 13:30,47,55798,3,8245.73,10,晴れ
2022-09-24 14:00:00+09:00,23770,21610,21420,20430,24/9/2022 14:00,155,38549,2,7706.19,10,晴れ
2022-09-24 14:30:00+09:00,22510,20530,20340,19620,24/9/2022 14:30,114,36682,3,6914.35,10,晴れ
2022-09-24 15:00:00+09:00,19490,17780,17510,16130,24/9/2022 15:00,0,23411,3,6014.75,10,晴れ
2022-09-24 15:30:00+09:00,15080,13790,13660,13090,24/9/2022 15:30,84,11540,5,5087.44,10,晴れ
2022-09-24 16:00:00+09:00,6030,5540,5490,5280,24/9/2022 16:00,18147,0,6,4061.85,10,晴れ
2022-09-24 16:30:00+09:00,1630,1490,1460,1380,24/9/2022 16:30,30783,0,12,2933.17,10,晴れ
2022-09-24 17:00:00+09:00,1110,1030,1010,940,24/9/2022 17:00,31202,0,17,1758.46,10,晴れ
2022-09-24 17:30:00+09:00,30,30,30,20,24/9/2022 17:30,29283,0,11,567.44,10,晴れ
2022-09-24 18:00:00+09:00,0,0,0,0,24/9/2022 18:00,26247,0,5,0,10,晴れ
2022-09-24 18:30:00+09:00,0,0,0,0,24/9/2022 18:30,25238,0,4,0,10,晴れ
2022-09-24 19:00:00+09:00,0,0,0,0,24/9/2022 19:00,7660,0,3,0,10,晴れ
2022-09-24 19:30:00+09:00,0,0,0,0,24/9/2022 19:30,2212,0,3,0,10,晴れ
2022-09-24 20:00:00+09:00,0,0,0,0,24/9/2022 20:00,2134,0,3,0,10,晴れ
2022-09-24 20:30:00+09:00,0,0,0,0,24/9/2022 20:30,2090,0,3,0,10,晴れ
2022-09-24 21:00:00+09:00,0,0,0,0,24/9/2022 21:00,2150,0,2,0,10,晴れ
2022-09-24 21:30:00+09:00,0,0,0,0,24/9/2022 21:30,2167,0,2,0,10,晴れ
2022-09-24 22:00:00+09:00,0,0,0,0,24/9/2022 22:00,2116,0,2,0,10,晴れ
2022-09-24 22:30:00+09:00,0,0,0,0,24/9/2022 22:30,2087,0,5,0,10,晴れ
2022-09-24 23:00:00+09:00,0,0,0,0,24/9/2022 23:00,2144,0,8,0,10,晴れ
2022-09-24 23:30:00+09:00,0,0,0,0,24/9/2022 23:30,2145,0,10,0,10,晴れ
2022-09-25 00:00:00+09:00,0,0,0,0,25/9/2022 0:00,2315,0,0,0,10,晴れ
2022-09-25 00:30:00+09:00,0,0,0,0,25/9/2022 0:30,2237,0,0,0,10,晴れ
2022-09-25 01:00:00+09:00,0,0,0,0,25/9/2022 1:00,2045,0,0,0,10,晴れ
2022-09-25 01:30:00+09:00,0,0,0,0,25/9/2022 1:30,2101,0,0,0,10,晴れ
2022-09-25 02:00:00+09:00,0,0,0,0,25/9/2022 2:00,2236,0,0,0,10,晴れ
2022-09-25 02:30:00+09:00,0,0,0,0,25/9/2022 2:30,2108,0,0,0,10,晴れ
2022-09-25 03:00:00+09:00,0,0,0,0,25/9/2022 3:00,2102,0,0,0,10,晴れ
2022-09-25 03:30:00+09:00,0,0,0,0,25/9/2022 3:30,2173,0,0,0,21,薄曇
2022-09-25 04:00:00+09:00,0,0,0,0,25/9/2022 4:00,2156,0,0,0,21,薄曇
2022-09-25 04:30:00+09:00,0,0,0,0,25/9/2022 4:30,2197,0,0,0,22,くもり
2022-09-25 05:00:00+09:00,0,0,0,0,25/9/2022 5:00,2131,0,1,0,22,くもり
2022-09-25 05:30:00+09:00,10,10,10,10,25/9/2022 5:30,2046,0,5,0,22,くもり
2022-09-25 06:00:00+09:00,1230,1160,1150,1080,25/9/2022 6:00,16,2357,68,197.74,22,くもり
2022-09-25 06:30:00+09:00,5090,4690,4640,4270,25/9/2022 6:30,0,12796,95,608.95,22,くもり
2022-09-25 07:00:00+09:00,6150,5600,5500,5060,25/9/2022 7:00,0,12311,95,1024.86,22,くもり
2022-09-25 07:30:00+09:00,7650,6990,6990,6750,25/9/2022 7:30,0,18356,90,2245.08,22,くもり
2022-09-25 08:00:00+09:00,10310,9390,9340,8920,25/9/2022 8:00,0,27841,66,2493.33,22,くもり
2022-09-25 08:30:00+09:00,9760,8910,8870,8440,25/9/2022 8:30,0,16382,41,3046.3,22,くもり
2022-09-25 09:00:00+09:00,12870,11760,11730,11300,25/9/2022 9:00,0,24350,50,3586.98,22,くもり
2022-09-25 09:30:00+09:00,19040,17090,16880,16050,25/9/2022 9:30,0,45102,48,4144.83,22,くもり
2022-09-25 10:00:00+09:00,28240,25650,25390,23990,25/9/2022 10:00,0,78031,32,4662.4,22,くもり
2022-09-25 10:30:00+09:00,21210,19270,19110,18020,25/9/2022 10:30,0,52543,34,5195.49,22,くもり
2022-09-25 11:00:00+09:00,26750,24080,23670,22280,25/9/2022 11:00,0,70309,36,5665.37,22,くもり
2022-09-25 11:30:00+09:00,29830,27130,27060,26170,25/9/2022 11:30,0,80196,35,5998.71,21,薄曇
2022-09-25 12:00:00+09:00,31610,28060,26970,24960,25/9/2022 12:00,0,79715,34,6242.46,21,薄曇
2022-09-25 12:30:00+09:00,30630,27800,27570,25490,25/9/2022 12:30,0,79444,48,6376.85,21,薄曇
2022-09-25 13:00:00+09:00,29820,27160,26840,25540,25/9/2022 13:00,0,75262,72,6388.86,21,薄曇
2022-09-25 13:30:00+09:00,27780,25360,25040,23770,25/9/2022 13:30,0,51438,23,6040.41,21,薄曇
2022-09-25 14:00:00+09:00,24950,22760,22530,21280,25/9/2022 14:00,0,38230,23,5584.81,21,薄曇
2022-09-25 14:30:00+09:00,22100,20210,19700,18720,25/9/2022 14:30,180,27705,20,5002.28,21,薄曇
2022-09-25 15:00:00+09:00,18250,16620,16060,15100,25/9/2022 15:00,1005,14383,17,4343.92,21,薄曇
2022-09-25 15:30:00+09:00,7740,6840,6590,6180,25/9/2022 15:30,25587,121,21,3705.85,21,薄曇
2022-09-25 16:00:00+09:00,2520,2330,2320,2210,25/9/2022 16:00,40642,0,24,2980.06,21,薄曇
2022-09-25 16:30:00+09:00,2750,2540,2490,2290,25/9/2022 16:30,39407,0,23,2265.49,21,薄曇
2022-09-25 17:00:00+09:00,300,300,290,250,25/9/2022 17:00,45021,0,22,1413.19,21,薄曇
2022-09-25 17:30:00+09:00,0,0,0,0,25/9/2022 17:30,32670,0,20,413.12,21,薄曇
2022-09-25 18:00:00+09:00,0,0,0,0,25/9/2022 18:00,25499,0,18,0,21,薄曇
2022-09-25 18:30:00+09:00,0,0,0,0,25/9/2022 18:30,25374,0,17,0,10,晴れ
2022-09-25 19:00:00+09:00,0,0,0,0,25/9/2022 19:00,8094,0,16,0,10,晴れ
2022-09-25 19:30:00+09:00,0,0,0,0,25/9/2022 19:30,2012,0,15,0,10,晴れ
2022-09-25 20:00:00+09:00,0,0,0,0,25/9/2022 20:00,2065,0,15,0,10,晴れ
2022-09-25 20:30:00+09:00,0,0,0,0,25/9/2022 20:30,2042,0,20,0,21,薄曇
2022-09-25 21:00:00+09:00,0,0,0,0,25/9/2022 21:00,2087,0,25,0,21,薄曇
2022-09-25 21:30:00+09:00,0,0,0,0,25/9/2022 21:30,2079,0,25,0,21,薄曇
2022-09-25 22:00:00+09:00,0,0,0,0,25/9/2022 22:00,2089,0,25,0,21,薄曇
2022-09-25 22:30:00+09:00,0,0,0,0,25/9/2022 22:30,2117,0,21,0,21,薄曇
2022-09-25 23:00:00+09:00,0,0,0,0,25/9/2022 23:00,2021,0,18,0,21,薄曇
2022-09-25 23:30:00+09:00,0,0,0,0,25/9/2022 23:30,2089,0,24,0,21,薄曇
2022-09-26 00:00:00+09:00,0,0,0,0,26/9/2022 0:00,2008,0,11,0,10,晴れ
2022-09-26 00:30:00+09:00,0,0,0,0,26/9/2022 0:30,2082,0,7,0,10,晴れ
2022-09-26 01:00:00+09:00,0,0,0,0,26/9/2022 1:00,2152,0,10,0,21,薄曇
2022-09-26 01:30:00+09:00,0,0,0,0,26/9/2022 1:30,2069,0,7,0,21,薄曇
2022-09-26 02:00:00+09:00,0,0,0,0,26/9/2022 2:00,2061,0,11,0,21,薄曇
2022-09-26 02:30:00+09:00,0,0,0,0,26/9/2022 2:30,2082,0,21,0,21,薄曇
2022-09-26 03:00:00+09:00,0,0,0,0,26/9/2022 3:00,2033,0,21,0,21,薄曇
2022-09-26 03:30:00+09:00,0,0,0,0,26/9/2022 3:30,2064,0,26,0,21,薄曇
2022-09-26 04:00:00+09:00,0,0,0,0,26/9/2022 4:00,2180,0,24,0,22,くもり
2022-09-26 04:30:00+09:00,0,0,0,0,26/9/2022 4:30,2052,0,19,0,22,くもり
2022-09-26 05:00:00+09:00,0,0,0,0,26/9/2022 5:00,2123,0,23,0,22,くもり
2022-09-26 05:30:00+09:00,0,0,0,0,26/9/2022 5:30,2139,0,35,0,22,くもり
2022-09-26 06:00:00+09:00,430,410,410,370,26/9/2022 6:00,788,356,56,216.04,22,くもり
2022-09-26 06:30:00+09:00,3250,3050,3090,2930,26/9/2022 6:30,0,9816,75,913.65,22,くもり
2022-09-26 07:00:00+09:00,7370,6880,7010,6500,26/9/2022 7:00,0,25120,74,1677.6,22,くもり
2022-09-26 07:30:00+09:00,13870,12640,12640,12230,26/9/2022 7:30,0,47777,65,2968.37,21,薄曇
2022-09-26 08:00:00+09:00,17750,16220,16240,15680,26/9/2022 8:00,0,57551,59,3805.12,21,薄曇
2022-09-26 08:30:00+09:00,22170,20150,20100,19280,26/9/2022 8:30,0,65179,25,4408.35,21,薄曇
2022-09-26 09:00:00+09:00,25140,23100,23070,22160,26/9/2022 9:00,0,70288,14,4897.03,21,薄曇
2022-09-26 09:30:00+09:00,21980,22720,23520,22350,26/9/2022 9:30,0,67195,8,5543.39,21,薄曇
2022-09-26 10:00:00+09:00,28260,26600,26690,25250,26/9/2022 10:00,0,82521,4,6115.86,21,薄曇
2022-09-26 10:30:00+09:00,30810,27740,27570,25880,26/9/2022 10:30,0,78159,4,6936.15,21,薄曇
2022-09-26 11:00:00+09:00,31400,28330,27770,24960,26/9/2022 11:00,1,52034,5,7704.09,10,晴れ
2022-09-26 11:30:00+09:00,25950,23390,23030,22360,26/9/2022 11:30,6465,40873,6,7919.71,10,晴れ
2022-09-26 12:00:00+09:00,29620,26750,26410,25000,26/9/2022 12:00,1377,49712,9,7994.39,10,晴れ
2022-09-26 12:30:00+09:00,30320,27460,27290,25340,26/9/2022 12:30,0,49254,11,7937.2,10,晴れ
2022-09-26 13:00:00+09:00,28870,26160,25990,24380,26/9/2022 13:00,0,42996,9,7732.93,10,晴れ
2022-09-26 13:30:00+09:00,27020,24530,24270,22400,26/9/2022 13:30,0,36227,13,6859.64,10,晴れ
2022-09-26 14:00:00+09:00,24540,22280,22130,20680,26/9/2022 14:00,0,27237,16,5946.32,21,薄曇
2022-09-26 14:30:00+09:00,21690,19710,19240,17620,26/9/2022 14:30,455,17696,16,5353.3,21,薄曇
2022-09-26 15:00:00+09:00,17930,16290,16200,15640,26/9/2022 15:00,6,6489,16,4668.51,21,薄曇
2022-09-26 15:30:00+09:00,13650,12440,12260,11260,26/9/2022 15:30,8090,0,11,4312.69,10,晴れ
2022-09-26 16:00:00+09:00,9020,8250,8220,7810,26/9/2022 16:00,21851,0,6,3743.47,10,晴れ
2022-09-26 16:30:00+09:00,3780,3430,3450,3290,26/9/2022 16:30,41459,0,9,2759.11,10,晴れ
2022-09-26 17:00:00+09:00,290,280,280,250,26/9/2022 17:00,50817,0,12,1659.64,10,晴れ
2022-09-26 17:30:00+09:00,0,0,0,0,26/9/2022 17:30,28636,0,13,426.65,10,晴れ
2022-09-26 18:00:00+09:00,0,0,0,0,26/9/2022 18:00,25957,0,14,0,10,晴れ
2022-09-26 18:30:00+09:00,0,0,0,0,26/9/2022 18:30,25428,0,14,0,10,晴れ
2022-09-26 19:00:00+09:00,0,0,0,0,26/9/2022 19:00,14648,0,13,0,10,晴れ
2022-09-26 19:30:00+09:00,0,0,0,0,26/9/2022 19:30,2101,0,13,0,10,晴れ
2022-09-26 20:00:00+09:00,0,0,0,0,26/9/2022 20:00,2025,0,12,0,10,晴れ
2022-09-26 20:30:00+09:00,0,0,0,0,26/9/2022 20:30,2033,0,16,0,21,薄曇
2022-09-26 21:00:00+09:00,0,0,0,0,26/9/2022 21:00,2133,0,20,0,21,薄曇
2022-09-26 21:30:00+09:00,0,0,0,0,26/9/2022 21:30,2078,0,22,0,21,薄曇
2022-09-26 22:00:00+09:00,0,0,0,0,26/9/2022 22:00,2034,0,24,0,21,薄曇
2022-09-26 22:30:00+09:00,0,0,0,0,26/9/2022 22:30,2076,0,29,0,22,くもり
2022-09-26 23:00:00+09:00,0,0,0,0,26/9/2022 23:00,2069,0,35,0,22,くもり
2022-09-26 23:30:00+09:00,0,0,0,0,26/9/2022 23:30,2085,0,34,0,22,くもり
2022-09-27 00:00:00+09:00,0,0,0,0,27/9/2022 0:00,2019,0,42,0,22,くもり
2022-09-27 00:30:00+09:00,0,0,0,0,27/9/2022 0:30,2186,0,22,0,22,くもり
2022-09-27 01:00:00+09:00,0,0,0,0,27/9/2022 1:00,2084,0,42,0,22,くもり
2022-09-27 01:30:00+09:00,0,0,0,0,27/9/2022 1:30,2064,0,44,0,22,くもり
2022-09-27 02:00:00+09:00,0,0,0,0,27/9/2022 2:00,2174,0,47,0,22,くもり
2022-09-27 02:30:00+09:00,0,0,0,0,27/9/2022 2:30,2055,0,49,0,22,くもり
2022-09-27 03:00:00+09:00,0,0,0,0,27/9/2022 3:00,2074,0,41,0,22,くもり
2022-09-27 03:30:00+09:00,0,0,0,0,27/9/2022 3:30,2192,0,28,0,21,薄曇
2022-09-27 04:00:00+09:00,0,0,0,0,27/9/2022 4:00,2161,0,48,0,21,薄曇
2022-09-27 04:30:00+09:00,0,0,0,0,27/9/2022 4:30,2083,0,40,0,21,薄曇
2022-09-27 05:00:00+09:00,0,0,0,0,27/9/2022 5:00,2209,0,40,0,22,くもり
2022-09-27 05:30:00+09:00,0,0,0,0,27/9/2022 5:30,2061,0,81,0,22,くもり
2022-09-27 06:00:00+09:00,290,280,280,250,27/9/2022 6:00,993,51,94,192.08,22,くもり
2022-09-27 06:30:00+09:00,230,240,240,200,27/9/2022 6:30,3840,3,54,524.36,22,くもり
2022-09-27 07:00:00+09:00,3940,3640,3650,3480,27/9/2022 7:00,1792,2744,47,1082.96,22,くもり
2022-09-27 07:30:00+09:00,6470,5870,5880,5640,27/9/2022 7:30,0,8048,71,2327.02,22,くもり
2022-09-27 08:00:00+09:00,11870,10810,10840,10210,27/9/2022 8:00,341,26183,75,3031.64,22,くもり
2022-09-27 08:30:00+09:00,14020,12690,12650,12140,27/9/2022 8:30,0,22370,48,3590.5,22,くもり
2022-09-27 09:00:00+09:00,20390,18390,17930,17120,27/9/2022 9:00,0,37611,39,4078.12,22,くもり
2022-09-27 09:30:00+09:00,24790,22520,22340,21570,27/9/2022 9:30,0,49697,45,4290.77,22,くもり
2022-09-27 10:00:00+09:00,25650,23130,22420,21380,27/9/2022 10:00,12,42717,54,4397.94,22,くもり
2022-09-27 10:30:00+09:00,24670,22280,22050,21120,27/9/2022 10:30,971,36910,70,5008.41,22,くもり
2022-09-27 11:00:00+09:00,30980,28060,27900,25650,27/9/2022 11:00,35,58505,84,5580.66,22,くもり
2022-09-27 11:30:00+09:00,21430,19330,18820,17540,27/9/2022 11:30,536,18010,81,5996.29,21,薄曇
2022-09-27 12:00:00+09:00,26210,23670,22470,20540,27/9/2022 12:00,172,29557,89,6323.4,21,薄曇
2022-09-27 12:30:00+09:00,19210,17350,17170,16330,27/9/2022 12:30,2766,5400,100,6066.34,21,薄曇
2022-09-27 13:00:00+09:00,18630,16870,16750,15850,27/9/2022 13:00,2644,8013,71,5686.85,21,薄曇
2022-09-27 13:30:00+09:00,16710,15190,15260,14580,27/9/2022 13:30,7714,7539,79,5473.5,21,薄曇
2022-09-27 14:00:00+09:00,12580,11290,11200,10510,27/9/2022 14:00,16380,55,73,5150.47,21,薄曇
2022-09-27 14:30:00+09:00,8540,7750,7740,7450,27/9/2022 14:30,27171,0,64,4626.6,21,薄曇
2022-09-27 15:00:00+09:00,4740,4300,4270,4000,27/9/2022 15:00,37427,0,56,4015.4,21,薄曇
2022-09-27 15:30:00+09:00,2690,2460,2450,2290,27/9/2022 15:30,41680,0,65,3113.62,22,くもり
2022-09-27 16:00:00+09:00,410,390,380,340,27/9/2022 16:00,45902,0,74,2265.41,22,くもり
2022-09-27 16:30:00+09:00,100,90,90,70,27/9/2022 16:30,39311,0,77,1156.11,22,くもり
2022-09-27 17:00:00+09:00,0,0,0,0,27/9/2022 17:00,40241,0,80,435.46,22,くもり
2022-09-27 17:30:00+09:00,0,0,0,0,27/9/2022 17:30,38434,0,89,105.27,31,少雨
2022-09-27 18:00:00+09:00,0,0,0,0,27/9/2022 18:00,37208,0,98,0,31,少雨
2022-09-27 18:30:00+09:00,0,0,0,0,27/9/2022 18:30,30211,0,84,0,32,弱い雨
2022-09-27 19:00:00+09:00,0,0,0,0,27/9/2022 19:00,10743,0,69,0,32,弱い雨
2022-09-27 19:30:00+09:00,0,0,0,0,27/9/2022 19:30,3463,0,76,0,31,少雨
2022-09-27 20:00:00+09:00,0,0,0,0,27/9/2022 20:00,3505,0,82,0,31,少雨
2022-09-27 20:30:00+09:00,0,0,0,0,27/9/2022 20:30,3544,0,63,0,21,薄曇
2022-09-27 21:00:00+09:00,0,0,0,0,27/9/2022 21:00,3388,0,43,0,21,薄曇
2022-09-27 21:30:00+09:00,0,0,0,0,27/9/2022 21:30,2908,0,36,0,21,薄曇
2022-09-27 22:00:00+09:00,0,0,0,0,27/9/2022 22:00,2703,0,29,0,21,薄曇
2022-09-27 22:30:00+09:00,0,0,0,0,27/9/2022 22:30,2914,0,33,0,21,薄曇
2022-09-27 23:00:00+09:00,0,0,0,0,27/9/2022 23:00,2713,0,37,0,21,薄曇
2022-09-27 23:30:00+09:00,0,0,0,0,27/9/2022 23:30,2776,0,37,0,21,薄曇
2022-09-28 00:00:00+09:00,0,0,0,0,28/9/2022 0:00,2184,0,92,0,22,くもり
2022-09-28 00:30:00+09:00,0,0,0,0,28/9/2022 0:30,2126,0,36,0,22,くもり
2022-09-28 01:00:00+09:00,0,0,0,0,28/9/2022 1:00,2102,0,38,0,22,くもり
2022-09-28 01:30:00+09:00,0,0,0,0,28/9/2022 1:30,2109,0,43,0,22,くもり
2022-09-28 02:00:00+09:00,0,0,0,0,28/9/2022 2:00,2132,0,97,0,22,くもり
2022-09-28 02:30:00+09:00,0,0,0,0,28/9/2022 2:30,2242,0,64,0,22,くもり
2022-09-28 03:00:00+09:00,0,0,0,0,28/9/2022 3:00,2102,0,56,0,22,くもり
2022-09-28 03:30:00+09:00,0,0,0,0,28/9/2022 3:30,2186,0,50,0,22,くもり
2022-09-28 04:00:00+09:00,0,0,0,0,28/9/2022 4:00,2144,0,86,0,22,くもり
2022-09-28 04:30:00+09:00,0,0,0,0,28/9/2022 4:30,2103,0,72,0,22,くもり
2022-09-28 05:00:00+09:00,0,0,0,0,28/9/2022 5:00,2204,0,99,0,22,くもり
2022-09-28 05:30:00+09:00,0,0,0,0,28/9/2022 5:30,2120,0,95,0,22,くもり
2022-09-28 06:00:00+09:00,160,150,150,130,28/9/2022 6:00,1706,82,50,154.35,22,くもり
2022-09-28 06:30:00+09:00,2870,2630,2590,2480,28/9/2022 6:30,4,7103,68,614.58,22,くもり
2022-09-28 07:00:00+09:00,2520,2330,2300,2230,28/9/2022 7:00,1874,817,73,1089.77,22,くもり
2022-09-28 07:30:00+09:00,5400,4930,4870,4740,28/9/2022 7:30,262,3172,78,1314.57,31,少雨
2022-09-28 08:00:00+09:00,4140,3760,3690,3460,28/9/2022 8:00,2276,843,54,1358.36,31,少雨
2022-09-28 08:30:00+09:00,5740,5230,5150,4910,28/9/2022 8:30,1831,5931,59,1621.63,31,少雨
2022-09-28 09:00:00+09:00,4770,4360,4330,4170,28/9/2022 9:00,7116,943,100,1856.04,31,少雨
2022-09-28 09:30:00+09:00,5430,4950,4910,4530,28/9/2022 9:30,5548,1838,100,2587.92,22,くもり
2022-09-28 10:00:00+09:00,7360,6710,6580,6280,28/9/2022 10:00,594,4006,67,3993.88,22,くもり
2022-09-28 10:30:00+09:00,12630,11520,11370,10940,28/9/2022 10:30,0,22708,48,4463.02,22,くもり
2022-09-28 11:00:00+09:00,16100,15270,15530,15400,28/9/2022 11:00,0,37767,100,4887.65,22,くもり
2022-09-28 11:30:00+09:00,31780,28720,28450,27290,28/9/2022 11:30,0,89655,100,4726.6,22,くもり
2022-09-28 12:00:00+09:00,24850,22330,21540,20640,28/9/2022 12:00,0,63037,83,4477.56,22,くもり
2022-09-28 12:30:00+09:00,24440,22110,21310,20220,28/9/2022 12:30,26,62121,84,4543.32,22,くもり
2022-09-28 13:00:00+09:00,17430,15630,15290,14710,28/9/2022 13:00,0,39404,100,4519.32,22,くもり
2022-09-28 13:30:00+09:00,13710,12540,12040,11460,28/9/2022 13:30,22,27409,39,4139.21,22,くもり
2022-09-28 14:00:00+09:00,18080,16580,16440,15220,28/9/2022 14:00,0,43448,38,3708.07,22,くもり
2022-09-28 14:30:00+09:00,17340,15780,15520,14830,28/9/2022 14:30,0,40941,36,3703.88,22,くもり
2022-09-28 15:00:00+09:00,14020,12790,12600,12180,28/9/2022 15:00,0,28924,34,3561.85,22,くもり
2022-09-28 15:30:00+09:00,10510,9590,9420,8840,28/9/2022 15:30,456,16646,33,2857.48,22,くもり
2022-09-28 16:00:00+09:00,4520,4130,4080,3960,28/9/2022 16:00,5695,16,32,2149.48,22,くもり
2022-09-28 16:30:00+09:00,2790,2550,2490,2350,28/9/2022 16:30,13841,0,29,1462.66,22,くもり
2022-09-28 17:00:00+09:00,1200,1120,1110,1050,28/9/2022 17:00,22030,0,26,798.95,22,くもり
2022-09-28 17:30:00+09:00,20,10,10,10,28/9/2022 17:30,26643,0,29,196.42,22,くもり
2022-09-28 18:00:00+09:00,0,0,0,0,28/9/2022 18:00,26380,0,33,0,21,薄曇
2022-09-28 18:30:00+09:00,0,0,0,0,28/9/2022 18:30,25161,0,59,0,21,薄曇
2022-09-28 19:00:00+09:00,0,0,0,0,28/9/2022 19:00,7061,0,85,0,22,くもり
2022-09-28 19:30:00+09:00,0,0,0,0,28/9/2022 19:30,2217,0,65,0,22,くもり
2022-09-28 20:00:00+09:00,0,0,0,0,28/9/2022 20:00,2131,0,45,0,21,薄曇
2022-09-28 20:30:00+09:00,0,0,0,0,28/9/2022 20:30,2124,0,40,0,21,薄曇
2022-09-28 21:00:00+09:00,0,0,0,0,28/9/2022 21:00,2158,0,36,0,21,薄曇
2022-09-28 21:30:00+09:00,0,0,0,0,28/9/2022 21:30,2119,0,38,0,21,薄曇
2022-09-28 22:00:00+09:00,0,0,0,0,28/9/2022 22:00,2161,0,40,0,10,晴れ
2022-09-28 22:30:00+09:00,0,0,0,0,28/9/2022 22:30,2125,0,37,0,10,晴れ
2022-09-28 23:00:00+09:00,0,0,0,0,28/9/2022 23:00,2067,0,34,0,10,晴れ
2022-09-28 23:30:00+09:00,0,0,0,0,28/9/2022 23:30,2206,0,42,0,10,晴れ
2022-09-29 00:00:00+09:00,0,0,0,0,29/9/2022 0:00,2103,0,69,0,21,薄曇
2022-09-29 00:30:00+09:00,0,0,0,0,29/9/2022 0:30,2321,0,94,0,21,薄曇
2022-09-29 01:00:00+09:00,0,0,0,0,29/9/2022 1:00,2253,0,99,0,21,薄曇
2022-09-29 01:30:00+09:00,0,0,0,0,29/9/2022 1:30,2109,0,98,0,21,薄曇
2022-09-29 02:00:00+09:00,0,0,0,0,29/9/2022 2:00,2069,0,69,0,21,薄曇
2022-09-29 02:30:00+09:00,0,0,0,0,29/9/2022 2:30,2124,0,34,0,21,薄曇
