,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name
2022-05-19 14:30:00+09:00,24140,805,918,0,0,2022-05-19 14:30:00,61318,0,,0,26,0,8,61.0,7485.21,10.0,晴れ
2022-05-19 15:00:00+09:00,19210,642,733,0,0,2022-05-19 15:00:00,60328,0,,0,25,0,9,48.0,6864.53,10.0,晴れ
2022-05-19 15:30:00+09:00,12410,419,480,0,0,2022-05-19 15:30:00,70875,0,,0,26,0,8,38.0,5696.6,10.0,晴れ
2022-05-19 16:00:00+09:00,8850,302,347,0,0,2022-05-19 16:00:00,69743,0,,0,1499,0,9,27.0,4563.35,21.0,薄曇
2022-05-19 16:30:00+09:00,5010,173,200,0,0,2022-05-19 16:30:00,79179,0,,0,89,0,8,23.0,3548.43,21.0,薄曇
2022-05-19 17:00:00+09:00,3170,113,131,0,0,2022-05-19 17:00:00,78713,0,,0,33,0,9,19.0,2587.82,21.0,薄曇
2022-05-19 17:30:00+09:00,1440,57,66,0,0,2022-05-19 17:30:00,78568,0,,0,32,0,8,22.0,1708.07,21.0,薄曇
2022-05-19 18:00:00+09:00,360,22,26,0,0,2022-05-19 18:00:00,83328,0,,0,33,0,9,24.0,907.32,22.0,くもり
2022-05-19 18:30:00+09:00,0,0,0,0,0,2022-05-19 18:30:00,82375,0,,0,32,0,8,24.0,202.49,22.0,くもり
2022-05-19 19:00:00+09:00,0,0,0,0,0,2022-05-19 19:00:00,76216,0,,0,32,0,9,24.0,0.0,22.0,くもり
2022-05-19 19:30:00+09:00,0,0,0,0,0,2022-05-19 19:30:00,77088,0,,0,32,0,8,26.0,0.0,21.0,薄曇
2022-05-19 20:00:00+09:00,0,0,0,0,0,2022-05-19 20:00:00,72222,0,,0,33,0,8,28.0,0.0,21.0,薄曇
2022-05-19 20:30:00+09:00,0,0,0,0,0,2022-05-19 20:30:00,71515,0,,0,32,0,9,33.0,0.0,21.0,薄曇
2022-05-19 21:00:00+09:00,0,0,0,0,0,2022-05-19 21:00:00,67750,0,,0,1557,0,8,39.0,0.0,10.0,晴れ
2022-05-19 21:30:00+09:00,0,0,0,0,0,2022-05-19 21:30:00,61747,0,,0,1619,0,9,38.0,0.0,10.0,晴れ
2022-05-19 22:00:00+09:00,0,0,0,0,0,2022-05-19 22:00:00,46979,0,,884,56,777,0,38.0,0.0,10.0,晴れ
2022-05-19 22:30:00+09:00,0,0,0,0,0,2022-05-19 22:30:00,43224,0,,32,22,8,0,35.0,0.0,10.0,晴れ
2022-05-19 23:00:00+09:00,0,0,0,0,0,2022-05-19 23:00:00,41817,0,,888,1,9,0,32.0,0.0,10.0,晴れ
2022-05-19 23:30:00+09:00,0,0,0,0,0,2022-05-19 23:30:00,37391,0,,919,0,9,0,33.0,0.0,10.0,晴れ
2022-05-20 00:00:00+09:00,0,0,0,0,0,2022-05-20 00:00:00,38552,0,,32,23,0,17,100.0,0.0,10.0,晴れ
2022-05-20 00:30:00+09:00,0,0,0,0,0,2022-05-20 00:30:00,40551,0,,889,1,0,1,99.0,0.0,10.0,晴れ
2022-05-20 01:00:00+09:00,0,0,0,0,0,2022-05-20 01:00:00,35688,0,,920,0,0,0,100.0,0.0,10.0,晴れ
2022-05-20 01:30:00+09:00,0,0,0,0,0,2022-05-20 01:30:00,38696,0,,921,0,0,0,92.0,0.0,10.0,晴れ
2022-05-20 02:00:00+09:00,0,0,0,0,0,2022-05-20 02:00:00,37685,0,,312,0,0,0,95.0,0.0,10.0,晴れ
2022-05-20 02:30:00+09:00,0,0,0,0,0,2022-05-20 02:30:00,34680,0,,0,0,0,0,95.0,0.0,10.0,晴れ
2022-05-20 03:00:00+09:00,0,0,0,0,0,2022-05-20 03:00:00,34879,0,,0,0,0,0,100.0,0.0,21.0,薄曇
2022-05-20 03:30:00+09:00,0,0,0,0,0,2022-05-20 03:30:00,35258,0,,0,0,0,0,95.0,0.0,21.0,薄曇
2022-05-20 04:00:00+09:00,0,0,0,0,0,2022-05-20 04:00:00,33704,0,,0,0,0,0,99.0,0.0,21.0,薄曇
2022-05-20 04:30:00+09:00,0,7,9,0,0,2022-05-20 04:30:00,38172,0,,0,0,0,0,100.0,0.0,21.0,薄曇
2022-05-20 05:00:00+09:00,1490,71,79,0,0,2022-05-20 05:00:00,36712,0,,0,0,0,0,100.0,619.34,21.0,薄曇
2022-05-20 05:30:00+09:00,3870,155,173,0,0,2022-05-20 05:30:00,36781,0,,0,0,0,0,100.0,1474.06,21.0,薄曇
2022-05-20 06:00:00+09:00,6170,225,255,0,0,2022-05-20 06:00:00,37820,0,,0,0,0,0,100.0,2290.43,21.0,薄曇
2022-05-20 06:30:00+09:00,7750,275,321,0,0,2022-05-20 06:30:00,43879,0,,0,0,0,0,100.0,3114.66,21.0,薄曇
2022-05-20 07:00:00+09:00,15060,517,602,0,0,2022-05-20 07:00:00,51364,0,,0,0,0,0,100.0,3917.96,21.0,薄曇
2022-05-20 07:30:00+09:00,19470,660,760,0,0,2022-05-20 07:30:00,59152,0,,0,0,0,0,100.0,4643.82,21.0,薄曇
2022-05-20 08:00:00+09:00,16390,561,642,0,0,2022-05-20 08:00:00,59037,0,,0,0,0,0,100.0,5484.49,21.0,薄曇
2022-05-20 08:30:00+09:00,19300,658,751,0,0,2022-05-20 08:30:00,56726,0,,0,0,0,0,100.0,6035.27,21.0,薄曇
2022-05-20 09:00:00+09:00,29530,1011,1143,0,0,2022-05-20 09:00:00,55087,0,,0,0,0,0,100.0,6489.3,21.0,薄曇
2022-05-20 09:30:00+09:00,31190,1083,1219,0,0,2022-05-20 09:30:00,54229,0,,0,0,0,82,100.0,7649.85,21.0,薄曇
2022-05-20 10:00:00+09:00,29960,1044,1176,0,0,2022-05-20 10:00:00,59764,0,,0,0,0,28,100.0,8795.61,10.0,晴れ
2022-05-20 10:30:00+09:00,26700,928,1048,0,0,2022-05-20 10:30:00,63705,0,,0,24,0,188,100.0,8711.62,10.0,晴れ
2022-05-20 11:00:00+09:00,23610,818,926,0,0,2022-05-20 11:00:00,66133,0,,0,26,0,429,100.0,8483.4,21.0,薄曇
2022-05-20 11:30:00+09:00,28140,980,1104,0,0,2022-05-20 11:30:00,64828,0,,0,35,0,171,100.0,8999.86,10.0,晴れ
2022-05-20 12:00:00+09:00,33830,1184,1326,0,0,2022-05-20 12:00:00,57038,0,,0,34,0,19,100.0,9397.86,10.0,晴れ
2022-05-20 12:30:00+09:00,27820,974,1095,0,0,2022-05-20 12:30:00,61644,0,,0,207,0,20,100.0,8670.71,21.0,薄曇
2022-05-20 13:00:00+09:00,21850,759,860,0,0,2022-05-20 13:00:00,63265,0,,0,573,0,25,100.0,7853.62,21.0,薄曇
2022-05-20 13:30:00+09:00,25400,882,999,0,0,2022-05-20 13:30:00,61912,0,,0,60,0,297,86.0,6589.92,21.0,薄曇
2022-05-20 14:00:00+09:00,23130,802,910,0,0,2022-05-20 14:00:00,63058,0,,0,28,0,33,76.0,5336.47,22.0,くもり
2022-05-20 14:30:00+09:00,22860,787,898,0,0,2022-05-20 14:30:00,64960,0,,0,490,0,24,87.0,5310.62,22.0,くもり
2022-05-20 15:00:00+09:00,20180,691,791,0,0,2022-05-20 15:00:00,67123,0,,0,46,0,20,98.0,5150.08,21.0,薄曇
2022-05-20 15:30:00+09:00,13780,474,545,0,0,2022-05-20 15:30:00,75081,0,,0,29,0,17,91.0,4380.89,21.0,薄曇
2022-05-20 16:00:00+09:00,8780,308,354,0,0,2022-05-20 16:00:00,78556,0,,0,26,0,16,85.0,3607.29,22.0,くもり
2022-05-20 16:30:00+09:00,6350,227,259,0,0,2022-05-20 16:30:00,82188,0,,0,25,0,17,92.0,3043.58,22.0,くもり
2022-05-20 17:00:00+09:00,4040,148,170,0,0,2022-05-20 17:00:00,81183,0,,0,26,0,16,99.0,2415.39,21.0,薄曇
2022-05-20 17:30:00+09:00,1150,51,60,0,0,2022-05-20 17:30:00,81090,0,,0,26,0,17,85.0,1638.75,22.0,くもり
2022-05-20 18:00:00+09:00,80,15,17,0,0,2022-05-20 18:00:00,82591,0,,0,24,0,16,72.0,901.29,22.0,くもり
2022-05-20 18:30:00+09:00,0,0,0,0,0,2022-05-20 18:30:00,82504,0,,0,25,0,17,73.0,208.94,22.0,くもり
2022-05-20 19:00:00+09:00,0,0,0,0,0,2022-05-20 19:00:00,77399,0,,0,25,0,17,75.0,0.0,22.0,くもり
2022-05-20 19:30:00+09:00,0,0,0,0,0,2022-05-20 19:30:00,78952,0,,0,24,0,18,82.0,0.0,22.0,くもり
2022-05-20 20:00:00+09:00,0,0,0,0,0,2022-05-20 20:00:00,73796,0,,0,25,0,20,89.0,0.0,22.0,くもり
2022-05-20 20:30:00+09:00,0,0,0,0,0,2022-05-20 20:30:00,77505,0,,0,24,0,25,86.0,0.0,22.0,くもり
2022-05-20 21:00:00+09:00,0,0,0,0,0,2022-05-20 21:00:00,75859,0,,0,25,0,24,83.0,0.0,22.0,くもり
2022-05-20 21:30:00+09:00,0,0,0,0,0,2022-05-20 21:30:00,64170,0,,0,24,0,25,86.0,0.0,22.0,くもり
2022-05-20 22:00:00+09:00,0,0,0,0,0,2022-05-20 22:00:00,46598,0,,888,1,902,1,90.0,0.0,22.0,くもり
2022-05-20 22:30:00+09:00,0,0,0,0,0,2022-05-20 22:30:00,43352,0,,915,0,911,0,87.0,0.0,22.0,くもり
2022-05-20 23:00:00+09:00,0,0,0,0,0,2022-05-20 23:00:00,39945,0,,163,0,81,0,85.0,0.0,22.0,くもり
2022-05-20 23:30:00+09:00,0,0,0,0,0,2022-05-20 23:30:00,38142,0,,0,0,9,0,87.0,0.0,22.0,くもり
2022-05-21 00:00:00+09:00,0,0,0,0,0,2022-05-21 00:00:00,36510,0,,0,25,0,16,100.0,0.0,22.0,くもり
2022-05-21 00:30:00+09:00,0,0,0,0,0,2022-05-21 00:30:00,40238,0,,0,1,7,1,99.0,0.0,22.0,くもり
2022-05-21 01:00:00+09:00,0,0,0,0,0,2022-05-21 01:00:00,35585,0,,0,0,7,0,100.0,0.0,22.0,くもり
2022-05-21 01:30:00+09:00,0,0,0,0,0,2022-05-21 01:30:00,37681,0,,0,0,8,0,92.0,0.0,22.0,くもり
2022-05-21 02:00:00+09:00,0,0,0,0,0,2022-05-21 02:00:00,36531,0,,0,0,6,0,95.0,0.0,22.0,くもり
2022-05-21 02:30:00+09:00,0,0,0,0,0,2022-05-21 02:30:00,34615,0,,0,0,3,0,95.0,0.0,22.0,くもり
2022-05-21 03:00:00+09:00,0,0,0,0,0,2022-05-21 03:00:00,33204,0,,0,0,2,0,100.0,0.0,22.0,くもり
2022-05-21 03:30:00+09:00,0,0,0,0,0,2022-05-21 03:30:00,35642,0,,0,0,94,0,95.0,0.0,22.0,くもり
2022-05-21 04:00:00+09:00,0,0,0,0,0,2022-05-21 04:00:00,33806,0,,0,0,8,0,99.0,0.0,31.0,少雨
2022-05-21 04:30:00+09:00,0,0,0,0,0,2022-05-21 04:30:00,37970,0,,0,0,9,0,100.0,0.0,31.0,少雨
2022-05-21 05:00:00+09:00,0,12,14,0,0,2022-05-21 05:00:00,40126,0,,0,0,9,0,100.0,229.15,22.0,くもり
2022-05-21 05:30:00+09:00,680,38,42,0,0,2022-05-21 05:30:00,41380,0,,0,0,8,0,100.0,675.64,22.0,くもり
2022-05-21 06:00:00+09:00,1170,52,58,0,0,2022-05-21 06:00:00,45836,0,,0,0,9,0,100.0,981.54,22.0,くもり
2022-05-21 06:30:00+09:00,1070,50,54,0,0,2022-05-21 06:30:00,54083,0,,0,0,8,0,100.0,1159.69,22.0,くもり
2022-05-21 07:00:00+09:00,2560,97,107,0,0,2022-05-21 07:00:00,67434,0,,0,0,9,0,100.0,1806.98,22.0,くもり
2022-05-21 07:30:00+09:00,5970,218,239,0,0,2022-05-21 07:30:00,70221,0,,0,0,9,0,100.0,1702.56,22.0,くもり
2022-05-21 08:00:00+09:00,9590,352,380,0,0,2022-05-21 08:00:00,64658,0,,0,0,8,0,100.0,1961.25,22.0,くもり
2022-05-21 08:30:00+09:00,5220,198,213,0,0,2022-05-21 08:30:00,70929,0,,0,0,9,0,100.0,2196.98,22.0,くもり
2022-05-21 09:00:00+09:00,8210,295,321,0,0,2022-05-21 09:00:00,77171,0,,0,0,9,0,100.0,2405.72,22.0,くもり
2022-05-21 09:30:00+09:00,11180,388,429,0,0,2022-05-21 09:30:00,73074,0,,0,1335,8,0,100.0,2583.9,31.0,少雨
2022-05-21 10:00:00+09:00,7260,247,286,0,0,2022-05-21 10:00:00,77358,0,,0,1589,9,0,100.0,2728.48,31.0,少雨
2022-05-21 10:30:00+09:00,15440,521,594,0,0,2022-05-21 10:30:00,70258,0,,0,1088,0,20,100.0,2836.98,22.0,くもり
2022-05-21 11:00:00+09:00,11980,404,463,0,0,2022-05-21 11:00:00,73819,0,,0,1346,0,18,100.0,3123.17,22.0,くもり
2022-05-21 11:30:00+09:00,9310,317,363,0,0,2022-05-21 11:30:00,77532,0,,0,1437,0,17,100.0,2938.96,31.0,少雨
2022-05-21 12:00:00+09:00,14850,502,571,0,0,2022-05-21 12:00:00,68019,0,,0,9,0,17,100.0,2930.7,31.0,少雨
2022-05-21 12:30:00+09:00,8920,307,349,0,0,2022-05-21 12:30:00,67659,0,,0,8,0,1515,100.0,2882.9,31.0,少雨
2022-05-21 13:00:00+09:00,3650,129,149,0,0,2022-05-21 13:00:00,72198,0,,0,0,0,1615,100.0,2796.37,31.0,少雨
2022-05-21 13:30:00+09:00,2470,93,104,0,0,2022-05-21 13:30:00,76719,0,,0,0,0,1622,86.0,2672.6,31.0,少雨
2022-05-21 14:00:00+09:00,1980,79,86,0,0,2022-05-21 14:00:00,77436,0,,0,0,0,80,76.0,2513.71,31.0,少雨
2022-05-21 14:30:00+09:00,2110,83,91,0,0,2022-05-21 14:30:00,76892,0,,0,0,0,31,87.0,2322.41,22.0,くもり
2022-05-21 15:00:00+09:00,4060,150,164,0,0,2022-05-21 15:00:00,72201,0,,0,0,0,30,98.0,2821.19,22.0,くもり
2022-05-21 15:30:00+09:00,4900,178,196,0,0,2022-05-21 15:30:00,76192,0,,0,0,0,31,91.0,2254.92,22.0,くもり
2022-05-21 16:00:00+09:00,4030,150,163,0,0,2022-05-21 16:00:00,75169,0,,0,0,0,31,85.0,1729.27,22.0,くもり
2022-05-21 16:30:00+09:00,5840,212,232,0,0,2022-05-21 16:30:00,73650,0,,0,0,0,30,92.0,1305.72,22.0,くもり
2022-05-21 17:00:00+09:00,6470,234,258,0,0,2022-05-21 17:00:00,71740,0,,0,0,0,31,99.0,1010.45,22.0,くもり
2022-05-21 17:30:00+09:00,2850,108,120,0,0,2022-05-21 17:30:00,73006,0,,0,0,0,30,85.0,708.5,22.0,くもり
2022-05-21 18:00:00+09:00,720,33,36,0,0,2022-05-21 18:00:00,75918,0,,0,0,0,31,72.0,446.97,22.0,くもり
2022-05-21 18:30:00+09:00,0,0,0,0,0,2022-05-21 18:30:00,79580,0,,0,0,0,31,73.0,127.39,22.0,くもり
2022-05-21 19:00:00+09:00,0,0,0,0,0,2022-05-21 19:00:00,73884,0,,0,0,0,30,75.0,0.0,22.0,くもり
2022-05-21 19:30:00+09:00,0,0,0,0,0,2022-05-21 19:30:00,76909,0,,0,0,0,31,82.0,0.0,22.0,くもり
2022-05-21 20:00:00+09:00,0,0,0,0,0,2022-05-21 20:00:00,72999,0,,0,0,0,30,89.0,0.0,22.0,くもり
2022-05-21 20:30:00+09:00,0,0,0,0,0,2022-05-21 20:30:00,73187,0,,0,0,0,31,86.0,0.0,22.0,くもり
2022-05-21 21:00:00+09:00,0,0,0,0,0,2022-05-21 21:00:00,69549,0,,0,0,0,1444,83.0,0.0,22.0,くもり
2022-05-21 21:30:00+09:00,0,0,0,0,0,2022-05-21 21:30:00,63114,0,,0,0,0,7,86.0,0.0,22.0,くもり
2022-05-21 22:00:00+09:00,0,0,0,0,0,2022-05-21 22:00:00,45362,0,,890,0,890,1,90.0,0.0,22.0,くもり
2022-05-21 22:30:00+09:00,0,0,0,0,0,2022-05-21 22:30:00,42420,0,,928,0,928,0,87.0,0.0,22.0,くもり
2022-05-21 23:00:00+09:00,0,0,0,0,0,2022-05-21 23:00:00,40993,0,,928,0,928,0,85.0,0.0,22.0,くもり
2022-05-21 23:30:00+09:00,0,0,0,0,0,2022-05-21 23:30:00,36257,0,,929,0,930,0,87.0,0.0,31.0,少雨
2022-05-22 00:00:00+09:00,0,0,0,0,0,2022-05-22 00:00:00,37689,0,,32,25,31,23,75.0,0.0,22.0,くもり
2022-05-22 00:30:00+09:00,0,0,0,0,0,2022-05-22 00:30:00,39579,0,,894,1,895,1,98.0,0.0,22.0,くもり
2022-05-22 01:00:00+09:00,0,0,0,0,0,2022-05-22 01:00:00,35426,0,,928,0,930,0,99.0,0.0,22.0,くもり
2022-05-22 01:30:00+09:00,0,0,0,0,0,2022-05-22 01:30:00,38363,0,,929,0,930,0,100.0,0.0,31.0,少雨
2022-05-22 02:00:00+09:00,0,0,0,0,0,2022-05-22 02:00:00,37832,0,,630,0,436,0,96.0,0.0,32.0,弱い雨
2022-05-22 02:30:00+09:00,0,0,0,0,0,2022-05-22 02:30:00,34527,0,,9,0,1,0,94.0,0.0,31.0,少雨
2022-05-22 03:00:00+09:00,0,0,0,0,0,2022-05-22 03:00:00,31782,0,,8,0,0,0,86.0,0.0,32.0,弱い雨
2022-05-22 03:30:00+09:00,0,0,0,0,0,2022-05-22 03:30:00,35345,0,,9,0,0,0,63.0,0.0,22.0,くもり
2022-05-22 04:00:00+09:00,0,0,0,0,0,2022-05-22 04:00:00,32891,0,,9,0,0,0,53.0,0.0,22.0,くもり
2022-05-22 04:30:00+09:00,0,3,4,0,0,2022-05-22 04:30:00,38394,0,,8,0,0,0,67.0,0.0,22.0,くもり
2022-05-22 05:00:00+09:00,1320,61,67,0,0,2022-05-22 05:00:00,35738,0,,7,0,0,0,55.0,359.11,22.0,くもり
2022-05-22 05:30:00+09:00,3460,131,145,0,0,2022-05-22 05:30:00,37111,0,,6,0,0,0,61.0,716.01,22.0,くもり
2022-05-22 06:00:00+09:00,3210,124,136,0,0,2022-05-22 06:00:00,41443,0,,8,0,0,0,50.0,1102.92,22.0,くもり
2022-05-22 06:30:00+09:00,2710,101,113,0,0,2022-05-22 06:30:00,53037,0,,8,0,0,0,47.0,1535.47,22.0,くもり
2022-05-22 07:00:00+09:00,5400,188,217,0,0,2022-05-22 07:00:00,68364,0,,8,0,0,0,57.0,1685.16,22.0,くもり
2022-05-22 07:30:00+09:00,10050,347,392,0,0,2022-05-22 07:30:00,69933,0,,8,0,0,0,87.0,2861.01,22.0,くもり
2022-05-22 08:00:00+09:00,13750,467,530,0,0,2022-05-22 08:00:00,67751,0,,8,0,0,0,97.0,3595.07,22.0,くもり
2022-05-22 08:30:00+09:00,29640,991,1118,0,0,2022-05-22 08:30:00,48281,0,,9,0,0,0,90.0,4209.1,22.0,くもり
2022-05-22 09:00:00+09:00,36210,1215,1354,0,0,2022-05-22 09:00:00,46122,0,,9,0,0,0,97.0,4788.69,22.0,くもり
2022-05-22 09:30:00+09:00,24010,832,927,0,0,2022-05-22 09:30:00,64710,0,,0,780,0,0,95.0,6122.54,21.0,薄曇
2022-05-22 10:00:00+09:00,38940,1329,1465,0,0,2022-05-22 10:00:00,54251,0,,0,58,0,0,82.0,7679.43,21.0,薄曇
2022-05-22 10:30:00+09:00,33270,1199,1313,0,0,2022-05-22 10:30:00,55947,0,,0,237,0,201,84.0,8369.86,21.0,薄曇
2022-05-22 11:00:00+09:00,30910,1149,1244,0,0,2022-05-22 11:00:00,55687,0,,0,410,0,221,82.0,8985.39,10.0,晴れ
2022-05-22 11:30:00+09:00,31700,1152,1267,0,0,2022-05-22 11:30:00,55665,0,,0,336,0,263,78.0,9004.81,10.0,晴れ
2022-05-22 12:00:00+09:00,40340,1397,1535,0,0,2022-05-22 12:00:00,51101,0,,0,72,0,182,25.0,8901.86,10.0,晴れ
2022-05-22 12:30:00+09:00,40220,1354,1485,0,0,2022-05-22 12:30:00,48261,0,,0,38,0,137,10.0,9243.02,10.0,晴れ
2022-05-22 13:00:00+09:00,37290,1249,1376,0,0,2022-05-22 13:00:00,43510,0,,0,72,0,194,3.0,9454.52,10.0,晴れ
2022-05-22 13:30:00+09:00,23840,787,886,0,0,2022-05-22 13:30:00,63827,0,,0,43,0,542,12.0,9136.41,10.0,晴れ
2022-05-22 14:00:00+09:00,38390,1277,1421,0,0,2022-05-22 14:00:00,47720,0,,0,41,0,37,14.0,8681.5,10.0,晴れ
2022-05-22 14:30:00+09:00,26250,865,970,0,0,2022-05-22 14:30:00,58363,0,,0,449,0,33,14.0,7900.43,10.0,晴れ
2022-05-22 15:00:00+09:00,21310,703,799,0,0,2022-05-22 15:00:00,62555,0,,0,83,0,33,14.0,7042.12,10.0,晴れ
2022-05-22 15:30:00+09:00,18310,605,695,0,0,2022-05-22 15:30:00,69530,0,,0,34,0,33,16.0,5863.08,10.0,晴れ
2022-05-22 16:00:00+09:00,16040,535,622,0,0,2022-05-22 16:00:00,68258,0,,0,32,0,32,18.0,4722.29,21.0,薄曇
2022-05-22 16:30:00+09:00,4450,156,183,0,0,2022-05-22 16:30:00,83125,0,,0,32,0,33,23.0,3787.18,21.0,薄曇
2022-05-22 17:00:00+09:00,3410,120,140,0,0,2022-05-22 17:00:00,83918,0,,0,32,0,33,28.0,2862.16,21.0,薄曇
2022-05-22 17:30:00+09:00,1620,61,72,0,0,2022-05-22 17:30:00,77350,0,,0,32,0,32,32.0,1927.8,21.0,薄曇
2022-05-22 18:00:00+09:00,110,15,17,0,0,2022-05-22 18:00:00,80507,0,,0,32,0,33,35.0,1062.43,21.0,薄曇
2022-05-22 18:30:00+09:00,0,0,1,0,0,2022-05-22 18:30:00,82148,0,,0,32,0,33,44.0,278.02,21.0,薄曇
2022-05-22 19:00:00+09:00,0,0,0,0,0,2022-05-22 19:00:00,78103,0,,0,32,0,32,52.0,0.0,21.0,薄曇
2022-05-22 19:30:00+09:00,0,0,0,0,0,2022-05-22 19:30:00,83253,0,,0,31,0,33,54.0,0.0,22.0,くもり
2022-05-22 20:00:00+09:00,0,0,0,0,0,2022-05-22 20:00:00,74903,0,,0,32,0,32,57.0,0.0,22.0,くもり
2022-05-22 20:30:00+09:00,0,0,0,0,0,2022-05-22 20:30:00,72548,0,,0,32,0,33,50.0,0.0,22.0,くもり
2022-05-22 21:00:00+09:00,0,0,0,0,0,2022-05-22 21:00:00,70686,0,,0,31,0,32,43.0,0.0,22.0,くもり
2022-05-22 21:30:00+09:00,0,0,0,0,0,2022-05-22 21:30:00,65949,0,,0,32,0,33,44.0,0.0,22.0,くもり
2022-05-22 22:00:00+09:00,0,0,0,0,0,2022-05-22 22:00:00,47472,0,,885,1,893,1,46.0,0.0,22.0,くもり
2022-05-22 22:30:00+09:00,0,0,0,0,0,2022-05-22 22:30:00,46935,0,,921,0,928,0,47.0,0.0,22.0,くもり
2022-05-22 23:00:00+09:00,0,0,0,0,0,2022-05-22 23:00:00,42482,0,,919,0,423,0,48.0,0.0,22.0,くもり
2022-05-22 23:30:00+09:00,0,0,0,0,0,2022-05-22 23:30:00,36891,0,,298,0,0,0,50.0,0.0,22.0,くもり
2022-05-23 00:00:00+09:00,0,0,0,0,0,2022-05-23 00:00:00,38974,0,,0,0,0,0,100.0,0.0,22.0,くもり
2022-05-23 00:30:00+09:00,0,0,0,0,0,2022-05-23 00:30:00,38739,0,,0,0,0,0,99.0,0.0,22.0,くもり
2022-05-23 01:00:00+09:00,0,0,0,0,0,2022-05-23 01:00:00,36299,0,,0,0,0,0,100.0,0.0,22.0,くもり
2022-05-23 01:30:00+09:00,0,0,0,0,0,2022-05-23 01:30:00,38239,0,,0,0,0,0,100.0,0.0,22.0,くもり
2022-05-23 02:00:00+09:00,0,0,0,0,0,2022-05-23 02:00:00,38448,0,,0,0,0,0,100.0,0.0,31.0,少雨
2022-05-23 02:30:00+09:00,0,0,0,0,0,2022-05-23 02:30:00,34668,0,,0,0,0,0,88.0,0.0,31.0,少雨
2022-05-23 03:00:00+09:00,0,0,0,0,0,2022-05-23 03:00:00,35739,0,,0,0,0,0,96.0,0.0,31.0,少雨
2022-05-23 03:30:00+09:00,0,0,0,0,0,2022-05-23 03:30:00,35888,0,,0,0,0,0,9.0,0.0,22.0,くもり
2022-05-23 04:00:00+09:00,0,0,0,0,0,2022-05-23 04:00:00,33736,0,,0,0,0,0,17.0,0.0,22.0,くもり
2022-05-23 04:30:00+09:00,0,0,0,0,0,2022-05-23 04:30:00,39118,0,,0,0,0,0,64.0,0.0,22.0,くもり
2022-05-23 05:00:00+09:00,260,22,23,0,0,2022-05-23 05:00:00,39082,0,,0,0,0,0,66.0,259.78,22.0,くもり
2022-05-23 05:30:00+09:00,2260,86,96,0,0,2022-05-23 05:30:00,40699,0,,0,0,0,0,90.0,585.6,22.0,くもり
2022-05-23 06:00:00+09:00,4890,178,194,0,0,2022-05-23 06:00:00,41813,0,,0,0,0,0,94.0,913.09,22.0,くもり
2022-05-23 06:30:00+09:00,5880,213,232,0,0,2022-05-23 06:30:00,43364,0,,0,0,0,0,92.0,1236.65,22.0,くもり
2022-05-23 07:00:00+09:00,5170,188,205,0,0,2022-05-23 07:00:00,68596,0,,0,0,0,0,58.0,1840.48,22.0,くもり
2022-05-23 07:30:00+09:00,5240,187,207,0,0,2022-05-23 07:30:00,67070,0,,0,0,0,0,52.0,5552.31,10.0,晴れ
2022-05-23 08:00:00+09:00,5070,178,200,0,0,2022-05-23 08:00:00,70714,0,,0,0,0,0,32.0,7300.14,10.0,晴れ
2022-05-23 08:30:00+09:00,14000,474,533,0,0,2022-05-23 08:30:00,63292,0,,0,0,0,0,8.0,8172.78,10.0,晴れ
2022-05-23 09:00:00+09:00,28460,975,1081,0,0,2022-05-23 09:00:00,52493,0,,0,0,0,0,2.0,8901.6,10.0,晴れ
2022-05-23 09:30:00+09:00,41110,1370,1511,0,0,2022-05-23 09:30:00,44416,0,,0,27,0,27,0.0,9385.58,10.0,晴れ
2022-05-23 10:00:00+09:00,43290,1453,1595,0,0,2022-05-23 10:00:00,42358,0,,0,26,0,27,0.0,9728.57,10.0,晴れ
2022-05-23 10:30:00+09:00,38380,1346,1478,0,0,2022-05-23 10:30:00,52168,0,,0,239,0,73,1.0,9916.74,10.0,晴れ
2022-05-23 11:00:00+09:00,26870,961,1060,0,0,2022-05-23 11:00:00,60685,0,,0,395,0,294,0.0,9951.94,10.0,晴れ
2022-05-23 11:30:00+09:00,35200,1280,1399,0,0,2022-05-23 11:30:00,56318,0,,0,330,0,34,0.0,10240.28,10.0,晴れ
2022-05-23 12:00:00+09:00,36860,1310,1435,0,0,2022-05-23 12:00:00,50956,0,,0,157,0,223,1.0,10393.73,10.0,晴れ
2022-05-23 12:30:00+09:00,34070,1214,1329,0,0,2022-05-23 12:30:00,55622,0,,0,137,0,305,2.0,10337.1,10.0,晴れ
2022-05-23 13:00:00+09:00,22450,774,864,0,0,2022-05-23 13:00:00,60149,0,,0,53,0,57,2.0,10137.1,10.0,晴れ
2022-05-23 13:30:00+09:00,15550,531,599,0,0,2022-05-23 13:30:00,70129,0,,0,36,0,33,4.0,9801.76,10.0,晴れ
2022-05-23 14:00:00+09:00,34090,1124,1252,0,0,2022-05-23 14:00:00,50112,0,,0,37,0,33,4.0,9326.62,10.0,晴れ
2022-05-23 14:30:00+09:00,26630,880,992,0,0,2022-05-23 14:30:00,58581,0,,0,40,0,34,4.0,8645.12,10.0,晴れ
