,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name
2022-03-07 10:30:00+09:00,24300,96160,2022-03-07 10:30:00,0,72734,,,,,
2022-03-07 11:00:00+09:00,24520,96770,2022-03-07 11:00:00,0,75868,,,,,
2022-03-07 11:30:00+09:00,24570,97750,2022-03-07 11:30:00,0,76770,,,,,
2022-03-07 12:00:00+09:00,24620,97570,2022-03-07 12:00:00,0,77014,,,,,
2022-03-07 12:30:00+09:00,22100,85460,2022-03-07 12:30:00,0,64340,,,,,
2022-03-07 13:00:00+09:00,20780,79950,2022-03-07 13:00:00,0,57462,,,,,
2022-03-07 13:30:00+09:00,15610,59990,2022-03-07 13:30:00,0,35857,,,,,
2022-03-07 14:00:00+09:00,12870,49250,2022-03-07 14:00:00,0,20255,,,,,
2022-03-07 14:30:00+09:00,11100,42330,2022-03-07 14:30:00,0,12558,,,,,
2022-03-07 15:00:00+09:00,9380,35450,2022-03-07 15:00:00,696,3527,,,,,
2022-03-07 15:30:00+09:00,8070,30090,2022-03-07 15:30:00,2954,1317,,,,,
2022-03-07 16:00:00+09:00,6220,22740,2022-03-07 16:00:00,13027,0,,,,,
2022-03-07 16:30:00+09:00,4020,14110,2022-03-07 16:30:00,25377,0,,,,,
2022-03-07 17:00:00+09:00,1690,5230,2022-03-07 17:00:00,36065,0,,,,,
2022-03-07 17:30:00+09:00,220,250,2022-03-07 17:30:00,47722,0,,,,,
2022-03-07 18:00:00+09:00,0,0,2022-03-07 18:00:00,48999,0,,,,,
2022-03-07 18:30:00+09:00,0,0,2022-03-07 18:30:00,45236,0,,,,,
2022-03-07 19:00:00+09:00,0,0,2022-03-07 19:00:00,13745,0,,,,,
2022-03-07 19:30:00+09:00,0,0,2022-03-07 19:30:00,2716,0,,,,,
2022-03-07 20:00:00+09:00,0,0,2022-03-07 20:00:00,2759,0,,,,,
2022-03-07 20:30:00+09:00,0,0,2022-03-07 20:30:00,2688,0,,,,,
2022-03-07 21:00:00+09:00,0,0,2022-03-07 21:00:00,2611,0,,,,,
2022-03-07 21:30:00+09:00,0,0,2022-03-07 21:30:00,2616,0,,,,,
2022-03-07 22:00:00+09:00,0,0,2022-03-07 22:00:00,2637,0,,,,,
2022-03-07 22:30:00+09:00,0,0,2022-03-07 22:30:00,2618,0,,,,,
2022-03-07 23:00:00+09:00,0,0,2022-03-07 23:00:00,2635,0,,,,,
2022-03-07 23:30:00+09:00,0,0,2022-03-07 23:30:00,2638,0,,,,,
2022-03-08 00:00:00+09:00,0,0,2022-03-08 00:00:00,2723,0,,,,,
2022-03-08 00:30:00+09:00,0,0,2022-03-08 00:30:00,2680,0,,,,,
2022-03-08 01:00:00+09:00,0,0,2022-03-08 01:00:00,2673,0,,,,,
2022-03-08 01:30:00+09:00,0,0,2022-03-08 01:30:00,2671,0,,,,,
2022-03-08 02:00:00+09:00,0,0,2022-03-08 02:00:00,2652,0,,,,,
2022-03-08 02:30:00+09:00,0,0,2022-03-08 02:30:00,2629,0,,,,,
2022-03-08 03:00:00+09:00,0,0,2022-03-08 03:00:00,2638,0,,,,,
2022-03-08 03:30:00+09:00,0,0,2022-03-08 03:30:00,2613,0,,,,,
2022-03-08 04:00:00+09:00,0,0,2022-03-08 04:00:00,2638,0,,,,,
2022-03-08 04:30:00+09:00,0,0,2022-03-08 04:30:00,2621,0,,,,,
2022-03-08 05:00:00+09:00,0,0,2022-03-08 05:00:00,2698,0,,,,,
2022-03-08 05:30:00+09:00,0,0,2022-03-08 05:30:00,2633,0,,,,,
2022-03-08 06:00:00+09:00,100,0,2022-03-08 06:00:00,3756,0,,,,,
2022-03-08 06:30:00+09:00,1300,4780,2022-03-08 06:30:00,3227,389,,,,,
2022-03-08 07:00:00+09:00,4040,16370,2022-03-08 07:00:00,0,8791,,,,,
2022-03-08 07:30:00+09:00,7390,30580,2022-03-08 07:30:00,0,25705,,,,,
2022-03-08 08:00:00+09:00,10870,44540,2022-03-08 08:00:00,0,42778,,,,,
2022-03-08 08:30:00+09:00,14390,58080,2022-03-08 08:30:00,0,50232,,,,,
2022-03-08 09:00:00+09:00,17090,68560,2022-03-08 09:00:00,0,17693,,,,,
2022-03-08 09:30:00+09:00,19320,77060,2022-03-08 09:30:00,0,45107,,,,,
2022-03-08 10:00:00+09:00,21380,84860,2022-03-08 10:00:00,0,59973,,,,,
2022-03-08 10:30:00+09:00,21000,82230,2022-03-08 10:30:00,0,58823,,,,,
2022-03-08 11:00:00+09:00,23670,93200,2022-03-08 11:00:00,0,72718,,,,,
2022-03-08 11:30:00+09:00,20470,80280,2022-03-08 11:30:00,0,58353,,,,,
2022-03-08 12:00:00+09:00,22120,86450,2022-03-08 12:00:00,0,67038,,,,,
2022-03-08 12:30:00+09:00,23110,90350,2022-03-08 12:30:00,0,73104,,,,,
2022-03-08 13:00:00+09:00,23700,92450,2022-03-08 13:00:00,0,78032,,,,,
2022-03-08 13:30:00+09:00,22930,88800,2022-03-08 13:30:00,0,72755,,,,,
2022-03-08 14:00:00+09:00,21250,80580,2022-03-08 14:00:00,0,64806,,,,,
2022-03-08 14:30:00+09:00,19210,72380,2022-03-08 14:30:00,0,54555,,,,,
2022-03-08 15:00:00+09:00,16310,60160,2022-03-08 15:00:00,0,41393,,,,,
2022-03-08 15:30:00+09:00,12900,46830,2022-03-08 15:30:00,0,23370,,,,,
2022-03-08 16:00:00+09:00,9340,32830,2022-03-08 16:00:00,1722,5719,,,,,
2022-03-08 16:30:00+09:00,5390,17600,2022-03-08 16:30:00,14857,0,,,,,
2022-03-08 17:00:00+09:00,2400,6630,2022-03-08 17:00:00,31020,0,,,,,
2022-03-08 17:30:00+09:00,410,560,2022-03-08 17:30:00,43831,0,,,,,
2022-03-08 18:00:00+09:00,0,0,2022-03-08 18:00:00,44110,0,,,,,
2022-03-08 18:30:00+09:00,0,0,2022-03-08 18:30:00,46411,0,,,,,
2022-03-08 19:00:00+09:00,0,0,2022-03-08 19:00:00,22382,0,,,,,
2022-03-08 19:30:00+09:00,0,0,2022-03-08 19:30:00,3206,0,,,,,
2022-03-08 20:00:00+09:00,0,0,2022-03-08 20:00:00,2682,0,,,,,
2022-03-08 20:30:00+09:00,0,0,2022-03-08 20:30:00,2632,0,,,,,
2022-03-08 21:00:00+09:00,0,0,2022-03-08 21:00:00,2648,0,,,,,
2022-03-08 21:30:00+09:00,0,0,2022-03-08 21:30:00,2647,0,,,,,
2022-03-08 22:00:00+09:00,0,0,2022-03-08 22:00:00,2652,0,,,,,
2022-03-08 22:30:00+09:00,0,0,2022-03-08 22:30:00,2711,0,,,,,
2022-03-08 23:00:00+09:00,0,0,2022-03-08 23:00:00,2698,0,,,,,
2022-03-08 23:30:00+09:00,0,0,2022-03-08 23:30:00,2647,0,,,,,
2022-03-09 00:00:00+09:00,0,0,2022-03-09 00:00:00,2729,0,,,,,
2022-03-09 00:30:00+09:00,0,0,2022-03-09 00:30:00,2711,0,,,,,
2022-03-09 01:00:00+09:00,0,0,2022-03-09 01:00:00,2725,0,,,,,
2022-03-09 01:30:00+09:00,0,0,2022-03-09 01:30:00,2687,0,,,,,
2022-03-09 02:00:00+09:00,0,0,2022-03-09 02:00:00,2675,0,,,,,
2022-03-09 02:30:00+09:00,0,0,2022-03-09 02:30:00,2661,0,,,,,
2022-03-09 03:00:00+09:00,0,0,2022-03-09 03:00:00,2636,0,,,,,
2022-03-09 03:30:00+09:00,0,0,2022-03-09 03:30:00,2194,0,,,,,
2022-03-09 04:00:00+09:00,0,0,2022-03-09 04:00:00,2639,0,,,,,
2022-03-09 04:30:00+09:00,0,0,2022-03-09 04:30:00,2618,0,,,,,
2022-03-09 05:00:00+09:00,0,0,2022-03-09 05:00:00,2715,0,,,,,
2022-03-09 05:30:00+09:00,0,0,2022-03-09 05:30:00,2672,0,,,,,
2022-03-09 06:00:00+09:00,130,0,2022-03-09 06:00:00,2781,0,,,,,
2022-03-09 06:30:00+09:00,1300,5280,2022-03-09 06:30:00,4870,0,,,,,
2022-03-09 07:00:00+09:00,4520,18120,2022-03-09 07:00:00,128,10711,,,,,
2022-03-09 07:30:00+09:00,6850,27250,2022-03-09 07:30:00,0,21940,,,,,
2022-03-09 08:00:00+09:00,10350,41220,2022-03-09 08:00:00,0,39162,,,,,
2022-03-09 08:30:00+09:00,15800,63300,2022-03-09 08:30:00,0,63888,,,,,
2022-03-09 09:00:00+09:00,17070,67870,2022-03-09 09:00:00,20,19715,,,,,
2022-03-09 09:30:00+09:00,15660,61760,2022-03-09 09:30:00,0,28068,,,,,
2022-03-09 10:00:00+09:00,13790,53610,2022-03-09 10:00:00,0,22963,,,,,
2022-03-09 10:30:00+09:00,13310,51570,2022-03-09 10:30:00,0,22696,,,,,
2022-03-09 11:00:00+09:00,13150,51010,2022-03-09 11:00:00,0,21431,,,,,
2022-03-09 11:30:00+09:00,15980,62260,2022-03-09 11:30:00,0,37368,,,,,
2022-03-09 12:00:00+09:00,17600,67690,2022-03-09 12:00:00,0,44721,,,,,
2022-03-09 12:30:00+09:00,13480,52180,2022-03-09 12:30:00,0,26149,,,,,
2022-03-09 13:00:00+09:00,13100,50590,2022-03-09 13:00:00,0,24092,,,,,
2022-03-09 13:30:00+09:00,11590,44400,2022-03-09 13:30:00,0,17922,,,,,
2022-03-09 14:00:00+09:00,13040,49790,2022-03-09 14:00:00,0,24250,,,,,
2022-03-09 14:30:00+09:00,14770,55740,2022-03-09 14:30:00,548,32795,,,,,
2022-03-09 15:00:00+09:00,11160,41540,2022-03-09 15:00:00,190,15764,,,,,
2022-03-09 15:30:00+09:00,14200,52390,2022-03-09 15:30:00,0,28745,,,,,
2022-03-09 16:00:00+09:00,9560,33900,2022-03-09 16:00:00,752,7346,,,,,
2022-03-09 16:30:00+09:00,5670,18680,2022-03-09 16:30:00,13371,0,,,,,
2022-03-09 17:00:00+09:00,2440,6720,2022-03-09 17:00:00,29789,0,,,,,
2022-03-09 17:30:00+09:00,400,560,2022-03-09 17:30:00,38556,0,,,,,
2022-03-09 18:00:00+09:00,0,0,2022-03-09 18:00:00,45711,0,,,,,
2022-03-09 18:30:00+09:00,0,0,2022-03-09 18:30:00,44500,0,,,,,
2022-03-09 19:00:00+09:00,0,0,2022-03-09 19:00:00,15103,0,,,,,
2022-03-09 19:30:00+09:00,0,0,2022-03-09 19:30:00,2618,0,,,,,
2022-03-09 20:00:00+09:00,0,0,2022-03-09 20:00:00,2610,0,,,,,
2022-03-09 20:30:00+09:00,0,0,2022-03-09 20:30:00,2585,0,,,,,
2022-03-09 21:00:00+09:00,0,0,2022-03-09 21:00:00,2739,0,,,,,
2022-03-09 21:30:00+09:00,0,0,2022-03-09 21:30:00,2754,0,,,,,
2022-03-09 22:00:00+09:00,0,0,2022-03-09 22:00:00,2226,0,,,,,
2022-03-09 22:30:00+09:00,0,0,2022-03-09 22:30:00,2610,0,,,,,
2022-03-09 23:00:00+09:00,0,0,2022-03-09 23:00:00,2616,0,,,,,
2022-03-09 23:30:00+09:00,0,0,2022-03-09 23:30:00,2628,0,,,,,
2022-03-10 00:00:00+09:00,0,0,2022-03-10 00:00:00,2664,0,,,,,
2022-03-10 00:30:00+09:00,0,0,2022-03-10 00:30:00,2692,0,,,,,
2022-03-10 01:00:00+09:00,0,0,2022-03-10 01:00:00,2703,0,,,,,
2022-03-10 01:30:00+09:00,0,0,2022-03-10 01:30:00,2597,0,,,,,
2022-03-10 02:00:00+09:00,0,0,2022-03-10 02:00:00,2648,0,,,,,
2022-03-10 02:30:00+09:00,0,0,2022-03-10 02:30:00,2669,0,,,,,
2022-03-10 03:00:00+09:00,0,0,2022-03-10 03:00:00,2657,0,,,,,
2022-03-10 03:30:00+09:00,0,0,2022-03-10 03:30:00,2663,0,,,,,
2022-03-10 04:00:00+09:00,0,0,2022-03-10 04:00:00,2643,0,,,,,
2022-03-10 04:30:00+09:00,0,0,2022-03-10 04:30:00,2626,0,,,,,
2022-03-10 05:00:00+09:00,0,0,2022-03-10 05:00:00,2618,0,,,,,
2022-03-10 05:30:00+09:00,0,0,2022-03-10 05:30:00,2609,0,,,,,
2022-03-10 06:00:00+09:00,160,50,2022-03-10 06:00:00,3890,0,,,,,
2022-03-10 06:30:00+09:00,1650,7160,2022-03-10 06:30:00,3704,1113,,,,,
2022-03-10 07:00:00+09:00,4820,19300,2022-03-10 07:00:00,0,12499,,,,,
2022-03-10 07:30:00+09:00,6500,25850,2022-03-10 07:30:00,0,20450,,,,,
2022-03-10 08:00:00+09:00,8740,34340,2022-03-10 08:00:00,0,31041,,,,,
2022-03-10 08:30:00+09:00,14250,57140,2022-03-10 08:30:00,0,51861,,,,,
2022-03-10 09:00:00+09:00,15370,61560,2022-03-10 09:00:00,4452,16745,,,,,
2022-03-10 09:30:00+09:00,19160,76600,2022-03-10 09:30:00,0,48932,,,,,
2022-03-10 10:00:00+09:00,20160,79210,2022-03-10 10:00:00,0,56674,,,,,
2022-03-10 10:30:00+09:00,17430,68150,2022-03-10 10:30:00,0,44811,,,,,
2022-03-10 11:00:00+09:00,21430,84540,2022-03-10 11:00:00,0,65360,,,,,
2022-03-10 11:30:00+09:00,22680,88960,2022-03-10 11:30:00,0,71143,,,,,
2022-03-10 12:00:00+09:00,22960,89320,2022-03-10 12:00:00,0,72881,,,,,
2022-03-10 12:30:00+09:00,23340,90840,2022-03-10 12:30:00,0,78298,,,,,
2022-03-10 13:00:00+09:00,23410,89780,2022-03-10 13:00:00,0,76771,,,,,
2022-03-10 13:30:00+09:00,22960,88000,2022-03-10 13:30:00,0,74866,,,,,
2022-03-10 14:00:00+09:00,20940,80070,2022-03-10 14:00:00,0,67003,,,,,
2022-03-10 14:30:00+09:00,18730,70880,2022-03-10 14:30:00,0,56665,,,,,
2022-03-10 15:00:00+09:00,15960,59800,2022-03-10 15:00:00,0,43766,,,,,
2022-03-10 15:30:00+09:00,12700,46580,2022-03-10 15:30:00,0,26599,,,,,
2022-03-10 16:00:00+09:00,9250,32680,2022-03-10 16:00:00,733,10265,,,,,
2022-03-10 16:30:00+09:00,5790,19180,2022-03-10 16:30:00,7741,114,,,,,
2022-03-10 17:00:00+09:00,2500,7120,2022-03-10 17:00:00,26478,0,,,,,
2022-03-10 17:30:00+09:00,420,640,2022-03-10 17:30:00,38618,0,,,,,
2022-03-10 18:00:00+09:00,0,0,2022-03-10 18:00:00,41685,0,,,,,
2022-03-10 18:30:00+09:00,0,0,2022-03-10 18:30:00,39033,0,,,,,
2022-03-10 19:00:00+09:00,0,0,2022-03-10 19:00:00,10731,0,,,,,
2022-03-10 19:30:00+09:00,0,0,2022-03-10 19:30:00,3488,0,,,,,
2022-03-10 20:00:00+09:00,0,0,2022-03-10 20:00:00,2506,0,,,,,
2022-03-10 20:30:00+09:00,0,0,2022-03-10 20:30:00,2542,0,,,,,
2022-03-10 21:00:00+09:00,0,0,2022-03-10 21:00:00,2555,0,,,,,
2022-03-10 21:30:00+09:00,0,0,2022-03-10 21:30:00,2565,0,,,,,
2022-03-10 22:00:00+09:00,0,0,2022-03-10 22:00:00,2606,0,,,,,
2022-03-10 22:30:00+09:00,0,0,2022-03-10 22:30:00,2586,0,,,,,
2022-03-10 23:00:00+09:00,0,0,2022-03-10 23:00:00,2595,0,,,,,
2022-03-10 23:30:00+09:00,0,0,2022-03-10 23:30:00,2727,0,,,,,
2022-03-11 00:00:00+09:00,0,0,2022-03-11 00:00:00,2662,0,,,,,
2022-03-11 00:30:00+09:00,0,0,2022-03-11 00:30:00,2618,0,,,,,
2022-03-11 01:00:00+09:00,0,0,2022-03-11 01:00:00,2619,0,,,,,
2022-03-11 01:30:00+09:00,0,0,2022-03-11 01:30:00,2617,0,,,,,
2022-03-11 02:00:00+09:00,0,0,2022-03-11 02:00:00,2640,0,,,,,
2022-03-11 02:30:00+09:00,0,0,2022-03-11 02:30:00,2558,0,,,,,
2022-03-11 03:00:00+09:00,0,0,2022-03-11 03:00:00,2578,0,,,,,
2022-03-11 03:30:00+09:00,0,0,2022-03-11 03:30:00,2572,0,,,,,
2022-03-11 04:00:00+09:00,0,0,2022-03-11 04:00:00,2568,0,,,,,
2022-03-11 04:30:00+09:00,0,0,2022-03-11 04:30:00,2551,0,,,,,
2022-03-11 05:00:00+09:00,0,0,2022-03-11 05:00:00,2675,0,,,,,
2022-03-11 05:30:00+09:00,0,0,2022-03-11 05:30:00,2607,0,,,,,
2022-03-11 06:00:00+09:00,210,200,2022-03-11 06:00:00,4240,0,,,,,
2022-03-11 06:30:00+09:00,1410,6900,2022-03-11 06:30:00,3857,451,,,,,
2022-03-11 07:00:00+09:00,3980,16510,2022-03-11 07:00:00,0,8685,,,,,
2022-03-11 07:30:00+09:00,7310,29850,2022-03-11 07:30:00,0,25114,,,,,
2022-03-11 08:00:00+09:00,10880,44200,2022-03-11 08:00:00,0,42745,,,,,
2022-03-11 08:30:00+09:00,13980,56600,2022-03-11 08:30:00,0,51754,,,,,
2022-03-11 09:00:00+09:00,17310,69800,2022-03-11 09:00:00,0,36499,,,,,
2022-03-11 09:30:00+09:00,19680,78830,2022-03-11 09:30:00,0,55321,,,,,
2022-03-11 10:00:00+09:00,21720,86690,2022-03-11 10:00:00,0,68529,,,,,
2022-03-11 10:30:00+09:00,22990,91150,2022-03-11 10:30:00,0,75560,,,,,
2022-03-11 11:00:00+09:00,23540,92920,2022-03-11 11:00:00,0,78432,,,,,
2022-03-11 11:30:00+09:00,24110,94880,2022-03-11 11:30:00,0,81461,,,,,
2022-03-11 12:00:00+09:00,24200,94950,2022-03-11 12:00:00,0,82077,,,,,
2022-03-11 12:30:00+09:00,24060,93550,2022-03-11 12:30:00,0,82271,,,,,
2022-03-11 13:00:00+09:00,23220,89080,2022-03-11 13:00:00,0,77024,,,,,
2022-03-11 13:30:00+09:00,20390,77970,2022-03-11 13:30:00,0,63785,,,,,
2022-03-11 14:00:00+09:00,19940,75750,2022-03-11 14:00:00,0,61925,,,,,
2022-03-11 14:30:00+09:00,17970,67950,2022-03-11 14:30:00,0,52268,,,,,
2022-03-11 15:00:00+09:00,15480,57890,2022-03-11 15:00:00,0,39909,,,,,
2022-03-11 15:30:00+09:00,11500,41990,2022-03-11 15:30:00,0,21342,,,,,
2022-03-11 16:00:00+09:00,8530,30470,2022-03-11 16:00:00,244,7037,,,,,
2022-03-11 16:30:00+09:00,5210,17630,2022-03-11 16:30:00,10346,0,,,,,
2022-03-11 17:00:00+09:00,2010,5890,2022-03-11 17:00:00,25713,0,,,,,
2022-03-11 17:30:00+09:00,340,410,2022-03-11 17:30:00,32967,0,,,,,
2022-03-11 18:00:00+09:00,0,0,2022-03-11 18:00:00,34645,0,,,,,
2022-03-11 18:30:00+09:00,0,0,2022-03-11 18:30:00,33776,0,,,,,
2022-03-11 19:00:00+09:00,0,0,2022-03-11 19:00:00,15492,0,,,,,
2022-03-11 19:30:00+09:00,0,0,2022-03-11 19:30:00,2540,0,,,,,
2022-03-11 20:00:00+09:00,0,0,2022-03-11 20:00:00,2500,0,,,,,
2022-03-11 20:30:00+09:00,0,0,2022-03-11 20:30:00,2552,0,,,,,
2022-03-11 21:00:00+09:00,0,0,2022-03-11 21:00:00,2451,0,,,,,
2022-03-11 21:30:00+09:00,0,0,2022-03-11 21:30:00,2500,0,,,,,
2022-03-11 22:00:00+09:00,0,0,2022-03-11 22:00:00,2483,0,,,,,
2022-03-11 22:30:00+09:00,0,0,2022-03-11 22:30:00,2470,0,,,,,
2022-03-11 23:00:00+09:00,0,0,2022-03-11 23:00:00,2649,0,,,,,
2022-03-11 23:30:00+09:00,0,0,2022-03-11 23:30:00,2668,0,,,,,
2022-03-12 00:00:00+09:00,0,0,2022-03-12 00:00:00,2602,0,,,,,
2022-03-12 00:30:00+09:00,0,0,2022-03-12 00:30:00,2695,0,,,,,
2022-03-12 01:00:00+09:00,0,0,2022-03-12 01:00:00,2622,0,,,,,
2022-03-12 01:30:00+09:00,0,0,2022-03-12 01:30:00,2677,0,,,,,
2022-03-12 02:00:00+09:00,0,0,2022-03-12 02:00:00,2622,0,,,,,
2022-03-12 02:30:00+09:00,0,0,2022-03-12 02:30:00,2648,0,,,,,
2022-03-12 03:00:00+09:00,0,0,2022-03-12 03:00:00,2590,0,,,,,
2022-03-12 03:30:00+09:00,0,0,2022-03-12 03:30:00,2591,0,,,,,
2022-03-12 04:00:00+09:00,0,0,2022-03-12 04:00:00,2630,0,,,,,
2022-03-12 04:30:00+09:00,0,0,2022-03-12 04:30:00,2606,0,,,,,
2022-03-12 05:00:00+09:00,0,0,2022-03-12 05:00:00,2679,0,,,,,
2022-03-12 05:30:00+09:00,0,0,2022-03-12 05:30:00,2613,0,,,,,
2022-03-12 06:00:00+09:00,160,40,2022-03-12 06:00:00,4502,0,,,,,
2022-03-12 06:30:00+09:00,1120,4990,2022-03-12 06:30:00,5121,0,,,,,
2022-03-12 07:00:00+09:00,3570,15040,2022-03-12 07:00:00,47,7335,,,,,
2022-03-12 07:30:00+09:00,6910,27920,2022-03-12 07:30:00,0,23223,,,,,
2022-03-12 08:00:00+09:00,10600,43060,2022-03-12 08:00:00,0,41679,,,,,
2022-03-12 08:30:00+09:00,13600,54950,2022-03-12 08:30:00,0,49201,,,,,
2022-03-12 09:00:00+09:00,16570,66700,2022-03-12 09:00:00,0,29208,,,,,
2022-03-12 09:30:00+09:00,17860,71410,2022-03-12 09:30:00,0,51256,,,,,
2022-03-12 10:00:00+09:00,21010,83510,2022-03-12 10:00:00,0,66512,,,,,
2022-03-12 10:30:00+09:00,22540,89310,2022-03-12 10:30:00,0,83258,,,,,
2022-03-12 11:00:00+09:00,23400,92000,2022-03-12 11:00:00,0,89416,,,,,
2022-03-12 11:30:00+09:00,23790,93210,2022-03-12 11:30:00,0,91202,,,,,
2022-03-12 12:00:00+09:00,23800,93320,2022-03-12 12:00:00,0,90870,,,,,
2022-03-12 12:30:00+09:00,23820,92920,2022-03-12 12:30:00,0,90445,,,,,
2022-03-12 13:00:00+09:00,22400,86350,2022-03-12 13:00:00,0,82655,,,,,
2022-03-12 13:30:00+09:00,22570,87080,2022-03-12 13:30:00,0,83920,,,,,
2022-03-12 14:00:00+09:00,20800,79450,2022-03-12 14:00:00,0,74938,,,,,
2022-03-12 14:30:00+09:00,18180,68650,2022-03-12 14:30:00,0,61890,,,,,
2022-03-12 15:00:00+09:00,15450,57660,2022-03-12 15:00:00,0,48505,,,,,
2022-03-12 15:30:00+09:00,12220,44850,2022-03-12 15:30:00,0,32767,,,,,
2022-03-12 16:00:00+09:00,8830,31400,2022-03-12 16:00:00,0,15660,,,,,
2022-03-12 16:30:00+09:00,5430,18240,2022-03-12 16:30:00,2681,1531,,,,,
2022-03-12 17:00:00+09:00,2210,6600,2022-03-12 17:00:00,20564,0,,,,,
2022-03-12 17:30:00+09:00,440,690,2022-03-12 17:30:00,29037,0,,,,,
2022-03-12 18:00:00+09:00,0,0,2022-03-12 18:00:00,30221,0,,,,,
2022-03-12 18:30:00+09:00,0,0,2022-03-12 18:30:00,30057,0,,,,,
2022-03-12 19:00:00+09:00,0,0,2022-03-12 19:00:00,15055,0,,,,,
2022-03-12 19:30:00+09:00,0,0,2022-03-12 19:30:00,3816,0,,,,,
2022-03-12 20:00:00+09:00,0,0,2022-03-12 20:00:00,2692,0,,,,,
2022-03-12 20:30:00+09:00,0,0,2022-03-12 20:30:00,2705,0,,,,,
2022-03-12 21:00:00+09:00,0,0,2022-03-12 21:00:00,2663,0,,,,,
2022-03-12 21:30:00+09:00,0,0,2022-03-12 21:30:00,2626,0,,,,,
2022-03-12 22:00:00+09:00,0,0,2022-03-12 22:00:00,2598,0,,,,,
2022-03-12 22:30:00+09:00,0,0,2022-03-12 22:30:00,2713,0,,,,,
2022-03-12 23:00:00+09:00,0,0,2022-03-12 23:00:00,2632,0,,,,,
2022-03-12 23:30:00+09:00,0,0,2022-03-12 23:30:00,2642,0,,,,,
2022-03-13 00:00:00+09:00,0,0,2022-03-13 00:00:00,2605,0,,,,,
2022-03-13 00:30:00+09:00,0,0,2022-03-13 00:30:00,2529,0,,,,,
2022-03-13 01:00:00+09:00,0,0,2022-03-13 01:00:00,2529,0,,,,,
2022-03-13 01:30:00+09:00,0,0,2022-03-13 01:30:00,2507,0,,,,,
2022-03-13 02:00:00+09:00,0,0,2022-03-13 02:00:00,2571,0,,,,,
2022-03-13 02:30:00+09:00,0,0,2022-03-13 02:30:00,2669,0,,,,,
2022-03-13 03:00:00+09:00,0,0,2022-03-13 03:00:00,2481,0,,,,,
2022-03-13 03:30:00+09:00,0,0,2022-03-13 03:30:00,2536,0,,,,,
2022-03-13 04:00:00+09:00,0,0,2022-03-13 04:00:00,2529,0,,,,,
2022-03-13 04:30:00+09:00,0,0,2022-03-13 04:30:00,2566,0,,,,,
2022-03-13 05:00:00+09:00,0,0,2022-03-13 05:00:00,2714,0,,,,,
2022-03-13 05:30:00+09:00,0,0,2022-03-13 05:30:00,2667,0,,,,,
2022-03-13 06:00:00+09:00,130,20,2022-03-13 06:00:00,2596,0,,,,,
2022-03-13 06:30:00+09:00,1070,4310,2022-03-13 06:30:00,39,1261,,,,,
2022-03-13 07:00:00+09:00,2370,9470,2022-03-13 07:00:00,0,6038,,,,,
2022-03-13 07:30:00+09:00,3830,14120,2022-03-13 07:30:00,0,11903,,,,,
2022-03-13 08:00:00+09:00,6130,23250,2022-03-13 08:00:00,0,17344,,,,,
2022-03-13 08:30:00+09:00,9810,38760,2022-03-13 08:30:00,0,35055,,,,,
2022-03-13 09:00:00+09:00,16320,64840,2022-03-13 09:00:00,0,55696,,,,,
2022-03-13 09:30:00+09:00,18500,73520,2022-03-13 09:30:00,0,66333,,,,,
2022-03-13 10:00:00+09:00,14050,54960,2022-03-13 10:00:00,0,44266,,,,,
2022-03-13 10:30:00+09:00,16360,63480,2022-03-13 10:30:00,0,54904,,,,,
2022-03-13 11:00:00+09:00,18300,71460,2022-03-13 11:00:00,0,64242,,,,,
2022-03-13 11:30:00+09:00,19380,75780,2022-03-13 11:30:00,0,69503,,,,,
2022-03-13 12:00:00+09:00,18840,73370,2022-03-13 12:00:00,0,66101,,,,,
2022-03-13 12:30:00+09:00,17710,68910,2022-03-13 12:30:00,0,60874,,,,,
2022-03-13 13:00:00+09:00,15180,58760,2022-03-13 13:00:00,0,48783,,,,,
2022-03-13 13:30:00+09:00,16650,64280,2022-03-13 13:30:00,0,55855,,,,,
2022-03-13 14:00:00+09:00,14260,54730,2022-03-13 14:00:00,0,44158,,,,,
2022-03-13 14:30:00+09:00,10280,39230,2022-03-13 14:30:00,0,25267,,,,,
2022-03-13 15:00:00+09:00,6120,22940,2022-03-13 15:00:00,136,5344,,,,,
2022-03-13 15:30:00+09:00,5220,19280,2022-03-13 15:30:00,2069,2967,,,,,
2022-03-13 16:00:00+09:00,5880,21360,2022-03-13 16:00:00,852,4356,,,,,
2022-03-13 16:30:00+09:00,3600,12680,2022-03-13 16:30:00,8424,0,,,,,
2022-03-13 17:00:00+09:00,1340,4010,2022-03-13 17:00:00,22305,0,,,,,
2022-03-13 17:30:00+09:00,170,90,2022-03-13 17:30:00,29929,0,,,,,
2022-03-13 18:00:00+09:00,0,0,2022-03-13 18:00:00,30098,0,,,,,
2022-03-13 18:30:00+09:00,0,0,2022-03-13 18:30:00,29662,0,,,,,
2022-03-13 19:00:00+09:00,0,0,2022-03-13 19:00:00,22259,0,,,,,
2022-03-13 19:30:00+09:00,0,0,2022-03-13 19:30:00,2605,0,,,,,
2022-03-13 20:00:00+09:00,0,0,2022-03-13 20:00:00,2494,0,,,,,
2022-03-13 20:30:00+09:00,0,0,2022-03-13 20:30:00,2498,0,,,,,
