,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-03-01 00:00:00+09:00,0,0,0,0,0,1/3/2022 0:00,34618,0,,,,,,,,,,34618,0,
2022-03-01 00:30:00+09:00,0,0,0,0,0,1/3/2022 0:30,33863,0,,,,,,,,,,33863,0,
2022-03-01 01:00:00+09:00,0,0,0,0,0,1/3/2022 1:00,32030,0,,,,,,,,,,32030,0,
2022-03-01 01:30:00+09:00,0,0,0,0,0,1/3/2022 1:30,32155,0,,,,,,,,,,32155,0,
2022-03-01 02:00:00+09:00,0,0,0,0,0,1/3/2022 2:00,30584,0,,,,,,,,,,30584,0,
2022-03-01 02:30:00+09:00,0,0,0,0,0,1/3/2022 2:30,30026,0,,,,,,,,,,30026,0,
2022-03-01 03:00:00+09:00,0,0,0,0,0,1/3/2022 3:00,29734,0,,,,,,,,,,29734,0,
2022-03-01 03:30:00+09:00,0,0,0,0,0,1/3/2022 3:30,30021,0,,,,,,,,,,30021,0,
2022-03-01 04:00:00+09:00,0,0,0,0,0,1/3/2022 4:00,28664,0,,,,,,,,,,28664,0,
2022-03-01 04:30:00+09:00,0,0,0,0,0,1/3/2022 4:30,32344,0,,,,,,,,,,32344,0,
2022-03-01 05:00:00+09:00,0,0,0,0,0,1/3/2022 5:00,31200,0,,,,,,,,,,31200,0,
2022-03-01 05:30:00+09:00,0,0,0,0,0,1/3/2022 5:30,35629,0,,,,,,,,,,35629,0,
2022-03-01 06:00:00+09:00,0,3,5,0,0,1/3/2022 6:00,47328,0,,,,,,,,,,47328,8,
2022-03-01 06:30:00+09:00,980,43,54,0,0,1/3/2022 6:30,50345,0,,,,,,,,,,50345,1077,
2022-03-01 07:00:00+09:00,5740,100,195,0,0,1/3/2022 7:00,57413,0,,,,,,,,,,57413,6035,
2022-03-01 07:30:00+09:00,10470,286,343,0,0,1/3/2022 7:30,69781,0,,,,,,,,,,69781,11099,
2022-03-01 08:00:00+09:00,14140,470,504,0,0,1/3/2022 8:00,59954,0,,,,,,,,,,59954,15114,
2022-03-01 08:30:00+09:00,14180,450,512,0,0,1/3/2022 8:30,58744,0,,,,,,,,,,58744,15142,
2022-03-01 09:00:00+09:00,19570,673,764,0,0,1/3/2022 9:00,54299,0,,,,,,,,,,54299,21007,
2022-03-01 09:30:00+09:00,15510,536,587,0,0,1/3/2022 9:30,62486,0,,,,,,,,,,62486,16633,
2022-03-01 10:00:00+09:00,31350,1088,1206,0,0,1/3/2022 10:00,41024,0,,,,,,,,,,41024,33644,
2022-03-01 10:30:00+09:00,35060,1205,1295,0,0,1/3/2022 10:30,43042,0,,,,,,,,,,43042,37560,
2022-03-01 11:00:00+09:00,27690,950,1033,0,0,1/3/2022 11:00,50045,0,,,,,,,,,,50045,29673,
2022-03-01 11:30:00+09:00,33690,1182,1287,0,0,1/3/2022 11:30,40614,0,,,,,,,,,,40614,36159,
2022-03-01 12:00:00+09:00,36840,1285,1389,0,0,1/3/2022 12:00,44253,0,,,,,,,,,,44253,39514,
2022-03-01 12:30:00+09:00,35940,1241,1341,0,0,1/3/2022 12:30,41142,0,,,,,,,,,,41142,38522,
2022-03-01 13:00:00+09:00,33910,1180,1281,0,0,1/3/2022 13:00,40087,0,,,,,,,,,,40087,36371,
2022-03-01 13:30:00+09:00,30840,1059,1148,0,0,1/3/2022 13:30,46914,0,,,,,,,,,,46914,33047,
2022-03-01 14:00:00+09:00,29440,1002,1100,0,0,1/3/2022 14:00,40286,0,,,,,,,,,,40286,31542,
2022-03-01 14:30:00+09:00,18130,620,690,0,0,1/3/2022 14:30,52062,0,,,,,,,,,,52062,19440,
2022-03-01 15:00:00+09:00,5780,209,227,0,0,1/3/2022 15:00,72483,0,,,,,,,,,,72483,6216,
2022-03-01 15:30:00+09:00,5270,188,208,0,0,1/3/2022 15:30,73602,0,,,,,,,,,,73602,5666,
2022-03-01 16:00:00+09:00,4060,155,163,0,0,1/3/2022 16:00,74614,0,,,,,,,,,,74614,4378,
2022-03-01 16:30:00+09:00,4060,144,155,0,0,1/3/2022 16:30,74835,0,,,,,,,,,,74835,4359,
2022-03-01 17:00:00+09:00,480,26,33,0,0,1/3/2022 17:00,75917,0,,,,,,,,,,75917,539,
2022-03-01 17:30:00+09:00,0,1,0,0,0,1/3/2022 17:30,77143,0,,,,,,,,,,77143,1,
2022-03-01 18:00:00+09:00,0,0,0,0,0,1/3/2022 18:00,77155,0,,,,,,,,,,77155,0,
2022-03-01 18:30:00+09:00,0,0,0,0,0,1/3/2022 18:30,78571,0,,,,,,,,,,78571,0,
2022-03-01 19:00:00+09:00,0,0,0,0,0,1/3/2022 19:00,74823,0,,,,,,,,,,74823,0,
2022-03-01 19:30:00+09:00,0,0,0,0,0,1/3/2022 19:30,76246,0,,,,,,,,,,76246,0,
2022-03-01 20:00:00+09:00,0,0,0,0,0,1/3/2022 20:00,73210,0,,,,,,,,,,73210,0,
2022-03-01 20:30:00+09:00,0,0,0,0,0,1/3/2022 20:30,70681,0,,,,,,,,,,70681,0,
2022-03-01 21:00:00+09:00,0,0,0,0,0,1/3/2022 21:00,69214,0,,,,,,,,,,69214,0,
2022-03-01 21:30:00+09:00,0,0,0,0,0,1/3/2022 21:30,55066,0,,,,,,,,,,55066,0,
2022-03-01 22:00:00+09:00,0,0,0,0,0,1/3/2022 22:00,40608,0,,,,,,,,,,40608,0,
2022-03-01 22:30:00+09:00,0,0,0,0,0,1/3/2022 22:30,39722,0,,,,,,,,,,39722,0,
2022-03-01 23:00:00+09:00,0,0,0,0,0,1/3/2022 23:00,35235,0,,,,,,,,,,35235,0,
2022-03-01 23:30:00+09:00,0,0,0,0,0,1/3/2022 23:30,38119,0,,,,,,,,,,38119,0,
2022-03-02 00:00:00+09:00,0,0,0,0,0,2/3/2022 0:00,37520,0,,,,,,,,,,37520,0,
2022-03-02 00:30:00+09:00,0,0,0,0,0,2/3/2022 0:30,34745,0,,,,,,,,,,34745,0,
2022-03-02 01:00:00+09:00,0,0,0,0,0,2/3/2022 1:00,33287,0,,,,,,,,,,33287,0,
2022-03-02 01:30:00+09:00,0,0,0,0,0,2/3/2022 1:30,35195,0,,,,,,,,,,35195,0,
2022-03-02 02:00:00+09:00,0,0,0,0,0,2/3/2022 2:00,34427,0,,,,,,,,,,34427,0,
2022-03-02 02:30:00+09:00,0,0,0,0,0,2/3/2022 2:30,29558,0,,,,,,,,,,29558,0,
2022-03-02 03:00:00+09:00,0,0,0,0,0,2/3/2022 3:00,31016,0,,,,,,,,,,31016,0,
2022-03-02 03:30:00+09:00,0,0,0,0,0,2/3/2022 3:30,30596,0,,,,,,,,,,30596,0,
2022-03-02 04:00:00+09:00,0,0,0,0,0,2/3/2022 4:00,29914,0,,,,,,,,,,29914,0,
2022-03-02 04:30:00+09:00,0,0,0,0,0,2/3/2022 4:30,35037,0,,,,,,,,,,35037,0,
2022-03-02 05:00:00+09:00,0,0,0,0,0,2/3/2022 5:00,32199,0,,,,,,,,,,32199,0,
2022-03-02 05:30:00+09:00,0,0,0,0,0,2/3/2022 5:30,42631,0,,,,,,,,,,42631,0,
2022-03-02 06:00:00+09:00,0,3,5,0,0,2/3/2022 6:00,43507,0,,,,,,,,,,43507,8,
2022-03-02 06:30:00+09:00,1230,41,50,0,0,2/3/2022 6:30,47388,0,,,,,,,,,,47388,1321,
2022-03-02 07:00:00+09:00,5050,89,174,0,0,2/3/2022 7:00,70345,0,,,,,,,,,,70345,5313,
2022-03-02 07:30:00+09:00,9960,274,348,0,0,2/3/2022 7:30,63720,0,,,,,,,,,,63720,10582,
2022-03-02 08:00:00+09:00,15380,480,523,0,0,2/3/2022 8:00,59701,0,,,,,,,,,,59701,16383,
2022-03-02 08:30:00+09:00,20660,641,788,0,0,2/3/2022 8:30,51312,0,,,,,,,,,,51312,22089,
2022-03-02 09:00:00+09:00,25470,882,987,0,0,2/3/2022 9:00,52794,0,,,,,,,,,,52794,27339,
2022-03-02 09:30:00+09:00,29590,1050,1140,0,0,2/3/2022 9:30,51877,0,,,,,,,,,,51877,31780,
2022-03-02 10:00:00+09:00,32750,1165,1258,0,0,2/3/2022 10:00,44956,0,,,,,,,,,,44956,35173,
2022-03-02 10:30:00+09:00,35100,1246,1346,0,0,2/3/2022 10:30,42714,0,,,,,,,,,,42714,37692,
2022-03-02 11:00:00+09:00,36690,1311,1413,0,0,2/3/2022 11:00,38361,0,,,,,,,,,,38361,39414,
2022-03-02 11:30:00+09:00,19160,684,754,0,0,2/3/2022 11:30,59746,0,,,,,,,,,,59746,20598,
2022-03-02 12:00:00+09:00,37160,1368,1487,0,0,2/3/2022 12:00,37405,0,,,,,,,,,,37405,40015,
2022-03-02 12:30:00+09:00,34230,1198,1304,0,0,2/3/2022 12:30,36684,0,,,,,,,,,,36684,36732,
2022-03-02 13:00:00+09:00,9530,338,372,0,0,2/3/2022 13:00,59619,0,,,,,,,,,,59619,10240,
2022-03-02 13:30:00+09:00,4050,147,162,0,0,2/3/2022 13:30,76968,0,,,,,,,,,,76968,4359,
2022-03-02 14:00:00+09:00,2590,97,105,0,0,2/3/2022 14:00,73255,0,,,,,,,,,,73255,2792,
2022-03-02 14:30:00+09:00,7400,268,289,0,0,2/3/2022 14:30,69668,0,,,,,,,,,,69668,7957,
2022-03-02 15:00:00+09:00,5520,202,221,0,0,2/3/2022 15:00,68838,0,,,,,,,,,,68838,5943,
2022-03-02 15:30:00+09:00,6480,234,258,0,0,2/3/2022 15:30,71678,0,,,,,,,,,,71678,6972,
2022-03-02 16:00:00+09:00,4010,146,163,0,0,2/3/2022 16:00,73595,0,,,,,,,,,,73595,4319,
2022-03-02 16:30:00+09:00,1500,59,61,0,0,2/3/2022 16:30,76889,0,,,,,,,,,,76889,1620,
2022-03-02 17:00:00+09:00,160,14,14,0,0,2/3/2022 17:00,76297,0,,,,,,,,,,76297,188,
2022-03-02 17:30:00+09:00,0,0,0,0,0,2/3/2022 17:30,73504,0,,,,,,,,,,73504,0,
2022-03-02 18:00:00+09:00,0,0,0,0,0,2/3/2022 18:00,75226,0,,,,,,,,,,75226,0,
2022-03-02 18:30:00+09:00,0,0,0,0,0,2/3/2022 18:30,79625,0,,,,,,,,,,79625,0,
2022-03-02 19:00:00+09:00,0,0,0,0,0,2/3/2022 19:00,72751,0,,,,,,,,,,72751,0,
2022-03-02 19:30:00+09:00,0,0,0,0,0,2/3/2022 19:30,76119,0,,,,,,,,,,76119,0,
2022-03-02 20:00:00+09:00,0,0,0,0,0,2/3/2022 20:00,72540,0,,,,,,,,,,72540,0,
2022-03-02 20:30:00+09:00,0,0,0,0,0,2/3/2022 20:30,72069,0,,,,,,,,,,72069,0,
2022-03-02 21:00:00+09:00,0,0,0,0,0,2/3/2022 21:00,72791,0,,,,,,,,,,72791,0,
2022-03-02 21:30:00+09:00,0,0,0,0,0,2/3/2022 21:30,62471,0,,,,,,,,,,62471,0,
2022-03-02 22:00:00+09:00,0,0,0,0,0,2/3/2022 22:00,50648,0,,,,,,,,,,50648,0,
2022-03-02 22:30:00+09:00,0,0,0,0,0,2/3/2022 22:30,39023,0,,,,,,,,,,39023,0,
2022-03-02 23:00:00+09:00,0,0,0,0,0,2/3/2022 23:00,37937,0,,,,,,,,,,37937,0,
2022-03-02 23:30:00+09:00,0,0,0,0,0,2/3/2022 23:30,37921,0,,,,,,,,,,37921,0,
2022-03-03 00:00:00+09:00,0,0,0,0,0,3/3/2022 0:00,35898,0,,,,,,,,,,35898,0,
2022-03-03 00:30:00+09:00,0,0,0,0,0,3/3/2022 0:30,34216,0,,,,,,,,,,34216,0,
2022-03-03 01:00:00+09:00,0,0,0,0,0,3/3/2022 1:00,33596,0,,,,,,,,,,33596,0,
2022-03-03 01:30:00+09:00,0,0,0,0,0,3/3/2022 1:30,34946,0,,,,,,,,,,34946,0,
2022-03-03 02:00:00+09:00,0,0,0,0,0,3/3/2022 2:00,33013,0,,,,,,,,,,33013,0,
2022-03-03 02:30:00+09:00,0,0,0,0,0,3/3/2022 2:30,31802,0,,,,,,,,,,31802,0,
2022-03-03 03:00:00+09:00,0,0,0,0,0,3/3/2022 3:00,29924,0,,,,,,,,,,29924,0,
2022-03-03 03:30:00+09:00,0,0,0,0,0,3/3/2022 3:30,30670,0,,,,,,,,,,30670,0,
2022-03-03 04:00:00+09:00,0,0,0,0,0,3/3/2022 4:00,30665,0,,,,,,,,,,30665,0,
2022-03-03 04:30:00+09:00,0,0,0,0,0,3/3/2022 4:30,33456,0,,,,,,,,,,33456,0,
2022-03-03 05:00:00+09:00,0,0,0,0,0,3/3/2022 5:00,31885,0,,,,,,,,,,31885,0,
2022-03-03 05:30:00+09:00,0,0,0,0,0,3/3/2022 5:30,42411,0,,,,,,,,,,42411,0,
2022-03-03 06:00:00+09:00,0,5,4,0,0,3/3/2022 6:00,44472,0,,,,,,,,,,44472,9,
2022-03-03 06:30:00+09:00,1830,56,68,0,0,3/3/2022 6:30,46092,0,,,,,,,,,,46092,1954,
2022-03-03 07:00:00+09:00,6450,123,210,0,0,3/3/2022 7:00,72610,0,,,,,,,,,,72610,6783,
2022-03-03 07:30:00+09:00,11950,353,385,0,0,3/3/2022 7:30,60710,0,,,,,,,,,,60710,12688,
2022-03-03 08:00:00+09:00,17410,564,587,0,0,3/3/2022 8:00,53047,0,,,,,,,,,,53047,18561,
2022-03-03 08:30:00+09:00,21690,687,820,0,0,3/3/2022 8:30,46563,0,,,,,,,,,,46563,23197,
2022-03-03 09:00:00+09:00,26980,911,1022,0,0,3/3/2022 9:00,45662,0,,,,,,,,,,45662,28913,
2022-03-03 09:30:00+09:00,30930,1087,1178,0,0,3/3/2022 9:30,47852,0,,,,,,,,,,47852,33195,
2022-03-03 10:00:00+09:00,34830,1209,1285,0,0,3/3/2022 10:00,45871,0,,,,,,,,,,45871,37324,
2022-03-03 10:30:00+09:00,32040,1287,1349,0,0,3/3/2022 10:30,45015,0,,,,,,,,,,45015,34676,
2022-03-03 11:00:00+09:00,27540,1027,1067,0,0,3/3/2022 11:00,55143,0,,,,,,,,,,55143,29634,
2022-03-03 11:30:00+09:00,35190,1320,1417,0,0,3/3/2022 11:30,41382,0,,,,,,,,,,41382,37927,
2022-03-03 12:00:00+09:00,37870,1375,1476,0,0,3/3/2022 12:00,36414,0,,,,,,,,,,36414,40721,
2022-03-03 12:30:00+09:00,36770,1323,1428,0,0,3/3/2022 12:30,35424,0,,,,,,,,,,35424,39521,
2022-03-03 13:00:00+09:00,34200,1234,1339,0,0,3/3/2022 13:00,33345,0,,,,,,,,,,33345,36773,
2022-03-03 13:30:00+09:00,26390,952,1059,0,0,3/3/2022 13:30,44912,0,,,,,,,,,,44912,28401,
2022-03-03 14:00:00+09:00,26510,933,1012,0,0,3/3/2022 14:00,42076,0,,,,,,,,,,42076,28455,
2022-03-03 14:30:00+09:00,14160,500,544,0,0,3/3/2022 14:30,60022,0,,,,,,,,,,60022,15204,
2022-03-03 15:00:00+09:00,6040,229,262,0,0,3/3/2022 15:00,66463,0,,,,,,,,,,66463,6531,
2022-03-03 15:30:00+09:00,5640,209,242,0,0,3/3/2022 15:30,69084,0,,,,,,,,,,69084,6091,
2022-03-03 16:00:00+09:00,3700,134,141,0,0,3/3/2022 16:00,73388,0,,,,,,,,,,73388,3975,
2022-03-03 16:30:00+09:00,2740,101,111,0,0,3/3/2022 16:30,77430,0,,,,,,,,,,77430,2952,
2022-03-03 17:00:00+09:00,650,31,35,0,0,3/3/2022 17:00,75018,0,,,,,,,,,,75018,716,
2022-03-03 17:30:00+09:00,0,1,1,0,0,3/3/2022 17:30,74977,0,,,,,,,,,,74977,2,
2022-03-03 18:00:00+09:00,0,0,0,0,0,3/3/2022 18:00,71560,0,,,,,,,,,,71560,0,
2022-03-03 18:30:00+09:00,0,0,0,0,0,3/3/2022 18:30,75181,0,,,,,,,,,,75181,0,
2022-03-03 19:00:00+09:00,0,0,0,0,0,3/3/2022 19:00,73229,0,,,,,,,,,,73229,0,
2022-03-03 19:30:00+09:00,0,0,0,0,0,3/3/2022 19:30,72600,0,,,,,,,,,,72600,0,
2022-03-03 20:00:00+09:00,0,0,0,0,0,3/3/2022 20:00,70772,0,,,,,,,,,,70772,0,
2022-03-03 20:30:00+09:00,0,0,0,0,0,3/3/2022 20:30,65954,0,,,,,,,,,,65954,0,
2022-03-03 21:00:00+09:00,0,0,0,0,0,3/3/2022 21:00,66112,0,,,,,,,,,,66112,0,
2022-03-03 21:30:00+09:00,0,0,0,0,0,3/3/2022 21:30,56615,0,,,,,,,,,,56615,0,
2022-03-03 22:00:00+09:00,0,0,0,0,0,3/3/2022 22:00,44017,0,,,,,,,,,,44017,0,
2022-03-03 22:30:00+09:00,0,0,0,0,0,3/3/2022 22:30,41799,0,,,,,,,,,,41799,0,
2022-03-03 23:00:00+09:00,0,0,0,0,0,3/3/2022 23:00,35813,0,,,,,,,,,,35813,0,
2022-03-03 23:30:00+09:00,0,0,0,0,0,3/3/2022 23:30,34673,0,,,,,,,,,,34673,0,
2022-03-04 00:00:00+09:00,0,0,0,0,0,4/3/2022 0:00,35277,0,,,,,,,,,,35277,0,
2022-03-04 00:30:00+09:00,0,0,0,0,0,4/3/2022 0:30,32957,0,,,,,,,,,,32957,0,
2022-03-04 01:00:00+09:00,0,0,0,0,0,4/3/2022 1:00,31442,0,,,,,,,,,,31442,0,
2022-03-04 01:30:00+09:00,0,0,0,0,0,4/3/2022 1:30,32206,0,,,,,,,,,,32206,0,
2022-03-04 02:00:00+09:00,0,0,0,0,0,4/3/2022 2:00,31003,0,,,,,,,,,,31003,0,
2022-03-04 02:30:00+09:00,0,0,0,0,0,4/3/2022 2:30,30429,0,,,,,,,,,,30429,0,
2022-03-04 03:00:00+09:00,0,0,0,0,0,4/3/2022 3:00,28987,0,,,,,,,,,,28987,0,
2022-03-04 03:30:00+09:00,0,0,0,0,0,4/3/2022 3:30,30317,0,,,,,,,,,,30317,0,
2022-03-04 04:00:00+09:00,0,0,0,0,0,4/3/2022 4:00,29178,0,,,,,,,,,,29178,0,
2022-03-04 04:30:00+09:00,0,0,0,0,0,4/3/2022 4:30,32041,0,,,,,,,,,,32041,0,
2022-03-04 05:00:00+09:00,0,0,0,0,0,4/3/2022 5:00,31417,0,,,,,,,,,,31417,0,
2022-03-04 05:30:00+09:00,0,0,0,0,0,4/3/2022 5:30,31571,0,,,,,,,,,,31571,0,
2022-03-04 06:00:00+09:00,0,6,6,0,0,4/3/2022 6:00,42042,0,,,,,,,,,,42042,12,
2022-03-04 06:30:00+09:00,1380,62,66,0,0,4/3/2022 6:30,43919,0,,,,,,,,,,43919,1508,
2022-03-04 07:00:00+09:00,5320,170,210,0,0,4/3/2022 7:00,55049,0,,,,,,,,,,55049,5700,
2022-03-04 07:30:00+09:00,9180,304,344,0,0,4/3/2022 7:30,67590,0,,,,,,,,,,67590,9828,
2022-03-04 08:00:00+09:00,10970,377,413,0,0,4/3/2022 8:00,57835,0,,,,,,,,,,57835,11760,
2022-03-04 08:30:00+09:00,12460,424,459,0,0,4/3/2022 8:30,56490,0,,,,,,,,,,56490,13343,
2022-03-04 09:00:00+09:00,27400,929,1018,0,0,4/3/2022 9:00,49316,0,,,,,,,,,,49316,29347,
2022-03-04 09:30:00+09:00,21280,745,833,0,0,4/3/2022 9:30,59072,0,,,,,,,,,,59072,22858,
2022-03-04 10:00:00+09:00,24140,841,919,0,0,4/3/2022 10:00,50309,0,,,,,,,,,,50309,25900,
2022-03-04 10:30:00+09:00,31120,1091,1177,0,0,4/3/2022 10:30,46834,0,,,,,,,,,,46834,33388,
2022-03-04 11:00:00+09:00,39700,1381,1481,0,0,4/3/2022 11:00,42518,0,,,,,,,,,,42518,42562,
2022-03-04 11:30:00+09:00,40190,1417,1517,0,0,4/3/2022 11:30,39352,0,,,,,,,,,,39352,43124,
2022-03-04 12:00:00+09:00,39590,1379,1481,0,0,4/3/2022 12:00,41754,0,,,,,,,,,,41754,42450,
2022-03-04 12:30:00+09:00,38090,1335,1436,0,0,4/3/2022 12:30,38171,0,,,,,,,,,,38171,40861,
2022-03-04 13:00:00+09:00,35740,1252,1349,0,0,4/3/2022 13:00,38354,0,,,,,,,,,,38354,38341,
2022-03-04 13:30:00+09:00,31550,1103,1197,0,0,4/3/2022 13:30,42313,0,,,,,,,,,,42313,33850,
2022-03-04 14:00:00+09:00,29090,1008,1103,0,0,4/3/2022 14:00,47981,0,,,,,,,,,,47981,31201,
2022-03-04 14:30:00+09:00,23220,812,896,0,0,4/3/2022 14:30,49572,0,,,,,,,,,,49572,24928,
2022-03-04 15:00:00+09:00,18980,676,752,0,0,4/3/2022 15:00,55386,0,,,,,,,,,,55386,20408,
2022-03-04 15:30:00+09:00,11860,422,474,0,0,4/3/2022 15:30,65926,0,,,,,,,,,,65926,12756,
2022-03-04 16:00:00+09:00,7150,257,283,0,0,4/3/2022 16:00,69531,0,,,,,,,,,,69531,7690,
2022-03-04 16:30:00+09:00,3350,123,134,0,0,4/3/2022 16:30,72776,0,,,,,,,,,,72776,3607,
2022-03-04 17:00:00+09:00,600,30,35,0,0,4/3/2022 17:00,75478,0,,,,,,,,,,75478,665,
2022-03-04 17:30:00+09:00,0,0,0,0,0,4/3/2022 17:30,77997,0,,,,,,,,,,77997,0,
2022-03-04 18:00:00+09:00,0,0,0,0,0,4/3/2022 18:00,74311,0,,,,,,,,,,74311,0,
2022-03-04 18:30:00+09:00,0,0,0,0,0,4/3/2022 18:30,72529,0,,,,,,,,,,72529,0,
2022-03-04 19:00:00+09:00,0,0,0,0,0,4/3/2022 19:00,74830,0,,,,,,,,,,74830,0,
2022-03-04 19:30:00+09:00,0,0,0,0,0,4/3/2022 19:30,75324,0,,,,,,,,,,75324,0,
2022-03-04 20:00:00+09:00,0,0,0,0,0,4/3/2022 20:00,70983,0,,,,,,,,,,70983,0,
2022-03-04 20:30:00+09:00,0,0,0,0,0,4/3/2022 20:30,71058,0,,,,,,,,,,71058,0,
2022-03-04 21:00:00+09:00,0,0,0,0,0,4/3/2022 21:00,70431,0,,,,,,,,,,70431,0,
2022-03-04 21:30:00+09:00,0,0,0,0,0,4/3/2022 21:30,62451,0,,,,,,,,,,62451,0,
2022-03-04 22:00:00+09:00,0,0,0,0,0,4/3/2022 22:00,46613,0,,,,,,,,,,46613,0,
2022-03-04 22:30:00+09:00,0,0,0,0,0,4/3/2022 22:30,37435,0,,,,,,,,,,37435,0,
2022-03-04 23:00:00+09:00,0,0,0,0,0,4/3/2022 23:00,35821,0,,,,,,,,,,35821,0,
2022-03-04 23:30:00+09:00,0,0,0,0,0,4/3/2022 23:30,37903,0,,,,,,,,,,37903,0,
2022-03-05 00:00:00+09:00,0,0,0,0,0,5/3/2022 0:00,37246,0,,,,,,,,,,37246,0,
2022-03-05 00:30:00+09:00,0,0,0,0,0,5/3/2022 0:30,34850,0,,,,,,,,,,34850,0,
2022-03-05 01:00:00+09:00,0,0,0,0,0,5/3/2022 1:00,35170,0,,,,,,,,,,35170,0,
2022-03-05 01:30:00+09:00,0,0,0,0,0,5/3/2022 1:30,36494,0,,,,,,,,,,36494,0,
2022-03-05 02:00:00+09:00,0,0,0,0,0,5/3/2022 2:00,34238,0,,,,,,,,,,34238,0,
2022-03-05 02:30:00+09:00,0,0,0,0,0,5/3/2022 2:30,32815,0,,,,,,,,,,32815,0,
2022-03-05 03:00:00+09:00,0,0,0,0,0,5/3/2022 3:00,29919,0,,,,,,,,,,29919,0,
2022-03-05 03:30:00+09:00,0,0,0,0,0,5/3/2022 3:30,30394,0,,,,,,,,,,30394,0,
2022-03-05 04:00:00+09:00,0,0,0,0,0,5/3/2022 4:00,30171,0,,,,,,,,,,30171,0,
2022-03-05 04:30:00+09:00,0,0,0,0,0,5/3/2022 4:30,33796,0,,,,,,,,,,33796,0,
2022-03-05 05:00:00+09:00,0,0,0,0,0,5/3/2022 5:00,32149,0,,,,,,,,,,32149,0,
2022-03-05 05:30:00+09:00,0,0,0,0,0,5/3/2022 5:30,45522,0,,,,,,,,,,45522,0,
2022-03-05 06:00:00+09:00,0,6,7,0,0,5/3/2022 6:00,45683,0,,,,,,,,,,45683,13,
2022-03-05 06:30:00+09:00,2150,56,75,0,0,5/3/2022 6:30,50727,0,,,,,,,,,,50727,2281,
2022-03-05 07:00:00+09:00,7000,118,226,0,0,5/3/2022 7:00,71309,0,,,,,,,,,,71309,7344,
2022-03-05 07:30:00+09:00,12030,375,392,0,0,5/3/2022 7:30,60921,0,,,,,,,,,,60921,12797,
2022-03-05 08:00:00+09:00,16730,510,555,0,0,5/3/2022 8:00,53408,0,,,,,,,,,,53408,17795,
2022-03-05 08:30:00+09:00,21900,692,821,0,0,5/3/2022 8:30,51640,0,,,,,,,,,,51640,23413,
2022-03-05 09:00:00+09:00,26420,903,995,0,0,5/3/2022 9:00,50299,0,,,,,,,,,,50299,28318,
2022-03-05 09:30:00+09:00,30540,1065,1149,0,0,5/3/2022 9:30,52614,0,,,,,,,,,,52614,32754,
2022-03-05 10:00:00+09:00,34460,1210,1302,0,0,5/3/2022 10:00,48032,0,,,,,,,,,,48032,36972,
2022-03-05 10:30:00+09:00,36900,1300,1395,0,0,5/3/2022 10:30,45307,0,,,,,,,,,,45307,39595,
2022-03-05 11:00:00+09:00,37990,1338,1433,0,0,5/3/2022 11:00,43470,0,,,,,,,,,,43470,40761,
2022-03-05 11:30:00+09:00,38630,1358,1458,0,0,5/3/2022 11:30,40835,0,,,,,,,,,,40835,41446,
2022-03-05 12:00:00+09:00,38300,1349,1449,0,0,5/3/2022 12:00,43760,0,,,,,,,,,,43760,41098,
2022-03-05 12:30:00+09:00,36930,1298,1394,0,0,5/3/2022 12:30,34695,0,,,,,,,,,,34695,39622,
2022-03-05 13:00:00+09:00,34950,1223,1324,0,0,5/3/2022 13:00,38226,0,,,,,,,,,,38226,37497,
2022-03-05 13:30:00+09:00,31600,1102,1199,0,0,5/3/2022 13:30,43224,0,,,,,,,,,,43224,33901,
2022-03-05 14:00:00+09:00,27790,965,1054,0,0,5/3/2022 14:00,47861,0,,,,,,,,,,47861,29809,
2022-03-05 14:30:00+09:00,23440,812,895,0,0,5/3/2022 14:30,45921,0,,,,,,,,,,45921,25147,
2022-03-05 15:00:00+09:00,17320,611,679,0,0,5/3/2022 15:00,53031,0,,,,,,,,,,53031,18610,
2022-03-05 15:30:00+09:00,11900,420,472,0,0,5/3/2022 15:30,65646,0,,,,,,,,,,65646,12792,
2022-03-05 16:00:00+09:00,7570,272,297,0,0,5/3/2022 16:00,65278,0,,,,,,,,,,65278,8139,
2022-03-05 16:30:00+09:00,4000,147,158,0,0,5/3/2022 16:30,71391,0,,,,,,,,,,71391,4305,
2022-03-05 17:00:00+09:00,1060,44,50,0,0,5/3/2022 17:00,72687,0,,,,,,,,,,72687,1154,
2022-03-05 17:30:00+09:00,0,1,2,0,0,5/3/2022 17:30,74554,0,,,,,,,,,,74554,3,
2022-03-05 18:00:00+09:00,0,0,0,0,0,5/3/2022 18:00,73592,0,,,,,,,,,,73592,0,
2022-03-05 18:30:00+09:00,0,0,0,0,0,5/3/2022 18:30,79397,0,,,,,,,,,,79397,0,
2022-03-05 19:00:00+09:00,0,0,0,0,0,5/3/2022 19:00,77047,0,,,,,,,,,,77047,0,
2022-03-05 19:30:00+09:00,0,0,0,0,0,5/3/2022 19:30,78438,0,,,,,,,,,,78438,0,
2022-03-05 20:00:00+09:00,0,0,0,0,0,5/3/2022 20:00,77922,0,,,,,,,,,,77922,0,
