,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-09-29 15:00:00+09:00,9630,357,371,0,0,29/9/2022 15:00,71068,0,,0,39,0,25,29,5074.3,10,晴れ,71068,10358,64
2022-09-29 15:30:00+09:00,7130,269,280,0,0,29/9/2022 15:30,79047,0,,0,39,0,1554,27,4263.6,10,晴れ,79047,7679,1593
2022-09-29 16:00:00+09:00,4180,164,171,0,0,29/9/2022 16:00,81865,0,,884,1,888,62,25,3317.47,10,晴れ,81865,4515,1835
2022-09-29 16:30:00+09:00,1500,70,72,0,0,29/9/2022 16:30,89025,0,,918,0,929,0,18,2212.45,10,晴れ,89025,1642,1847
2022-09-29 17:00:00+09:00,20,9,11,0,0,29/9/2022 17:00,89462,0,,31,24,35,16,10,1023.44,10,晴れ,89462,40,106
2022-09-29 17:30:00+09:00,0,0,0,0,0,29/9/2022 17:30,81037,0,,0,1028,0,1181,9,0,10,晴れ,81037,0,2209
2022-09-29 18:00:00+09:00,0,0,0,0,0,29/9/2022 18:00,82451,0,,0,62,0,74,8,0,10,晴れ,82451,0,136
2022-09-29 18:30:00+09:00,0,0,0,0,0,29/9/2022 18:30,80074,0,,0,32,0,25,9,0,10,晴れ,80074,0,57
2022-09-29 19:00:00+09:00,0,0,0,0,0,29/9/2022 19:00,79337,0,,0,32,0,24,10,0,10,晴れ,79337,0,56
2022-09-29 19:30:00+09:00,0,0,0,0,0,29/9/2022 19:30,78811,0,,0,31,0,24,8,0,10,晴れ,78811,0,55
2022-09-29 20:00:00+09:00,0,0,0,0,0,29/9/2022 20:00,75695,0,,0,32,0,25,6,0,10,晴れ,75695,0,57
2022-09-29 20:30:00+09:00,0,0,0,0,0,29/9/2022 20:30,73648,0,,0,32,0,27,6,0,10,晴れ,73648,0,59
2022-09-29 21:00:00+09:00,0,0,0,0,0,29/9/2022 21:00,71026,0,,0,31,0,29,5,0,10,晴れ,71026,0,60
2022-09-29 21:30:00+09:00,0,0,0,0,0,29/9/2022 21:30,65309,0,,0,32,0,31,7,0,10,晴れ,65309,0,63
2022-09-29 22:00:00+09:00,0,0,0,0,0,29/9/2022 22:00,47444,0,,886,1,892,1,8,0,10,晴れ,47444,0,1780
2022-09-29 22:30:00+09:00,0,0,0,0,0,29/9/2022 22:30,47266,0,,918,0,928,0,11,0,10,晴れ,47266,0,1846
2022-09-29 23:00:00+09:00,0,0,0,0,0,29/9/2022 23:00,45023,0,,918,0,873,0,14,0,10,晴れ,45023,0,1791
2022-09-29 23:30:00+09:00,0,0,0,0,0,29/9/2022 23:30,42488,0,,353,0,28,0,15,0,10,晴れ,42488,0,381
2022-09-30 00:00:00+09:00,0,0,0,0,0,30/9/2022 0:00,40194,0,,0,25,0,25,100,0,22,くもり,40194,0,50
2022-09-30 00:30:00+09:00,0,0,0,0,0,30/9/2022 0:30,42561,0,,0,1,0,1,87,0,22,くもり,42561,0,2
2022-09-30 01:00:00+09:00,0,0,0,0,0,30/9/2022 1:00,41335,0,,0,0,0,0,25,0,22,くもり,41335,0,0
2022-09-30 01:30:00+09:00,0,0,0,0,0,30/9/2022 1:30,41225,0,,0,0,0,0,42,0,22,くもり,41225,0,0
2022-09-30 02:00:00+09:00,0,0,0,0,0,30/9/2022 2:00,41012,0,,0,0,0,0,48,0,22,くもり,41012,0,0
2022-09-30 02:30:00+09:00,0,0,0,0,0,30/9/2022 2:30,39466,0,,0,0,0,0,69,0,21,薄曇,39466,0,0
2022-09-30 03:00:00+09:00,0,0,0,0,0,30/9/2022 3:00,37871,0,,0,0,0,0,22,0,21,薄曇,37871,0,0
2022-09-30 03:30:00+09:00,0,0,0,0,0,30/9/2022 3:30,39870,0,,0,0,0,0,93,0,21,薄曇,39870,0,0
2022-09-30 04:00:00+09:00,0,0,0,0,0,30/9/2022 4:00,37475,0,,0,0,0,0,10,0,10,晴れ,37475,0,0
2022-09-30 04:30:00+09:00,0,0,0,0,0,30/9/2022 4:30,40079,0,,0,0,0,0,0,0,10,晴れ,40079,0,0
2022-09-30 05:00:00+09:00,0,0,0,0,0,30/9/2022 5:00,40395,0,,0,0,0,182,1,0,10,晴れ,40395,0,182
2022-09-30 05:30:00+09:00,40,8,8,0,0,30/9/2022 5:30,47828,0,,0,0,0,34,5,0,10,晴れ,47828,56,34
2022-09-30 06:00:00+09:00,1380,60,65,0,0,30/9/2022 6:00,43012,0,,0,0,0,30,7,781.8,10,晴れ,43012,1505,30
2022-09-30 06:30:00+09:00,3790,124,141,0,0,30/9/2022 6:30,46324,0,,0,0,0,26,4,1980.84,10,晴れ,46324,4055,26
2022-09-30 07:00:00+09:00,12260,367,331,0,0,30/9/2022 7:00,59565,0,,0,0,0,26,2,3175.58,10,晴れ,59565,12958,26
2022-09-30 07:30:00+09:00,17720,520,576,0,0,30/9/2022 7:30,59992,0,,0,0,0,26,1,4280.86,10,晴れ,59992,18816,26
2022-09-30 08:00:00+09:00,23380,727,857,0,0,30/9/2022 8:00,55156,0,,0,0,0,551,1,5307.07,10,晴れ,55156,24964,551
2022-09-30 08:30:00+09:00,28170,988,1031,0,0,30/9/2022 8:30,49116,0,,0,0,0,45,0,6236.64,10,晴れ,49116,30189,45
2022-09-30 09:00:00+09:00,32460,1143,1185,0,0,30/9/2022 9:00,56827,0,,0,0,0,33,0,7053.69,10,晴れ,56827,34788,33
2022-09-30 09:30:00+09:00,35950,1270,1311,0,0,30/9/2022 9:30,56097,0,,0,25,0,34,0,7744.21,10,晴れ,56097,38531,59
2022-09-30 10:00:00+09:00,38490,1361,1401,0,0,30/9/2022 10:00,54512,0,,0,398,885,1,0,8296.41,10,晴れ,54512,41252,1284
2022-09-30 10:30:00+09:00,39740,1408,1446,0,0,30/9/2022 10:30,58144,0,,0,43,31,25,0,8700.83,10,晴れ,58144,42594,99
2022-09-30 11:00:00+09:00,40930,1459,1496,0,0,30/9/2022 11:00,55252,0,,0,33,0,26,0,8950.55,10,晴れ,55252,43885,59
2022-09-30 11:30:00+09:00,40500,1433,1470,0,0,30/9/2022 11:30,49013,0,,0,34,0,26,0,9041.3,10,晴れ,49013,43403,60
2022-09-30 12:00:00+09:00,40420,1431,1467,0,0,30/9/2022 12:00,49421,0,,0,33,0,25,0,8971.53,10,晴れ,49421,43318,58
2022-09-30 12:30:00+09:00,37790,1377,1413,0,0,30/9/2022 12:30,54281,0,,0,91,270,1,0,8742.42,10,晴れ,54281,40580,362
2022-09-30 13:00:00+09:00,36360,1288,1325,0,0,30/9/2022 13:00,52762,0,,0,61,0,33,0,8357.91,10,晴れ,52762,38973,94
2022-09-30 13:30:00+09:00,25740,916,948,0,0,30/9/2022 13:30,60643,0,,0,458,0,84,0,7824.56,10,晴れ,60643,27604,542
2022-09-30 14:00:00+09:00,23800,866,899,0,0,30/9/2022 14:00,64680,0,,0,42,0,479,0,7151.51,10,晴れ,64680,25565,521
2022-09-30 14:30:00+09:00,23590,850,885,0,0,30/9/2022 14:30,65439,0,,0,41,0,464,0,6350.27,10,晴れ,65439,25325,505
2022-09-30 15:00:00+09:00,17740,649,681,0,0,30/9/2022 15:00,68522,0,,0,42,0,55,0,5434.56,10,晴れ,68522,19070,97
2022-09-30 15:30:00+09:00,11390,436,434,0,0,30/9/2022 15:30,79195,0,,0,1330,0,33,3,4420.03,10,晴れ,79195,12260,1363
2022-09-30 16:00:00+09:00,6170,226,201,0,0,30/9/2022 16:00,83987,0,,880,58,889,2,5,3324.04,10,晴れ,83987,6597,1829
2022-09-30 16:30:00+09:00,2570,108,108,0,0,30/9/2022 16:30,92588,0,,913,0,284,0,6,2165.36,10,晴れ,92588,2786,1197
2022-09-30 17:00:00+09:00,290,21,22,0,0,30/9/2022 17:00,90672,0,,31,1553,0,0,8,963.81,10,晴れ,90672,333,1584
2022-09-30 17:30:00+09:00,0,0,0,0,0,30/9/2022 17:30,85448,0,,0,89,0,1539,11,0,10,晴れ,85448,0,1628
2022-09-30 18:00:00+09:00,0,0,0,0,0,30/9/2022 18:00,90335,0,,0,32,0,85,14,0,10,晴れ,90335,0,117
2022-09-30 18:30:00+09:00,0,0,0,0,0,30/9/2022 18:30,83634,0,,0,32,0,24,12,0,10,晴れ,83634,0,56
2022-09-30 19:00:00+09:00,0,0,0,0,0,30/9/2022 19:00,78524,0,,0,32,0,25,9,0,10,晴れ,78524,0,57
2022-09-30 19:30:00+09:00,0,0,0,0,0,30/9/2022 19:30,79693,0,,0,32,0,25,10,0,10,晴れ,79693,0,57
2022-09-30 20:00:00+09:00,0,0,0,0,0,30/9/2022 20:00,75928,0,,0,32,0,24,10,0,10,晴れ,75928,0,56
2022-09-30 20:30:00+09:00,0,0,0,0,0,30/9/2022 20:30,71591,0,,0,32,0,25,11,0,10,晴れ,71591,0,57
2022-09-30 21:00:00+09:00,0,0,0,0,0,30/9/2022 21:00,72841,0,,0,32,0,25,12,0,10,晴れ,72841,0,57
2022-09-30 21:30:00+09:00,0,0,0,0,0,30/9/2022 21:30,62867,0,,0,31,0,27,11,0,10,晴れ,62867,0,58
2022-09-30 22:00:00+09:00,0,0,0,0,0,30/9/2022 22:00,46140,0,,886,2,891,1,11,0,10,晴れ,46140,0,1780
2022-09-30 22:30:00+09:00,0,0,0,0,0,30/9/2022 22:30,47037,0,,919,0,890,0,13,0,10,晴れ,47037,0,1809
2022-09-30 23:00:00+09:00,0,0,0,0,0,30/9/2022 23:00,42858,0,,909,0,47,0,14,0,10,晴れ,42858,0,956
2022-09-30 23:30:00+09:00,0,0,0,0,0,30/9/2022 23:30,38588,0,,111,0,0,0,16,0,10,晴れ,38588,0,111
2022-10-01 00:00:00+09:00,0,0,0,0,0,1/10/2022 0:00,40390,0,,0,25,0,25,9,0,10,晴れ,40390,0,50
2022-10-01 00:30:00+09:00,0,0,0,0,0,1/10/2022 0:30,39571,0,,0,0,0,1,43,0,21,薄曇,39571,0,1
2022-10-01 01:00:00+09:00,0,0,0,0,0,1/10/2022 1:00,39239,0,,0,0,0,0,56,0,21,薄曇,39239,0,0
2022-10-01 01:30:00+09:00,0,0,0,0,0,1/10/2022 1:30,40213,0,,0,0,0,0,33,0,22,くもり,40213,0,0
2022-10-01 02:00:00+09:00,0,0,0,0,0,1/10/2022 2:00,38491,0,,0,0,0,0,50,0,22,くもり,38491,0,0
2022-10-01 02:30:00+09:00,0,0,0,0,0,1/10/2022 2:30,38186,0,,0,0,0,0,51,0,22,くもり,38186,0,0
2022-10-01 03:00:00+09:00,0,0,0,0,0,1/10/2022 3:00,36513,0,,0,0,0,0,56,0,22,くもり,36513,0,0
2022-10-01 03:30:00+09:00,0,0,0,0,0,1/10/2022 3:30,36805,0,,0,0,0,0,41,0,21,薄曇,36805,0,0
2022-10-01 04:00:00+09:00,0,0,0,0,0,1/10/2022 4:00,38434,0,,0,0,0,0,26,0,21,薄曇,38434,0,0
2022-10-01 04:30:00+09:00,0,0,0,0,0,1/10/2022 4:30,39420,0,,0,0,0,0,25,0,10,晴れ,39420,0,0
2022-10-01 05:00:00+09:00,0,0,0,0,0,1/10/2022 5:00,42607,0,,0,0,0,0,13,0,10,晴れ,42607,0,0
2022-10-01 05:30:00+09:00,0,5,7,0,0,1/10/2022 5:30,47046,0,,0,0,0,0,10,0,21,薄曇,47046,12,0
2022-10-01 06:00:00+09:00,690,39,41,0,0,1/10/2022 6:00,46436,0,,0,0,0,0,16,582.69,21,薄曇,46436,770,0
2022-10-01 06:30:00+09:00,1860,77,83,0,0,1/10/2022 6:30,56519,0,,0,0,0,0,26,1332.53,21,薄曇,56519,2020,0
2022-10-01 07:00:00+09:00,11430,369,350,0,0,1/10/2022 7:00,61231,0,,0,0,94,0,24,2450,21,薄曇,61231,12149,94
2022-10-01 07:30:00+09:00,14150,436,473,0,0,1/10/2022 7:30,63315,0,,0,0,0,0,10,3768.47,10,晴れ,63315,15059,0
2022-10-01 08:00:00+09:00,23030,721,849,0,0,1/10/2022 8:00,59952,0,,0,0,0,534,9,4979.69,10,晴れ,59952,24600,534
2022-10-01 08:30:00+09:00,28540,996,1044,0,0,1/10/2022 8:30,59353,0,,0,0,0,46,7,6011.39,10,晴れ,59353,30580,46
2022-10-01 09:00:00+09:00,32630,1147,1190,0,0,1/10/2022 9:00,62704,0,,0,0,0,34,6,6980.09,10,晴れ,62704,34967,34
2022-10-01 09:30:00+09:00,35600,1255,1296,0,0,1/10/2022 9:30,61422,0,,0,25,0,34,3,7579.88,10,晴れ,61422,38151,59
2022-10-01 10:00:00+09:00,38050,1343,1382,0,0,1/10/2022 10:00,59745,0,,0,26,648,1,2,8029.71,10,晴れ,59745,40775,675
2022-10-01 10:30:00+09:00,39820,1405,1444,0,0,1/10/2022 10:30,60967,0,,150,1,0,40,0,8579.4,10,晴れ,60967,42669,191
2022-10-01 11:00:00+09:00,37920,1360,1392,0,0,1/10/2022 11:00,61917,0,,0,0,0,1,0,8908.2,10,晴れ,61917,40672,1
2022-10-01 11:30:00+09:00,39240,1390,1426,0,0,1/10/2022 11:30,57493,0,,0,0,0,0,0,8997.2,10,晴れ,57493,42056,0
2022-10-01 12:00:00+09:00,36300,1299,1330,0,0,1/10/2022 12:00,58081,0,,0,0,0,181,0,8925.64,10,晴れ,58081,38929,181
2022-10-01 12:30:00+09:00,38380,1359,1396,0,0,1/10/2022 12:30,58282,0,,0,77,232,2,0,8694.74,10,晴れ,58282,41135,311
2022-10-01 13:00:00+09:00,35840,1268,1304,0,0,1/10/2022 13:00,52646,0,,0,35,0,33,0,8308.46,10,晴れ,52646,38412,68
2022-10-01 13:30:00+09:00,31030,1096,1131,0,0,1/10/2022 13:30,64412,0,,0,119,0,45,0,7773.4,10,晴れ,64412,33257,164
2022-10-01 14:00:00+09:00,21710,804,832,0,0,1/10/2022 14:00,75924,0,,0,249,0,373,0,7098.71,10,晴れ,75924,23346,622
2022-10-01 14:30:00+09:00,22940,821,858,0,0,1/10/2022 14:30,73854,0,,0,43,0,524,0,6295.95,10,晴れ,73854,24619,567
2022-10-01 15:00:00+09:00,16700,608,640,0,0,1/10/2022 15:00,77948,0,,0,42,0,980,0,5378.85,10,晴れ,77948,17948,1022
2022-10-01 15:30:00+09:00,10890,419,413,0,0,1/10/2022 15:30,87468,0,,0,48,0,1422,0,4363.09,10,晴れ,87468,11722,1470
2022-10-01 16:00:00+09:00,5730,211,183,0,0,1/10/2022 16:00,91479,0,,622,8,884,58,1,3266.07,10,晴れ,91479,6124,1572
2022-10-01 16:30:00+09:00,1820,82,80,0,0,1/10/2022 16:30,96459,0,,0,0,923,0,5,2106.54,10,晴れ,96459,1982,923
2022-10-01 17:00:00+09:00,130,15,16,0,0,1/10/2022 17:00,96628,0,,0,0,36,1557,9,903.17,10,晴れ,96628,161,1593
2022-10-01 17:30:00+09:00,0,0,0,0,0,1/10/2022 17:30,88295,0,,0,1542,0,85,10,0,10,晴れ,88295,0,1627
2022-10-01 18:00:00+09:00,0,0,0,0,0,1/10/2022 18:00,88266,0,,0,89,0,23,11,0,10,晴れ,88266,0,112
2022-10-01 18:30:00+09:00,0,0,0,0,0,1/10/2022 18:30,87875,0,,0,33,0,24,12,0,10,晴れ,87875,0,57
2022-10-01 19:00:00+09:00,0,0,0,0,0,1/10/2022 19:00,85025,0,,0,32,0,23,14,0,10,晴れ,85025,0,55
2022-10-01 19:30:00+09:00,0,0,0,0,0,1/10/2022 19:30,87439,0,,0,33,0,24,13,0,10,晴れ,87439,0,57
2022-10-01 20:00:00+09:00,0,0,0,0,0,1/10/2022 20:00,80447,0,,0,33,0,25,11,0,10,晴れ,80447,0,58
2022-10-01 20:30:00+09:00,0,0,0,0,0,1/10/2022 20:30,79018,0,,0,33,0,25,6,0,10,晴れ,79018,0,58
2022-10-01 21:00:00+09:00,0,0,0,0,0,1/10/2022 21:00,75466,0,,0,33,0,26,1,0,10,晴れ,75466,0,59
2022-10-01 21:30:00+09:00,0,0,0,0,0,1/10/2022 21:30,69592,0,,884,1,0,29,0,0,10,晴れ,69592,0,914
2022-10-01 22:00:00+09:00,0,0,0,0,0,1/10/2022 22:00,54212,0,,866,0,892,1,0,0,10,晴れ,54212,0,1759
2022-10-01 22:30:00+09:00,0,0,0,0,0,1/10/2022 22:30,51130,0,,25,0,930,0,0,0,10,晴れ,51130,0,955
2022-10-01 23:00:00+09:00,0,0,0,0,0,1/10/2022 23:00,49101,0,,0,0,929,0,0,0,10,晴れ,49101,0,929
2022-10-01 23:30:00+09:00,0,0,0,0,0,1/10/2022 23:30,46045,0,,0,0,731,0,0,0,10,晴れ,46045,0,731
2022-10-02 00:00:00+09:00,0,0,0,0,0,2/10/2022 0:00,39747,0,,0,0,0,0,0,0,10,晴れ,39747,0,0
2022-10-02 00:30:00+09:00,0,0,0,0,0,2/10/2022 0:30,43889,0,,0,0,0,0,0,0,10,晴れ,43889,0,0
2022-10-02 01:00:00+09:00,0,0,0,0,0,2/10/2022 1:00,37219,0,,0,0,0,0,0,0,10,晴れ,37219,0,0
2022-10-02 01:30:00+09:00,0,0,0,0,0,2/10/2022 1:30,40896,0,,0,0,0,0,0,0,10,晴れ,40896,0,0
2022-10-02 02:00:00+09:00,0,0,0,0,0,2/10/2022 2:00,40451,0,,0,0,0,0,0,0,10,晴れ,40451,0,0
2022-10-02 02:30:00+09:00,0,0,0,0,0,2/10/2022 2:30,37064,0,,0,0,0,0,0,0,10,晴れ,37064,0,0
2022-10-02 03:00:00+09:00,0,0,0,0,0,2/10/2022 3:00,36755,0,,0,0,0,0,0,0,10,晴れ,36755,0,0
2022-10-02 03:30:00+09:00,0,0,0,0,0,2/10/2022 3:30,38122,0,,0,0,0,0,77,0,10,晴れ,38122,0,0
2022-10-02 04:00:00+09:00,0,0,0,0,0,2/10/2022 4:00,35001,0,,0,0,0,0,99,0,10,晴れ,35001,0,0
2022-10-02 04:30:00+09:00,0,0,0,0,0,2/10/2022 4:30,42024,0,,0,0,0,0,74,0,21,薄曇,42024,0,0
2022-10-02 05:00:00+09:00,0,0,0,0,0,2/10/2022 5:00,38189,0,,0,0,0,0,38,0,10,晴れ,38189,0,0
2022-10-02 05:30:00+09:00,120,13,15,0,0,2/10/2022 5:30,48555,0,,0,0,0,0,0,0,10,晴れ,48555,148,0
2022-10-02 06:00:00+09:00,990,38,44,0,0,2/10/2022 6:00,43472,0,,0,0,0,0,80,739.01,10,晴れ,43472,1072,0
2022-10-02 06:30:00+09:00,6740,95,216,0,0,2/10/2022 6:30,45975,0,,0,0,0,0,100,1944.5,10,晴れ,45975,7051,0
2022-10-02 07:00:00+09:00,13430,376,361,0,0,2/10/2022 7:00,68823,0,,0,0,0,0,99,3109.3,10,晴れ,68823,14167,0
2022-10-02 07:30:00+09:00,19580,583,617,0,0,2/10/2022 7:30,47530,0,,0,0,0,0,96,4213.5,10,晴れ,47530,20780,0
2022-10-02 08:00:00+09:00,24720,785,905,0,0,2/10/2022 8:00,54515,0,,0,0,0,0,65,5208.01,10,晴れ,54515,26410,0
2022-10-02 08:30:00+09:00,28920,1018,1062,0,0,2/10/2022 8:30,54992,0,,0,0,0,0,22,6165.85,10,晴れ,54992,31000,0
2022-10-02 09:00:00+09:00,32630,1148,1190,0,0,2/10/2022 9:00,61637,0,,0,25,0,0,3,6980.59,10,晴れ,61637,34968,25
2022-10-02 09:30:00+09:00,35660,1257,1298,0,0,2/10/2022 9:30,61661,0,,0,26,0,25,0,7668.49,10,晴れ,61661,38215,51
2022-10-02 10:00:00+09:00,38220,1350,1391,0,0,2/10/2022 10:00,57893,0,,0,30,0,22,0,8217.77,10,晴れ,57893,40961,52
2022-10-02 10:30:00+09:00,39600,1398,1436,0,0,2/10/2022 10:30,61241,0,,0,34,0,26,0,8619.03,10,晴れ,61241,42434,60
2022-10-02 11:00:00+09:00,40250,1424,1462,0,0,2/10/2022 11:00,56272,0,,0,35,0,26,0,8865.41,10,晴れ,56272,43136,61
2022-10-02 11:30:00+09:00,40150,1423,1460,0,0,2/10/2022 11:30,53385,0,,0,34,0,26,0,8952.69,10,晴れ,53385,43033,60
2022-10-02 12:00:00+09:00,39350,1402,1437,0,0,2/10/2022 12:00,56881,0,,0,34,0,25,0,8879.38,10,晴れ,56881,42189,59
2022-10-02 12:30:00+09:00,37440,1328,1365,0,0,2/10/2022 12:30,59052,0,,0,26,0,26,0,8646.73,10,晴れ,59052,40133,52
2022-10-02 13:00:00+09:00,35090,1254,1289,0,0,2/10/2022 13:00,56517,0,,0,34,0,26,0,8258.73,10,晴れ,56517,37633,60
2022-10-02 13:30:00+09:00,31630,1123,1160,0,0,2/10/2022 13:30,67119,0,,0,26,0,26,0,7722,10,晴れ,67119,33913,52
2022-10-02 14:00:00+09:00,27190,973,1008,0,0,2/10/2022 14:00,66981,0,,0,25,0,25,0,7045.74,10,晴れ,66981,29171,50
2022-10-02 14:30:00+09:00,21190,767,801,0,0,2/10/2022 14:30,75974,0,,0,26,0,26,0,6241.52,10,晴れ,75974,22758,52
2022-10-02 15:00:00+09:00,16600,612,642,0,0,2/10/2022 15:00,77561,0,,0,25,0,25,0,5323.1,10,晴れ,77561,17854,50
2022-10-02 15:30:00+09:00,10710,416,411,0,0,2/10/2022 15:30,85730,0,,0,26,0,26,0,4306.18,10,晴れ,85730,11537,52
2022-10-02 16:00:00+09:00,5560,208,187,0,0,2/10/2022 16:00,87897,0,,0,25,0,23,0,3208.18,10,晴れ,87897,5955,48
2022-10-02 16:30:00+09:00,1670,76,76,0,0,2/10/2022 16:30,93637,0,,0,26,0,17,0,2047.87,10,晴れ,93637,1822,43
2022-10-02 17:00:00+09:00,0,6,6,0,0,2/10/2022 17:00,95964,0,,0,25,0,17,0,834.75,10,晴れ,95964,12,42
2022-10-02 17:30:00+09:00,0,0,0,0,0,2/10/2022 17:30,88155,0,,0,25,0,17,17,0,10,晴れ,88155,0,42
2022-10-02 18:00:00+09:00,0,0,0,0,0,2/10/2022 18:00,88503,0,,0,26,0,17,35,0,10,晴れ,88503,0,43
2022-10-02 18:30:00+09:00,0,0,0,0,0,2/10/2022 18:30,92183,0,,0,25,0,17,41,0,10,晴れ,92183,0,42
2022-10-02 19:00:00+09:00,0,0,0,0,0,2/10/2022 19:00,83622,0,,0,26,0,17,47,0,10,晴れ,83622,0,43
2022-10-02 19:30:00+09:00,0,0,0,0,0,2/10/2022 19:30,83738,0,,0,25,0,17,27,0,10,晴れ,83738,0,42
2022-10-02 20:00:00+09:00,0,0,0,0,0,2/10/2022 20:00,81592,0,,0,25,0,17,6,0,10,晴れ,81592,0,42
2022-10-02 20:30:00+09:00,0,0,0,0,0,2/10/2022 20:30,82953,0,,0,25,0,17,7,0,10,晴れ,82953,0,42
2022-10-02 21:00:00+09:00,0,0,0,0,0,2/10/2022 21:00,76032,0,,0,26,0,20,7,0,10,晴れ,76032,0,46
2022-10-02 21:30:00+09:00,0,0,0,0,0,2/10/2022 21:30,70687,0,,0,25,0,22,17,0,10,晴れ,70687,0,47
2022-10-02 22:00:00+09:00,0,0,0,0,0,2/10/2022 22:00,49364,0,,842,1,828,1,28,0,10,晴れ,49364,0,1672
2022-10-02 22:30:00+09:00,0,0,0,0,0,2/10/2022 22:30,46475,0,,15,16,14,16,33,0,10,晴れ,46475,0,61
2022-10-02 23:00:00+09:00,0,0,0,0,0,2/10/2022 23:00,44744,0,,0,1,0,18,38,0,10,晴れ,44744,0,19
2022-10-02 23:30:00+09:00,0,0,0,0,0,2/10/2022 23:30,40404,0,,0,0,0,0,31,0,10,晴れ,40404,0,0
2022-10-03 00:00:00+09:00,0,0,0,0,0,3/10/2022 0:00,40935,0,,0,0,0,0,100,0,22,くもり,40935,0,0
2022-10-03 00:30:00+09:00,0,0,0,0,0,3/10/2022 0:30,44025,0,,0,0,0,0,100,0,22,くもり,44025,0,0
2022-10-03 01:00:00+09:00,0,0,0,0,0,3/10/2022 1:00,38928,0,,0,0,0,0,76,0,22,くもり,38928,0,0
2022-10-03 01:30:00+09:00,0,0,0,0,0,3/10/2022 1:30,40916,0,,0,0,0,0,99,0,22,くもり,40916,0,0
2022-10-03 02:00:00+09:00,0,0,0,0,0,3/10/2022 2:00,39136,0,,0,0,0,0,49,0,22,くもり,39136,0,0
2022-10-03 02:30:00+09:00,0,0,0,0,0,3/10/2022 2:30,37830,0,,0,0,0,0,52,0,22,くもり,37830,0,0
2022-10-03 03:00:00+09:00,0,0,0,0,0,3/10/2022 3:00,37274,0,,0,0,0,0,50,0,22,くもり,37274,0,0
2022-10-03 03:30:00+09:00,0,0,0,0,0,3/10/2022 3:30,38160,0,,0,0,0,0,49,0,22,くもり,38160,0,0
2022-10-03 04:00:00+09:00,0,0,0,0,0,3/10/2022 4:00,36930,0,,0,0,0,0,26,0,22,くもり,36930,0,0
2022-10-03 04:30:00+09:00,0,0,0,0,0,3/10/2022 4:30,40625,0,,0,0,0,0,21,0,21,薄曇,40625,0,0
2022-10-03 05:00:00+09:00,0,0,0,0,0,3/10/2022 5:00,40035,0,,0,0,0,0,24,0,22,くもり,40035,0,0
2022-10-03 05:30:00+09:00,0,0,1,0,0,3/10/2022 5:30,49272,0,,0,0,0,0,32,0,22,くもり,49272,1,0
2022-10-03 06:00:00+09:00,760,43,44,0,0,3/10/2022 6:00,43866,0,,0,0,0,0,99,417.54,22,くもり,43866,847,0
2022-10-03 06:30:00+09:00,3730,147,152,0,0,3/10/2022 6:30,45682,0,,0,0,0,0,98,1381.03,21,薄曇,45682,4029,0
2022-10-03 07:00:00+09:00,8400,308,323,0,0,3/10/2022 7:00,68726,0,,0,0,0,0,100,2219.87,21,薄曇,68726,9031,0
2022-10-03 07:30:00+09:00,11810,426,448,0,0,3/10/2022 7:30,65413,0,,0,0,0,0,100,2639.9,22,くもり,65413,12684,0
2022-10-03 08:00:00+09:00,15030,538,565,0,0,3/10/2022 8:00,62422,0,,0,0,0,0,100,2949.52,22,くもり,62422,16133,0
2022-10-03 08:30:00+09:00,20670,736,770,0,0,3/10/2022 8:30,59489,0,,0,0,0,0,97,3730.53,22,くもり,59489,22176,0
2022-10-03 09:00:00+09:00,24290,865,903,0,0,3/10/2022 9:00,61741,0,,0,0,0,381,73,4519.55,21,薄曇,61741,26058,381
2022-10-03 09:30:00+09:00,22010,782,814,0,0,3/10/2022 9:30,69620,0,,0,25,0,559,33,4497.68,22,くもり,69620,23606,584
2022-10-03 10:00:00+09:00,28740,1031,1069,0,0,3/10/2022 10:00,68193,0,,0,41,0,169,35,4228.49,22,くもり,68193,30840,210
2022-10-03 10:30:00+09:00,27870,1003,1040,0,0,3/10/2022 10:30,66564,0,,0,72,0,245,42,4171.08,22,くもり,66564,29913,317
2022-10-03 11:00:00+09:00,33720,1210,1249,0,0,3/10/2022 11:00,59046,0,,0,33,0,30,49,3963.54,22,くもり,59046,36179,63
2022-10-03 11:30:00+09:00,32350,1166,1207,0,0,3/10/2022 11:30,62130,0,,0,64,0,34,63,4346.31,22,くもり,62130,34723,98
2022-10-03 12:00:00+09:00,31210,1119,1156,0,0,3/10/2022 12:00,59075,0,,0,34,0,25,88,4652.91,22,くもり,59075,33485,59
2022-10-03 12:30:00+09:00,25350,921,952,0,0,3/10/2022 12:30,68678,0,,0,33,0,25,60,4328.95,22,くもり,68678,27223,58
2022-10-03 13:00:00+09:00,22590,817,847,0,0,3/10/2022 13:00,65388,0,,0,486,0,50,93,3936.55,22,くもり,65388,24254,536
2022-10-03 13:30:00+09:00,15070,550,572,0,0,3/10/2022 13:30,75116,0,,0,32,0,42,42,3790.68,22,くもり,75116,16192,74
