,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-03-01 23:30:00+09:00,0,0,0,0,0,1/3/2022 23:30,53953,0,,,,,,,,,,53953,0,
2022-03-02 00:00:00+09:00,0,0,0,0,0,2/3/2022 0:00,49719,0,,,,,,,,,,49719,0,
2022-03-02 00:30:00+09:00,0,0,0,0,0,2/3/2022 0:30,48844,0,,,,,,,,,,48844,0,
2022-03-02 01:00:00+09:00,0,0,0,0,0,2/3/2022 1:00,53990,0,,,,,,,,,,53990,0,
2022-03-02 01:30:00+09:00,0,0,0,0,0,2/3/2022 1:30,52212,0,,,,,,,,,,52212,0,
2022-03-02 02:00:00+09:00,0,0,0,0,0,2/3/2022 2:00,46544,0,,,,,,,,,,46544,0,
2022-03-02 02:30:00+09:00,0,0,0,0,0,2/3/2022 2:30,50624,0,,,,,,,,,,50624,0,
2022-03-02 03:00:00+09:00,0,0,0,0,0,2/3/2022 3:00,46591,0,,,,,,,,,,46591,0,
2022-03-02 03:30:00+09:00,0,0,0,0,0,2/3/2022 3:30,47457,0,,,,,,,,,,47457,0,
2022-03-02 04:00:00+09:00,0,0,0,0,0,2/3/2022 4:00,47325,0,,,,,,,,,,47325,0,
2022-03-02 04:30:00+09:00,0,0,0,0,0,2/3/2022 4:30,48763,0,,,,,,,,,,48763,0,
2022-03-02 05:00:00+09:00,0,0,0,0,0,2/3/2022 5:00,54917,0,,,,,,,,,,54917,0,
2022-03-02 05:30:00+09:00,0,0,0,0,0,2/3/2022 5:30,56933,0,,,,,,,,,,56933,0,
2022-03-02 06:00:00+09:00,0,5,4,0,0,2/3/2022 6:00,68007,0,,,,,,,,,,68007,9,
2022-03-02 06:30:00+09:00,1730,74,77,0,0,2/3/2022 6:30,113882,0,,,,,,,,,,113882,1881,
2022-03-02 07:00:00+09:00,6900,226,227,0,0,2/3/2022 7:00,108602,0,,,,,,,,,,108602,7353,
2022-03-02 07:30:00+09:00,14310,430,429,0,0,2/3/2022 7:30,106512,0,,,,,,,,,,106512,15169,
2022-03-02 08:00:00+09:00,22920,654,649,0,0,2/3/2022 8:00,103502,0,,,,,,,,,,103502,24223,
2022-03-02 08:30:00+09:00,31430,880,870,0,0,2/3/2022 8:30,96745,0,,,,,,,,,,96745,33180,
2022-03-02 09:00:00+09:00,38910,1079,1066,0,0,2/3/2022 9:00,99685,0,,,,,,,,,,99685,41055,
2022-03-02 09:30:00+09:00,45210,1249,1229,0,0,2/3/2022 9:30,96339,0,,,,,,,,,,96339,47688,
2022-03-02 10:00:00+09:00,49850,1373,1352,0,0,2/3/2022 10:00,96170,0,,,,,,,,,,96170,52575,
2022-03-02 10:30:00+09:00,53540,1475,1451,0,0,2/3/2022 10:30,82660,0,,,,,,,,,,82660,56466,
2022-03-02 11:00:00+09:00,53280,1478,1447,0,0,2/3/2022 11:00,86762,0,,,,,,,,,,86762,56205,
2022-03-02 11:30:00+09:00,28240,791,785,0,0,2/3/2022 11:30,114386,0,,,,,,,,,,114386,29816,
2022-03-02 12:00:00+09:00,63150,1750,1722,0,0,2/3/2022 12:00,80672,0,,,,,,,,,,80672,66622,
2022-03-02 12:30:00+09:00,41530,1166,1137,0,0,2/3/2022 12:30,85309,0,,,,,,,,,,85309,43833,
2022-03-02 13:00:00+09:00,13750,403,392,0,0,2/3/2022 13:00,127563,0,,,,,,,,,,127563,14545,
2022-03-02 13:30:00+09:00,5620,175,172,0,0,2/3/2022 13:30,128141,0,,,,,,,,,,128141,5967,
2022-03-02 14:00:00+09:00,3940,128,126,0,0,2/3/2022 14:00,137935,0,,,,,,,,,,137935,4194,
2022-03-02 14:30:00+09:00,11450,332,325,0,0,2/3/2022 14:30,138035,0,,,,,,,,,,138035,12107,
2022-03-02 15:00:00+09:00,8630,254,252,0,0,2/3/2022 15:00,125280,0,,,,,,,,,,125280,9136,
2022-03-02 15:30:00+09:00,7710,232,228,0,0,2/3/2022 15:30,129098,0,,,,,,,,,,129098,8170,
2022-03-02 16:00:00+09:00,5210,165,162,0,0,2/3/2022 16:00,125833,0,,,,,,,,,,125833,5537,
2022-03-02 16:30:00+09:00,1220,56,55,0,0,2/3/2022 16:30,132610,0,,,,,,,,,,132610,1331,
2022-03-02 17:00:00+09:00,40,13,13,0,0,2/3/2022 17:00,127508,0,,,,,,,,,,127508,66,
2022-03-02 17:30:00+09:00,0,0,0,0,0,2/3/2022 17:30,133346,0,,,,,,,,,,133346,0,
2022-03-02 18:00:00+09:00,0,0,0,0,0,2/3/2022 18:00,131053,0,,,,,,,,,,131053,0,
2022-03-02 18:30:00+09:00,0,0,0,0,0,2/3/2022 18:30,122494,0,,,,,,,,,,122494,0,
2022-03-02 19:00:00+09:00,0,0,0,0,0,2/3/2022 19:00,122459,0,,,,,,,,,,122459,0,
2022-03-02 19:30:00+09:00,0,0,0,0,0,2/3/2022 19:30,116557,0,,,,,,,,,,116557,0,
2022-03-02 20:00:00+09:00,0,0,0,0,0,2/3/2022 20:00,118671,0,,,,,,,,,,118671,0,
2022-03-02 20:30:00+09:00,0,0,0,0,0,2/3/2022 20:30,118585,0,,,,,,,,,,118585,0,
2022-03-02 21:00:00+09:00,0,0,0,0,0,2/3/2022 21:00,109877,0,,,,,,,,,,109877,0,
2022-03-02 21:30:00+09:00,0,0,0,0,0,2/3/2022 21:30,110163,0,,,,,,,,,,110163,0,
2022-03-02 22:00:00+09:00,0,0,0,0,0,2/3/2022 22:00,76250,0,,,,,,,,,,76250,0,
2022-03-02 22:30:00+09:00,0,0,0,0,0,2/3/2022 22:30,66021,0,,,,,,,,,,66021,0,
2022-03-02 23:00:00+09:00,0,0,0,0,0,2/3/2022 23:00,60768,0,,,,,,,,,,60768,0,
2022-03-02 23:30:00+09:00,0,0,0,0,0,2/3/2022 23:30,54022,0,,,,,,,,,,54022,0,
2022-03-03 00:00:00+09:00,0,0,0,0,0,3/3/2022 0:00,47959,0,,,,,,,,,,47959,0,
2022-03-03 00:30:00+09:00,0,0,0,0,0,3/3/2022 0:30,44837,0,,,,,,,,,,44837,0,
2022-03-03 01:00:00+09:00,0,0,0,0,0,3/3/2022 1:00,61210,0,,,,,,,,,,61210,0,
2022-03-03 01:30:00+09:00,0,0,0,0,0,3/3/2022 1:30,53242,0,,,,,,,,,,53242,0,
2022-03-03 02:00:00+09:00,0,0,0,0,0,3/3/2022 2:00,53212,0,,,,,,,,,,53212,0,
2022-03-03 02:30:00+09:00,0,0,0,0,0,3/3/2022 2:30,49027,0,,,,,,,,,,49027,0,
2022-03-03 03:00:00+09:00,0,0,0,0,0,3/3/2022 3:00,43360,0,,,,,,,,,,43360,0,
2022-03-03 03:30:00+09:00,0,0,0,0,0,3/3/2022 3:30,45609,0,,,,,,,,,,45609,0,
2022-03-03 04:00:00+09:00,0,0,0,0,0,3/3/2022 4:00,46344,0,,,,,,,,,,46344,0,
2022-03-03 04:30:00+09:00,0,0,0,0,0,3/3/2022 4:30,45263,0,,,,,,,,,,45263,0,
2022-03-03 05:00:00+09:00,0,0,0,0,0,3/3/2022 5:00,56245,0,,,,,,,,,,56245,0,
2022-03-03 05:30:00+09:00,0,0,0,0,0,3/3/2022 5:30,52863,0,,,,,,,,,,52863,0,
2022-03-03 06:00:00+09:00,0,6,7,0,0,3/3/2022 6:00,66987,0,,,,,,,,,,66987,13,
2022-03-03 06:30:00+09:00,2320,87,90,0,0,3/3/2022 6:30,87757,0,,,,,,,,,,87757,2497,
2022-03-03 07:00:00+09:00,8520,267,278,0,0,3/3/2022 7:00,106194,0,,,,,,,,,,106194,9065,
2022-03-03 07:30:00+09:00,16350,481,486,0,0,3/3/2022 7:30,103831,0,,,,,,,,,,103831,17317,
2022-03-03 08:00:00+09:00,25010,713,698,0,0,3/3/2022 8:00,98497,0,,,,,,,,,,98497,26421,
2022-03-03 08:30:00+09:00,32430,912,886,0,0,3/3/2022 8:30,95951,0,,,,,,,,,,95951,34228,
2022-03-03 09:00:00+09:00,39080,1084,1072,0,0,3/3/2022 9:00,101283,0,,,,,,,,,,101283,41236,
2022-03-03 09:30:00+09:00,43790,1206,1201,0,0,3/3/2022 9:30,98720,0,,,,,,,,,,98720,46197,
2022-03-03 10:00:00+09:00,47540,1334,1307,0,0,3/3/2022 10:00,95300,0,,,,,,,,,,95300,50181,
2022-03-03 10:30:00+09:00,45890,1262,1248,0,0,3/3/2022 10:30,95989,0,,,,,,,,,,95989,48400,
2022-03-03 11:00:00+09:00,52730,1474,1441,0,0,3/3/2022 11:00,92907,0,,,,,,,,,,92907,55645,
2022-03-03 11:30:00+09:00,49510,1369,1362,0,0,3/3/2022 11:30,92015,0,,,,,,,,,,92015,52241,
2022-03-03 12:00:00+09:00,53290,1479,1456,0,0,3/3/2022 12:00,85634,0,,,,,,,,,,85634,56225,
2022-03-03 12:30:00+09:00,54070,1490,1472,0,0,3/3/2022 12:30,68475,0,,,,,,,,,,68475,57032,
2022-03-03 13:00:00+09:00,51000,1407,1389,0,0,3/3/2022 13:00,87165,0,,,,,,,,,,87165,53796,
2022-03-03 13:30:00+09:00,43830,1227,1215,0,0,3/3/2022 13:30,87345,0,,,,,,,,,,87345,46272,
2022-03-03 14:00:00+09:00,35970,1121,1098,0,0,3/3/2022 14:00,104858,0,,,,,,,,,,104858,38189,
2022-03-03 14:30:00+09:00,24640,772,748,0,0,3/3/2022 14:30,114010,0,,,,,,,,,,114010,26160,
2022-03-03 15:00:00+09:00,6920,212,209,0,0,3/3/2022 15:00,128019,0,,,,,,,,,,128019,7341,
2022-03-03 15:30:00+09:00,10490,322,307,0,0,3/3/2022 15:30,120194,0,,,,,,,,,,120194,11119,
2022-03-03 16:00:00+09:00,5680,180,176,0,0,3/3/2022 16:00,133297,0,,,,,,,,,,133297,6036,
2022-03-03 16:30:00+09:00,2760,97,97,0,0,3/3/2022 16:30,127972,0,,,,,,,,,,127972,2954,
2022-03-03 17:00:00+09:00,720,42,41,0,0,3/3/2022 17:00,129697,0,,,,,,,,,,129697,803,
2022-03-03 17:30:00+09:00,0,2,3,0,0,3/3/2022 17:30,131161,0,,,,,,,,,,131161,5,
2022-03-03 18:00:00+09:00,0,0,0,0,0,3/3/2022 18:00,130680,0,,,,,,,,,,130680,0,
2022-03-03 18:30:00+09:00,0,0,0,0,0,3/3/2022 18:30,125535,0,,,,,,,,,,125535,0,
2022-03-03 19:00:00+09:00,0,0,0,0,0,3/3/2022 19:00,126005,0,,,,,,,,,,126005,0,
2022-03-03 19:30:00+09:00,0,0,0,0,0,3/3/2022 19:30,116793,0,,,,,,,,,,116793,0,
2022-03-03 20:00:00+09:00,0,0,0,0,0,3/3/2022 20:00,130133,0,,,,,,,,,,130133,0,
2022-03-03 20:30:00+09:00,0,0,0,0,0,3/3/2022 20:30,122139,0,,,,,,,,,,122139,0,
2022-03-03 21:00:00+09:00,0,0,0,0,0,3/3/2022 21:00,106777,0,,,,,,,,,,106777,0,
2022-03-03 21:30:00+09:00,0,0,0,0,0,3/3/2022 21:30,114922,0,,,,,,,,,,114922,0,
2022-03-03 22:00:00+09:00,0,0,0,0,0,3/3/2022 22:00,81581,0,,,,,,,,,,81581,0,
2022-03-03 22:30:00+09:00,0,0,0,0,0,3/3/2022 22:30,73899,0,,,,,,,,,,73899,0,
2022-03-03 23:00:00+09:00,0,0,0,0,0,3/3/2022 23:00,63450,0,,,,,,,,,,63450,0,
2022-03-03 23:30:00+09:00,0,0,0,0,0,3/3/2022 23:30,67864,0,,,,,,,,,,67864,0,
2022-03-04 00:00:00+09:00,0,0,0,0,0,4/3/2022 0:00,57754,0,,,,,,,,,,57754,0,
2022-03-04 00:30:00+09:00,0,0,0,0,0,4/3/2022 0:30,55077,0,,,,,,,,,,55077,0,
2022-03-04 01:00:00+09:00,0,0,0,0,0,4/3/2022 1:00,64481,0,,,,,,,,,,64481,0,
2022-03-04 01:30:00+09:00,0,0,0,0,0,4/3/2022 1:30,59148,0,,,,,,,,,,59148,0,
2022-03-04 02:00:00+09:00,0,0,0,0,0,4/3/2022 2:00,54066,0,,,,,,,,,,54066,0,
2022-03-04 02:30:00+09:00,0,0,0,0,0,4/3/2022 2:30,57651,0,,,,,,,,,,57651,0,
2022-03-04 03:00:00+09:00,0,0,0,0,0,4/3/2022 3:00,51475,0,,,,,,,,,,51475,0,
2022-03-04 03:30:00+09:00,0,0,0,0,0,4/3/2022 3:30,51782,0,,,,,,,,,,51782,0,
2022-03-04 04:00:00+09:00,0,0,0,0,0,4/3/2022 4:00,51802,0,,,,,,,,,,51802,0,
2022-03-04 04:30:00+09:00,0,0,0,0,0,4/3/2022 4:30,54682,0,,,,,,,,,,54682,0,
2022-03-04 05:00:00+09:00,0,0,0,0,0,4/3/2022 5:00,60622,0,,,,,,,,,,60622,0,
2022-03-04 05:30:00+09:00,0,0,0,0,0,4/3/2022 5:30,60036,0,,,,,,,,,,60036,0,
2022-03-04 06:00:00+09:00,10,8,8,0,0,4/3/2022 6:00,73370,0,,,,,,,,,,73370,26,
2022-03-04 06:30:00+09:00,1950,73,73,0,0,4/3/2022 6:30,86120,0,,,,,,,,,,86120,2096,
2022-03-04 07:00:00+09:00,7640,230,233,0,0,4/3/2022 7:00,98803,0,,,,,,,,,,98803,8103,
2022-03-04 07:30:00+09:00,13560,399,401,0,0,4/3/2022 7:30,103093,0,,,,,,,,,,103093,14360,
2022-03-04 08:00:00+09:00,16390,468,466,0,0,4/3/2022 8:00,104450,0,,,,,,,,,,104450,17324,
2022-03-04 08:30:00+09:00,24580,734,722,0,0,4/3/2022 8:30,93913,0,,,,,,,,,,93913,26036,
2022-03-04 09:00:00+09:00,34620,975,968,0,0,4/3/2022 9:00,92886,0,,,,,,,,,,92886,36563,
2022-03-04 09:30:00+09:00,30340,849,840,0,0,4/3/2022 9:30,114424,0,,,,,,,,,,114424,32029,
2022-03-04 10:00:00+09:00,33310,932,921,0,0,4/3/2022 10:00,109070,0,,,,,,,,,,109070,35163,
2022-03-04 10:30:00+09:00,51410,1427,1417,0,0,4/3/2022 10:30,89737,0,,,,,,,,,,89737,54254,
2022-03-04 11:00:00+09:00,57810,1593,1571,0,0,4/3/2022 11:00,82182,0,,,,,,,,,,82182,60974,
2022-03-04 11:30:00+09:00,57980,1600,1574,0,0,4/3/2022 11:30,87871,0,,,,,,,,,,87871,61154,
2022-03-04 12:00:00+09:00,57300,1568,1547,0,0,4/3/2022 12:00,80718,0,,,,,,,,,,80718,60415,
2022-03-04 12:30:00+09:00,56110,1538,1515,0,0,4/3/2022 12:30,78923,0,,,,,,,,,,78923,59163,
2022-03-04 13:00:00+09:00,52730,1455,1430,0,0,4/3/2022 13:00,98513,0,,,,,,,,,,98513,55615,
2022-03-04 13:30:00+09:00,46510,1286,1264,0,0,4/3/2022 13:30,90937,0,,,,,,,,,,90937,49060,
2022-03-04 14:00:00+09:00,42110,1175,1152,0,0,4/3/2022 14:00,89265,0,,,,,,,,,,89265,44437,
2022-03-04 14:30:00+09:00,35400,989,968,0,0,4/3/2022 14:30,99657,0,,,,,,,,,,99657,37357,
2022-03-04 15:00:00+09:00,29910,847,826,0,0,4/3/2022 15:00,105618,0,,,,,,,,,,105618,31583,
2022-03-04 15:30:00+09:00,16290,480,465,0,0,4/3/2022 15:30,119065,0,,,,,,,,,,119065,17235,
2022-03-04 16:00:00+09:00,10110,302,295,0,0,4/3/2022 16:00,120719,0,,,,,,,,,,120719,10707,
2022-03-04 16:30:00+09:00,4460,146,142,0,0,4/3/2022 16:30,121920,0,,,,,,,,,,121920,4748,
2022-03-04 17:00:00+09:00,550,35,34,0,0,4/3/2022 17:00,128561,0,,,,,,,,,,128561,619,
2022-03-04 17:30:00+09:00,0,0,0,0,0,4/3/2022 17:30,130501,0,,,,,,,,,,130501,0,
2022-03-04 18:00:00+09:00,0,0,0,0,0,4/3/2022 18:00,130376,0,,,,,,,,,,130376,0,
2022-03-04 18:30:00+09:00,0,0,0,0,0,4/3/2022 18:30,124513,0,,,,,,,,,,124513,0,
2022-03-04 19:00:00+09:00,0,0,0,0,0,4/3/2022 19:00,120726,0,,,,,,,,,,120726,0,
2022-03-04 19:30:00+09:00,0,0,0,0,0,4/3/2022 19:30,118980,0,,,,,,,,,,118980,0,
2022-03-04 20:00:00+09:00,0,0,0,0,0,4/3/2022 20:00,122473,0,,,,,,,,,,122473,0,
2022-03-04 20:30:00+09:00,0,0,0,0,0,4/3/2022 20:30,114816,0,,,,,,,,,,114816,0,
2022-03-04 21:00:00+09:00,0,0,0,0,0,4/3/2022 21:00,108186,0,,,,,,,,,,108186,0,
2022-03-04 21:30:00+09:00,0,0,0,0,0,4/3/2022 21:30,112145,0,,,,,,,,,,112145,0,
2022-03-04 22:00:00+09:00,0,0,0,0,0,4/3/2022 22:00,72118,0,,,,,,,,,,72118,0,
2022-03-04 22:30:00+09:00,0,0,0,0,0,4/3/2022 22:30,61780,0,,,,,,,,,,61780,0,
2022-03-04 23:00:00+09:00,0,0,0,0,0,4/3/2022 23:00,56733,0,,,,,,,,,,56733,0,
2022-03-04 23:30:00+09:00,0,0,0,0,0,4/3/2022 23:30,54308,0,,,,,,,,,,54308,0,
2022-03-05 00:00:00+09:00,0,0,0,0,0,5/3/2022 0:00,43874,0,,,,,,,,,,43874,0,
2022-03-05 00:30:00+09:00,0,0,0,0,0,5/3/2022 0:30,44782,0,,,,,,,,,,44782,0,
2022-03-05 01:00:00+09:00,0,0,0,0,0,5/3/2022 1:00,55763,0,,,,,,,,,,55763,0,
2022-03-05 01:30:00+09:00,0,0,0,0,0,5/3/2022 1:30,52313,0,,,,,,,,,,52313,0,
2022-03-05 02:00:00+09:00,0,0,0,0,0,5/3/2022 2:00,49446,0,,,,,,,,,,49446,0,
2022-03-05 02:30:00+09:00,0,0,0,0,0,5/3/2022 2:30,47611,0,,,,,,,,,,47611,0,
2022-03-05 03:00:00+09:00,0,0,0,0,0,5/3/2022 3:00,45729,0,,,,,,,,,,45729,0,
2022-03-05 03:30:00+09:00,0,0,0,0,0,5/3/2022 3:30,44018,0,,,,,,,,,,44018,0,
2022-03-05 04:00:00+09:00,0,0,0,0,0,5/3/2022 4:00,48553,0,,,,,,,,,,48553,0,
2022-03-05 04:30:00+09:00,0,0,0,0,0,5/3/2022 4:30,50060,0,,,,,,,,,,50060,0,
2022-03-05 05:00:00+09:00,0,0,0,0,0,5/3/2022 5:00,58402,0,,,,,,,,,,58402,0,
2022-03-05 05:30:00+09:00,0,0,0,0,0,5/3/2022 5:30,58141,0,,,,,,,,,,58141,0,
2022-03-05 06:00:00+09:00,0,9,9,0,0,5/3/2022 6:00,70570,0,,,,,,,,,,70570,18,
2022-03-05 06:30:00+09:00,2950,106,112,0,0,5/3/2022 6:30,81493,0,,,,,,,,,,81493,3168,
2022-03-05 07:00:00+09:00,9280,291,301,0,0,5/3/2022 7:00,94919,0,,,,,,,,,,94919,9872,
2022-03-05 07:30:00+09:00,16760,499,500,0,0,5/3/2022 7:30,95462,0,,,,,,,,,,95462,17759,
2022-03-05 08:00:00+09:00,24190,694,692,0,0,5/3/2022 8:00,104527,0,,,,,,,,,,104527,25576,
2022-03-05 08:30:00+09:00,31630,888,884,0,0,5/3/2022 8:30,97109,0,,,,,,,,,,97109,33402,
2022-03-05 09:00:00+09:00,38780,1077,1067,0,0,5/3/2022 9:00,104265,0,,,,,,,,,,104265,40924,
2022-03-05 09:30:00+09:00,44790,1236,1221,0,0,5/3/2022 9:30,109857,0,,,,,,,,,,109857,47247,
2022-03-05 10:00:00+09:00,50440,1381,1366,0,0,5/3/2022 10:00,104999,0,,,,,,,,,,104999,53187,
2022-03-05 10:30:00+09:00,53350,1461,1444,0,0,5/3/2022 10:30,99098,0,,,,,,,,,,99098,56255,
2022-03-05 11:00:00+09:00,55500,1521,1502,0,0,5/3/2022 11:00,91777,0,,,,,,,,,,91777,58523,
2022-03-05 11:30:00+09:00,56560,1546,1527,0,0,5/3/2022 11:30,88586,0,,,,,,,,,,88586,59633,
2022-03-05 12:00:00+09:00,56280,1539,1520,0,0,5/3/2022 12:00,88613,0,,,,,,,,,,88613,59339,
2022-03-05 12:30:00+09:00,54300,1483,1465,0,0,5/3/2022 12:30,82940,0,,,,,,,,,,82940,57248,
2022-03-05 13:00:00+09:00,51580,1413,1396,0,0,5/3/2022 13:00,94931,0,,,,,,,,,,94931,54389,
2022-03-05 13:30:00+09:00,46940,1292,1273,0,0,5/3/2022 13:30,101765,0,,,,,,,,,,101765,49505,
2022-03-05 14:00:00+09:00,40830,1134,1115,0,0,5/3/2022 14:00,102485,0,,,,,,,,,,102485,43079,
2022-03-05 14:30:00+09:00,34520,964,945,0,0,5/3/2022 14:30,114325,0,,,,,,,,,,114325,36429,
2022-03-05 15:00:00+09:00,26710,756,740,0,0,5/3/2022 15:00,114226,0,,,,,,,,,,114226,28206,
2022-03-05 15:30:00+09:00,16970,502,488,0,0,5/3/2022 15:30,128083,0,,,,,,,,,,128083,17960,
2022-03-05 16:00:00+09:00,11450,351,342,0,0,5/3/2022 16:00,128856,0,,,,,,,,,,128856,12143,
2022-03-05 16:30:00+09:00,6010,197,192,0,0,5/3/2022 16:30,134665,0,,,,,,,,,,134665,6399,
2022-03-05 17:00:00+09:00,1330,61,59,0,0,5/3/2022 17:00,137433,0,,,,,,,,,,137433,1450,
2022-03-05 17:30:00+09:00,0,3,2,0,0,5/3/2022 17:30,139356,0,,,,,,,,,,139356,5,
2022-03-05 18:00:00+09:00,0,0,0,0,0,5/3/2022 18:00,130011,0,,,,,,,,,,130011,0,
2022-03-05 18:30:00+09:00,0,0,0,0,0,5/3/2022 18:30,128865,0,,,,,,,,,,128865,0,
