,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,30041（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,40001 蓄電（Wh）,40001 放電（Wh）,40201 蓄電（Wh）,40201 放電（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation,battery
2022-04-30 11:00:00+09:00,69350,1900,1922,0,0,30/4/2022 11:00,79465,0,,0,9,0,0,0,10552.25,10,晴れ,79465,73172,9
2022-04-30 11:30:00+09:00,65510,1786,1806,0,0,30/4/2022 11:30,85332,0,,0,9,0,0,0,10674.98,10,晴れ,85332,69102,9
2022-04-30 12:00:00+09:00,68470,1869,1889,0,0,30/4/2022 12:00,81281,0,,0,8,0,0,0,10644.47,10,晴れ,81281,72228,8
2022-04-30 12:30:00+09:00,65450,1772,1791,0,0,30/4/2022 12:30,79632,0,,0,9,0,0,0,10461.24,10,晴れ,79632,69013,9
2022-04-30 13:00:00+09:00,63100,1699,1718,0,0,30/4/2022 13:00,92928,0,,0,8,0,33,0,10128.44,10,晴れ,92928,66517,41
2022-04-30 13:30:00+09:00,59340,1602,1621,0,0,30/4/2022 13:30,87648,0,,0,9,0,34,0,9651.75,10,晴れ,87648,62563,43
2022-04-30 14:00:00+09:00,54180,1465,1487,0,0,30/4/2022 14:00,89776,0,,0,9,0,63,1,9039.33,10,晴れ,89776,57132,72
2022-04-30 14:30:00+09:00,47920,1302,1325,0,0,30/4/2022 14:30,96177,0,,0,41,0,344,3,8301.66,10,晴れ,96177,50547,385
2022-04-30 15:00:00+09:00,41030,1118,1140,0,0,30/4/2022 15:00,106164,0,,0,43,0,721,5,7451.37,10,晴れ,106164,43288,764
2022-04-30 15:30:00+09:00,33060,904,924,0,0,30/4/2022 15:30,106273,0,,0,35,0,57,8,6334.68,10,晴れ,106273,34888,92
2022-04-30 16:00:00+09:00,25010,697,713,0,0,30/4/2022 16:00,116644,0,,0,34,0,25,10,5185.12,10,晴れ,116644,26420,59
2022-04-30 16:30:00+09:00,16530,475,488,0,0,30/4/2022 16:30,122334,0,,0,35,0,26,9,4015.06,10,晴れ,122334,17493,61
2022-04-30 17:00:00+09:00,8580,264,272,0,0,30/4/2022 17:00,117681,0,,0,1539,0,28,8,2873.36,10,晴れ,117681,9116,1567
2022-04-30 17:30:00+09:00,3130,107,116,0,0,30/4/2022 17:30,118607,0,,0,1597,0,32,7,1872.72,10,晴れ,118607,3353,1629
2022-04-30 18:00:00+09:00,170,18,20,0,0,30/4/2022 18:00,127214,0,,0,94,0,34,7,829.83,10,晴れ,127214,208,128
2022-04-30 18:30:00+09:00,0,0,0,0,0,30/4/2022 18:30,128875,0,,0,39,0,33,8,0,10,晴れ,128875,0,72
2022-04-30 19:00:00+09:00,0,0,0,0,0,30/4/2022 19:00,122718,0,,0,39,0,33,8,0,10,晴れ,122718,0,72
2022-04-30 19:30:00+09:00,0,0,0,0,0,30/4/2022 19:30,121368,0,,0,39,0,33,15,0,10,晴れ,121368,0,72
2022-04-30 20:00:00+09:00,0,0,0,0,0,30/4/2022 20:00,122568,0,,0,39,0,33,21,0,10,晴れ,122568,0,72
2022-04-30 20:30:00+09:00,0,0,0,0,0,30/4/2022 20:30,116270,0,,0,39,0,33,29,0,10,晴れ,116270,0,72
2022-04-30 21:00:00+09:00,0,0,0,0,0,30/4/2022 21:00,105727,0,,0,39,0,33,37,0,10,晴れ,105727,0,72
2022-04-30 21:30:00+09:00,0,0,0,0,0,30/4/2022 21:30,118618,0,,0,39,0,33,43,0,10,晴れ,118618,0,72
2022-04-30 22:00:00+09:00,0,0,0,0,0,30/4/2022 22:00,79263,0,,0,39,0,33,50,0,21,薄曇,79263,0,72
2022-04-30 22:30:00+09:00,0,0,0,0,0,30/4/2022 22:30,63079,0,,0,39,0,32,44,0,21,薄曇,63079,0,71
2022-04-30 23:00:00+09:00,0,0,0,0,0,30/4/2022 23:00,59675,0,,0,39,0,33,38,0,10,晴れ,59675,0,72
2022-04-30 23:30:00+09:00,0,0,0,0,0,30/4/2022 23:30,57738,0,,0,39,0,33,33,0,10,晴れ,57738,0,72
2022-05-01 00:00:00+09:00,0,0,0,0,0,1/5/2022 0:00,59546,0,,0,46,0,33,95,0,22,くもり,59546,0,79
2022-05-01 00:30:00+09:00,0,0,0,0,0,1/5/2022 0:30,58242,0,,870,2,876,1,100,0,22,くもり,58242,0,1749
2022-05-01 01:00:00+09:00,0,0,0,0,0,1/5/2022 1:00,67941,0,,901,0,837,0,84,0,22,くもり,67941,0,1738
2022-05-01 01:30:00+09:00,0,0,0,0,0,1/5/2022 1:30,57888,0,,901,0,105,0,98,0,22,くもり,57888,0,1006
2022-05-01 02:00:00+09:00,0,0,0,0,0,1/5/2022 2:00,54451,0,,903,0,0,0,100,0,21,薄曇,54451,0,903
2022-05-01 02:30:00+09:00,0,0,0,0,0,1/5/2022 2:30,50539,0,,228,4,0,1,99,0,21,薄曇,50539,0,233
2022-05-01 03:00:00+09:00,0,0,0,0,0,1/5/2022 3:00,46857,0,,0,8,0,0,94,0,22,くもり,46857,0,8
2022-05-01 03:30:00+09:00,0,0,0,0,0,1/5/2022 3:30,49749,0,,0,9,0,2,86,0,22,くもり,49749,0,11
2022-05-01 04:00:00+09:00,0,0,0,0,0,1/5/2022 4:00,49951,0,,0,9,0,1,61,0,22,くもり,49951,0,10
2022-05-01 04:30:00+09:00,0,0,0,0,0,1/5/2022 4:30,51735,0,,0,8,0,1,95,0,22,くもり,51735,0,9
2022-05-01 05:00:00+09:00,0,3,3,0,0,1/5/2022 5:00,57109,0,,0,9,0,1,92,148.61,22,くもり,57109,6,10
2022-05-01 05:30:00+09:00,1460,61,62,0,0,1/5/2022 5:30,53570,0,,0,9,0,197,97,945.6,21,薄曇,53570,1583,206
2022-05-01 06:00:00+09:00,3060,103,106,0,0,1/5/2022 6:00,75469,0,,0,8,0,96,96,1702.28,21,薄曇,75469,3269,104
2022-05-01 06:30:00+09:00,4020,129,131,0,0,1/5/2022 6:30,111908,0,,0,9,0,43,100,2595.23,21,薄曇,111908,4280,52
2022-05-01 07:00:00+09:00,5930,180,184,0,0,1/5/2022 7:00,109066,0,,0,9,0,43,99,3481.77,21,薄曇,109066,6294,52
2022-05-01 07:30:00+09:00,11080,317,323,0,0,1/5/2022 7:30,107449,0,,0,8,0,43,100,1660.64,22,くもり,107449,11720,51
2022-05-01 08:00:00+09:00,12910,366,374,0,0,1/5/2022 8:00,121668,0,,0,9,0,42,100,1863.75,22,くもり,121668,13650,51
2022-05-01 08:30:00+09:00,13470,381,389,0,0,1/5/2022 8:30,119070,0,,0,9,0,43,99,2108.64,22,くもり,119070,14240,52
2022-05-01 09:00:00+09:00,12980,368,375,0,0,1/5/2022 9:00,136097,0,,0,8,0,42,97,2325.53,22,くもり,136097,13723,50
2022-05-01 09:30:00+09:00,7490,223,226,0,0,1/5/2022 9:30,137673,0,,0,9,0,43,86,2510.7,22,くもり,137673,7939,52
2022-05-01 10:00:00+09:00,7110,211,216,0,0,1/5/2022 10:00,146210,0,,0,8,0,42,100,2677.73,22,くもり,146210,7537,50
2022-05-01 10:30:00+09:00,8100,238,243,0,0,1/5/2022 10:30,145871,0,,0,9,0,43,96,2773.84,22,くもり,145871,8581,52
2022-05-01 11:00:00+09:00,6940,207,212,0,0,1/5/2022 11:00,136077,0,,0,9,0,42,99,2847.3,22,くもり,136077,7359,51
2022-05-01 11:30:00+09:00,8190,241,246,0,0,1/5/2022 11:30,142678,0,,0,1093,0,1416,99,2880.12,22,くもり,142678,8677,2509
2022-05-01 12:00:00+09:00,10380,298,304,0,0,1/5/2022 12:00,135227,0,,0,83,0,1594,99,2871.74,22,くもり,135227,10982,1677
2022-05-01 12:30:00+09:00,10510,302,309,0,0,1/5/2022 12:30,127559,0,,0,42,0,94,96,2822.3,22,くもり,127559,11121,136
2022-05-01 13:00:00+09:00,14490,410,417,0,0,1/5/2022 13:00,136205,0,,0,953,0,1235,100,2732.65,22,くもり,136205,15317,2188
2022-05-01 13:30:00+09:00,8460,247,252,0,0,1/5/2022 13:30,131003,0,,0,1093,0,1509,65,2604.32,22,くもり,131003,8959,2602
2022-05-01 14:00:00+09:00,8600,252,255,0,0,1/5/2022 14:00,130997,0,,0,1583,0,90,65,2439.51,22,くもり,130997,9107,1673
2022-05-01 14:30:00+09:00,5840,177,179,0,0,1/5/2022 14:30,130426,0,,0,1600,0,38,78,2241.04,22,くもり,130426,6196,1638
2022-05-01 15:00:00+09:00,7940,235,237,0,0,1/5/2022 15:00,134124,0,,0,93,0,37,91,2291.18,22,くもり,134124,8412,130
2022-05-01 15:30:00+09:00,4600,146,147,0,0,1/5/2022 15:30,131357,0,,0,37,0,38,86,2042.4,22,くもり,131357,4893,75
2022-05-01 16:00:00+09:00,3240,108,109,0,0,1/5/2022 16:00,134242,0,,0,38,0,37,82,1754.96,22,くもり,134242,3457,75
2022-05-01 16:30:00+09:00,2010,74,75,0,0,1/5/2022 16:30,132367,0,,0,37,0,38,83,1330.17,31,少雨,132367,2159,75
2022-05-01 17:00:00+09:00,460,32,32,0,0,1/5/2022 17:00,133425,0,,0,38,0,37,84,945.11,31,少雨,133425,524,75
2022-05-01 17:30:00+09:00,0,7,8,0,0,1/5/2022 17:30,128784,0,,0,37,0,38,86,612.78,32,弱い雨,128784,15,75
2022-05-01 18:00:00+09:00,0,0,0,0,0,1/5/2022 18:00,134272,0,,0,38,0,38,88,273.56,32,弱い雨,134272,0,76
2022-05-01 18:30:00+09:00,0,0,0,0,0,1/5/2022 18:30,127315,0,,0,37,0,38,93,0,33,強い雨,127315,0,75
2022-05-01 19:00:00+09:00,0,0,0,0,0,1/5/2022 19:00,119413,0,,0,37,0,37,99,0,33,強い雨,119413,0,74
2022-05-01 19:30:00+09:00,0,0,0,0,0,1/5/2022 19:30,116865,0,,0,38,0,38,86,0,31,少雨,116865,0,76
2022-05-01 20:00:00+09:00,0,0,0,0,0,1/5/2022 20:00,119623,0,,0,37,0,40,73,0,31,少雨,119623,0,77
2022-05-01 20:30:00+09:00,0,0,0,0,0,1/5/2022 20:30,116846,0,,0,38,0,38,70,0,22,くもり,116846,0,76
2022-05-01 21:00:00+09:00,0,0,0,0,0,1/5/2022 21:00,111686,0,,0,37,0,40,66,0,21,薄曇,111686,0,77
2022-05-01 21:30:00+09:00,0,0,0,0,0,1/5/2022 21:30,116193,0,,0,37,0,39,58,0,21,薄曇,116193,0,76
2022-05-01 22:00:00+09:00,0,0,0,0,0,1/5/2022 22:00,81334,0,,0,37,0,40,50,0,21,薄曇,81334,0,77
2022-05-01 22:30:00+09:00,0,0,0,0,0,1/5/2022 22:30,62060,0,,0,38,0,40,37,0,21,薄曇,62060,0,78
2022-05-01 23:00:00+09:00,0,0,0,0,0,1/5/2022 23:00,58864,0,,0,37,0,45,25,0,10,晴れ,58864,0,82
2022-05-01 23:30:00+09:00,0,0,0,0,0,1/5/2022 23:30,60197,0,,0,37,0,40,17,0,10,晴れ,60197,0,77
2022-05-02 00:00:00+09:00,0,0,0,0,0,2/5/2022 0:00,53852,0,,0,44,0,45,67,0,21,薄曇,53852,0,89
2022-05-02 00:30:00+09:00,0,0,0,0,0,2/5/2022 0:30,50116,0,,870,2,876,1,1,0,21,薄曇,50116,0,1749
2022-05-02 01:00:00+09:00,0,0,0,0,0,2/5/2022 1:00,61632,0,,902,0,913,0,0,0,21,薄曇,61632,0,1815
2022-05-02 01:30:00+09:00,0,0,0,0,0,2/5/2022 1:30,55491,0,,903,0,912,0,0,0,21,薄曇,55491,0,1815
2022-05-02 02:00:00+09:00,0,0,0,0,0,2/5/2022 2:00,54539,0,,901,0,915,0,3,0,10,晴れ,54539,0,1816
2022-05-02 02:30:00+09:00,0,0,0,0,0,2/5/2022 2:30,50741,0,,903,0,913,0,4,0,10,晴れ,50741,0,1816
2022-05-02 03:00:00+09:00,0,0,0,0,0,2/5/2022 3:00,48754,0,,903,0,914,0,0,0,10,晴れ,48754,0,1817
2022-05-02 03:30:00+09:00,0,0,0,0,0,2/5/2022 3:30,49195,0,,903,0,915,0,0,0,10,晴れ,49195,0,1818
2022-05-02 04:00:00+09:00,0,0,0,0,0,2/5/2022 4:00,47469,0,,31,33,32,17,0,0,10,晴れ,47469,0,113
2022-05-02 04:30:00+09:00,0,0,0,0,0,2/5/2022 4:30,50342,0,,0,33,0,17,0,0,10,晴れ,50342,0,50
2022-05-02 05:00:00+09:00,1000,42,46,0,0,2/5/2022 5:00,58469,0,,0,34,0,19,0,281.8,10,晴れ,58469,1088,53
2022-05-02 05:30:00+09:00,5620,178,164,0,0,2/5/2022 5:30,49201,0,,0,34,0,17,0,1443.38,10,晴れ,49201,5962,51
2022-05-02 06:00:00+09:00,10450,318,324,0,0,2/5/2022 6:00,50603,0,,0,34,0,18,0,2610.81,10,晴れ,50603,11092,52
2022-05-02 06:30:00+09:00,21250,591,618,0,0,2/5/2022 6:30,66971,0,,0,34,0,16,0,3764.12,10,晴れ,66971,22459,50
2022-05-02 07:00:00+09:00,29600,748,859,0,0,2/5/2022 7:00,80387,0,,0,33,0,1361,0,4883.58,10,晴れ,80387,31207,1394
2022-05-02 07:30:00+09:00,39010,971,1109,0,0,2/5/2022 7:30,69335,0,,0,34,0,78,0,5950.03,10,晴れ,69335,41090,112
2022-05-02 08:00:00+09:00,44680,1196,1261,0,0,2/5/2022 8:00,74322,0,,0,34,0,40,0,6945.22,10,晴れ,74322,47137,74
2022-05-02 08:30:00+09:00,50860,1386,1415,0,0,2/5/2022 8:30,75086,0,,0,33,0,41,0,7852.13,10,晴れ,75086,53661,74
2022-05-02 09:00:00+09:00,50300,1386,1404,0,0,2/5/2022 9:00,84932,0,,0,34,0,40,0,8655.24,10,晴れ,84932,53090,74
2022-05-02 09:30:00+09:00,60600,1693,1718,0,0,2/5/2022 9:30,76030,0,,0,33,0,41,0,9340.81,10,晴れ,76030,64011,74
2022-05-02 10:00:00+09:00,57570,1563,1586,0,0,2/5/2022 10:00,85472,0,,0,34,0,40,0,9897.11,10,晴れ,85472,60719,74
2022-05-02 10:30:00+09:00,64180,1762,1783,0,0,2/5/2022 10:30,77833,0,,0,33,0,41,0,10314.62,10,晴れ,77833,67725,74
2022-05-02 11:00:00+09:00,44760,1252,1272,0,0,2/5/2022 11:00,92111,0,,0,34,0,703,0,10586.19,10,晴れ,92111,47284,737
2022-05-02 11:30:00+09:00,49000,1393,1418,0,0,2/5/2022 11:30,96482,0,,0,189,0,436,0,10707.18,10,晴れ,96482,51811,625
2022-05-02 12:00:00+09:00,36600,999,1016,0,0,2/5/2022 12:00,105886,0,,0,49,0,58,1,10675.52,10,晴れ,105886,38615,107
2022-05-02 12:30:00+09:00,33300,902,921,0,0,2/5/2022 12:30,102534,0,,0,41,0,39,2,10469.13,10,晴れ,102534,35123,80
2022-05-02 13:00:00+09:00,25180,700,711,0,0,2/5/2022 13:00,112196,0,,0,982,0,682,1,9860.04,10,晴れ,112196,26591,1664
2022-05-02 13:30:00+09:00,12650,358,363,0,0,2/5/2022 13:30,124395,0,,0,979,0,1380,14,8815,10,晴れ,124395,13371,2359
2022-05-02 14:00:00+09:00,5200,160,162,0,0,2/5/2022 14:00,125470,0,,0,82,0,1158,23,7733.24,10,晴れ,125470,5522,1240
2022-05-02 14:30:00+09:00,11390,326,330,0,0,2/5/2022 14:30,134592,0,,0,1546,0,15,32,6916.9,10,晴れ,134592,12046,1561
2022-05-02 15:00:00+09:00,3560,117,118,0,0,2/5/2022 15:00,133566,0,,0,92,0,15,42,6042.35,21,薄曇,133566,3795,107
2022-05-02 15:30:00+09:00,3840,123,125,0,0,2/5/2022 15:30,131538,0,,0,38,0,14,43,5189.32,21,薄曇,131538,4088,52
2022-05-02 16:00:00+09:00,7800,231,233,0,0,2/5/2022 16:00,123803,0,,0,39,0,15,43,4299.38,21,薄曇,123803,8264,54
2022-05-02 16:30:00+09:00,5680,173,176,0,0,2/5/2022 16:30,127352,0,,0,38,0,15,33,3492.91,21,薄曇,127352,6029,53
2022-05-02 17:00:00+09:00,11790,357,360,0,0,2/5/2022 17:00,115288,0,,0,38,0,15,22,2627.49,21,薄曇,115288,12507,53
2022-05-02 17:30:00+09:00,5990,190,200,0,0,2/5/2022 17:30,114548,0,,0,38,0,15,21,1729.22,21,薄曇,114548,6380,53
2022-05-02 18:00:00+09:00,240,21,22,0,0,2/5/2022 18:00,126568,0,,0,39,0,15,19,793.56,10,晴れ,126568,283,54
2022-05-02 18:30:00+09:00,0,0,0,0,0,2/5/2022 18:30,129047,0,,0,38,0,15,24,0,21,薄曇,129047,0,53
2022-05-02 19:00:00+09:00,0,0,0,0,0,2/5/2022 19:00,120610,0,,0,38,0,15,28,0,21,薄曇,120610,0,53
2022-05-02 19:30:00+09:00,0,0,0,0,0,2/5/2022 19:30,124405,0,,0,38,0,15,24,0,10,晴れ,124405,0,53
2022-05-02 20:00:00+09:00,0,0,0,0,0,2/5/2022 20:00,122512,0,,0,39,0,15,21,0,10,晴れ,122512,0,54
2022-05-02 20:30:00+09:00,0,0,0,0,0,2/5/2022 20:30,117417,0,,0,38,0,15,25,0,10,晴れ,117417,0,53
2022-05-02 21:00:00+09:00,0,0,0,0,0,2/5/2022 21:00,111437,0,,0,38,0,15,29,0,10,晴れ,111437,0,53
2022-05-02 21:30:00+09:00,0,0,0,0,0,2/5/2022 21:30,119061,0,,0,38,0,14,36,0,21,薄曇,119061,0,52
2022-05-02 22:00:00+09:00,0,0,0,0,0,2/5/2022 22:00,74511,0,,0,38,0,15,43,0,22,くもり,74511,0,53
2022-05-02 22:30:00+09:00,0,0,0,0,0,2/5/2022 22:30,60742,0,,0,39,0,15,42,0,22,くもり,60742,0,54
2022-05-02 23:00:00+09:00,0,0,0,0,0,2/5/2022 23:00,58977,0,,0,38,0,15,40,0,21,薄曇,58977,0,53
2022-05-02 23:30:00+09:00,0,0,0,0,0,2/5/2022 23:30,53931,0,,0,38,871,1,37,0,21,薄曇,53931,0,910
2022-05-03 00:00:00+09:00,0,0,0,0,0,3/5/2022 0:00,53384,0,,0,47,32,29,72,0,22,くもり,53384,0,108
2022-05-03 00:30:00+09:00,0,0,0,0,0,3/5/2022 0:30,50181,0,,869,1,875,1,36,0,22,くもり,50181,0,1746
2022-05-03 01:00:00+09:00,0,0,0,0,0,3/5/2022 1:00,61981,0,,903,0,907,0,15,0,10,晴れ,61981,0,1810
2022-05-03 01:30:00+09:00,0,0,0,0,0,3/5/2022 1:30,55866,0,,901,0,909,0,59,0,10,晴れ,55866,0,1810
2022-05-03 02:00:00+09:00,0,0,0,0,0,3/5/2022 2:00,54024,0,,902,0,908,0,61,0,10,晴れ,54024,0,1810
2022-05-03 02:30:00+09:00,0,0,0,0,0,3/5/2022 2:30,49784,0,,903,0,910,0,76,0,10,晴れ,49784,0,1813
2022-05-03 03:00:00+09:00,0,0,0,0,0,3/5/2022 3:00,47451,0,,850,0,910,0,99,0,10,晴れ,47451,0,1760
2022-05-03 03:30:00+09:00,0,0,0,0,0,3/5/2022 3:30,50998,0,,162,5,599,0,100,0,10,晴れ,50998,0,766
2022-05-03 04:00:00+09:00,0,0,0,0,0,3/5/2022 4:00,51449,0,,0,8,0,0,100,0,10,晴れ,51449,0,8
2022-05-03 04:30:00+09:00,0,1,1,0,0,3/5/2022 4:30,52761,0,,0,9,0,0,100,0,10,晴れ,52761,2,9
2022-05-03 05:00:00+09:00,1300,48,53,0,0,3/5/2022 5:00,57841,0,,0,9,0,0,100,321.34,10,晴れ,57841,1401,9
2022-05-03 05:30:00+09:00,6340,199,179,0,0,3/5/2022 5:30,45115,0,,0,8,0,0,100,1480.72,10,晴れ,45115,6718,8
2022-05-03 06:00:00+09:00,13850,417,429,0,0,3/5/2022 6:00,56530,0,,0,9,0,0,100,2645.87,10,晴れ,56530,14696,9
2022-05-03 06:30:00+09:00,21550,607,635,0,0,3/5/2022 6:30,79425,0,,0,9,0,0,95,3796.86,10,晴れ,79425,22792,9
2022-05-03 07:00:00+09:00,29120,727,846,0,0,3/5/2022 7:00,76734,0,,0,8,0,0,41,4913.98,10,晴れ,76734,30693,8
2022-05-03 07:30:00+09:00,37650,890,1070,0,0,3/5/2022 7:30,78143,0,,0,9,0,0,16,5978.13,10,晴れ,78143,39610,9
2022-05-03 08:00:00+09:00,45570,1170,1278,0,0,3/5/2022 8:00,80710,0,,0,9,0,0,0,6971.1,10,晴れ,80710,48018,9
2022-05-03 08:30:00+09:00,52910,1433,1466,0,0,3/5/2022 8:30,72964,0,,0,8,0,0,0,7875.9,10,晴れ,72964,55809,8
2022-05-03 09:00:00+09:00,58550,1590,1619,0,0,3/5/2022 9:00,77101,0,,0,9,0,0,0,8677.05,10,晴れ,77101,61759,9
2022-05-03 09:30:00+09:00,63010,1703,1728,0,0,3/5/2022 9:30,82112,0,,0,9,0,0,0,9360.83,10,晴れ,82112,66441,9
2022-05-03 10:00:00+09:00,66520,1801,1821,0,0,3/5/2022 10:00,79354,0,,0,8,0,0,0,9915.56,10,晴れ,79354,70142,8
2022-05-03 10:30:00+09:00,68120,1853,1875,0,0,3/5/2022 10:30,82822,0,,0,9,0,0,0,10331.73,10,晴れ,82822,71848,9
2022-05-03 11:00:00+09:00,68470,1861,1881,0,0,3/5/2022 11:00,82827,0,,0,9,0,0,0,10602.23,10,晴れ,82827,72212,9
2022-05-03 11:30:00+09:00,68260,1853,1872,0,0,3/5/2022 11:30,81355,0,,0,41,0,0,0,10722.43,10,晴れ,81355,71985,41
2022-05-03 12:00:00+09:00,60830,1648,1669,0,0,3/5/2022 12:00,86117,0,,0,35,0,0,0,10690.27,10,晴れ,86117,64147,35
2022-05-03 12:30:00+09:00,65650,1760,1783,0,0,3/5/2022 12:30,72790,0,,0,35,0,0,0,10506.3,10,晴れ,72790,69193,35
2022-05-03 13:00:00+09:00,56320,1554,1567,0,0,3/5/2022 13:00,90386,0,,0,221,0,113,0,10173.68,10,晴れ,90386,59441,334
2022-05-03 13:30:00+09:00,50120,1356,1370,0,0,3/5/2022 13:30,103012,0,,0,237,0,329,8,9698.09,10,晴れ,103012,52846,566
2022-05-03 14:00:00+09:00,48460,1313,1332,0,0,3/5/2022 14:00,94867,0,,0,189,0,251,8,9043.16,10,晴れ,94867,51105,440
2022-05-03 14:30:00+09:00,47270,1277,1302,0,0,3/5/2022 14:30,100021,0,,0,54,0,401,9,8237.08,10,晴れ,100021,49849,455
2022-05-03 15:00:00+09:00,40650,1104,1128,0,0,3/5/2022 15:00,109854,0,,0,43,0,758,10,7334.91,10,晴れ,109854,42882,801
2022-05-03 15:30:00+09:00,33820,921,941,0,0,3/5/2022 15:30,110380,0,,0,42,0,72,9,6456.03,10,晴れ,110380,35682,114
2022-05-03 16:00:00+09:00,25380,705,724,0,0,3/5/2022 16:00,114711,0,,0,42,0,41,7,5484.22,10,晴れ,114711,26809,83
2022-05-03 16:30:00+09:00,17170,492,505,0,0,3/5/2022 16:30,124219,0,,0,42,0,41,6,4425.8,10,晴れ,124219,18167,83
2022-05-03 17:00:00+09:00,9600,291,299,0,0,3/5/2022 17:00,124912,0,,0,42,0,41,5,3312.64,10,晴れ,124912,10190,83
2022-05-03 17:30:00+09:00,3480,118,129,0,0,3/5/2022 17:30,130790,0,,0,42,0,41,4,2155.23,10,晴れ,130790,3727,83
2022-05-03 18:00:00+09:00,300,23,26,0,0,3/5/2022 18:00,129978,0,,0,42,0,40,3,990.08,10,晴れ,129978,349,82
2022-05-03 18:30:00+09:00,0,0,0,0,0,3/5/2022 18:30,122757,0,,0,42,0,41,1,0,10,晴れ,122757,0,83
2022-05-03 19:00:00+09:00,0,0,0,0,0,3/5/2022 19:00,124336,0,,0,42,0,41,0,0,10,晴れ,124336,0,83
2022-05-03 19:30:00+09:00,0,0,0,0,0,3/5/2022 19:30,122497,0,,0,42,0,41,0,0,10,晴れ,122497,0,83
2022-05-03 20:00:00+09:00,0,0,0,0,0,3/5/2022 20:00,118810,0,,0,42,0,40,0,0,10,晴れ,118810,0,82
2022-05-03 20:30:00+09:00,0,0,0,0,0,3/5/2022 20:30,117305,0,,0,42,0,41,0,0,10,晴れ,117305,0,83
2022-05-03 21:00:00+09:00,0,0,0,0,0,3/5/2022 21:00,109452,0,,0,42,0,40,0,0,10,晴れ,109452,0,82
2022-05-03 21:30:00+09:00,0,0,0,0,0,3/5/2022 21:30,120016,0,,0,42,0,41,0,0,10,晴れ,120016,0,83
2022-05-03 22:00:00+09:00,0,0,0,0,0,3/5/2022 22:00,76454,0,,0,42,0,41,1,0,10,晴れ,76454,0,83
2022-05-03 22:30:00+09:00,0,0,0,0,0,3/5/2022 22:30,63687,0,,0,41,0,40,2,0,10,晴れ,63687,0,81
2022-05-03 23:00:00+09:00,0,0,0,0,0,3/5/2022 23:00,57373,0,,0,42,0,41,3,0,10,晴れ,57373,0,83
2022-05-03 23:30:00+09:00,0,0,0,0,0,3/5/2022 23:30,55596,0,,0,42,0,48,2,0,10,晴れ,55596,0,90
2022-05-04 00:00:00+09:00,0,0,0,0,0,4/5/2022 0:00,53297,0,,0,50,0,48,0,0,10,晴れ,53297,0,98
2022-05-04 00:30:00+09:00,0,0,0,0,0,4/5/2022 0:30,50951,0,,868,1,873,2,0,0,10,晴れ,50951,0,1744
2022-05-04 01:00:00+09:00,0,0,0,0,0,4/5/2022 1:00,63204,0,,348,4,908,0,0,0,10,晴れ,63204,0,1260
2022-05-04 01:30:00+09:00,0,0,0,0,0,4/5/2022 1:30,54766,0,,0,8,611,0,0,0,10,晴れ,54766,0,619
2022-05-04 02:00:00+09:00,0,0,0,0,0,4/5/2022 2:00,53517,0,,0,9,0,6,0,0,10,晴れ,53517,0,15
2022-05-04 02:30:00+09:00,0,0,0,0,0,4/5/2022 2:30,48673,0,,0,9,0,9,0,0,10,晴れ,48673,0,18
2022-05-04 03:00:00+09:00,0,0,0,0,0,4/5/2022 3:00,46618,0,,0,8,0,8,0,0,10,晴れ,46618,0,16
2022-05-04 03:30:00+09:00,0,0,0,0,0,4/5/2022 3:30,50366,0,,0,9,0,9,0,0,10,晴れ,50366,0,18
2022-05-04 04:00:00+09:00,0,0,0,0,0,4/5/2022 4:00,51882,0,,0,8,0,8,0,0,10,晴れ,51882,0,16
2022-05-04 04:30:00+09:00,0,2,2,0,0,4/5/2022 4:30,52304,0,,0,9,0,8,0,0,10,晴れ,52304,4,17
2022-05-04 05:00:00+09:00,1460,56,58,0,0,4/5/2022 5:00,58457,0,,0,9,0,9,0,359.93,10,晴れ,58457,1574,18
2022-05-04 05:30:00+09:00,6440,201,188,0,0,4/5/2022 5:30,46773,0,,0,8,0,8,0,1517.11,10,晴れ,46773,6829,16
2022-05-04 06:00:00+09:00,13120,394,408,0,0,4/5/2022 6:00,54450,0,,0,9,0,9,0,2679.99,10,晴れ,54450,13922,18
2022-05-04 06:30:00+09:00,19780,562,601,0,0,4/5/2022 6:30,79249,0,,0,9,0,8,0,3828.65,10,晴れ,79249,20943,17
2022-05-04 07:00:00+09:00,27000,699,790,0,0,4/5/2022 7:00,86280,0,,0,8,0,8,0,4943.46,10,晴れ,86280,28489,16
2022-05-04 07:30:00+09:00,34710,857,984,0,0,4/5/2022 7:30,79906,0,,0,9,0,8,0,6005.34,10,晴れ,79906,36551,17
2022-05-04 08:00:00+09:00,42120,1098,1175,0,0,4/5/2022 8:00,86322,0,,0,8,0,8,0,6996.11,10,晴れ,86322,44393,16
2022-05-04 08:30:00+09:00,49010,1328,1353,0,0,4/5/2022 8:30,76369,0,,0,9,0,8,0,7898.83,10,晴れ,76369,51691,17
2022-05-04 09:00:00+09:00,54390,1465,1490,0,0,4/5/2022 9:00,84357,0,,0,9,0,8,0,8698.05,10,晴れ,84357,57345,17
