,30001（Wh）,30011（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation
2022-11-12 14:00:00+09:00,10110,43800,12/11/2022 14:00,0,29410,,9,5377.17,10,晴れ,0,53910
2022-11-12 14:30:00+09:00,7810,33200,12/11/2022 14:30,0,16962,,9,4625.34,10,晴れ,0,41010
2022-11-12 15:00:00+09:00,5370,21750,12/11/2022 15:00,281,3429,,9,3755.02,10,晴れ,281,27120
2022-11-12 15:30:00+09:00,3110,11600,12/11/2022 15:30,9131,0,,8,2774.75,10,晴れ,9131,14710
2022-11-12 16:00:00+09:00,1150,3510,12/11/2022 16:00,19067,0,,7,1710.92,10,晴れ,19067,4660
2022-11-12 16:30:00+09:00,150,80,12/11/2022 16:30,27646,0,,6,581.88,10,晴れ,27646,230
2022-11-12 17:00:00+09:00,0,0,12/11/2022 17:00,29961,0,,5,0,10,晴れ,29961,0
2022-11-12 17:30:00+09:00,0,0,12/11/2022 17:30,30229,0,,8,0,10,晴れ,30229,0
2022-11-12 18:00:00+09:00,0,0,12/11/2022 18:00,30332,0,,12,0,10,晴れ,30332,0
2022-11-12 18:30:00+09:00,0,0,12/11/2022 18:30,29308,0,,17,0,10,晴れ,29308,0
2022-11-12 19:00:00+09:00,0,0,12/11/2022 19:00,12908,0,,22,0,10,晴れ,12908,0
2022-11-12 19:30:00+09:00,0,0,12/11/2022 19:30,2586,0,,28,0,10,晴れ,2586,0
2022-11-12 20:00:00+09:00,0,0,12/11/2022 20:00,2549,0,,34,0,10,晴れ,2549,0
2022-11-12 20:30:00+09:00,0,0,12/11/2022 20:30,2543,0,,31,0,10,晴れ,2543,0
2022-11-12 21:00:00+09:00,0,0,12/11/2022 21:00,2590,0,,29,0,21,薄曇,2590,0
2022-11-12 21:30:00+09:00,0,0,12/11/2022 21:30,2634,0,,33,0,21,薄曇,2634,0
2022-11-12 22:00:00+09:00,0,0,12/11/2022 22:00,2496,0,,36,0,21,薄曇,2496,0
2022-11-12 22:30:00+09:00,0,0,12/11/2022 22:30,2520,0,,37,0,21,薄曇,2520,0
2022-11-12 23:00:00+09:00,0,0,12/11/2022 23:00,2672,0,,37,0,21,薄曇,2672,0
2022-11-12 23:30:00+09:00,0,0,12/11/2022 23:30,2683,0,,35,0,21,薄曇,2683,0
2022-11-13 00:00:00+09:00,0,0,13/11/2022 0:00,2593,0,,37,0,22,くもり,2593,0
2022-11-13 00:30:00+09:00,0,0,13/11/2022 0:30,2596,0,,43,0,22,くもり,2596,0
2022-11-13 01:00:00+09:00,0,0,13/11/2022 1:00,2605,0,,66,0,22,くもり,2605,0
2022-11-13 01:30:00+09:00,0,0,13/11/2022 1:30,2614,0,,36,0,22,くもり,2614,0
2022-11-13 02:00:00+09:00,0,0,13/11/2022 2:00,2534,0,,69,0,22,くもり,2534,0
2022-11-13 02:30:00+09:00,0,0,13/11/2022 2:30,2541,0,,33,0,22,くもり,2541,0
2022-11-13 03:00:00+09:00,0,0,13/11/2022 3:00,2577,0,,21,0,22,くもり,2577,0
2022-11-13 03:30:00+09:00,0,0,13/11/2022 3:30,2611,0,,36,0,22,くもり,2611,0
2022-11-13 04:00:00+09:00,0,0,13/11/2022 4:00,2527,0,,46,0,22,くもり,2527,0
2022-11-13 04:30:00+09:00,0,0,13/11/2022 4:30,2541,0,,54,0,22,くもり,2541,0
2022-11-13 05:00:00+09:00,0,0,13/11/2022 5:00,2794,0,,58,0,21,薄曇,2794,0
2022-11-13 05:30:00+09:00,0,0,13/11/2022 5:30,2699,0,,91,0,10,晴れ,2699,0
2022-11-13 06:00:00+09:00,0,0,13/11/2022 6:00,2685,0,,74,0,10,晴れ,2685,0
2022-11-13 06:30:00+09:00,340,940,13/11/2022 6:30,1855,215,,100,0,22,くもり,1855,1280
2022-11-13 07:00:00+09:00,590,1890,13/11/2022 7:00,2596,461,,100,431.97,22,くもり,2596,2480
2022-11-13 07:30:00+09:00,2680,11900,13/11/2022 7:30,48,8898,,100,1186.17,22,くもり,48,14580
2022-11-13 08:00:00+09:00,2210,9360,13/11/2022 8:00,0,5868,,89,1626.32,22,くもり,0,11570
2022-11-13 08:30:00+09:00,3260,14160,13/11/2022 8:30,3386,11134,,100,1937.34,22,くもり,3386,17420
2022-11-13 09:00:00+09:00,3870,17150,13/11/2022 9:00,6543,1180,,100,2122.57,22,くもり,6543,21020
2022-11-13 09:30:00+09:00,4970,22210,13/11/2022 9:30,5912,6699,,100,1820.74,22,くもり,5912,27180
2022-11-13 10:00:00+09:00,1940,8080,13/11/2022 10:00,16033,0,,68,1685.47,22,くもり,16033,10020
2022-11-13 10:30:00+09:00,2360,9980,13/11/2022 10:30,13804,0,,100,1800.23,32,弱い雨,13804,12340
2022-11-13 11:00:00+09:00,1530,6580,13/11/2022 11:00,18249,0,,87,1874.35,32,弱い雨,18249,8110
2022-11-13 11:30:00+09:00,450,1020,13/11/2022 11:30,24741,0,,95,1906.57,32,弱い雨,24741,1470
2022-11-13 12:00:00+09:00,530,1340,13/11/2022 12:00,24590,0,,100,1896.35,32,弱い雨,24590,1870
2022-11-13 12:30:00+09:00,270,220,13/11/2022 12:30,26388,0,,100,1843.85,32,弱い雨,26388,490
2022-11-13 13:00:00+09:00,740,2750,13/11/2022 13:00,23145,0,,100,1749.97,32,弱い雨,23145,3490
2022-11-13 13:30:00+09:00,440,1100,13/11/2022 13:30,24931,0,,97,1616.33,32,弱い雨,24931,1540
2022-11-13 14:00:00+09:00,720,2520,13/11/2022 14:00,23093,0,,94,1445.2,32,弱い雨,23093,3240
2022-11-13 14:30:00+09:00,540,1380,13/11/2022 14:30,24548,0,,87,1239.52,33,強い雨,24548,1920
2022-11-13 15:00:00+09:00,510,1460,13/11/2022 15:00,24542,0,,79,1002.81,33,強い雨,24542,1970
2022-11-13 15:30:00+09:00,320,740,13/11/2022 15:30,25663,0,,85,739.1,32,弱い雨,25663,1060
2022-11-13 16:00:00+09:00,100,40,13/11/2022 16:00,26776,0,,90,452.93,32,弱い雨,26776,140
2022-11-13 16:30:00+09:00,0,0,13/11/2022 16:30,28842,0,,92,149.18,31,少雨,28842,0
2022-11-13 17:00:00+09:00,0,0,13/11/2022 17:00,29850,0,,94,0,31,少雨,29850,0
2022-11-13 17:30:00+09:00,0,0,13/11/2022 17:30,29924,0,,94,0,32,弱い雨,29924,0
2022-11-13 18:00:00+09:00,0,0,13/11/2022 18:00,29842,0,,93,0,32,弱い雨,29842,0
2022-11-13 18:30:00+09:00,0,0,13/11/2022 18:30,29489,0,,79,0,31,少雨,29489,0
2022-11-13 19:00:00+09:00,0,0,13/11/2022 19:00,15209,0,,65,0,31,少雨,15209,0
2022-11-13 19:30:00+09:00,0,0,13/11/2022 19:30,2650,0,,56,0,22,くもり,2650,0
2022-11-13 20:00:00+09:00,0,0,13/11/2022 20:00,2558,0,,47,0,22,くもり,2558,0
2022-11-13 20:30:00+09:00,0,0,13/11/2022 20:30,2658,0,,38,0,22,くもり,2658,0
2022-11-13 21:00:00+09:00,0,0,13/11/2022 21:00,2600,0,,29,0,22,くもり,2600,0
2022-11-13 21:30:00+09:00,0,0,13/11/2022 21:30,2629,0,,26,0,21,薄曇,2629,0
2022-11-13 22:00:00+09:00,0,0,13/11/2022 22:00,2655,0,,22,0,21,薄曇,2655,0
2022-11-13 22:30:00+09:00,0,0,13/11/2022 22:30,2599,0,,17,0,21,薄曇,2599,0
2022-11-13 23:00:00+09:00,0,0,13/11/2022 23:00,2635,0,,13,0,21,薄曇,2635,0
2022-11-13 23:30:00+09:00,0,0,13/11/2022 23:30,2667,0,,12,0,10,晴れ,2667,0
2022-11-14 00:00:00+09:00,0,0,14/11/2022 0:00,2605,0,,0,0,10,晴れ,2605,0
2022-11-14 00:30:00+09:00,0,0,14/11/2022 0:30,2650,0,,0,0,10,晴れ,2650,0
2022-11-14 01:00:00+09:00,0,0,14/11/2022 1:00,2666,0,,0,0,10,晴れ,2666,0
2022-11-14 01:30:00+09:00,0,0,14/11/2022 1:30,2579,0,,0,0,10,晴れ,2579,0
2022-11-14 02:00:00+09:00,0,0,14/11/2022 2:00,2610,0,,0,0,10,晴れ,2610,0
2022-11-14 02:30:00+09:00,0,0,14/11/2022 2:30,2663,0,,0,0,10,晴れ,2663,0
2022-11-14 03:00:00+09:00,0,0,14/11/2022 3:00,2654,0,,0,0,10,晴れ,2654,0
2022-11-14 03:30:00+09:00,0,0,14/11/2022 3:30,2634,0,,0,0,10,晴れ,2634,0
2022-11-14 04:00:00+09:00,0,0,14/11/2022 4:00,2668,0,,0,0,10,晴れ,2668,0
2022-11-14 04:30:00+09:00,0,0,14/11/2022 4:30,2646,0,,0,0,10,晴れ,2646,0
2022-11-14 05:00:00+09:00,0,0,14/11/2022 5:00,2765,0,,0,0,10,晴れ,2765,0
2022-11-14 05:30:00+09:00,0,0,14/11/2022 5:30,2791,0,,0,0,10,晴れ,2791,0
2022-11-14 06:00:00+09:00,0,0,14/11/2022 6:00,2693,0,,0,0,10,晴れ,2693,0
2022-11-14 06:30:00+09:00,260,780,14/11/2022 6:30,5973,0,,0,0,10,晴れ,5973,1040
2022-11-14 07:00:00+09:00,1200,7560,14/11/2022 7:00,1075,1732,,0,1062.38,10,晴れ,1075,8760
2022-11-14 07:30:00+09:00,3850,19310,14/11/2022 7:30,0,14596,,0,2160.13,10,晴れ,0,23160
2022-11-14 08:00:00+09:00,6660,32460,14/11/2022 8:00,0,30160,,0,3183.91,10,晴れ,0,39120
2022-11-14 08:30:00+09:00,9310,44770,14/11/2022 8:30,0,44733,,0,4116.21,10,晴れ,0,54080
2022-11-14 09:00:00+09:00,11550,55100,14/11/2022 9:00,0,42261,,0,4941.06,10,晴れ,0,66650
2022-11-14 09:30:00+09:00,13400,63020,14/11/2022 9:30,0,51997,,0,5644.37,10,晴れ,0,76420
2022-11-14 10:00:00+09:00,14800,69460,14/11/2022 10:00,0,59432,,0,6214.09,10,晴れ,0,84260
2022-11-14 10:30:00+09:00,15860,73380,14/11/2022 10:30,0,64291,,0,6640.48,10,晴れ,0,89240
2022-11-14 11:00:00+09:00,16430,75630,14/11/2022 11:00,0,67083,,0,6916.24,10,晴れ,0,92060
2022-11-14 11:30:00+09:00,16630,75280,14/11/2022 11:30,0,66936,,0,7036.65,10,晴れ,0,91910
2022-11-14 12:00:00+09:00,16240,73720,14/11/2022 12:00,0,64420,,0,6999.66,10,晴れ,0,89960
2022-11-14 12:30:00+09:00,15820,71290,14/11/2022 12:30,0,61982,,0,6805.89,10,晴れ,0,87110
2022-11-14 13:00:00+09:00,14760,65940,14/11/2022 13:00,0,56089,,0,6458.66,10,晴れ,0,80700
2022-11-14 13:30:00+09:00,8400,36880,14/11/2022 13:30,0,21516,,1,5963.92,10,晴れ,0,45280
2022-11-14 14:00:00+09:00,8000,35340,14/11/2022 14:00,0,19583,,1,5330.12,10,晴れ,0,43340
2022-11-14 14:30:00+09:00,5150,22410,14/11/2022 14:30,2,4134,,4,4568.12,10,晴れ,2,27560
2022-11-14 15:00:00+09:00,4760,19870,14/11/2022 15:00,1363,2518,,7,3676.58,10,晴れ,1363,24630
2022-11-14 15:30:00+09:00,2000,7880,14/11/2022 15:30,13409,43,,10,2709.44,10,晴れ,13409,9880
2022-11-14 16:00:00+09:00,1070,3510,14/11/2022 16:00,18626,0,,12,1652.83,10,晴れ,18626,4580
2022-11-14 16:30:00+09:00,120,50,14/11/2022 16:30,24862,0,,15,505.18,10,晴れ,24862,170
2022-11-14 17:00:00+09:00,0,0,14/11/2022 17:00,29835,0,,18,0,10,晴れ,29835,0
2022-11-14 17:30:00+09:00,0,0,14/11/2022 17:30,30050,0,,25,0,10,晴れ,30050,0
2022-11-14 18:00:00+09:00,0,0,14/11/2022 18:00,29975,0,,31,0,10,晴れ,29975,0
2022-11-14 18:30:00+09:00,0,0,14/11/2022 18:30,28153,0,,33,0,21,薄曇,28153,0
2022-11-14 19:00:00+09:00,0,0,14/11/2022 19:00,10806,0,,34,0,21,薄曇,10806,0
2022-11-14 19:30:00+09:00,0,0,14/11/2022 19:30,4146,0,,34,0,10,晴れ,4146,0
2022-11-14 20:00:00+09:00,0,0,14/11/2022 20:00,2605,0,,33,0,10,晴れ,2605,0
2022-11-14 20:30:00+09:00,0,0,14/11/2022 20:30,2482,0,,30,0,21,薄曇,2482,0
2022-11-14 21:00:00+09:00,0,0,14/11/2022 21:00,2484,0,,27,0,21,薄曇,2484,0
2022-11-14 21:30:00+09:00,0,0,14/11/2022 21:30,2511,0,,22,0,21,薄曇,2511,0
2022-11-14 22:00:00+09:00,0,0,14/11/2022 22:00,2493,0,,16,0,10,晴れ,2493,0
2022-11-14 22:30:00+09:00,0,0,14/11/2022 22:30,2592,0,,22,0,10,晴れ,2592,0
2022-11-14 23:00:00+09:00,0,0,14/11/2022 23:00,2719,0,,27,0,10,晴れ,2719,0
2022-11-14 23:30:00+09:00,0,0,14/11/2022 23:30,2608,0,,28,0,10,晴れ,2608,0
2022-11-15 00:00:00+09:00,0,0,15/11/2022 0:00,2552,0,,68,0,22,くもり,2552,0
2022-11-15 00:30:00+09:00,0,0,15/11/2022 0:30,2521,0,,48,0,22,くもり,2521,0
2022-11-15 01:00:00+09:00,0,0,15/11/2022 1:00,2588,0,,45,0,21,薄曇,2588,0
2022-11-15 01:30:00+09:00,0,0,15/11/2022 1:30,2539,0,,43,0,22,くもり,2539,0
2022-11-15 02:00:00+09:00,0,0,15/11/2022 2:00,2537,0,,58,0,22,くもり,2537,0
2022-11-15 02:30:00+09:00,0,0,15/11/2022 2:30,2537,0,,41,0,22,くもり,2537,0
2022-11-15 03:00:00+09:00,0,0,15/11/2022 3:00,2619,0,,34,0,21,薄曇,2619,0
2022-11-15 03:30:00+09:00,0,0,15/11/2022 3:30,2660,0,,20,0,21,薄曇,2660,0
2022-11-15 04:00:00+09:00,0,0,15/11/2022 4:00,2657,0,,3,0,10,晴れ,2657,0
2022-11-15 04:30:00+09:00,0,0,15/11/2022 4:30,2635,0,,1,0,10,晴れ,2635,0
2022-11-15 05:00:00+09:00,0,0,15/11/2022 5:00,2836,0,,0,0,10,晴れ,2836,0
2022-11-15 05:30:00+09:00,0,0,15/11/2022 5:30,2845,0,,0,0,10,晴れ,2845,0
2022-11-15 06:00:00+09:00,0,0,15/11/2022 6:00,5722,0,,0,0,10,晴れ,5722,0
2022-11-15 06:30:00+09:00,280,850,15/11/2022 6:30,13280,0,,0,0,10,晴れ,13280,1130
2022-11-15 07:00:00+09:00,1280,8120,15/11/2022 7:00,5104,20,,0,1021.66,10,晴れ,5104,9400
2022-11-15 07:30:00+09:00,3770,19120,15/11/2022 7:30,0,8335,,0,2031.22,10,晴れ,0,22890
2022-11-15 08:00:00+09:00,6430,31390,15/11/2022 8:00,0,23003,,0,2882.66,10,晴れ,0,37820
2022-11-15 08:30:00+09:00,8990,43070,15/11/2022 8:30,0,35656,,0,3761.78,10,晴れ,0,52060
2022-11-15 09:00:00+09:00,11240,53340,15/11/2022 9:00,0,39961,,0,4551.92,10,晴れ,0,64580
2022-11-15 09:30:00+09:00,13170,61470,15/11/2022 9:30,0,50074,,2,5349.57,10,晴れ,0,74640
2022-11-15 10:00:00+09:00,15240,70990,15/11/2022 10:00,0,61359,,1,6055.35,10,晴れ,0,86230
2022-11-15 10:30:00+09:00,15940,73770,15/11/2022 10:30,0,64671,,0,6165.32,10,晴れ,0,89710
2022-11-15 11:00:00+09:00,16680,76630,15/11/2022 11:00,0,68122,,0,6112.4,10,晴れ,0,93310
2022-11-15 11:30:00+09:00,16330,74640,15/11/2022 11:30,0,65963,,0,5891.24,10,晴れ,0,90970
2022-11-15 12:00:00+09:00,15710,71440,15/11/2022 12:00,31,62138,,0,5542.56,21,薄曇,31,87150
2022-11-15 12:30:00+09:00,11680,53120,15/11/2022 12:30,2402,42700,,2,5852.73,10,晴れ,2402,64800
2022-11-15 13:00:00+09:00,14130,63410,15/11/2022 13:00,67,52837,,6,6016.53,10,晴れ,67,77540
2022-11-15 13:30:00+09:00,12570,55340,15/11/2022 13:30,261,43573,,5,5674.54,10,晴れ,261,67910
2022-11-15 14:00:00+09:00,11280,48650,15/11/2022 14:00,0,35741,,1,5177.94,10,晴れ,0,59930
2022-11-15 14:30:00+09:00,9490,40610,15/11/2022 14:30,0,26153,,11,4073.51,10,晴れ,0,50100
2022-11-15 15:00:00+09:00,7320,30140,15/11/2022 15:00,0,13808,,21,3002.46,10,晴れ,0,37460
2022-11-15 15:30:00+09:00,3690,13800,15/11/2022 15:30,6490,639,,16,2392.56,10,晴れ,6490,17490
2022-11-15 16:00:00+09:00,1080,2970,15/11/2022 16:00,20967,0,,10,1562.71,10,晴れ,20967,4050
2022-11-15 16:30:00+09:00,40,0,15/11/2022 16:30,29208,0,,8,453.06,10,晴れ,29208,40
2022-11-15 17:00:00+09:00,0,0,15/11/2022 17:00,29825,0,,5,0,10,晴れ,29825,0
2022-11-15 17:30:00+09:00,0,0,15/11/2022 17:30,29994,0,,6,0,10,晴れ,29994,0
2022-11-15 18:00:00+09:00,0,0,15/11/2022 18:00,29952,0,,6,0,10,晴れ,29952,0
2022-11-15 18:30:00+09:00,0,0,15/11/2022 18:30,29706,0,,18,0,10,晴れ,29706,0
2022-11-15 19:00:00+09:00,0,0,15/11/2022 19:00,10073,0,,29,0,10,晴れ,10073,0
2022-11-15 19:30:00+09:00,0,0,15/11/2022 19:30,3168,0,,17,0,10,晴れ,3168,0
2022-11-15 20:00:00+09:00,0,0,15/11/2022 20:00,2485,0,,5,0,21,薄曇,2485,0
2022-11-15 20:30:00+09:00,0,0,15/11/2022 20:30,2461,0,,6,0,10,晴れ,2461,0
2022-11-15 21:00:00+09:00,0,0,15/11/2022 21:00,2505,0,,6,0,10,晴れ,2505,0
2022-11-15 21:30:00+09:00,0,0,15/11/2022 21:30,2585,0,,8,0,10,晴れ,2585,0
2022-11-15 22:00:00+09:00,0,0,15/11/2022 22:00,2625,0,,9,0,10,晴れ,2625,0
2022-11-15 22:30:00+09:00,0,0,15/11/2022 22:30,2554,0,,15,0,21,薄曇,2554,0
2022-11-15 23:00:00+09:00,0,0,15/11/2022 23:00,2590,0,,21,0,21,薄曇,2590,0
2022-11-15 23:30:00+09:00,0,0,15/11/2022 23:30,2617,0,,19,0,21,薄曇,2617,0
2022-11-16 00:00:00+09:00,0,0,16/11/2022 0:00,2579,0,,27,0,22,くもり,2579,0
2022-11-16 00:30:00+09:00,0,0,16/11/2022 0:30,2583,0,,60,0,22,くもり,2583,0
2022-11-16 01:00:00+09:00,0,0,16/11/2022 1:00,2682,0,,19,0,22,くもり,2682,0
2022-11-16 01:30:00+09:00,0,0,16/11/2022 1:30,2670,0,,0,0,10,晴れ,2670,0
2022-11-16 02:00:00+09:00,0,0,16/11/2022 2:00,2662,0,,0,0,10,晴れ,2662,0
2022-11-16 02:30:00+09:00,0,0,16/11/2022 2:30,2716,0,,1,0,10,晴れ,2716,0
2022-11-16 03:00:00+09:00,0,0,16/11/2022 3:00,2688,0,,24,0,10,晴れ,2688,0
2022-11-16 03:30:00+09:00,0,0,16/11/2022 3:30,2653,0,,40,0,31,少雨,2653,0
2022-11-16 04:00:00+09:00,0,0,16/11/2022 4:00,2665,0,,42,0,22,くもり,2665,0
2022-11-16 04:30:00+09:00,0,0,16/11/2022 4:30,2629,0,,3,0,10,晴れ,2629,0
2022-11-16 05:00:00+09:00,0,0,16/11/2022 5:00,2840,0,,1,0,21,薄曇,2840,0
2022-11-16 05:30:00+09:00,0,0,16/11/2022 5:30,2801,0,,9,0,10,晴れ,2801,0
2022-11-16 06:00:00+09:00,0,0,16/11/2022 6:00,5792,0,,0,0,10,晴れ,5792,0
2022-11-16 06:30:00+09:00,320,940,16/11/2022 6:30,12925,0,,0,0,10,晴れ,12925,1260
2022-11-16 07:00:00+09:00,1070,7350,16/11/2022 7:00,6121,0,,0,981.16,10,晴れ,6121,8420
2022-11-16 07:30:00+09:00,3600,18440,16/11/2022 7:30,13,7363,,0,2016.6,10,晴れ,13,22040
2022-11-16 08:00:00+09:00,6390,31310,16/11/2022 8:00,0,22682,,3,3029.62,10,晴れ,0,37700
2022-11-16 08:30:00+09:00,8980,43220,16/11/2022 8:30,0,36312,,0,3826.83,10,晴れ,0,52200
2022-11-16 09:00:00+09:00,10270,48290,16/11/2022 9:00,0,34053,,0,4472.34,10,晴れ,0,58560
2022-11-16 09:30:00+09:00,7700,34960,16/11/2022 9:30,52,18376,,0,4659.77,10,晴れ,52,42660
2022-11-16 10:00:00+09:00,16750,78430,16/11/2022 10:00,52,69718,,20,4643.76,21,薄曇,52,95180
2022-11-16 10:30:00+09:00,11600,53270,16/11/2022 10:30,0,39894,,31,4669.39,21,薄曇,0,64870
2022-11-16 11:00:00+09:00,7210,32540,16/11/2022 11:00,0,15665,,38,4571.9,21,薄曇,0,39750
2022-11-16 11:30:00+09:00,10340,46970,16/11/2022 11:30,0,32897,,100,4783.17,21,薄曇,0,57310
2022-11-16 12:00:00+09:00,15800,72010,16/11/2022 12:00,0,62785,,77,4890.5,21,薄曇,0,87810
2022-11-16 12:30:00+09:00,10320,45830,16/11/2022 12:30,0,31853,,46,5005.24,21,薄曇,0,56150
2022-11-16 13:00:00+09:00,14470,64880,16/11/2022 13:00,0,54740,,31,4993.62,21,薄曇,0,79350
2022-11-16 13:30:00+09:00,11050,49450,16/11/2022 13:30,288,36549,,31,4713.68,21,薄曇,288,60500
2022-11-16 14:00:00+09:00,3130,13030,16/11/2022 14:00,11076,3674,,29,4304.38,10,晴れ,11076,16160
2022-11-16 14:30:00+09:00,970,3530,16/11/2022 14:30,24984,0,,27,3597.19,21,薄曇,24984,4500
2022-11-16 15:00:00+09:00,1460,5810,16/11/2022 15:00,32338,0,,26,2826.39,21,薄曇,32338,7270
2022-11-16 15:30:00+09:00,1440,5230,16/11/2022 15:30,31247,0,,23,2264.94,10,晴れ,31247,6670
2022-11-16 16:00:00+09:00,340,760,16/11/2022 16:00,37318,0,,20,1482.1,10,晴れ,37318,1100
2022-11-16 16:30:00+09:00,0,0,16/11/2022 16:30,38292,0,,16,437.13,10,晴れ,38292,0
2022-11-16 17:00:00+09:00,0,0,16/11/2022 17:00,39257,0,,13,0,10,晴れ,39257,0
2022-11-16 17:30:00+09:00,0,0,16/11/2022 17:30,38803,0,,14,0,10,晴れ,38803,0
2022-11-16 18:00:00+09:00,0,0,16/11/2022 18:00,38892,0,,15,0,10,晴れ,38892,0
2022-11-16 18:30:00+09:00,0,0,16/11/2022 18:30,36030,0,,12,0,10,晴れ,36030,0
2022-11-16 19:00:00+09:00,0,0,16/11/2022 19:00,12833,0,,10,0,10,晴れ,12833,0
2022-11-16 19:30:00+09:00,0,0,16/11/2022 19:30,3676,0,,18,0,10,晴れ,3676,0
2022-11-16 20:00:00+09:00,0,0,16/11/2022 20:00,2651,0,,26,0,10,晴れ,2651,0
2022-11-16 20:30:00+09:00,0,0,16/11/2022 20:30,2649,0,,24,0,21,薄曇,2649,0
2022-11-16 21:00:00+09:00,0,0,16/11/2022 21:00,2685,0,,23,0,21,薄曇,2685,0
2022-11-16 21:30:00+09:00,0,0,16/11/2022 21:30,2666,0,,44,0,21,薄曇,2666,0
2022-11-16 22:00:00+09:00,0,0,16/11/2022 22:00,2673,0,,65,0,21,薄曇,2673,0
2022-11-16 22:30:00+09:00,0,0,16/11/2022 22:30,2658,0,,46,0,10,晴れ,2658,0
2022-11-16 23:00:00+09:00,0,0,16/11/2022 23:00,2775,0,,27,0,10,晴れ,2775,0
2022-11-16 23:30:00+09:00,0,0,16/11/2022 23:30,2801,0,,19,0,10,晴れ,2801,0
2022-11-17 00:00:00+09:00,0,0,17/11/2022 0:00,2638,0,,12,0,10,晴れ,2638,0
2022-11-17 00:30:00+09:00,0,0,17/11/2022 0:30,2608,0,,2,0,10,晴れ,2608,0
2022-11-17 01:00:00+09:00,0,0,17/11/2022 1:00,2739,0,,9,0,10,晴れ,2739,0
2022-11-17 01:30:00+09:00,0,0,17/11/2022 1:30,2625,0,,10,0,21,薄曇,2625,0
2022-11-17 02:00:00+09:00,0,0,17/11/2022 2:00,2682,0,,22,0,21,薄曇,2682,0
2022-11-17 02:30:00+09:00,0,0,17/11/2022 2:30,2678,0,,18,0,10,晴れ,2678,0
2022-11-17 03:00:00+09:00,0,0,17/11/2022 3:00,2705,0,,46,0,10,晴れ,2705,0
2022-11-17 03:30:00+09:00,0,0,17/11/2022 3:30,2652,0,,28,0,21,薄曇,2652,0
2022-11-17 04:00:00+09:00,0,0,17/11/2022 4:00,2651,0,,29,0,21,薄曇,2651,0
2022-11-17 04:30:00+09:00,0,0,17/11/2022 4:30,2691,0,,39,0,22,くもり,2691,0
2022-11-17 05:00:00+09:00,0,0,17/11/2022 5:00,2916,0,,47,0,22,くもり,2916,0
2022-11-17 05:30:00+09:00,0,0,17/11/2022 5:30,2899,0,,52,0,21,薄曇,2899,0
2022-11-17 06:00:00+09:00,0,0,17/11/2022 6:00,8360,0,,44,0,21,薄曇,8360,0
2022-11-17 06:30:00+09:00,290,800,17/11/2022 6:30,36951,0,,13,0,21,薄曇,36951,1090
2022-11-17 07:00:00+09:00,1810,9520,17/11/2022 7:00,21650,0,,2,722.09,21,薄曇,21650,11330
2022-11-17 07:30:00+09:00,3770,18520,17/11/2022 7:30,7609,1,,0,1371.49,21,薄曇,7609,22290
2022-11-17 08:00:00+09:00,6470,31390,17/11/2022 8:00,1,9820,,0,2381.72,21,薄曇,1,37860
2022-11-17 08:30:00+09:00,9710,46420,17/11/2022 8:30,7,28264,,2,3065.58,21,薄曇,7,56130
2022-11-17 09:00:00+09:00,6710,30810,17/11/2022 9:00,3148,6069,,5,3642.52,21,薄曇,3148,37520
2022-11-17 09:30:00+09:00,8330,38040,17/11/2022 9:30,1744,13558,,19,4079.1,21,薄曇,1744,46370
2022-11-17 10:00:00+09:00,8720,39470,17/11/2022 10:00,7,14097,,83,4394.56,21,薄曇,7,48190
2022-11-17 10:30:00+09:00,11900,54590,17/11/2022 10:30,0,32980,,97,4857.86,21,薄曇,0,66490
2022-11-17 11:00:00+09:00,12830,59010,17/11/2022 11:00,0,39968,,85,5245.86,21,薄曇,0,71840
2022-11-17 11:30:00+09:00,11090,50320,17/11/2022 11:30,0,30283,,93,4572.96,21,薄曇,0,61410
2022-11-17 12:00:00+09:00,8410,37690,17/11/2022 12:00,0,14560,,93,3764.63,22,くもり,0,46100
2022-11-17 12:30:00+09:00,6460,28790,17/11/2022 12:30,17,5351,,78,3720.53,22,くもり,17,35250
2022-11-17 13:00:00+09:00,6060,26800,17/11/2022 13:00,543,3793,,66,3588.66,22,くもり,543,32860
2022-11-17 13:30:00+09:00,7530,33440,17/11/2022 13:30,0,11562,,42,3476.37,22,くもり,0,40970
2022-11-17 14:00:00+09:00,8160,35850,17/11/2022 14:00,101,14580,,38,3260.55,22,くもり,101,44010
2022-11-17 14:30:00+09:00,7560,31860,17/11/2022 14:30,126,10551,,36,2908.73,21,薄曇,126,39420
2022-11-17 15:00:00+09:00,3770,15030,17/11/2022 15:00,9717,755,,34,2440.04,21,薄曇,9717,18800
2022-11-17 15:30:00+09:00,3010,11100,17/11/2022 15:30,15661,0,,38,1624.18,22,くもり,15661,14110
2022-11-17 16:00:00+09:00,1360,4190,17/11/2022 16:00,23847,0,,41,884.81,22,くもり,23847,5550
2022-11-17 16:30:00+09:00,190,310,17/11/2022 16:30,33637,0,,40,275.37,22,くもり,33637,500
2022-11-17 17:00:00+09:00,0,0,17/11/2022 17:00,35408,0,,39,0,21,薄曇,35408,0
2022-11-17 17:30:00+09:00,0,0,17/11/2022 17:30,36651,0,,30,0,21,薄曇,36651,0
